,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
32,GDP Growth,Italy,NA,2050,No CC,% points per °C,0.00217,0.0013,NA,NA,NA,NA,Table 4,"Coefficient β3, Temp x Poor effect"
33,GDP Growth,Italy,NA,2050,No CC,% points per °C,-0.02865,0.0151,NA,NA,NA,NA,Table 4,"Coefficient β3, Temp x Poor effect"
34,GDP Growth,Italy,NA,2050,No CC,% points per °C,0.00023,0.0005,NA,NA,NA,NA,Table 4,"Coefficient β4, Temp2 x Poor effect"
35,GDP Growth,Italy,NA,2050,No CC,% points per °C,-0.00086,0.0005,NA,NA,NA,NA,Table 4,"Coefficient β4, Temp2 x Poor effect"
36,Agricultural GVA per-worker,Italy,NA,2050,No CC,% points,-5,NA,NA,NA,NA,NA,Page 8,1 degree C increase reduces productivity in 'poor' provinces.
37,GVA per-worker growth,Italy,NA,2014,Baseline,,0.03514,0.0147,NA,NA,NA,NA,"Table 5, column (1)","Temp coefficient in linear specification, significant at 95% confidence level, Robust standard errors clustered within NUTS3."
38,GVA per-worker growth,Italy,NA,2014,Baseline,,0.02760,0.0147,NA,NA,NA,NA,"Table 5, column (2)","Temp coefficient in linear specification, significant at 90% confidence level, Robust standard errors clustered within NUTS3."
39,GVA per-worker growth,Italy,NA,2014,Baseline,,0.03215,0.0325,NA,NA,NA,NA,"Table 5, column (3)","Temp coefficient in quadratic specification, Robust standard errors clustered within NUTS3."
40,GVA per-worker growth,Italy,NA,2014,Baseline,,0.07168,0.0530,NA,NA,NA,NA,"Table 5, column (4)","Temp coefficient in quadratic specification, Robust standard errors clustered within NUTS3."
41,GVA per-worker growth,Italy,NA,2014,Baseline,,0.14835,0.0455,NA,NA,NA,NA,"Table 5, column (5)","Temp coefficient in quadratic specification, significant at 99% confidence level, Robust standard errors clustered within NUTS3. Temperature in first difference."
42,GVA per-worker growth,Italy,NA,2014,Baseline,,0.11374,0.0803,NA,NA,NA,NA,"Table 5, column (6)","Temp coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Temperature in first difference."
43,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00226,0.0010,NA,NA,NA,NA,"Table 5, column (3)","Temp2 coefficient in quadratic specification, significant at 95% confidence level, Robust standard errors clustered within NUTS3."
44,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00344,0.0017,NA,NA,NA,NA,"Table 5, column (4)","Temp2 coefficient in quadratic specification, significant at 90% confidence level, Robust standard errors clustered within NUTS3."
45,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00593,0.0014,NA,NA,NA,NA,"Table 5, column (5)","Temp2 coefficient in quadratic specification, significant at 99% confidence level, Robust standard errors clustered within NUTS3. Temperature in first difference."
46,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00454,0.0027,NA,NA,NA,NA,"Table 5, column (6)","Temp2 coefficient in quadratic specification, significant at 90% confidence level, Robust standard errors clustered within NUTS3. Temperature in first difference."
47,GVA per-worker growth,Italy,NA,2014,Baseline,,0.02340,0.0071,NA,NA,NA,NA,"Table 5, column (3)","Temp x Poor coefficient in quadratic specification, significant at 99% confidence level, Robust standard errors clustered within NUTS3."
48,GVA per-worker growth,Italy,NA,2014,Baseline,,0.14687,0.0698,NA,NA,NA,NA,"Table 5, column (5)","Temp x Poor coefficient in quadratic specification, significant at 95% confidence level, Robust standard errors clustered within NUTS3. Temperature in first difference."
49,GVA per-worker growth,Italy,NA,2014,Baseline,,0.02550,0.0939,NA,NA,NA,NA,"Table 5, column (6)","Temp x Poor coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Temperature in first difference."
50,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00431,0.0023,NA,NA,NA,NA,"Table 5, column (5)","Temp2 x Poor coefficient in quadratic specification, significant at 90% confidence level, Robust standard errors clustered within NUTS3. Temperature in first difference."
51,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00016,0.0032,NA,NA,NA,NA,"Table 5, column (6)","Temp2 x Poor coefficient in quadratic specification, significant at 90% confidence level, Robust standard errors clustered within NUTS3. Temperature in first difference."
52,GVA per-worker growth,Italy,NA,2014,Baseline,Degrees Celsius,7.10,NA,NA,NA,NA,NA,Table 5,Max GVA temperature derived from bootstrap
53,GVA per-worker growth,Italy,NA,2014,Baseline,Degrees Celsius,7.10,NA,5%,8.9,95%,23.17,Table 5,Max GVA temperature derived from bootstrap with 95% confidence interval.
54,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00619,0.0026,NA,NA,NA,NA,"Table 6, column (1)","Prec. coefficient in linear specification, significant at 99% confidence level, Robust standard errors clustered within NUTS3."
55,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00382,0.0028,NA,NA,NA,NA,"Table 6, column (2)","Prec. coefficient in linear specification, Robust standard errors clustered within NUTS3."
56,GVA per-worker growth,Italy,NA,2014,Baseline,,0.01923,0.0056,NA,NA,NA,NA,"Table 6, column (3)","Prec. coefficient in quadratic specification, significant at 99% confidence level, Robust standard errors clustered within NUTS3."
57,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00851,0.0074,NA,NA,NA,NA,"Table 6, column (4)","Prec. coefficient in quadratic specification, Robust standard errors clustered within NUTS3."
58,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00692,0.0049,NA,NA,NA,NA,"Table 6, column (5)","Prec. coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Precipitation in first difference."
59,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00374,0.0067,NA,NA,NA,NA,"Table 6, column (6)","Prec. coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Precipitation in first difference."
60,GVA per-worker growth,Italy,NA,2014,Baseline,,-0.00061,0.0002,NA,NA,NA,NA,"Table 6, column (3)","Prec.2 coefficient in quadratic specification, significant at 99% confidence level, Robust standard errors clustered within NUTS3."
61,GVA per-worker growth,Italy,NA,2014,Baseline,,-0.00021,0.0002,NA,NA,NA,NA,"Table 6, column (4)","Prec.2 coefficient in quadratic specification, Robust standard errors clustered within NUTS3."
62,GVA per-worker growth,Italy,NA,2014,Baseline,,-0.00014,0.0002,NA,NA,NA,NA,"Table 6, column (5)","Prec.2 coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Precipitation in first difference."
63,GVA per-worker growth,Italy,NA,2014,Baseline,,-0.00005,0.0003,NA,NA,NA,NA,"Table 6, column (6)","Prec.2 coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Precipitation in first difference."
64,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00482,0.0035,NA,NA,NA,NA,"Table 6, column (3)","Prec. x Poor coefficient in quadratic specification, Robust standard errors clustered within NUTS3."
65,GVA per-worker growth,Italy,NA,2014,Baseline,,0.01920,0.0088,NA,NA,NA,NA,"Table 6, column (5)","Prec. x Poor coefficient in quadratic specification, significant at 95% confidence level, Robust standard errors clustered within NUTS3. Precipitation in first difference."
66,GVA per-worker growth,Italy,NA,2014,Baseline,,0.00584,0.0076,NA,NA,NA,NA,"Table 6, column (6)","Prec. x Poor coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Precipitation in first difference."
67,GVA per-worker growth,Italy,NA,2014,Baseline,,-0.0008,0.0004,NA,NA,NA,NA,"Table 6, column (5)","Prec.2 x Poor coefficient in quadratic specification, significant at 95% confidence level, Robust standard errors clustered within NUTS3. Precipitation in first difference."
68,GVA per-worker growth,Italy,NA,2014,Baseline,,0.000155,0.0003,NA,NA,NA,NA,"Table 6, column (6)","Prec.2 x Poor coefficient in quadratic specification, Robust standard errors clustered within NUTS3. Precipitation in first difference."
69,GVA per-worker growth,Italy,NA,2014,Baseline,100 mm,15.85,NA,NA,NA,NA,NA,Table 6,Max GVA precipitation derived from bootstrap
70,GVA per-worker growth,Italy,NA,2014,Baseline,100 mm,15.85,NA,5%,12.1,95%,19.6,Table 6,Max GVA precipitation derived from bootstrap with 95% confidence interval.
71,GDP growth,Italy,NA,2014,Historical norm,percentage points per year,-0.019,NA,NA,NA,NA,NA,Page 10,Persistent annual rise of 0.01°C in temperature above the historical norm. 2014 is the end year of data.
72,GDP growth,Italy,NA,2014,Historical norm,percentage points per year,-0.214,NA,NA,NA,NA,NA,Page 10,Negative temperature deviations (0.01°C decrease). 2014 is the end year of data.
73,Agri. GVA growth,Italy,NA,2014,Historical norm,percentage points per year,-0.117,NA,NA,NA,NA,NA,Page 10,Persistent 0.01°C annual increase in temperature above historical norm. 2014 is the end year of data.
74,Agri. GVA growth,Italy,NA,2014,Historical norm,percentage points per year,-0.223,NA,NA,NA,NA,NA,Page 10,"0.01°C annual decrease in the temperature below its historical norm, marginally significant. 2014 is the end year of data."
75,GDP per capita,Italy,RCP 4.5 and RCP 8.5,2100,No CC,%,-3,NA,NA,NA,NA,NA,Page 13,Losses concentrated in Southern regions. Using midpoint of range.
76,Agricultural productivity,Italy,RCP 4.5 and RCP 8.5,2100,No CC,%,-20,NA,NA,NA,NA,NA,Page 13,Important productivity losses in the agricultural region. Using midpoint of range.
77,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0102,0.0039,NA,NA,NA,NA,"Table A3, Specification 1, xtreg",Year is assumed as a placeholder for projection purposes.
78,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0113,0.0062,NA,NA,NA,NA,"Table A3, Specification 1, xtspj",Year is assumed as a placeholder for projection purposes.
79,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0142,0.0040,NA,NA,NA,NA,"Table A3, Specification 2, xtreg",Year is assumed as a placeholder for projection purposes.
80,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0190,0.0057,NA,NA,NA,NA,"Table A3, Specification 2, xtspj",Year is assumed as a placeholder for projection purposes.
81,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0204,0.0052,NA,NA,NA,NA,"Table A3, Specification 3, xtreg",Year is assumed as a placeholder for projection purposes.
82,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0258,0.0142,NA,NA,NA,NA,"Table A3, Specification 3, xtspj",Year is assumed as a placeholder for projection purposes.
83,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0299,0.0290,NA,NA,NA,NA,"Table A3, Specification 1, xtreg",Year is assumed as a placeholder for projection purposes.
84,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0665,0.0313,NA,NA,NA,NA,"Table A3, Specification 1, xtspj",Year is assumed as a placeholder for projection purposes.
85,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0142,0.0293,NA,NA,NA,NA,"Table A3, Specification 2, xtreg",Year is assumed as a placeholder for projection purposes.
86,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0444,0.0361,NA,NA,NA,NA,"Table A3, Specification 2, xtspj",Year is assumed as a placeholder for projection purposes.
87,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0542,0.0306,NA,NA,NA,NA,"Table A3, Specification 3, xtreg",Year is assumed as a placeholder for projection purposes.
88,GDP per capita growth,Italy,NA,2050,Historical Norms,NA,0.0322,0.0425,NA,NA,NA,NA,"Table A3, Specification 3, xtspj",Year is assumed as a placeholder for projection purposes.
89,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.1174,0.0225,NA,NA,NA,NA,"Table A4, Specification 1, xtreg",Year is assumed as a placeholder for projection purposes.
90,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.1129,0.0240,NA,NA,NA,NA,"Table A4, Specification 1, xtspj",Year is assumed as a placeholder for projection purposes.
91,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.1149,0.0215,NA,NA,NA,NA,"Table A4, Specification 2, xtreg",Year is assumed as a placeholder for projection purposes.
92,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.1166,0.0289,NA,NA,NA,NA,"Table A4, Specification 2, xtspj",Year is assumed as a placeholder for projection purposes.
93,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.0541,0.0289,NA,NA,NA,NA,"Table A4, Specification 3, xtreg",Year is assumed as a placeholder for projection purposes.
94,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.0521,0.0336,NA,NA,NA,NA,"Table A4, Specification 3, xtspj",Year is assumed as a placeholder for projection purposes.
95,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.1216,0.0908,NA,NA,NA,NA,"Table A4, Specification 1, xtreg",Year is assumed as a placeholder for projection purposes.
96,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.2158,0.1276,NA,NA,NA,NA,"Table A4, Specification 1, xtspj",Year is assumed as a placeholder for projection purposes.
97,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.1408,0.0864,NA,NA,NA,NA,"Table A4, Specification 2, xtreg",Year is assumed as a placeholder for projection purposes.
98,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.2228,0.1264,NA,NA,NA,NA,"Table A4, Specification 2, xtspj",Year is assumed as a placeholder for projection purposes.
99,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.0990,0.1156,NA,NA,NA,NA,"Table A4, Specification 3, xtreg",Year is assumed as a placeholder for projection purposes.
100,GVA per-worker Growth Rate,Italy,NA,2050,Historical Norms,NA,0.0545,0.1689,NA,NA,NA,NA,"Table A4, Specification 3, xtspj",Year is assumed as a placeholder for projection purposes.
101,GDP per capita,Italy,RCP 4.5,2050,No CC,%,-0.06,NA,NA,NA,NA,NA,Table A5,
102,GDP per capita,Italy,RCP 8.5,2050,No CC,%,-1.01,NA,NA,NA,NA,NA,Table A5,
103,GDP per capita,Italy,RCP 4.5,2100,No CC,%,-0.15,NA,NA,NA,NA,NA,Table A5,
104,GDP per capita,Italy,RCP 8.5,2100,No CC,%,-2.72,NA,NA,NA,NA,NA,Table A5,
105,GDP per capita,Italy (Rich Provinces),RCP 4.5,2050,No CC,%,-0.19,NA,NA,NA,NA,NA,Table A5,
106,GDP per capita,Italy (Rich Provinces),RCP 8.5,2050,No CC,%,-1.18,NA,NA,NA,NA,NA,Table A5,
107,GDP per capita,Italy (Rich Provinces),RCP 4.5,2100,No CC,%,-0.51,NA,NA,NA,NA,NA,Table A5,
108,GDP per capita,Italy (Rich Provinces),RCP 8.5,2100,No CC,%,-3.43,NA,NA,NA,NA,NA,Table A5,
109,GDP per capita,Italy (Poor Provinces),RCP 4.5,2050,No CC,%,-0.11,NA,NA,NA,NA,NA,Table A5,
110,GDP per capita,Italy (Poor Provinces),RCP 8.5,2050,No CC,%,-0.63,NA,NA,NA,NA,NA,Table A5,
111,GDP per capita,Italy (Poor Provinces),RCP 4.5,2100,No CC,%,-0.44,NA,NA,NA,NA,NA,Table A5,
112,GDP per capita,Italy (Poor Provinces),RCP 8.5,2100,No CC,%,-1.85,NA,NA,NA,NA,NA,Table A5,
113,Agricultural GVA per worker,Italy,RCP 4.5,2050,No CC,%,-0.08,NA,NA,NA,NA,NA,Table A5,
114,Agricultural GVA per worker,Italy,RCP 8.5,2050,No CC,%,-3.89,NA,NA,NA,NA,NA,Table A5,
115,Agricultural GVA per worker,Italy,RCP 4.5,2100,No CC,%,-0.02,NA,NA,NA,NA,NA,Table A5,
116,Agricultural GVA per worker,Italy,RCP 8.5,2100,No CC,%,-10.44,NA,NA,NA,NA,NA,Table A5,
117,Agricultural GVA per worker,Italy (Rich Provinces),RCP 4.5,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,Table A5,
118,Agricultural GVA per worker,Italy (Rich Provinces),RCP 8.5,2050,No CC,%,-2.01,NA,NA,NA,NA,NA,Table A5,
119,Agricultural GVA per worker,Italy (Rich Provinces),RCP 4.5,2100,No CC,%,-0.40,NA,NA,NA,NA,NA,Table A5,
120,Agricultural GVA per worker,Italy (Rich Provinces),RCP 8.5,2100,No CC,%,-5.16,NA,NA,NA,NA,NA,Table A5,
121,Agricultural GVA per worker,Italy (Poor Provinces),RCP 4.5,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,Table A5,
122,Agricultural GVA per worker,Italy (Poor Provinces),RCP 8.5,2050,No CC,%,-5.26,NA,NA,NA,NA,NA,Table A5,
123,Agricultural GVA per worker,Italy (Poor Provinces),RCP 4.5,2100,No CC,%,-0.27,NA,NA,NA,NA,NA,Table A5,
124,Agricultural GVA per worker,Italy (Poor Provinces),RCP 8.5,2100,No CC,%,-13.87,NA,NA,NA,NA,NA,Table A5,
