,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
44,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,NA,NA,NA,NA,42,Impact of Natural D. 3.1 on 5-year spreads at Quantile=0.5
45,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.00,0.03,NA,NA,NA,NA,42,Impact of Natural D. 3.2 on 5-year spreads at Quantile=0.9
46,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.01,0.01,10%,0.01,NA,NA,42,Impact of Natural D. 3.2 on 5-year spreads at Quantile=0.1
47,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.01,0.01,NA,NA,NA,NA,42,Impact of Natural D. 3.2 on 5-year spreads at Quantile=0.5
48,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.08,0.06,NA,NA,NA,NA,42,Impact of Natural D. 3.3 on 5-year spreads at Quantile=0.9
49,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.03,0.01,10%,0.03,NA,NA,42,Impact of Natural D. 3.3 on 5-year spreads at Quantile=0.1
50,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.01,0.02,NA,NA,NA,NA,42,Impact of Natural D. 3.3 on 5-year spreads at Quantile=0.5
51,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.01,NA,NA,90%,-0.01,42,Impact of Natural D. 1.1 on 1-year spreads at Quantile=0.9
52,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.10,0.03,10%,-0.10,NA,NA,42,Impact of Natural D. 1.1 on 1-year spreads at Quantile=0.1
53,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.04,0.02,NA,NA,NA,NA,42,Impact of Natural D. 1.1 on 1-year spreads at Quantile=0.5
54,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.04,0.06,NA,NA,90%,-0.04,42,Impact of Natural D. 1.2 on 1-year spreads at Quantile=0.9
55,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.03,10%,-0.01,NA,NA,42,Impact of Natural D. 1.2 on 1-year spreads at Quantile=0.1
56,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,NA,NA,NA,NA,42,Impact of Natural D. 1.2 on 1-year spreads at Quantile=0.5
57,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.15,0.06,NA,NA,90%,-0.15,42,Impact of Natural D. 1.3 on 1-year spreads at Quantile=0.9
58,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.03,0.03,10%,-0.03,NA,NA,42,Impact of Natural D. 1.3 on 1-year spreads at Quantile=0.1
59,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.02,0.04,NA,NA,NA,NA,42,Impact of Natural D. 1.3 on 1-year spreads at Quantile=0.5
60,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.01,NA,NA,90%,-0.01,42,Impact of Natural D. 2.1 on 1-year spreads at Quantile=0.9
61,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.02,0.01,10%,0.02,NA,NA,42,Impact of Natural D. 2.1 on 1-year spreads at Quantile=0.1
62,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.04,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.1 on 1-year spreads at Quantile=0.5
63,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.02,0.03,NA,NA,90%,-0.02,42,Impact of Natural D. 2.2 on 1-year spreads at Quantile=0.9
64,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.00,0.01,10%,0.00,NA,NA,42,Impact of Natural D. 2.2 on 1-year spreads at Quantile=0.1
65,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.02,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.2 on 1-year spreads at Quantile=0.5
66,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.02,0.08,NA,NA,90%,-0.02,42,Impact of Natural D. 2.3 on 1-year spreads at Quantile=0.9
67,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,10%,-0.01,NA,NA,42,Impact of Natural D. 2.3 on 1-year spreads at Quantile=0.1
68,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.04,0.03,NA,NA,NA,NA,42,Impact of Natural D. 2.3 on 1-year spreads at Quantile=0.5
69,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,NA,NA,90%,-0.01,42,Impact of Natural D. 1.1 on 2-year spreads at Quantile=0.9
70,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.05,0.02,10%,-0.05,NA,NA,42,Impact of Natural D. 1.1 on 2-year spreads at Quantile=0.1
71,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.05,0.02,NA,NA,NA,NA,42,Impact of Natural D. 1.1 on 2-year spreads at Quantile=0.5
72,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.02,0.02,NA,NA,90%,0.02,42,Impact of Natural D. 1.2 on 2-year spreads at Quantile=0.9
73,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.02,0.02,10%,0.02,NA,NA,42,Impact of Natural D. 1.2 on 2-year spreads at Quantile=0.1
74,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.06,0.03,NA,NA,NA,NA,42,Impact of Natural D. 1.2 on 2-year spreads at Quantile=0.5
75,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.16,0.40,NA,NA,90%,0.16,42,Impact of Natural D. 1.3 on 2-year spreads at Quantile=0.9
76,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.03,0.04,10%,0.03,NA,NA,42,Impact of Natural D. 1.3 on 2-year spreads at Quantile=0.1
77,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.03,0.05,NA,NA,NA,NA,42,Impact of Natural D. 1.3 on 2-year spreads at Quantile=0.5
78,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.00,0.01,NA,NA,90%,0.00,42,Impact of Natural D. 2.1 on 2-year spreads at Quantile=0.9
79,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.01,0.01,10%,0.01,NA,NA,42,Impact of Natural D. 2.1 on 2-year spreads at Quantile=0.1
80,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.00,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.1 on 2-year spreads at Quantile=0.5
81,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,NA,NA,90%,-0.01,42,Impact of Natural D. 2.2 on 2-year spreads at Quantile=0.9
82,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,10%,-0.01,NA,NA,42,Impact of Natural D. 2.2 on 2-year spreads at Quantile=0.1
83,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.03,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.2 on 2-year spreads at Quantile=0.5
84,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,1.35,0.70,NA,NA,90%,1.35,42,Impact of Natural D. 2.3 on 2-year spreads at Quantile=0.9
85,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.01,0.03,10%,0.01,NA,NA,42,Impact of Natural D. 2.3 on 2-year spreads at Quantile=0.1
86,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.01,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.3 on 2-year spreads at Quantile=0.5
87,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.03,0.01,NA,NA,90%,-0.03,42,Impact of Natural D. 1.1 on 5-year spreads at Quantile=0.9
88,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.05,0.02,10%,-0.05,NA,NA,42,Impact of Natural D. 1.1 on 5-year spreads at Quantile=0.1
89,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.05,0.03,NA,NA,NA,NA,42,Impact of Natural D. 1.1 on 5-year spreads at Quantile=0.5
90,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.06,0.06,NA,NA,90%,-0.06,42,Impact of Natural D. 1.2 on 5-year spreads at Quantile=0.9
91,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.00,0.03,10%,0.00,NA,NA,42,Impact of Natural D. 1.2 on 5-year spreads at Quantile=0.1
92,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.04,0.02,NA,NA,NA,NA,42,Impact of Natural D. 1.2 on 5-year spreads at Quantile=0.5
93,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.11,0.09,NA,NA,90%,-0.11,42,Impact of Natural D. 1.3 on 5-year spreads at Quantile=0.9
94,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.02,0.03,10%,0.02,NA,NA,42,Impact of Natural D. 1.3 on 5-year spreads at Quantile=0.1
95,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.03,NA,NA,NA,NA,42,Impact of Natural D. 1.3 on 5-year spreads at Quantile=0.5
96,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.03,0.01,NA,NA,90%,-0.03,42,Impact of Natural D. 2.1 on 5-year spreads at Quantile=0.9
97,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.01,10%,-0.01,NA,NA,42,Impact of Natural D. 2.1 on 5-year spreads at Quantile=0.1
98,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.03,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.1 on 5-year spreads at Quantile=0.5
99,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.02,0.03,NA,NA,90%,-0.02,42,Impact of Natural D. 2.2 on 5-year spreads at Quantile=0.9
100,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,10%,-0.01,NA,NA,42,Impact of Natural D. 2.2 on 5-year spreads at Quantile=0.1
101,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.01,NA,NA,NA,NA,42,Impact of Natural D. 2.2 on 5-year spreads at Quantile=0.5
102,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,0.02,0.11,NA,NA,90%,0.02,42,Impact of Natural D. 2.3 on 5-year spreads at Quantile=0.9
103,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.01,0.02,10%,-0.01,NA,NA,42,Impact of Natural D. 2.3 on 5-year spreads at Quantile=0.1
104,Sovereign Spreads,68 countries,Panel Quantile Regression,2025,NA,Basis Points,-0.03,0.02,NA,NA,NA,NA,42,Impact of Natural D. 2.3 on 5-year spreads at Quantile=0.5
105,Sovereign Spreads,68 Countries,Panel Quantile Regressions,2024,No CC,Percentage Points,0.04,NA,NA,NA,NA,NA,Page 43,Spreads are higher in six cases due to increments in disasters in the third category. Value is the maximum impact on spread across categories as reported
106,Sovereign Spreads,Category 1,Panel Quantile Regressions,2024,No CC,Percentage Points,-0.04,NA,NA,NA,NA,NA,Page 43,Effects are negative on spreads in 10 out of 12 occasions. Category 1 refers to people exposed.
107,Sovereign Spreads,Category 2,Panel Quantile Regressions,2024,No CC,Percentage Points,-0.04,NA,NA,NA,NA,NA,Page 43,Effects are negative on spreads in 3 out of 4 occasions. Category 2 refers to deaths.
108,Sovereign Spreads,Cluster 2,Panel Quantile Regressions,2024,No CC,Percentage Points,0.04,NA,90%,0.04,NA,NA,Page 43,"Positive impact on the 2-year spreads, for the second cluster of countries, the second category of disasters and the 90th percentile."
