,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
37,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.0015,0.0018,NA,NA,NA,NA,16,"Specification 2, xtreg, Sum_delta_prec_- (x 100)"
38,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.0015,0.0024,NA,NA,NA,NA,16,"Specification 2, xtspj, Sum_delta_prec_- (x 100)"
39,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.0107,0.0079,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_delta_temp_+ x I(province i is poor)"
40,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.0119,0.0118,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_delta_temp_+ x I(province i is poor)"
41,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.1628,0.0585,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_delta_temp_- x I(province i is poor)"
42,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.1864,0.0636,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_delta_temp_- x I(province i is poor)"
43,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.7042,0.0337,NA,NA,NA,NA,16,"Specification 1, xtreg, Sum_lagged_y"
44,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.5394,0.0266,NA,NA,NA,NA,16,"Specification 1, xtspj, Sum_lagged_y"
45,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.7284,0.0327,NA,NA,NA,NA,16,"Specification 2, xtreg, Sum_lagged_y"
46,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.5682,0.0273,NA,NA,NA,NA,16,"Specification 2, xtspj, Sum_lagged_y"
47,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.7192,0.0320,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_lagged_y"
48,GDP Growth Rate,Italy,NA,2000,Historical Norms,,0.4670,0.0300,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_lagged_y"
49,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1174,0.0225,NA,NA,NA,NA,16,"Specification 1, xtreg, Sum_delta_temp_+"
50,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1129,0.0240,NA,NA,NA,NA,16,"Specification 1, xtspj, Sum_delta_temp_+"
51,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1149,0.0215,NA,NA,NA,NA,16,"Specification 2, xtreg, Sum_delta_temp_+"
52,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1166,0.0289,NA,NA,NA,NA,16,"Specification 2, xtspj, Sum_delta_temp_+"
53,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0541,0.0289,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_delta_temp_+"
54,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0521,0.0336,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_delta_temp_+"
55,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1216,0.0908,NA,NA,NA,NA,16,"Specification 1, xtreg, Sum_delta_temp_-"
56,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.2158,0.1276,NA,NA,NA,NA,16,"Specification 1, xtspj, Sum_delta_temp_-"
57,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1408,0.0864,NA,NA,NA,NA,16,"Specification 2, xtreg, Sum_delta_temp_-"
58,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.2228,0.1264,NA,NA,NA,NA,16,"Specification 2, xtspj, Sum_delta_temp_-"
59,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0990,0.1156,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_delta_temp_-"
60,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0545,0.1689,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_delta_temp_-"
61,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0004,0.0057,NA,NA,NA,NA,16,"Specification 1, xtreg, Sum_delta_prec_+ (x 100)"
62,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0023,0.0077,NA,NA,NA,NA,16,"Specification 2, xtreg, Sum_delta_prec_+ (x 100)"
63,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0129,0.0092,NA,NA,NA,NA,16,"Specification 1, xtreg, Sum_delta_prec_- (x 100)"
64,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.0156,0.0095,NA,NA,NA,NA,16,"Specification 1, xtspj, Sum_delta_prec_- (x 100)"
65,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1156,0.0441,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_delta_temp_+ x I(province i is poor)"
66,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.1226,0.0459,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_delta_temp_+ x I(province i is poor)"
67,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.4294,0.1779,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_delta_temp_- x I(province i is poor)"
68,GVA Growth Rate,Italy,NA,2000,Historical Norms,,0.5125,0.2583,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_delta_temp_- x I(province i is poor)"
69,GVA Growth Rate,Italy,NA,2000,Historical Norms,,1.2630,0.0376,NA,NA,NA,NA,16,"Specification 1, xtreg, Sum_lagged_y"
70,GVA Growth Rate,Italy,NA,2000,Historical Norms,,1.1820,0.0306,NA,NA,NA,NA,16,"Specification 1, xtspj, Sum_lagged_y"
71,GVA Growth Rate,Italy,NA,2000,Historical Norms,,1.2567,0.0371,NA,NA,NA,NA,16,"Specification 2, xtreg, Sum_lagged_y"
72,GVA Growth Rate,Italy,NA,2000,Historical Norms,,1.1744,0.0307,NA,NA,NA,NA,16,"Specification 2, xtspj, Sum_lagged_y"
73,GVA Growth Rate,Italy,NA,2000,Historical Norms,,1.2478,0.0376,NA,NA,NA,NA,16,"Specification 3, xtreg, Sum_lagged_y"
74,GVA Growth Rate,Italy,NA,2000,Historical Norms,,1.1663,0.0307,NA,NA,NA,NA,16,"Specification 3, xtspj, Sum_lagged_y"
75,GDP per capita,Italy,RCP 4.5,2050,No CC,%,-0.06,NA,NA,NA,NA,NA,17,
76,GDP per capita,Italy,RCP 8.5,2050,No CC,%,-1.01,NA,NA,NA,NA,NA,17,
77,GVA per worker,Italy,RCP 4.5,2050,No CC,%,-0.08,NA,NA,NA,NA,NA,17,
78,GVA per worker,Italy,RCP 8.5,2050,No CC,%,-3.89,NA,NA,NA,NA,NA,17,
79,GDP per capita,Italy,RCP 4.5,2100,No CC,%,-0.15,NA,NA,NA,NA,NA,17,
80,GDP per capita,Italy,RCP 8.5,2100,No CC,%,-2.72,NA,NA,NA,NA,NA,17,
81,GVA per worker,Italy,RCP 4.5,2100,No CC,%,-0.02,NA,NA,NA,NA,NA,17,
82,GVA per worker,Italy,RCP 8.5,2100,No CC,%,-10.44,NA,NA,NA,NA,NA,17,
83,GDP per capita,Italy (Rich provinces),RCP 4.5,2050,No CC,%,-0.19,NA,NA,NA,NA,NA,17,
84,GDP per capita,Italy (Rich provinces),RCP 8.5,2050,No CC,%,-1.18,NA,NA,NA,NA,NA,17,
85,GVA per worker,Italy (Rich provinces),RCP 4.5,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,17,
86,GVA per worker,Italy (Rich provinces),RCP 8.5,2050,No CC,%,-2.01,NA,NA,NA,NA,NA,17,
87,GDP per capita,Italy (Rich provinces),RCP 4.5,2100,No CC,%,-0.51,NA,NA,NA,NA,NA,17,
88,GDP per capita,Italy (Rich provinces),RCP 8.5,2100,No CC,%,-3.43,NA,NA,NA,NA,NA,17,
89,GVA per worker,Italy (Rich provinces),RCP 4.5,2100,No CC,%,-0.40,NA,NA,NA,NA,NA,17,
90,GVA per worker,Italy (Rich provinces),RCP 8.5,2100,No CC,%,-5.16,NA,NA,NA,NA,NA,17,
91,GDP per capita,Italy (Poor provinces),RCP 4.5,2050,No CC,%,-0.11,NA,NA,NA,NA,NA,17,
92,GDP per capita,Italy (Poor provinces),RCP 8.5,2050,No CC,%,-0.63,NA,NA,NA,NA,NA,17,
93,GVA per worker,Italy (Poor provinces),RCP 4.5,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,17,
94,GVA per worker,Italy (Poor provinces),RCP 8.5,2050,No CC,%,-5.26,NA,NA,NA,NA,NA,17,
95,GDP per capita,Italy (Poor provinces),RCP 4.5,2100,No CC,%,-0.44,NA,NA,NA,NA,NA,17,
96,GDP per capita,Italy (Poor provinces),RCP 8.5,2100,No CC,%,-1.85,NA,NA,NA,NA,NA,17,
97,GVA per worker,Italy (Poor provinces),RCP 4.5,2100,No CC,%,-0.27,NA,NA,NA,NA,NA,17,
98,GVA per worker,Italy (Poor provinces),RCP 8.5,2100,No CC,%,-13.87,NA,NA,NA,NA,NA,17,
