,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
12,Agriculture,Adaptation,China,RCPs,Adaptation Percentage,AvoidedImpact,Economic,Need,%,58.33,NA,5%,42.03,95%,69.39,Table 6,Adaptation is the percentage of short-run Labor impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles.
13,Agriculture,Adaptation,China,RCPs,Adaptation Percentage,AvoidedImpact,Economic,Need,%,64.36,NA,5%,56.24,95%,70.03,Table 6,Adaptation is the percentage of short-run Fertilizer impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles.
14,Agriculture,Adaptation,China,"RCP2.6, HadGEM2-ES",TFP Reduction,BaselineImpact,Economic,Need,%,-2.5,NA,NA,NA,NA,NA,Page 11,Medium term (2041-2060)
15,Agriculture,Adaptation,China,"RCP8.5, HadGEM2-ES",TFP Reduction,BaselineImpact,Economic,Need,%,-3.5,NA,NA,NA,NA,NA,Page 11,Medium term (2041-2060)
16,Agriculture,Adaptation,China,"RCP2.6, NorESM1-M",TFP Reduction,BaselineImpact,Economic,Need,%,-1.9,NA,NA,NA,NA,NA,Page 11,Medium term (2041-2060)
17,Agriculture,Adaptation,China,"RCP8.5, NorESM1-M",TFP Reduction,BaselineImpact,Economic,Need,%,-2.5,NA,NA,NA,NA,NA,Page 11,Medium term (2041-2060)
18,Agriculture,Adaptation,China,"RCP2.6, HadGEM2-ES",TFP Reduction,BaselineImpact,Economic,Need,%,-4.4,NA,NA,NA,NA,NA,Page 11,Long term (2061-2080)
19,Agriculture,Adaptation,China,"RCP8.5, HadGEM2-ES",TFP Reduction,BaselineImpact,Economic,Need,%,-11.8,NA,NA,NA,NA,NA,Page 11,Long term (2061-2080)
20,Agriculture,Adaptation,China,"RCP2.6, NorESM1-M",TFP Reduction,BaselineImpact,Economic,Need,%,-3.9,NA,NA,NA,NA,NA,Page 11,Long term (2061-2080)
21,Agriculture,Adaptation,China,"RCP8.5, NorESM1-M",TFP Reduction,BaselineImpact,Economic,Need,%,-8.1,NA,NA,NA,NA,NA,Page 11,Long term (2061-2080)
22,Agriculture,Adaptation,China,Various,TFP Reduction Offset,AvoidedImpact,Economic,Need,%,38.1,NA,NA,NA,NA,NA,Page 11,Medium term (2041-2060). Climate adaptation offsets this percentage of the TFP reductions.
23,Agriculture,Adaptation,China,Various,TFP Reduction Offset,AvoidedImpact,Economic,Need,%,28.2,NA,NA,NA,NA,NA,Page 11,Long term (2061-2080). Climate adaptation offsets this percentage of the TFP reductions.
24,Agriculture,Adaptation,China,1981-1990,Yield Impact Offset,AvoidedImpact,Economic,Need,%,29.9,NA,2.5%,19.1,97.5%,36.8,Page 10,Percentage of short-run impacts offset by adaptation (95% CI)
25,Agriculture,Adaptation,China,1991-2000,Yield Impact Offset,AvoidedImpact,Economic,Need,%,31.1,NA,2.5%,19.9,97.5%,38.2,Page 10,Percentage of short-run impacts offset by adaptation (95% CI)
26,Agriculture,Adaptation,China,2001-2015,Yield Impact Offset,AvoidedImpact,Economic,Need,%,54.3,NA,2.5%,34.8,97.5%,66.8,Page 10,Percentage of short-run impacts offset by adaptation (95% CI)
27,Agriculture,Adaptation,China,1981-1990,TFP Impact Offset,AvoidedImpact,Economic,Need,%,36.2,NA,2.5%,5.1,97.5%,52.7,Page 10,Percentage of short-run impacts offset by adaptation (95% CI)
28,Agriculture,Adaptation,China,1991-2000,TFP Impact Offset,AvoidedImpact,Economic,Need,%,41.8,NA,2.5%,5.1,97.5%,52.7,Page 10,Percentage of short-run impacts offset by adaptation (95% CI)
29,Agriculture,Adaptation,China,2001-2015,TFP Impact Offset,AvoidedImpact,Economic,Need,%,46.9,NA,2.5%,6.6,97.5%,68.0,Page 10,Percentage of short-run impacts offset by adaptation (95% CI)
30,Agriculture,Adaptation,China,RCPs,Offset,AvoidedImpact,Economic,Need,%,46.8,NA,30.2%,30.2,58.0%,58.0,Page 13,Offset of short-run yield impacts due to adaptation
31,Agriculture,Adaptation,China,RCPs,Offset,AvoidedImpact,Economic,Need,%,37.9,NA,NA,NA,NA,NA,Reviewer Notes,"Refers to TFP adaptation offset, from reviewer notes"
32,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,46.80,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Yield, using baseline IDW radius of 100km.  β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model.  This measures the percentage of short-run negative impacts offset in the long run."
33,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,37.89,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Agricultural TFP, using baseline IDW radius of 100km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
34,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,58.33,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Labor, using baseline IDW radius of 100km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
35,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,64.36,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Fertilizer, using baseline IDW radius of 100km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
36,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,43.64,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Yield, using 812 counties with weather stations.  β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model.  This measures the percentage of short-run negative impacts offset in the long run."
37,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,15.04,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Agricultural TFP, using 812 counties with weather stations. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
38,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,78.50,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Labor, using 812 counties with weather stations. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
39,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,66.21,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Fertilizer, using 812 counties with weather stations. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
40,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,44.89,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Yield, using IDW radius of 50km.  β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model.  This measures the percentage of short-run negative impacts offset in the long run."
41,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,34.98,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Agricultural TFP, using IDW radius of 50km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
42,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,57.78,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Labor, using IDW radius of 50km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
43,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,64.49,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Fertilizer, using IDW radius of 50km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
44,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,38.73,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Yield, using IDW radius of 150km.  β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model.  This measures the percentage of short-run negative impacts offset in the long run."
45,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,26.27,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Agricultural TFP, using IDW radius of 150km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
46,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,51.40,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Labor, using IDW radius of 150km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
47,Agricultural,Adaptation,China,RCPs,1 - (β2LD / β2FE),AvoidedImpact,Economic,Need,%,64.20,NA,NA,NA,NA,NA,Table A4,"Adaptation related to Fertilizer, using IDW radius of 150km. β2FE is the coefficient for GDD above threshold in the panel fixed effects model. β2LD is the coefficient for GDD above threshold in the long difference model. This measures the percentage of short-run negative impacts offset in the long run."
48,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,36.38,NA,NA,NA,NA,NA,Table A4,"Adaptation defined as (1-β2LD/β2FE) * 100%, GDD above threshold, IDW radius 200km, Yield"
49,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,41.16,NA,NA,NA,NA,NA,Table A4,"Adaptation defined as (1-β2LD/β2FE) * 100%, GDD above threshold, IDW radius 200km, Agricultural TFP"
50,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,51.55,NA,NA,NA,NA,NA,Table A4,"Adaptation defined as (1-β2LD/β2FE) * 100%, GDD above threshold, IDW radius 200km, Labor"
51,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,64.30,NA,NA,NA,NA,NA,Table A4,"Adaptation defined as (1-β2LD/β2FE) * 100%, GDD above threshold, IDW radius 200km, Fertilizer"
52,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,37.89,NA,NA,NA,NA,NA,Table A5,"1981-2015, using CD-SFA-w/CRS, GDD above threshold"
53,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,24.53,NA,NA,NA,NA,NA,Table A5,"1981-2015, using TL-SFA-w/CRS, GDD above threshold"
54,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,38.02,NA,NA,NA,NA,NA,Table A5,"1981-2015, using CD-SFA-w/oCRS, GDD above threshold"
55,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,28.71,NA,NA,NA,NA,NA,Table A5,"1981-2015, using CD-CPF-w/CRS, GDD above threshold"
56,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,46.80,NA,NA,NA,NA,NA,Table A5,"1981-2015, GDD above threshold, log(Yield)"
57,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,8.98,NA,NA,NA,NA,NA,Table A5,"1981-1990, using CD-SFA-w/CRS, GDD above threshold"
58,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,38.21,NA,NA,NA,NA,NA,Table A5,"1981-1990, using TL-SFA-w/CRS, GDD above threshold"
59,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,17.11,NA,NA,NA,NA,NA,Table A5,"1981-1990, using CD-SFA-w/oCRS, GDD above threshold"
60,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,200.99,NA,NA,NA,NA,NA,Table A5,"1981-1990, using CD-CPF-w/CRS, GDD above threshold, outlier value"
61,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,29.91,NA,NA,NA,NA,NA,Table A5,"1981-1990, GDD above threshold, log(Yield)"
62,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,36.33,NA,NA,NA,NA,NA,Table A5,"1991-2000, using CD-SFA-w/CRS, GDD above threshold"
63,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,38.21,NA,NA,NA,NA,NA,Table A5,"1991-2000, using TL-SFA-w/CRS, GDD above threshold"
64,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,36.12,NA,NA,NA,NA,NA,Table A5,"1991-2000, using CD-SFA-w/oCRS, GDD above threshold"
65,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,49.50,NA,NA,NA,NA,NA,Table A5,"1991-2000, using CD-CPF-w/CRS, GDD above threshold"
66,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,31.05,NA,NA,NA,NA,NA,Table A5,"1991-2000, GDD above threshold, log(Yield)"
67,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,46.88,NA,NA,NA,NA,NA,Table A5,"2001-2015, using CD-SFA-w/CRS, GDD above threshold"
68,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,42.45,NA,NA,NA,NA,NA,Table A5,"2001-2015, using TL-SFA-w/CRS, GDD above threshold"
69,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,47.91,NA,NA,NA,NA,NA,Table A5,"2001-2015, using CD-SFA-w/oCRS, GDD above threshold"
70,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,29.21,NA,NA,NA,NA,NA,Table A5,"2001-2015, using CD-CPF-w/CRS, GDD above threshold"
71,Agriculture,Adaptation,China,RCPs,Adaptation Rate,AvoidedImpact,Economic,Need,%,54.34,NA,NA,NA,NA,NA,Table A5,"2001-2015, GDD above threshold, log(Yield)"
72,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,37.76,NA,25%,30.21,75%,44.94,Table A6,"1981-2015, Agricultural TFP (CD-SFA-w/CRS)"
73,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,8.98,NA,25%,7.18,75%,10.69,Table A6,"1981-1990, Agricultural TFP (CD-SFA-w/CRS)"
74,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,36.33,NA,25%,29.06,75%,43.23,Table A6,"1991-2000, Agricultural TFP (CD-SFA-w/CRS)"
75,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,46.88,NA,25%,37.50,75%,55.79,Table A6,"2001-2015, Agricultural TFP (CD-SFA-w/CRS)"
76,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,47.19,NA,25%,44.36,75%,50.96,Table A6,"1981-2015, Output (Yield)"
77,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,29.91,NA,25%,28.12,75%,32.30,Table A6,"1981-1990, Output (Yield)"
78,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,31.05,NA,25%,29.19,75%,33.53,Table A6,"1991-2000, Output (Yield)"
79,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,54.34,NA,25%,51.08,75%,58.69,Table A6,"2001-2015, Output (Yield)"
80,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,59.54,NA,25%,53.61,75%,63.56,Table A6,1981-2015 (Labor/Ha)
81,Agriculture,Adaptation,China,RCPs,Bootstrap,AvoidedImpact,Economic,Need,%,65.18,NA,25%,67.51,75%,62.59,Table A6,1981-2015 (Fertilizer/Ha)
