,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
10,Heat Extremes,Global,Observed,2023,Pre-industrial,Temperature increase,1.2,NA,NA,NA,NA,NA,Page 10,Magnitudes are 1.2 ◦C hotter on average,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
11,Heat Extremes,Global,GWL,2050,Pre-industrial,Temperature increase,2,NA,NA,NA,NA,NA,Page 10,Will become about 2 ◦C hotter at 1.5 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
12,Heat Extremes,Global,GWL,2050,Pre-industrial,Temperature increase,2.6,NA,NA,NA,NA,NA,Page 10,Will become about 2.6 ◦C hotter at 2 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
13,Heat Extremes,Global,GWL,2050,Pre-industrial,Temperature increase,5,NA,NA,NA,NA,NA,Page 10,Will become about 5 ◦C hotter at 4 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
14,Heavy Precipitation,Global,Observed,2023,Pre-Industrial,Frequency increase,0.3,NA,NA,NA,NA,NA,Page 10,Frequency of 10-yr events is now already 30 % higher,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
15,Heavy Precipitation,Global,GWL,2050,Pre-Industrial,Frequency increase,1.5,NA,NA,NA,NA,NA,Page 10,Projected to become 1.5 times more frequent at 1.5 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
16,Heavy Precipitation,Global,GWL,2050,Pre-Industrial,Frequency increase,2,NA,NA,NA,NA,NA,Page 10,Projected to become 2 times more frequent at 2 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
17,Heavy Precipitation,Global,GWL,2050,Pre-Industrial,Frequency increase,3,NA,NA,NA,NA,NA,Page 10,Projected to become 3 times more frequent at 4 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
18,Heavy Precipitation,Global,Observed,2023,Pre-Industrial,Intensity increase,0.07,NA,NA,NA,NA,NA,Page 10,Intensity of these events has increased by about 7 %,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
19,Heavy Precipitation,Global,GWL,2050,Pre-Industrial,Intensity increase,0.105,NA,NA,NA,NA,NA,Page 10,Will increase further becoming 10.5 % wetter at 1.5 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
20,Heavy Precipitation,Global,GWL,2050,Pre-Industrial,Intensity increase,0.14,NA,NA,NA,NA,NA,Page 10,Will increase further becoming 14 % wetter at 2 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
21,Heavy Precipitation,Global,GWL,2050,Pre-Industrial,Intensity increase,0.3,NA,NA,NA,NA,NA,Page 10,Will increase further becoming 30 % wetter at 4 ◦C GWL,"Both the number of days and nights exceeding their climatological 90th percentile have increased, and so has the duration of heat waves. 10-yr events are already 3 times more frequent than during pre-industrial conditions, becoming about 4, 6 and 9 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. 50-yr events are already 5 times more frequent, and would become about 9, 14 and 40 times more frequent at those GWLs. The magnitude of both these events has changed and will change similarly: they are already 1.2 ◦C hotter on average, and will become about 2 ◦C, 2.6 ◦C and 5 ◦C hotter at those GWLs. Increases in frequency and intensity of heavy precipitation episodes have been detected. The frequency of these types of events is now 30 % higher than during pre-Industrial conditions, and is projected to become 1.5, 2 and 3 times more frequent for 1.5 ◦C, 2 ◦C and 4 ◦C respectively. The intensity of these events has increased by about 7 % and will increase further to become 10.5 %, 14 % and 30 % wetter at those GWLs."
22,Snow Cover,Northern Hemisphere,GWL up to 4°C,2100,1995-2014,%,-20,NA,NA,NA,NA,NA,Page 12,Projected decrease for warming less than 2°C,"For the future, a linear decrease of spring snow cover of about 8 % per degree of warming is projected for GWLs up to 4 ◦C. Thus, relative to 1995–2014, decreases of less than 20 % are projected for warming less than 2 ◦C, up to 30 % for 2 ◦C–3 ◦C of warming, while a lower bound of 25 % is projected for warming above 3 ◦C (see Fig. 2b). Permafrost: …projections indicate that the permafrost volume within the top 3 m will decrease by about 25 % (plus or minus 5 %) per degree of warming (below 4 ◦C)…as a decrease by less than 40 % (relative to 1995–2014) for GWLs between 1.5 ◦C and 2 ◦C; by less than 75 % at GWLs between 2 ◦C and 3 ◦C"
23,Snow Cover,Northern Hemisphere,GWL between 2°C and 3°C,2100,1995-2014,%,-30,NA,NA,NA,NA,NA,Page 12,Projected decrease,"For the future, a linear decrease of spring snow cover of about 8 % per degree of warming is projected for GWLs up to 4 ◦C. Thus, relative to 1995–2014, decreases of less than 20 % are projected for warming less than 2 ◦C, up to 30 % for 2 ◦C–3 ◦C of warming, while a lower bound of 25 % is projected for warming above 3 ◦C (see Fig. 2b). Permafrost: …projections indicate that the permafrost volume within the top 3 m will decrease by about 25 % (plus or minus 5 %) per degree of warming (below 4 ◦C)…as a decrease by less than 40 % (relative to 1995–2014) for GWLs between 1.5 ◦C and 2 ◦C; by less than 75 % at GWLs between 2 ◦C and 3 ◦C"
24,Snow Cover,Northern Hemisphere,GWL above 3°C,2100,1995-2014,%,-25,NA,NA,NA,NA,NA,Page 12,Projected decrease; lower bound,"For the future, a linear decrease of spring snow cover of about 8 % per degree of warming is projected for GWLs up to 4 ◦C. Thus, relative to 1995–2014, decreases of less than 20 % are projected for warming less than 2 ◦C, up to 30 % for 2 ◦C–3 ◦C of warming, while a lower bound of 25 % is projected for warming above 3 ◦C (see Fig. 2b). Permafrost: …projections indicate that the permafrost volume within the top 3 m will decrease by about 25 % (plus or minus 5 %) per degree of warming (below 4 ◦C)…as a decrease by less than 40 % (relative to 1995–2014) for GWLs between 1.5 ◦C and 2 ◦C; by less than 75 % at GWLs between 2 ◦C and 3 ◦C"
25,Permafrost Volume,Arctic,GWL below 4°C,2100,1995-2014,%/degree C,-25,5,NA,NA,NA,NA,Page 12,Volume within the top 3m,"For the future, a linear decrease of spring snow cover of about 8 % per degree of warming is projected for GWLs up to 4 ◦C. Thus, relative to 1995–2014, decreases of less than 20 % are projected for warming less than 2 ◦C, up to 30 % for 2 ◦C–3 ◦C of warming, while a lower bound of 25 % is projected for warming above 3 ◦C (see Fig. 2b). Permafrost: …projections indicate that the permafrost volume within the top 3 m will decrease by about 25 % (plus or minus 5 %) per degree of warming (below 4 ◦C)…as a decrease by less than 40 % (relative to 1995–2014) for GWLs between 1.5 ◦C and 2 ◦C; by less than 75 % at GWLs between 2 ◦C and 3 ◦C"
26,Permafrost Volume,Arctic,GWL between 1.5°C and 2°C,2100,1995-2014,%,-40,NA,NA,NA,NA,NA,Page 12,,"For the future, a linear decrease of spring snow cover of about 8 % per degree of warming is projected for GWLs up to 4 ◦C. Thus, relative to 1995–2014, decreases of less than 20 % are projected for warming less than 2 ◦C, up to 30 % for 2 ◦C–3 ◦C of warming, while a lower bound of 25 % is projected for warming above 3 ◦C (see Fig. 2b). Permafrost: …projections indicate that the permafrost volume within the top 3 m will decrease by about 25 % (plus or minus 5 %) per degree of warming (below 4 ◦C)…as a decrease by less than 40 % (relative to 1995–2014) for GWLs between 1.5 ◦C and 2 ◦C; by less than 75 % at GWLs between 2 ◦C and 3 ◦C"
27,Permafrost Volume,Arctic,GWL between 2°C and 3°C,2100,1995-2014,%,-75,NA,NA,NA,NA,NA,Page 12,,"For the future, a linear decrease of spring snow cover of about 8 % per degree of warming is projected for GWLs up to 4 ◦C. Thus, relative to 1995–2014, decreases of less than 20 % are projected for warming less than 2 ◦C, up to 30 % for 2 ◦C–3 ◦C of warming, while a lower bound of 25 % is projected for warming above 3 ◦C (see Fig. 2b). Permafrost: …projections indicate that the permafrost volume within the top 3 m will decrease by about 25 % (plus or minus 5 %) per degree of warming (below 4 ◦C)…as a decrease by less than 40 % (relative to 1995–2014) for GWLs between 1.5 ◦C and 2 ◦C; by less than 75 % at GWLs between 2 ◦C and 3 ◦C"
28,Arctic sea ice extent,Arctic,NA,1970,Pre-industrial,NA,-1,NA,NA,NA,NA,NA,13,"Stronger decreasing trends in the summer. Value is relative, can't find specific number.","Since 1850, glaciers are retreating and the current global mass loss is unprecedented in at least the last 2000 years (Fox-Kemper et al., 2021; Ranasinghe et al., 2021). Glaciers are not in balance with respect to the current climate conditions (temperatures), and they would continue to lose mass for several decades, even in the absence of further warming (Gulev et al., 2021; Fox-Kemper et al., 2021). The last 3–4 decades have seen an acceleration of mass loss (Gulev et al., 2021, Hugonnet et al., 2021). Additional warming of 1.5 ◦C–2 ºC would allow only 50–60% of glacier mass to remain, not including the ice sheets or the glaciers in Antarctica, mainly in the polar regions. Warming of 2 ◦C–3 ºC could allow 40–50% of glacier mass to remain while higher warming would only see 25%–40% of glaciers remaining, with all glaciers in low latitudes, Central Europe, the Caucasus, Western Canada and USA, North Asia, Scandinavia and New Zealand disappearing (Fox-Kemper et al., 2021; Ranasinghe et al., 2021) (see Fig. 2b).

Gradual SLR has been happening at an accelerated rate since the 19th century, with the past two decades recording a rate almost double that of the preceding decades. Global-mean SLR during the 20th century happened at a faster rate than over any preceding century in at least the last 3,000 years. SLR depends on global warming in a complex way, due to the long timescales over which GSAT warming translates in warming of the ocean waters and melting of glaciers and ice-sheets. That lagged response compels us to always associate GWLs to specific time periods for this CID. The result is that until mid-century, SLR does not show a strong dependence on scenarios, and will likely (that is, with at least 66% probability) be between 0.15 and 0.30 m. By 2100 the outcome will depend on the scenario more strongly, with a rise of 0.44 m (0.34–0.59) for a GWL of 1.5 ºC; 0.51 m (0.40–0.69) for a GWL of 2 ºC; 0.61 m (0.50–0.81) for a GWL of 3 ºC; 0.70 m (0.58–0.92) for a GWL of 4 ºC; and 0.81 m (0.69–1.05) for a GWL of 5 ºC (see Fig. 2a). For warming levels in excess of 2 ºC, ice sheet behavior exhibits deep uncertainty, and substantially higher SLR may be possible. For 5 ºC of warming, ice sheet processes in which there is limited agreement across modeling approaches and therefore low confidence could drive global mean sea level rise approaching 2 m (Fox-Kemper et al., 2021).

Relative SLR compounds with storm surges and coastal flooding from tropical (hurricane, typhoons) and extra-tropical (mid-latitude, particularly winter-time) storms in increasing the size and reach of episodic flooding events. Increased frequency in these compound flooding events has been already detected (Seneviratne et al., 2021). A newer study (Tebaldi et al., 2021c), not assessed by AR6 WGI, shows how changes in the return period of current 100-yr events are extremely sensitive to warming of even just 1.5 ºC, and the relative sea level rise that accompanies it by 2100. Accordingly, a large percentage of coastal locations over the world’s ice-free coastal areas see the historical 100-yr event becoming an annual event by 2100, even if warming is strongly limited. This is true in particular, but not exclusively, of locations in the subtropics. Locations where the frequency does not change as significantly are concentrated for the most part in the high latitudes of the Northern Hemisphere, where post-glacial isostatic uplift is expected to continue to slow the relative rising of sea levels (Fox-Kemper et al., 2021; Ranasinghe et al., 2021; Tebaldi et al., 2021c).

By the end of the century, they are projected to become 2-to-9 times more frequent under SSP1-2.6 (whose corresponding central GWL at that time is close to 2 ºC) and between 3 and 15 times more frequent under SSP5-8.5 (whose corresponding central GWL at that time is close to 5 ºC) (Fox-Kemper et al., 2021; Ranasinghe et al., 2021) (see Fig. 2c, where we represent these ranges of change corresponding to 2 ºC and 5 ºC).

Surface pH currently at its lowest (most acidic) level over at least the last 26,000 years, as a consequence of a decline in the last 40 years at the rate of 0.017–0.027 pH units per decade. The decline also extends to the subsurface for at least the last two to three decades (Gulev et al., 2021; Canadell et al., 2021)."
