,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,Energy Demand,Global,RCP 4.5,2050,Today's system,%,-1.2,NA,NA,NA,NA,2.2,22,Based on sensitivity analysis; reflects potential for small increases or declines in response to climate change
14,Energy Demand,Global,RCP 8.5,2050,Today's system,%,2.5,NA,NA,NA,NA,3.8,22,Based on sensitivity analysis; reflects potential for small increases or declines in response to climate change
15,Energy Demand,Global,Combined Changes,2050,BaU levels,EJ,55,NA,NA,NA,NA,NA,22,Climate change effects on energy demand are of secondary importance compared to economic expansion.
16,Energy Demand,Tropical,RCP 4.5,2050,Current energy system,EJ,32.88,NA,NA,NA,NA,NA,Page 23,Total increase in energy demand due to climate change in the tropical region.
17,Energy Demand,Tropical,RCP 8.5,2050,Current energy system,EJ,54.54,NA,NA,NA,NA,NA,Page 23,Total increase in energy demand due to climate change in the tropical region.
18,Energy Demand,Temperate,RCP 4.5,2050,Current energy system,EJ,-4.63,NA,NA,NA,NA,NA,Page 23,Total increase in energy demand due to climate change in the temperate region.
19,Energy Demand,Temperate,RCP 8.5,2050,Current energy system,EJ,0.58,NA,NA,NA,NA,NA,Page 23,Total increase in energy demand due to climate change in the temperate region.
20,Energy Demand,World,RCP 4.5,2050,Current energy system,EJ,28.26,NA,NA,NA,NA,NA,Page 23,Total increase in energy demand due to climate change at the global level.
21,Energy Demand,World,RCP 8.5,2050,Current energy system,EJ,55.12,NA,NA,NA,NA,NA,Page 23,Total increase in energy demand due to climate change at the global level.
22,GDP per capita,Temperate countries,NA,2050,No CC,NA,0.0010,NA,5%,0.0001,95%,0.002,p.27,Impact of T < 12.5◦C; assumed projections are focused on 2050 based on the study's emphasis on future climate impact analysis
23,GDP per capita,Temperate countries,NA,2050,No CC,NA,0.0014,NA,5%,0.0006,95%,0.0022,p.27,Impact of T > 27.5◦C; assumed projections are focused on 2050 based on the study's emphasis on future climate impact analysis
24,GDP per capita,Tropical countries,NA,2050,No CC,NA,0.0005,NA,5%,0,95%,0.0011,p.27,Impact of T > 27.5◦C; assumed projections are focused on 2050 based on the study's emphasis on future climate impact analysis
25,Energy Consumption,Tropical Regions,NA,2050,Temperate Countries,%,26,NA,NA,NA,NA,NA,29,Increase in total final energy consumption.
26,Energy Consumption,Temperate Countries,NA,2050,Tropical Regions,%,0.19,NA,NA,NA,NA,NA,29,Increase in total final energy consumption.
27,Energy Consumption,Temperate Regions,NA,2050,NA,% Reduction,-15,NA,NA,NA,NA,NA,29,Residential Sector
28,Energy Consumption,Temperate Regions,NA,2050,NA,% Increase,16,NA,NA,NA,NA,NA,29,Commercial Sector
29,Energy demand,Global,RCP 4.5,2050,No CC,%,6,NA,NA,NA,NA,NA,30,Driven by tropical regions
30,Energy demand,Global,RCP 8.5,2050,No CC,%,11,NA,NA,NA,NA,NA,30,Driven by tropical regions
31,Energy demand,Tropics,RCP 4.5,2050,No CC,%,16,NA,NA,NA,NA,NA,30,
32,Energy demand,Tropics,RCP 8.5,2050,No CC,%,26,NA,NA,NA,NA,NA,30,
33,Energy demand,"S. America, Asia, Africa",RCP 4.5,2050,No CC,%,0.01,NA,NA,NA,NA,NA,30,unequivocal increases
34,Energy demand,"S. America, Asia, Africa",RCP 8.5,2050,No CC,%,0.01,NA,NA,NA,NA,NA,30,unequivocal increases
35,Energy demand,Emerging G20 (tropics),RCP 4.5,2050,No CC,%,0.01,NA,NA,NA,NA,NA,30,almost all countries see increases
36,Energy demand,Temperate G20,RCP 4.5,2050,No CC,%,-0.01,NA,NA,NA,NA,NA,30,With exception of US and Australia
37,Energy demand,"US, Australia",RCP 4.5,2050,No CC,%,0.01,NA,NA,NA,NA,NA,30,due to commercial sector expansion
38,GDP per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.7295,0.34525,NA,NA,NA,NA,40,Short run (first differenced) term; T < 7.5°C; Commercial Sector. Temperature is positively correlated with log real GDP per capita.
39,GDP per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0031,0.0010175,NA,NA,NA,NA,40,Short run (first differenced) term; T < 7.5°C; Commercial Sector. Temperature is positively correlated with log real GDP per capita.
40,GDP per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0037,0.0014675,NA,NA,NA,NA,40,Short run (first differenced) term; 7.5 < T < 10°C; Commercial Sector. Temperature is positively correlated with log real GDP per capita.
41,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0048,0.00079307,NA,NA,NA,NA,40,Short run (first differenced) term; T < 7.5°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
42,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0028,0.0010189,NA,NA,NA,NA,40,Short run (first differenced) term; 7.5 < T < 10°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
43,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0030,0.00052804,NA,NA,NA,NA,40,Short run (first differenced) term; 10 < T < 12.5°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
44,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0024,0.0012328,NA,NA,NA,NA,40,Short run (first differenced) term; 12.5 < T < 15°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
45,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0013,0.00052972,NA,NA,NA,NA,40,Short run (first differenced) term; 15 < T < 17.5°C; Residential Sector. Temperature is negatively correlated with log real GDP per capita.
46,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0532,0.16044,NA,NA,NA,NA,40,Short run (first differenced) term; T < 7.5°C; Residential Sector. Temperature is negatively correlated with log real GDP per capita.
47,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0070,0.035702,NA,NA,NA,NA,40,Short run (first differenced) term; 7.5 < T < 10°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
48,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0088,0.0054163,NA,NA,NA,NA,40,Short run (first differenced) term; 10 < T < 12.5°C; Residential Sector. Temperature is negatively correlated with log real GDP per capita.
49,GDP per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.5281,0.16169,NA,NA,NA,NA,40,Long run (lagged) term; Commercial Sector; Log real GDP per capita. Log real GDP per capita is positively correlated with log real GDP per capita.
50,GDP per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0026,0.0014728,NA,NA,NA,NA,40,Long run (lagged) term; T < 7.5°C; Commercial Sector. Temperature is positively correlated with log real GDP per capita.
51,GDP per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0035,0.0018183,NA,NA,NA,NA,40,Long run (lagged) term; 7.5 < T < 10°C; Commercial Sector. Temperature is positively correlated with log real GDP per capita.
52,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.1517,0.053908,NA,NA,NA,NA,40,Long run (lagged) term; Residential Sector; Log real GDP per capita. Log real GDP per capita is positively correlated with log real GDP per capita.
53,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0021,0.0011230,NA,NA,NA,NA,40,Long run (lagged) term; T < 7.5°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
54,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0027,0.0015222,NA,NA,NA,NA,40,Long run (lagged) term; 7.5 < T < 10°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
55,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0003,0.00084876,NA,NA,NA,NA,40,Long run (lagged) term; 10 < T < 12.5°C; Residential Sector. Temperature is negatively correlated with log real GDP per capita.
56,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0024,0.0018068,NA,NA,NA,NA,40,Long run (lagged) term; 12.5 < T < 15°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
57,GDP per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0015,0.00069057,NA,NA,NA,NA,40,Long run (lagged) term; 15 < T < 17.5°C; Residential Sector. Temperature is negatively correlated with log real GDP per capita.
58,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0468,0.27510,NA,NA,NA,NA,40,Long run (lagged) term; Residential Sector; Log real GDP per capita. Log real GDP per capita is negatively correlated with log real GDP per capita.
59,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.1047,0.13260,NA,NA,NA,NA,40,Long run (lagged) term; T < 7.5°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
60,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,0.0737,0.074061,NA,NA,NA,NA,40,Long run (lagged) term; 7.5 < T < 10°C; Residential Sector. Temperature is positively correlated with log real GDP per capita.
61,GDP per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.0238,0.014310,NA,NA,NA,NA,40,Long run (lagged) term; 10 < T < 12.5°C; Residential Sector. Temperature is negatively correlated with log real GDP per capita.
62,Natural gas use per capita,World,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.3297,0.075189,NA,NA,NA,NA,40,Long run (lagged) term; Commercial Sector; Log natural gas use per capita. Natural gas is negatively correlated with natural gas use per capita.
63,Natural gas use per capita,Temperate,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.1381,0.019666,NA,NA,NA,NA,40,Long run (lagged) term; Residential Sector; Log natural gas use per capita. Natural gas is negatively correlated with natural gas use per capita.
64,Natural gas use per capita,Tropical,"RCP 4.5, RCP 8.5, SSP5",2050,No CC,%,-0.2439,0.067592,NA,NA,NA,NA,40,Long run (lagged) term; Residential Sector; Log natural gas use per capita. Natural gas is negatively correlated with natural gas use per capita.
65,GDP per capita,Temperate,NA,2000,NA,unitless,0.7719,0.18955,NA,NA,NA,NA,41,"Short run, industry sector, log real GDP per capita"
66,GDP per capita,NA,NA,2000,NA,unitless,-0.1271,0.47807,NA,NA,NA,NA,41,"Short run, tropical sector, log real GDP per capita"
67,GDP per capita,World,NA,2000,NA,unitless,0.9535,0.54536,NA,NA,NA,NA,41,"Short run, agriculture sector, log real GDP per capita"
68,GDP per capita,World,NA,2000,NA,unitless,-0.3727,0.75888,NA,NA,NA,NA,41,"Short run, residential sector, log real GDP per capita"
69,GDP per capita,NA,NA,2000,NA,unitless,-0.0936,0.054031,NA,NA,NA,NA,41,"Long run, tempered sector, log real GDP per capita, p<0.1"
70,GDP per capita,NA,NA,2000,NA,unitless,-0.1735,0.086125,NA,NA,NA,NA,41,"Long run, tropical sector, log real GDP per capita, p<0.1"
71,GDP per capita,World,NA,2000,NA,unitless,-0.0589,0.067081,NA,NA,NA,NA,41,"Long run, agriculture sector, log real GDP per capita"
72,GDP per capita,World,NA,2000,NA,unitless,-0.2093,0.096522,NA,NA,NA,NA,41,"Long run, residential sector, log real GDP per capita, p<0.1"
73,Fuel oil use per capita,Temperate,NA,2000,NA,unitless,-0.0709,0.032236,NA,NA,NA,NA,41,"Long run, industry sector, log fuel oil use per capita"
74,Fuel oil use per capita,Tropical,NA,2000,NA,unitless,-0.2812,0.091887,NA,NA,NA,NA,41,"Long run, industry sector, log fuel oil use per capita"
75,Fuel oil use per capita,World,NA,2000,NA,unitless,-0.1433,0.055244,NA,NA,NA,NA,41,"Long run, agriculture sector, log fuel oil use per capita"
76,Fuel oil use per capita,World,NA,2000,NA,unitless,-0.0633,0.024646,NA,NA,NA,NA,41,"Long run, residential sector, log fuel oil use per capita"
77,Temperature,Temperate,NA,2000,NA,unitless,0.0021,0.0013246,NA,NA,NA,NA,41,"Short run, industry sector, T < 7.5◦C"
78,Temperature,Temperate,NA,2000,NA,unitless,0.0042,0.0015737,NA,NA,NA,NA,41,"Long run, industry sector, T < 7.5◦C"
79,Temperature,Tropical,NA,2000,NA,unitless,0.0405,0.046819,NA,NA,NA,NA,41,"Short run, industry sector, T < 7.5◦C"
80,Temperature,Tropical,NA,2000,NA,unitless,0.0754,0.086954,NA,NA,NA,NA,41,"Long run, industry sector, T < 7.5◦C"
81,Temperature,World,NA,2000,NA,unitless,0.0043,0.0044752,NA,NA,NA,NA,41,"Short run, agriculture sector, T < 7.5◦C"
82,Temperature,World,NA,2000,NA,unitless,0.0066,0.0033152,NA,NA,NA,NA,41,"Long run, agriculture sector, T < 7.5◦C"
83,Temperature,World,NA,2000,NA,unitless,0.0076,0.0023848,NA,NA,NA,NA,41,"Short run, residential sector, T < 7.5◦C"
84,Temperature,World,NA,2000,NA,unitless,0.0063,0.0036669,NA,NA,NA,NA,41,"Long run, residential sector, T < 7.5◦C"
85,Temperature,Temperate,NA,2000,NA,unitless,0.0013,0.0017803,NA,NA,NA,NA,41,"Short run, industry sector, 10 < T < 12.5◦C"
86,Temperature,Tropical,NA,2000,NA,unitless,0.0153,0.019918,NA,NA,NA,NA,41,"Short run, industry sector, 10 < T < 12.5◦C"
87,Temperature,Temperate,NA,2000,NA,unitless,0.0046,0.0026456,NA,NA,NA,NA,41,"Long run, industry sector, 7.5 < T < 10 ◦C"
88,Temperature,Tropical,NA,2000,NA,unitless,-0.0037,0.044115,NA,NA,NA,NA,41,"Long run, industry sector, 7.5 < T < 10 ◦C"
89,GDP per capita,Temperate,NA,2000,No CC,Log,0.8628,0.30171,NA,NA,NA,NA,42,"Electricity, Residential, ** p< 0.05"
90,GDP per capita,Tropical,NA,2000,No CC,Log,0.8996,0.19771,NA,NA,NA,NA,42,"Electricity, Residential, ** p< 0.05"
91,GDP per capita,Temperate,NA,2000,No CC,Log,0.7456,0.15440,NA,NA,NA,NA,42,"Electricity, Industry, ** p< 0.05"
92,GDP per capita,Tropical,NA,2000,No CC,Log,1.1343,0.33948,NA,NA,NA,NA,42,"Electricity, Industry, ** p< 0.05"
93,GDP per capita,World,NA,2000,No CC,Log,0.9804,0.17433,NA,NA,NA,NA,42,"Electricity, Agriculture, ** p< 0.05"
94,GDP per capita,Tropical,NA,2000,No CC,Log,0.7342,0.23051,NA,NA,NA,NA,42,"Electricity, Commercial, ** p< 0.05"
95,GDP per capita,Temperate,NA,2000,No CC,Log,0.2527,0.30838,NA,NA,NA,NA,42,"Electricity, Commercial"
96,GDP per capita,Temperate,NA,2000,No CC,Log,1.1898,0.20218,NA,NA,NA,NA,42,"Fuel oil, Industry, ** p< 0.05"
97,GDP per capita,Tropical,NA,2000,No CC,Log,0.5448,0.28298,NA,NA,NA,NA,42,"Fuel oil, Industry, * p< 0.1"
98,GDP per capita,World,NA,2000,No CC,Log,1.6162,0.70227,NA,NA,NA,NA,42,"Fuel oil, Residential, * p< 0.1"
99,GDP per capita,World,NA,2000,No CC,Log,-0.0311,1.0546,NA,NA,NA,NA,42,"Fuel oil, Agriculture"
100,GDP per capita,Temperate,NA,2000,No CC,Log,1.0240,0.22537,NA,NA,NA,NA,42,"Natural gas, Residential, ** p< 0.05"
101,GDP per capita,Tropical,NA,2000,No CC,Log,-2.1610,1.2945,NA,NA,NA,NA,42,"Natural gas, Residential"
102,GDP per capita,World,NA,2000,No CC,Log,1.4020,0.44996,NA,NA,NA,NA,42,"Natural gas, Commercial, ** p< 0.05"
103,GDP per capita,Temperate,NA,2000,No CC,Log,0.1961,0.091488,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Residential"
104,GDP per capita,Tropical,NA,2000,No CC,Log,0.1852,0.095626,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Residential"
105,GDP per capita,Temperate,NA,2000,No CC,Log,0.4587,0.067223,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Industry"
106,GDP per capita,Tropical,NA,2000,No CC,Log,0.6958,0.14973,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Industry"
107,GDP per capita,World,NA,2000,No CC,Log,0.4897,0.064303,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Agriculture"
108,GDP per capita,Tropical,NA,2000,No CC,Log,0.2269,0.15282,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Commercial"
109,GDP per capita,Temperate,NA,2000,No CC,Log,0.2094,0.28210,NA,NA,NA,NA,43,"H < 4 g/kg and T < 12.5◦C and T > 27.5◦C, Electricity, Commercial"
110,GDP per capita,Temperate,NA,2000,No CC,Log,0.2277,2.1238e-01,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Industry"
111,GDP per capita,Tropical,NA,2000,No CC,Log,0.2640,3.6200e-01,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Industry"
112,GDP per capita,World,NA,2000,No CC,Log,0.1778,7.0579e-01,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Residential"
113,GDP per capita,World,NA,2000,No CC,Log,0.6919,6.5998e-01,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Agriculture"
114,GDP per capita,Temperate,NA,2000,No CC,Log,-0.0078,1.9433e-01,NA,NA,NA,NA,43,"T < 7.5◦C, Natural gas, Residential"
115,GDP per capita,Tropical,NA,2000,No CC,Log,-0.3979,1.3652,NA,NA,NA,NA,43,"T < 7.5◦C, Natural gas, Residential"
116,GDP per capita,World,NA,2000,No CC,Log,0.1555,3.4668e-01,NA,NA,NA,NA,43,"T < 7.5◦C, Natural gas, Commercial"
117,GDP per capita,NA,NA,2000,No CC,Log,0.0004,1.0659e-04,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Residential, Temperate"
118,GDP per capita,NA,NA,2000,No CC,Log,0.0019,9.1853e-04,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Residential, Tropical"
119,GDP per capita,NA,NA,2000,No CC,Log,0.0001,9.4431e-05,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Industry, Temperate"
120,GDP per capita,NA,NA,2000,No CC,Log,0.0029,7.9287e-04,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Industry, Tropical"
121,GDP per capita,NA,NA,2000,No CC,Log,0.0002,3.9933e-04,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Agriculture, World"
122,GDP per capita,NA,NA,2000,No CC,Log,-0.0047,2.6679e-03,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Commercial, Tropical"
123,GDP per capita,NA,NA,2000,No CC,Log,0.0009,4.1250e-04,NA,NA,NA,NA,43,"H < 4 g/kg, Electricity, Commercial, Temperate"
124,GDP per capita,NA,NA,2000,No CC,Log,0.0006,1.5023e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Residential, Temperate"
125,GDP per capita,NA,NA,2000,No CC,Log,0.0003,2.8342e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Residential, Tropical"
126,GDP per capita,NA,NA,2000,No CC,Log,-0.0000,1.0413e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Industry, Temperate"
127,GDP per capita,NA,NA,2000,No CC,Log,0.0005,6.9381e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Industry, Tropical"
128,GDP per capita,NA,NA,2000,No CC,Log,-0.0003,2.3893e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Agriculture, World"
129,GDP per capita,NA,NA,2000,No CC,Log,-0.0008,6.5735e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Commercial, Tropical"
130,GDP per capita,NA,NA,2000,No CC,Log,-0.0001,6.2759e-04,NA,NA,NA,NA,43,"T < 12.5◦C, Electricity, Commercial, Temperate"
131,GDP per capita,NA,NA,2000,No CC,Log,0.0005,2.3577e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Residential, Temperate"
132,GDP per capita,NA,NA,2000,No CC,Log,0.0004,1.4762e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Residential, Tropical"
133,GDP per capita,NA,NA,2000,No CC,Log,0.0002,1.7956e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Industry, Temperate"
134,GDP per capita,NA,NA,2000,No CC,Log,-0.0002,2.4348e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Industry, Tropical"
135,GDP per capita,NA,NA,2000,No CC,Log,0.0005,4.1611e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Agriculture, World"
136,GDP per capita,NA,NA,2000,No CC,Log,0.0005,1.7953e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Commercial, Tropical"
137,GDP per capita,NA,NA,2000,No CC,Log,0.0024,7.8118e-04,NA,NA,NA,NA,43,"T > 27.5◦C, Electricity, Commercial, Temperate"
138,GDP per capita,NA,NA,2000,No CC,Log,0.0001,1.1212e-03,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Industry, Temperate"
139,GDP per capita,NA,NA,2000,No CC,Log,0.0285,2.8220e-02,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Industry, Tropical"
140,GDP per capita,NA,NA,2000,No CC,Log,0.0046,1.3835e-03,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Residential, World"
141,GDP per capita,NA,NA,2000,No CC,Log,0.0017,3.9060e-03,NA,NA,NA,NA,43,"T < 7.5◦C, Fuel oil, Agriculture, World"
142,GDP per capita,NA,NA,2000,No CC,Log,0.0036,4.4639e-04,NA,NA,NA,NA,43,"T < 7.5◦C, Natural gas, Residential, Temperate"
143,Energy Demand,Tropical,RCP 4.5,2050,Baseline,EJ,1.88,NA,NA,1.88,NA,2.49,45,Electricity demand increase
144,Energy Demand,Temperate,RCP 4.5,2050,Baseline,EJ,-1.81,NA,NA,-1.81,NA,-0.38,45,Electricity demand decrease
145,Energy Demand,World,RCP 4.5,2050,Baseline,EJ,1.89,NA,NA,1.89,NA,2.14,45,Electricity demand increase
146,Energy Demand,Tropical,RCP 8.5,2050,Baseline,EJ,9.65,NA,NA,9.65,NA,30.73,45,Electricity demand increase
147,Energy Demand,Temperate,RCP 8.5,2050,Baseline,EJ,-3.25,NA,NA,-3.25,NA,-2.31,45,Electricity demand decrease
148,Energy Demand,World,RCP 8.5,2050,Baseline,EJ,7.61,NA,NA,7.61,NA,28.92,45,Electricity demand increase
