,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
11,Mass Balance,West Antarctic ice sheet,Historical,1997,No CC,Gtyr-1,-42,19,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
12,Mass Balance,West Antarctic ice sheet,Historical,2002,No CC,Gtyr-1,-64,20,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
13,Mass Balance,West Antarctic ice sheet,Historical,2007,No CC,Gtyr-1,-129,23,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
14,Mass Balance,East Antarctic ice sheet,Historical,1992,No CC,Gtyr-1,-27,33,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
15,Mass Balance,East Antarctic ice sheet,Historical,1997,No CC,Gtyr-1,21,32,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
16,Mass Balance,East Antarctic ice sheet,Historical,2002,No CC,Gtyr-1,21,34,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
17,Mass Balance,East Antarctic ice sheet,Historical,2007,No CC,Gtyr-1,19,36,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
18,Mass Balance,Antarctic Peninsula,Historical,1992,No CC,Gtyr-1,-7,11,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
19,Mass Balance,Antarctic Peninsula,Historical,1997,No CC,Gtyr-1,2,11,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
20,Mass Balance,Antarctic Peninsula,Historical,2002,No CC,Gtyr-1,-20,11,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
21,Mass Balance,Antarctic Peninsula,Historical,2007,No CC,Gtyr-1,-21,12,NA,NA,NA,NA,8,IMBIE observational constraint,"Table 2. Observational constraints of Antarctic regional mass balance from the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE; Otosaka et al., 2023) used for the Bayesian calibration of the ensemble. Region Time Period Value Uncertainty Unit West Antarctic ice sheet 1992-1996 -37 19 Gtyr − 1 1997-2001 -42 19 Gtyr − 1 2002-2006 -64 20 Gtyr − 1 2007-2011 -129 23 Gtyr − 1 East Antarctic ice sheet 1992-1996 -27 33 Gtyr − 1 1997-2001 21 32 Gtyr − 1 2002-2006 21 34 Gtyr − 1 2007-2011 19 36 Gtyr − 1 Antarctic Peninsula 1992-1996 -7 11 Gtyr − 1 1997-2001 2 11 Gtyr − 1 2002-2006 -20 11 Gtyr − 1 2007-2011 -21 12 Gtyr − 1"
22,Global Mean Sea-Level Rise,Global,SSP1-2.6,2300,No CC,meters,0.62,NA,5%,-0.26,95%,1.56,Page 10,Projected contribution to global mean sea-level rise under low-emission scenario.,"The calibrated ensemble (posterior distributions) shows, with the exception of the first half of this century, a positive contribution to global mean sea-level rise (GMSLR) throughout the millennium (Figure 2a–c). The median rate of contribution to GMSLR becomes positive by around 2040 (Figure 2c). Until the end of the century, the projected sea-level change shows no clear dependence on the emission scenario, with median contributions to GMSLR of 6 (-8 to 15 – 5–95 percentiles) cm under SSP1-2.6 and 5.5 (-10 to 16) cm under SSP5-8.5 (Figure 2c)... The pattern of mass loss under both emission pathways starts to diverge after the end of the century... the contribution to GMSLR amounts to 2.75 (0.46 to 4.52) m by the year 2300 and 6.95 (2.40 to 13.47) m by 3000 under SSP5-8.5, compared with 0.62 (-0.26 to 1.56) m and 1.85 (-0.73 to 2.90) m under SSP1-2.6 by 2300 and 3000, respectively (Figure 2a)... a continued retreat of Thwaites Glacier throughout the millennium is also predicted by the calibrated ensemble under constant present-day climate conditions (Figure 2d), leading to a median sea-level contribution of 2 (-6 to 9) cm by the end of this century..."""
23,Global Mean Sea-Level Rise,Global,SSP5-8.5,2300,No CC,meters,2.75,NA,5%,0.46,95%,4.52,Page 10,Projected contribution to global mean sea-level rise under very high-emission scenario.,"The calibrated ensemble (posterior distributions) shows, with the exception of the first half of this century, a positive contribution to global mean sea-level rise (GMSLR) throughout the millennium (Figure 2a–c). The median rate of contribution to GMSLR becomes positive by around 2040 (Figure 2c). Until the end of the century, the projected sea-level change shows no clear dependence on the emission scenario, with median contributions to GMSLR of 6 (-8 to 15 – 5–95 percentiles) cm under SSP1-2.6 and 5.5 (-10 to 16) cm under SSP5-8.5 (Figure 2c)... The pattern of mass loss under both emission pathways starts to diverge after the end of the century... the contribution to GMSLR amounts to 2.75 (0.46 to 4.52) m by the year 2300 and 6.95 (2.40 to 13.47) m by 3000 under SSP5-8.5, compared with 0.62 (-0.26 to 1.56) m and 1.85 (-0.73 to 2.90) m under SSP1-2.6 by 2300 and 3000, respectively (Figure 2a)... a continued retreat of Thwaites Glacier throughout the millennium is also predicted by the calibrated ensemble under constant present-day climate conditions (Figure 2d), leading to a median sea-level contribution of 2 (-6 to 9) cm by the end of this century..."""
24,Thwaites Glacier Retreat,Amundsen Sea Embayment,Constant Present-Day Climate,2100,No CC,meters,0.02,NA,5%,-0.06,95%,0.09,Page 10,Predicted retreat of Thwaites Glacier under constant present-day climate conditions.,"The calibrated ensemble (posterior distributions) shows, with the exception of the first half of this century, a positive contribution to global mean sea-level rise (GMSLR) throughout the millennium (Figure 2a–c). The median rate of contribution to GMSLR becomes positive by around 2040 (Figure 2c). Until the end of the century, the projected sea-level change shows no clear dependence on the emission scenario, with median contributions to GMSLR of 6 (-8 to 15 – 5–95 percentiles) cm under SSP1-2.6 and 5.5 (-10 to 16) cm under SSP5-8.5 (Figure 2c)... The pattern of mass loss under both emission pathways starts to diverge after the end of the century... the contribution to GMSLR amounts to 2.75 (0.46 to 4.52) m by the year 2300 and 6.95 (2.40 to 13.47) m by 3000 under SSP5-8.5, compared with 0.62 (-0.26 to 1.56) m and 1.85 (-0.73 to 2.90) m under SSP1-2.6 by 2300 and 3000, respectively (Figure 2a)... a continued retreat of Thwaites Glacier throughout the millennium is also predicted by the calibrated ensemble under constant present-day climate conditions (Figure 2d), leading to a median sea-level contribution of 2 (-6 to 9) cm by the end of this century..."""
25,Global Mean Sea-Level Rise,Global,SSP1-2.6,3000,No CC,meters,1.85,NA,5%,-0.73,95%,2.90,Page 10,Projected contribution to global mean sea-level rise under low-emission scenario.,"The calibrated ensemble (posterior distributions) shows, with the exception of the first half of this century, a positive contribution to global mean sea-level rise (GMSLR) throughout the millennium (Figure 2a–c). The median rate of contribution to GMSLR becomes positive by around 2040 (Figure 2c). Until the end of the century, the projected sea-level change shows no clear dependence on the emission scenario, with median contributions to GMSLR of 6 (-8 to 15 – 5–95 percentiles) cm under SSP1-2.6 and 5.5 (-10 to 16) cm under SSP5-8.5 (Figure 2c)... The pattern of mass loss under both emission pathways starts to diverge after the end of the century... the contribution to GMSLR amounts to 2.75 (0.46 to 4.52) m by the year 2300 and 6.95 (2.40 to 13.47) m by 3000 under SSP5-8.5, compared with 0.62 (-0.26 to 1.56) m and 1.85 (-0.73 to 2.90) m under SSP1-2.6 by 2300 and 3000, respectively (Figure 2a)... a continued retreat of Thwaites Glacier throughout the millennium is also predicted by the calibrated ensemble under constant present-day climate conditions (Figure 2d), leading to a median sea-level contribution of 2 (-6 to 9) cm by the end of this century..."""
26,Global Mean Sea-Level Rise,Global,SSP5-8.5,3000,No CC,meters,6.95,NA,5%,2.40,95%,13.47,Page 10,Projected contribution to global mean sea-level rise under very high-emission scenario.,"The calibrated ensemble (posterior distributions) shows, with the exception of the first half of this century, a positive contribution to global mean sea-level rise (GMSLR) throughout the millennium (Figure 2a–c). The median rate of contribution to GMSLR becomes positive by around 2040 (Figure 2c). Until the end of the century, the projected sea-level change shows no clear dependence on the emission scenario, with median contributions to GMSLR of 6 (-8 to 15 – 5–95 percentiles) cm under SSP1-2.6 and 5.5 (-10 to 16) cm under SSP5-8.5 (Figure 2c)... The pattern of mass loss under both emission pathways starts to diverge after the end of the century... the contribution to GMSLR amounts to 2.75 (0.46 to 4.52) m by the year 2300 and 6.95 (2.40 to 13.47) m by 3000 under SSP5-8.5, compared with 0.62 (-0.26 to 1.56) m and 1.85 (-0.73 to 2.90) m under SSP1-2.6 by 2300 and 3000, respectively (Figure 2a)... a continued retreat of Thwaites Glacier throughout the millennium is also predicted by the calibrated ensemble under constant present-day climate conditions (Figure 2d), leading to a median sea-level contribution of 2 (-6 to 9) cm by the end of this century..."""
27,Sea-level rise,Antarctica,SSP1-2.6,2100,Present day,cm,6,NA,5%,-8,95%,15,Page 1,The outcome is the Antarctic contribution to global mean sea-level rise.,
28,Sea-level rise,Antarctica,SSP5-8.5,2100,Present day,cm,5.5,NA,5%,-10,95%,16,Page 1,The outcome is the Antarctic contribution to global mean sea-level rise.,
29,Grounding-line retreat,Antarctica,No CC,3000,No CC,Probability,0,NA,NA,NA,NA,NA,Page 11,Probability of being ungrounded under constant present-day climate conditions.,
30,Grounding-line retreat,Antarctica,SSP1-2.6,3000,No CC,Probability,0,NA,NA,NA,NA,NA,Page 11,Probability of being ungrounded under SSP1-2.6.,
31,Grounding-line retreat,Antarctica,SSP5-8.5,3000,No CC,Probability,0,NA,NA,NA,NA,NA,Page 11,Probability of being ungrounded under SSP5-8.5.,
32,Surface runoff,Antarctica,SSP5-8.5,2300,No CC,Gt/year,6000,NA,NA,NA,NA,NA,Page 13,"Median surface runoff reaches almost 6000 gigatons per year by 2300, compensating for snow accumulation and contributing to GMSLR.","
""Therefore, the highest rates of contribution to GMSLR are projected during the 23rd century, when surface runoff compensates for snow accumulation. This increase in surface runoff is found over both the West and East Antarctic ice sheets (Figure 3g–h). In East Antarctica, the combined effect of oceanic and atmospheric drivers transforms the ice sheet into a median positive contributor to GMSLR after the 21st century (Figure 3h). While median projected sub-shelf melt fluxes reach their maximum around 2150 (as ice shelves progressively collapse), surface runoff continues to rise, reaching median fluxes of almost 6000 gigatons per year by 2300 (Figure 3d).""
"
33,GMSLR,Antarctica,SSP5-8.5,2100,No CC,centimeters,0,NA,5%,NA,95%,NA,Page 14,"The graph describes the median contribution to global mean sea-level rise from Antarctica under the SSP5-8.5 scenario, showing percentiles at 2100.","
""""""Page 14: Figure4.InfluenceofoceanicandatmosphericdriversontheAntarcticcontributiontofuturesea-levelchangesundertheveryhigh-emission pathway. (a–b) Evolution of the calibrated median contribution to global mean sea-level rise (GMSLR) from Antarctica under the SSP5-8.5 scenario until 3000 (a) and focusing on the period 2015-2100 (b) for specific experiments (conducted with the 100-member ensemble)separatingtherespectiveinfluencesoftheoceanicandatmosphericforcingsandofthemelt-elevationfeedback,andincludingtheinfluenceofice-shelfhydrofracturing.Theboxesandwhiskersrepresentthe100-memberensembleposterior,indicatingthe[5,25,50,75,95]percentiles at 3000 (a) and 2100 (b) (N=100 per experiment). Figures c–e show the median rates of contribution to GMSLR for the whole Antarctic ice sheet (d), the West Antarctic ice sheet (e), and the East Antarctic ice sheet (d). A 5-year running average is applied.""""""
"
34,GMSLR Rate,Antarctic Ice Sheet,SSP5-8.5,2100,2015-2100,millimeters/year,0,NA,NA,NA,NA,NA,Page 14,"Line graphs show rates of Antarctic contribution to global mean sea-level rise focused on the period 2015-2100 for separate oceanic, atmospheric forces, and the melt-elevation feedback, with data adjusted using a 5-year running average.","
""""""Page 14: Figure4.InfluenceofoceanicandatmosphericdriversontheAntarcticcontributiontofuturesea-levelchangesundertheveryhigh-emission pathway. (a–b) Evolution of the calibrated median contribution to global mean sea-level rise (GMSLR) from Antarctica under the SSP5-8.5 scenario until 3000 (a) and focusing on the period 2015-2100 (b) for specific experiments (conducted with the 100-member ensemble)separatingtherespectiveinfluencesoftheoceanicandatmosphericforcingsandofthemelt-elevationfeedback,andincludingtheinfluenceofice-shelfhydrofracturing.Theboxesandwhiskersrepresentthe100-memberensembleposterior,indicatingthe[5,25,50,75,95]percentiles at 3000 (a) and 2100 (b) (N=100 per experiment). Figures c–e show the median rates of contribution to GMSLR for the whole Antarctic ice sheet (d), the West Antarctic ice sheet (e), and the East Antarctic ice sheet (d). A 5-year running average is applied.""""""
"
35,Mass Gain,Antarctic Ice Sheet,Very High-Emission,2050,No CC,cm,-1,NA,NA,NA,NA,NA,Page 16,Atmospheric forcing leads to mass gain attributed to increased snow accumulation while surface runoff rates remain limited during the 21st century.,"During this period, oceanic forcing alone produces the highest median Antarctic contribution to GMSLR, with higher and earlier rates of contribution to GMSLR than when considering both oceanic and atmospheric drivers together. On the other hand, atmospheric forcing alone initially leads to mass gain (negative median rates of contribution to GMSLR), attributed to increased snow accumulation while surface runoff rates remain limited. Both the atmospheric and the oceanic forcings, when considered separately, are sufficient to trigger a complete collapse of the WAIS by the end of the millennium. This suggests that while WAIS mass loss under SSP5-8.5 is initially triggered by the oceanic forcing, its collapse is further accelerated by increased surface melt due to lowering surface elevations. In East Antarctica, retreat of the grounding line in the marine basins is initially triggered by the oceanic forcing, especially in the Wilkes basin, grounding-line retreat appears to be amplified by the influence of the melt-elevation feedback."
36,Mass Loss Rate,West Antarctic Ice Sheet,SSP5-8.5,3000,No CC,mm/year,10,NA,NA,NA,NA,NA,Page 16,Both atmospheric and oceanic forcings alone are sufficient to trigger a complete collapse of the WAIS by the end of the millennium.,"During this period, oceanic forcing alone produces the highest median Antarctic contribution to GMSLR, with higher and earlier rates of contribution to GMSLR than when considering both oceanic and atmospheric drivers together. On the other hand, atmospheric forcing alone initially leads to mass gain (negative median rates of contribution to GMSLR), attributed to increased snow accumulation while surface runoff rates remain limited. Both the atmospheric and the oceanic forcings, when considered separately, are sufficient to trigger a complete collapse of the WAIS by the end of the millennium. This suggests that while WAIS mass loss under SSP5-8.5 is initially triggered by the oceanic forcing, its collapse is further accelerated by increased surface melt due to lowering surface elevations. In East Antarctica, retreat of the grounding line in the marine basins is initially triggered by the oceanic forcing, especially in the Wilkes basin, grounding-line retreat appears to be amplified by the influence of the melt-elevation feedback."
37,Mass Loss Rate,West Antarctic Ice Sheet,SSP5-8.5,3000,No CC,mm/year,10,NA,NA,NA,NA,NA,Page 16,High rates of mass loss under atmospheric forcing alone are driven by the melt-elevation feedback.,"During this period, oceanic forcing alone produces the highest median Antarctic contribution to GMSLR, with higher and earlier rates of contribution to GMSLR than when considering both oceanic and atmospheric drivers together. On the other hand, atmospheric forcing alone initially leads to mass gain (negative median rates of contribution to GMSLR), attributed to increased snow accumulation while surface runoff rates remain limited. Both the atmospheric and the oceanic forcings, when considered separately, are sufficient to trigger a complete collapse of the WAIS by the end of the millennium. This suggests that while WAIS mass loss under SSP5-8.5 is initially triggered by the oceanic forcing, its collapse is further accelerated by increased surface melt due to lowering surface elevations. In East Antarctica, retreat of the grounding line in the marine basins is initially triggered by the oceanic forcing, especially in the Wilkes basin, grounding-line retreat appears to be amplified by the influence of the melt-elevation feedback."
