,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
10,Repricing,US,Stylized changes,2019,Flows to other investors,%,11.7,NA,NA,NA,NA,NA,49,Small Active Investor Share of Repricing
11,Repricing,US,Stylized changes,2019,Flows to other investors,%,11.1,NA,NA,NA,NA,NA,49,Large Active Investor Share of Repricing
12,Repricing,US,Stylized changes,2019,Flows to other investors,%,3.2,NA,NA,NA,NA,NA,49,Hedge Funds Share of Repricing
13,Repricing,US,Stylized changes,2019,Flows to other investors,%,3.9,NA,NA,NA,NA,NA,49,Long-Term Investor Share of Repricing
14,Repricing,US,Stylized changes,2019,Flows to other investors,%,2.9,NA,NA,NA,NA,NA,49,Private Banking Share of Repricing
15,Repricing,US,Stylized changes,2019,Flows to other investors,%,1.1,NA,NA,NA,NA,NA,49,Brokers Share of Repricing
16,Repricing,US,Stylized changes,2019,Flows to other investors,%,6.1,NA,NA,NA,NA,NA,49,Foreign Investor Share of Repricing
17,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,0.90,NA,NA,NA,NA,NA,49,Large Passive Investor Repricing Scaled by AUM
18,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,1.05,NA,NA,NA,NA,NA,49,Small Passive Investor Repricing Scaled by AUM
19,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,2.28,NA,NA,NA,NA,NA,49,Small Active Investor Repricing Scaled by AUM
20,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,1.65,NA,NA,NA,NA,NA,49,Large Active Investor Repricing Scaled by AUM
21,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,3.58,NA,NA,NA,NA,NA,49,Hedge Funds Repricing Scaled by AUM
22,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,1.01,NA,NA,NA,NA,NA,49,Long-Term Investor Repricing Scaled by AUM
23,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,1.81,NA,NA,NA,NA,NA,49,Private Banking Repricing Scaled by AUM
24,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,1.56,NA,NA,NA,NA,NA,49,Brokers Repricing Scaled by AUM
25,Repricing Scaled by AUM,US,Stylized changes,2019,Flows to other investors,%,1.31,NA,NA,NA,NA,NA,49,Foreign Investor Repricing Scaled by AUM
26,Valuation,US,ESG +0.1 (All),2019,Original,Regression coefficient change,0.57,NA,NA,NA,NA,NA,52,Change in log market-to-book ratios on characteristics. Environmental scores from Sustainalytics.
27,Valuation,US,ESG +0.1 (LT),2019,Original,Regression coefficient change,0.03,NA,NA,NA,NA,NA,52,Change in log market-to-book ratios on characteristics. Environmental scores from Sustainalytics.
28,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,15,NA,NA,NA,NA,NA,61,AUM change for Brokers relative to 2007 levels.
29,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,10,NA,NA,NA,NA,NA,61,AUM change for Hedge Funds relative to 2007 levels.
30,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,5,NA,NA,NA,NA,NA,61,AUM change for Long-Term investors relative to 2007 levels.
31,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,0,NA,NA,NA,NA,NA,61,AUM change for Large Passive Investors relative to 2007 levels.
32,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,-5,NA,NA,NA,NA,NA,61,AUM change for Small Passive Investors relative to 2007 levels.
33,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,-5,NA,NA,NA,NA,NA,61,AUM change for Small Active Investors relative to 2007 levels.
34,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,-5,NA,NA,NA,NA,NA,61,AUM change for Large Active Investors relative to 2007 levels.
35,Assets Under Management,US,Reactivated Demand Curves,2019,2007,%,5,NA,NA,NA,NA,NA,61,AUM change for Private Banking relative to 2007 levels.
