,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
21,SST Anomaly,Southern California Current,SSP5-8.5,2100,Pre-1950 Mean,°C,4.0,0.6,2.5%,3.4,97.5%,4.6,Figure 2,"Projected from graph based on visual interpretation, higher increases observed"
22,Fraction of Attributable Risk,North Pacific,Historical,2020,No CC, ,0.9,NA,NA,NA,NA,NA,Figure 3,Estimated visually. FAR approaching 1
23,Fraction of Attributable Risk,Eastern Bering Sea,Historical,2020,No CC, ,0.95,NA,NA,NA,NA,NA,Figure 3,Estimated visually. FAR approaching 1
24,Fraction of Attributable Risk,Gulf of Alaska,Historical,2020,No CC, ,0.9,NA,NA,NA,NA,NA,Figure 3,Estimated visually. FAR approaching 1
25,Fraction of Attributable Risk,British Columbia Coast,Historical,2020,No CC, ,0.85,NA,NA,NA,NA,NA,Figure 3,Estimated visually. FAR approaching 1
26,Fraction of Attributable Risk,Northern California Current,Historical,2020,No CC, ,0.8,NA,NA,NA,NA,NA,Figure 3,Estimated visually. FAR approaching 1
27,Fraction of Attributable Risk,Southern California Current,Historical,2020,No CC, ,0.8,NA,NA,NA,NA,NA,Figure 3,Estimated visually. FAR approaching 1
28,Fraction of Attributable Risk,Eastern Bering Sea,Historical,1984,No CC, ,0.5,NA,NA,NA,NA,NA,Page 5,FAR > 0.5 since 1984 for 3-year running mean
29,Fraction of Attributable Risk,Gulf of Alaska,Historical,1984,No CC, ,0.5,NA,NA,NA,NA,NA,Page 5,FAR > 0.5 since 1984 for 3-year running mean
30,SST Anomaly,Eastern Bering Sea,Current Climate,2024,Pre-industrial,Years,5,NA,NA,NA,NA,NA,6,Return time for a 5.08 SD anomaly is ~40 years
31,SST Anomaly,Gulf of Alaska,Current Climate,2024,Pre-industrial,Years,1,NA,NA,NA,NA,NA,6,Return time for a 1-1.5 degree C anomaly is ~5 years
32,Warming,North Pacific,SSP2-4.5,2039,Pre-industrial,Degree C,1.5,NA,NA,NA,NA,NA,6,Projected timing of 1.5 C warming
33,Warming,North Pacific,SSP2-4.5,2060,Pre-industrial,Degree C,2.0,NA,NA,NA,NA,NA,6,Projected timing of 2.0 C warming
34,Warming,North Pacific,SSP5-8.5,2032,Pre-industrial,Degree C,1.5,NA,NA,NA,NA,NA,6,Projected timing of 1.5 C warming
35,Warming,North Pacific,SSP5-8.5,2044,Pre-industrial,Degree C,2.0,NA,NA,NA,NA,NA,6,Projected timing of 2.0 C warming
36,Sockeye Salmon Catch,Gulf of Alaska,NA,2017,1989-2016,%,-39,NA,NA,NA,NA,NA,6,"Decline in raw catch relative to years with FAR < 0.98, during the years when FAR >= 0.98"
37,SST Anomaly,North Pacific,Historical,2022,Pre-1950,SD,2.08,NA,NA,NA,NA,NA,7,Three-year running mean SST
38,Extreme SST Events,North Pacific,Historical,2022,Preindustrial climate,Return interval (years),25,NA,NA,NA,NA,NA,7,"Events once expected every 1000-10,000 years now occur every 5-40 years"
39,SST Anomaly,North Pacific,SSP5-8.5,2100,1.5-2.0 °C warming,Proportion,0.80,NA,NA,NA,NA,NA,7,Threshold represents cooler-than-normal conditions
