,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
21,Water Management,Adaptive Strategies,Colorado River Basin,Climate Ensemble,Vulnerability/Cost Trade-off,FailureProbability,Economic,Need,%,28,NA,NA,NA,NA,NA,Fig 7.6,Moderately Aggressive
22,Water Management,Adaptive Strategies,Colorado River Basin,Climate Ensemble,Vulnerability/Cost Trade-off,FailureProbability,Economic,Need,%,35,NA,NA,NA,NA,NA,Fig 7.6,Moderate
23,Water Management,Adaptive Strategies,Colorado River Basin,Climate Ensemble,Vulnerability/Cost Trade-off,FailureProbability,Economic,Need,%,48,NA,NA,NA,NA,NA,Fig 7.6,Baseline
24,Water Management,Adaptive Strategies,Colorado River Basin,Climate Ensemble,Vulnerability/Cost Trade-off,FailureProbability,Economic,Need,%,51,NA,NA,NA,NA,NA,Fig 7.6,Vulnerability Only
25,Water Management,Adaptive Strategies,Colorado River Basin,Climate Ensemble,Vulnerability/Cost Trade-off,FailureProbability,Economic,Need,%,54,NA,NA,NA,NA,NA,Fig 7.6,Current Management
26,Water Management,Adaptive Strategies,Colorado River Basin,Severely Declining Supply,Policy Sufficiency,N/A,N/A,Need,NA,30,NA,NA,NA,NA,NA,Page 158,States that management strategies considered in the Basin Study would not be sufficient to ensure acceptable outcomes.
27,All,Climate Policy,NA,Low Sensitivity,Consumer Welfare,AdaptationCost,Economic,Need,%,1.1,NA,NA,NA,NA,NA,Fig. 7.12,"Includes policies such as carbon tax with tech R&D subsidies (P2), impacting consumer welfare as a percentage cost."
28,All,Climate Policy,NA,Low Sensitivity,Decarbonization,NonMonetaryBenefits,Economic,Need,%,100,NA,NA,NA,NA,NA,Fig. 7.12,Policies aimed at decarbonization result in 100% effectiveness under certain conditions.
29,All,Climate Policy,NA,Medium Sensitivity,Consumer Welfare,AdaptationCost,Economic,Need,%,3.3,NA,NA,NA,NA,NA,Fig. 7.12,Includes policies impacting consumer welfare under medium climate sensitivity conditions.
30,All,Climate Policy,NA,Medium Sensitivity,Decarbonization,NonMonetaryBenefits,Economic,Need,%,79,NA,NA,NA,NA,NA,Fig. 7.12,Decarbonization effectiveness under medium climate sensitivity with certain policies.
31,All,Climate Policy,NA,High Sensitivity,Consumer Welfare,AdaptationCost,Economic,Need,%,0.7,NA,NA,NA,NA,NA,Fig. 7.12,Cost impact on consumer welfare under high climate sensitivity scenario with certain policies.
32,All,Climate Policy,NA,High Sensitivity,Decarbonization,NonMonetaryBenefits,Economic,Need,%,56,NA,NA,NA,NA,NA,Fig. 7.12,Decarbonization effectiveness with certain policies under high climate sensitivity.
33,Water Management,Infrastructure,The Netherlands,High Emissions (A2) median,AdaptationCost,CapExCost,Monetary,Need,million,267,NA,NA,NA,NA,NA,Fig 9.2,Option 1: A 90m river channel and 50 m berm; right and left stopbanks meets the standard over 100 years in all scenarios
34,Water Management,Infrastructure,The Netherlands,High Emissions (A2) median,AdaptationCost,CapExCost,Monetary,Need,million,143,NA,NA,NA,NA,NA,Fig 9.2,Option 2C: A 90m river channel 25 m berm; properties to be purchased
35,Water Management,Infrastructure,The Netherlands,High Emissions (A2) median,AdaptationCost,CapExCost,Monetary,Need,million,114,NA,NA,NA,NA,NA,Fig 9.2,Option 4: 70 m river channel; 30 years of flood protection; lower level of protection (2300 m3/s); properties purchased after 20 years; cost until 2035
36,Water Management,Infrastructure,The Netherlands,High Emissions (A2) median,AdaptationCost,CapExCost,Monetary,Need,million,68,NA,NA,NA,NA,NA,Fig 9.2,Staged Option 4 to Option 2C additional cost
37,Water Management,Infrastructure,The Netherlands,High Emissions (A2) median,AdaptationCost,CapExCost,Monetary,Need,million,182,NA,NA,NA,NA,NA,Fig 9.2,Total cost for Staged Option 4 to Option 2C
38,LNG,Fixed Design,NA,Deterministic Demand,NPV,MonetaryBenefits,Monetary,N/A,million $,84.56,NA,NA,NA,NA,NA,Page 235,NPV of fixed design for α=0.85 and 200 tons/day capacity
39,LNG,Capacity Planning,NA,Monte Carlo simulation,Present Value,MonetaryBenefits,Monetary,Need,million $,84.56,NA,NA,NA,NA,NA,p. 236,Deterministic analysis estimate of NPV with scale factor α=0.85 and plant size of 200 tons/day.
40,LNG,Capacity Planning,NA,Monte Carlo simulation,Expected Net Present Value,MonetaryBenefits,Monetary,Need,million $,61.18,NA,NA,NA,NA,NA,p. 236,"Simulation analysis calculates ENPV with scale factor α=0.85 and plant size of 200 tons/day, incorporating uncertainty."
41,LNG,Flexible Design,NA,Assumed Range of Uncertainties,ENPV,MonetaryBenefits,Monetary,N/A,million USD,20.69,NA,NA,NA,NA,NA,page 232,ENPV of flexible design (starting with one module) is nearly 44% better than the fixed design ($20.69M vs. $14.27M).
42,LNG,Fixed Design,NA,Assumed Range of Uncertainties,ENPV,MonetaryBenefits,Monetary,N/A,million USD,14.27,NA,NA,NA,NA,NA,page 232,ENPV of fixed design.
43,LNG,Fixed Design,NA,Assumed Range of Uncertainties,NPV,MonetaryBenefits,Monetary,N/A,million USD,-25,NA,0%,-25,100%,21,page 232,"The NPV of this fixed design could be as low as minus $25 million, with a maximum of a nearly plus $21 million."
44,All,Flexible Modular Design,NA,Varying Rates,Value of Flexibility,MonetaryBenefits,Economic,Need,million USD,60,NA,NA,NA,NA,NA,Page 241,"The value of flexibility ranges up to $60 million depending on the learning rates and economies of scale, according to a specific analysis reported on."
45,Water Management,Proactive Flexible,The Netherlands,High Sea/Extreme Precip,DiscountedSum,CapExCost,Economic,Need,million USD,0,NA,NA,NA,NA,NA,Page 251,"Proactive Flexible design generally outperforms the Reactive Adaptive design, especially under riskier scenarios, indicating its potential economic efficiency in adaptation."
46,Water Management,Reactive Adaptive,The Netherlands,NA,DiscountedSum,CapExCost,Economic,Need,million USD,0,NA,NA,NA,NA,NA,Page 251,"Reactive Adaptive design offers substantial gains compared to Fixed design, but Proactive Flexible may further reduce costs under certain scenarios."
47,Water,Reactive Adaptive Design,The Netherlands,Low/High Sea Level/Precip,Lifetime Economic Performance,DiscountedSum(AdaptationCost),Economic,Need,mil of Euro,0,NA,NA,NA,NA,NA,Fig 11.10,Compares lifetime economic performance under different climate scenarios and discount rates. Notes that a discount rate of 5.5% makes the Reactive Adaptive design the dominant solution.
48,Water,Proactive Flexible Design,The Netherlands,Low/High Sea Level/Precip,Lifetime Economic Performance,DiscountedSum(AdaptationCost),Economic,Need,mil of Euro,0,NA,NA,NA,NA,NA,Fig 11.10,"Compares lifetime economic performance under different climate scenarios and discount rates. Mentions that future costs are discounted over the long horizon, reducing the advantage of Proactive Flexible Design."
49,Water Management,Fixed Design,The Netherlands,High sea level scenario,Lifecycle Costs,AdaptationCost,Economic,Need,million Euros,216,NA,NA,NA,NA,NA,Page 254,Average lifecycle costs for flood defense. The proactive design also costs approximately 216 million Euros.
50,Water Management,Reactive Adaptive Design,The Netherlands,High sea level scenario,Lifecycle Costs,AdaptationCost,Economic,Need,million Euros,210,NA,NA,203,NA,290,Page 254,"Average lifecycle costs for flood defense. It has a lower average cost, but a much larger range of possible outcomes."
51,Water Management,Proactive Flexible Design,The Netherlands,High sea level scenario,Lifecycle Costs,AdaptationCost,Economic,Need,million Euros,216,NA,NA,NA,NA,NA,Page 254,Average lifecycle costs for flood defense. The fixed design also costs approximately 216 million Euros.
52,All,Any,The Netherlands,NA,Avoided Investment,MonetaryBenefits-AdaptationCost,Economic,Need,NA,0,NA,NA,NA,NA,NA,Page 337,"Mentions ADM can reduce over- and underinvesting, suggesting potential for both cost savings (benefit) and avoidance of insufficient adaptation (benefit). Also acknowledges the risk of lost income for keeping options open. Value 0 reflects that there is no specific value."
