,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
15,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,32.93,NA,NA,NA,NA,NA,Table 3,Reconstruction cost for roads of category III.
16,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,13.73,NA,NA,NA,NA,NA,Table 3,Reconstruction cost for roads of category IV.
17,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,10.32,NA,NA,NA,NA,NA,Table 3,Reconstruction cost for roads of category V.
18,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,17.88,NA,NA,NA,NA,NA,Table 3,Capital repairs cost for roads of category II.
19,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,17.21,NA,NA,NA,NA,NA,Table 3,Capital repairs cost for roads of category III.
20,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,9.74,NA,NA,NA,NA,NA,Table 3,Capital repairs cost for roads of category IV.
21,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / unit,557.78,NA,NA,NA,NA,NA,Table 3,Capital repairs cost for engineering facilities.
22,Transportation,Any,Russia,Any,AdaptationCost,OpExCost,Monetary,N/A,M rubles / km,3.89,NA,NA,NA,NA,NA,Table 3,"Maintenance cost, minimum"
23,Transportation,Any,Russia,Any,AdaptationCost,OpExCost,Monetary,N/A,M rubles / km,7.29,NA,NA,NA,NA,NA,,"Maintenance cost, maximum"
24,Transportation,Adaptation,Russia,RCP8.5,N/A,AdaptationCost [billion rubles],Monetary,N/A,billion rubles,763.2,NA,NA,NA,NA,NA,Page 6,Cost of road infrastructure fixed assets in the Russian Arctic regions at risk due to permafrost degradation.
25,Transportation,Road Reconstruction,Russia,conservative,AdaptationCost,DiscountedSum(),Economic,Need,₽ bln,422.68,NA,NA,NA,NA,NA,Page 7,Cost of constant additional capital investment to repair and maintain road infrastructure on permafrost from 2020-2050.
26,Transportation,Road Reconstruction,Russia,conservative,AdaptationCost,DiscountedSum(),Economic,Need,₽ bln,252.83,NA,NA,NA,NA,NA,Page 7,"Of the 422.68 bln, 252.83 bln is for Yakutia."
27,Transportation,Road Reconstruction,Russia,conservative,AdaptationCost,AdaptationCost / yr,Economic,Need,₽ bln / yr,14.07,NA,NA,NA,NA,NA,Page 7,Average annual adaptation cost.
28,Transportation,Road Reconstruction,Russia,conservative,AdaptationCost,AdaptationCost / GRP,Economic,Need,% of GRP,0.14,NA,NA,NA,NA,NA,Page 7,Additional costs will amount to 0.14% of the total gross regional product of all nine regions in 2018.
29,Transportation,Road Reconstruction,Russia,moderate,AdaptationCost,DiscountedSum(),Economic,Need,₽ bln,304.24,NA,NA,NA,NA,NA,Page 7,Additional spending on capital repairs of roadbed and engineering facilities from 2020-2050 due to permafrost degradation.
30,Transportation,Road Reconstruction,Russia,moderate,AdaptationCost,DiscountedSum(),Economic,Need,₽ bln,272.9,NA,NA,NA,NA,NA,Page 7,Estimated cost of reconstruction of part of the road network with improved quality in 2020-2030 and the subsequent maintenance and upkeep of this infrastructure in 2030-2050.
31,Transportation,Road Reconstruction,Russia,moderate,AdaptationCost,DiscountedSum(),Economic,Need,₽ bln,67.34,NA,NA,NA,NA,NA,Page 7,Estimated cost of expanding the motor road network in 2020-2030 and its subsequent operating costs.
32,Transportation,Infrastructure Upgrade,Russia,Conservative,AdaptationCost,DiscountedSum(OpExCost),Economic,Need,bln rubles,422.68,NA,NA,NA,NA,NA,Table 7,Cost of reconstruction and maintenance of regional road infrastructure due to permafrost degradation risks from 2020-2050.
33,Transportation,Infrastructure Upgrade,Russia,Conservative,OpExCost,AdaptationCost,Economic,Need,bln rubles / year,14.09,NA,NA,NA,NA,NA,Table 7,Average annual cost of reconstruction and maintenance of regional road infrastructure due to permafrost degradation risks.
34,Transportation,Infrastructure Upgrade,Russia,Moderate,AdaptationCost,DiscountedSum(OpExCost),Economic,Need,bln rubles,644.48,NA,NA,NA,NA,NA,Table 7,Cost of reconstruction and maintenance of regional road infrastructure due to permafrost degradation risks from 2020-2050.
35,Transportation,Infrastructure Upgrade,Russia,Moderate,OpExCost,AdaptationCost,Economic,Need,bln rubles / year,21.48,NA,NA,NA,NA,NA,Table 7,Average annual cost of reconstruction and maintenance of regional road infrastructure due to permafrost degradation risks.
36,Transportation,Infrastructure Upgrade,Russia,Modernization,AdaptationCost,DiscountedSum(OpExCost),Economic,Need,bln rubles,864.81,NA,NA,NA,NA,NA,Table 7,Cost of reconstruction and maintenance of regional road infrastructure due to permafrost degradation risks from 2020-2050.
37,Transportation,Infrastructure Upgrade,Russia,Modernization,OpExCost,AdaptationCost,Economic,Need,bln rubles / year,28.83,NA,NA,NA,NA,NA,Table 7,Average annual cost of reconstruction and maintenance of regional road infrastructure due to permafrost degradation risks.
38,Transportation,Infrastructure Upgrade,Russia,Modernization,BaselineImpact,% of GRP,Economic,Need,%,0.29,NA,NA,NA,NA,NA,Page 8,Calculated percentage relative to 2018 GRP values.
39,Transportation,Infrastructure Upgrade,Russia,Moderate,BaselineImpact,% of GRP,Economic,Need,%,0.21,NA,NA,NA,NA,NA,Page 8,Calculated percentage relative to 2018 GRP values.
40,Transportation,Infrastructure Upgrade,Russia,Conservative,OpExCost,% of GRP,Economic,Need,%,0.14,NA,NA,NA,NA,NA,Page 8,Additional (to the current maintenance expenses) costs to repair and maintain infrastructure sustainability will amount to 0.14% of the total GRP cost of these regions in 2018.
