,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
44,Fossil Fuel Subsidy,Latin America,Unspecified,2020,Unspecified,USD$ billion,-23,NA,NA,NA,NA,NA,24,Net negative carbon price reflects overall fossil fuel net subsidy.
45,FF Subsidy: Health Budget,Latin American countries,Unspecified,2020,National health budgets,%,-17,NA,NA,NA,NA,NA,24,
46,Premature Mortality Cost,Mexico and South America,Unspecified,2020,Average income,People,-6600000,NA,NA,NA,NA,NA,24,Premature mortality costs are equivalent to the average income of this many people.
47,Premature Mortality GDP,Chile,Unspecified,2020,GDP,%,-1.63,NA,NA,NA,NA,NA,24,"Equivalent to average income of 1,600,000 people."
48,Premature Mortality GDP,Peru,Unspecified,2020,GDP,%,-0.91,NA,NA,NA,NA,NA,24,"Equivalent to average income of 900,000 people."
49,Premature Mortality GDP,Mexico,Unspecified,2020,GDP,%,-0.83,NA,NA,NA,NA,NA,24,"Equivalent to average income of 800,000 people."
50,Clean Energy vs Fossil,Latin America,Unspecified,2022,Fossil Fuel Investment,%,13,NA,NA,NA,NA,NA,24,
51,Health Cost,Chile,Unspecified future scenarios,2100,No CC,USD million,-564,NA,NA,NA,NA,NA,26,Represents approximately 10% of the Health Ministry's budget for 2020. Health costs here are restricted to temperature-related mortality and morbidity. Further unquantified health effects exist.
52,Economic losses,Brazil,Unspecified,2022,2021,USD billions,-6,NA,NA,NA,NA,NA,30,Losses mainly due to floods and landslides.
53,Heat-related mortality,Latin America,Unspecified,2022,2000–2009,%,-140,NA,NA,NA,NA,NA,30,"Increase in heat-related mortality among people above 65 years old translates to significant economic losses (equivalent to the average income of 451,000 people). Sign should be flipped, since a 140% increase in mortality is a loss."
54,Clean energy investment,Latin America,Unspecified,2022,Unspecified,%,6.8,NA,NA,NA,NA,NA,30,Increase in clean energy investment.
55,Fossil fuel subsidies,Latin America,Unspecified,2022,Unspecified,USD billions,-23,NA,NA,NA,NA,NA,30,Net negative carbon price reflecting overall fossil fuel net subsidy.
56,Green Climate Fund allocation,Latin America,Unspecified,2022,2021,USD millions,-486,NA,NA,NA,NA,NA,30,16% decrease from 2021. None of the funds were allocated towards climate change and health initiatives.
