,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
38,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,0.127,0.621,NA,NA,NA,NA,13,Coefficient on Hot_2 * (/Delta1Temp)^2 in column (6).
39,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.523,0.406,NA,NA,NA,NA,13,Total effect in poor countries from column (3).
40,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.132,0.497,NA,NA,NA,NA,13,Total effect in poor countries from column (4).
41,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.332,0.443,NA,NA,NA,NA,13,Total effect in poor countries from column (5).
42,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.307,0.452,NA,NA,NA,NA,13,Total effect in poor countries from column (6).
43,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,-0.648,0.400,NA,NA,NA,NA,13,Total effect in hot countries from column (5).
44,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,-0.522,0.387,NA,NA,NA,NA,13,Total effect in hot countries from column (6).
45,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.884,0.177,NA,NA,NA,NA,14,Coefficient of /Delta1Temp when no other variables are included in the regression; significant at p<0.01; based on data up to 2006
46,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-5.113,2.464,NA,NA,NA,NA,14,Coefficient of /Delta1Temp when interacting with average temperature; significant at p<0.05; based on data up to 2006
47,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.110,0.018,NA,NA,NA,NA,14,Coefficient of Avg. temp. × /Delta1Temp; significant at p<0.01; based on data up to 2006
48,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.059,0.022,NA,NA,NA,NA,14,Coefficient of Avg. temp. × /Delta1Temp; significant at p<0.05; based on data up to 2006
49,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.051,0.023,NA,NA,NA,NA,14,Coefficient of /Delta1Pre; significant at p<0.05; based on data up to 2006
50,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.601,0.245,NA,NA,NA,NA,14,Coefficient of Avg. GDP per capita × /Delta1Temp; significant at p<0.05; based on data up to 2006
51,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.028,0.012,NA,NA,NA,NA,14,Coefficient of Cold × /Delta1Temp; significant at p<0.05; based on data up to 2006
52,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.198,0.234,NA,NA,NA,NA,14,Coefficient of Cold × /Delta1Temp; not significant; based on data up to 2006
53,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.060,0.029,NA,NA,NA,NA,14,Coefficient of Mild × /Delta1Temp; significant at p<0.05; based on data up to 2006
54,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.614,0.293,NA,NA,NA,NA,14,Coefficient of Mild × /Delta1Temp; significant at p<0.05; based on data up to 2006
55,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.062,0.022,NA,NA,NA,NA,14,Coefficient of Warm × /Delta1Temp; significant at p<0.01; based on data up to 2006
56,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.229,0.210,NA,NA,NA,NA,14,Coefficient of Warm × /Delta1Temp; not significant; based on data up to 2006
57,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.082,0.016,NA,NA,NA,NA,14,Coefficient of Hot × /Delta1Temp; significant at p<0.01; based on data up to 2006
58,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,-0.233,0.089,NA,NA,NA,NA,14,Coefficient of Hot × /Delta1Temp; significant at p<0.05; based on data up to 2006
59,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.024,0.025,NA,NA,NA,NA,14,Coefficient of Cold × /Delta1Temp × Avg. GDP per capita; not significant; based on data up to 2006
60,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.063,0.032,NA,NA,NA,NA,14,Coefficient of Mild × /Delta1Temp; significant at p<0.10; based on data up to 2006
61,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.021,0.024,NA,NA,NA,NA,14,Coefficient of Warm × /Delta1Temp; not significant; based on data up to 2006
62,TFP growth rate,60 countries (unspecified),NA,2006,No CC,percentage points,0.019,0.011,NA,NA,NA,NA,14,Coefficient of Hot × /Delta1Temp; significant at p<0.10; based on data up to 2006
63,TFP growth rate,60 countries,Unspecified,2006,No CC,Percentage points,-5.065,1.921,NA,NA,NA,NA,297,Coefficient for /Delta1Temp in column (1) when country FE and Region x Time FE are included.
64,TFP growth rate,60 countries,Unspecified,2006,No CC,Percentage points,-0.518,0.318,NA,NA,NA,NA,297,Coefficient for /Delta1Temp in column (2) when country FE and Region x Time FE are included.
65,TFP growth rate,Poor countries,Unspecified,2006,No CC,Percentage points,-0.823,0.328,NA,NA,NA,NA,297,Coefficient for Poor x /Delta1Temp in column (1) when country FE and Region x Time FE are included.
66,TFP growth rate,60 countries,Unspecified,2006,No CC,Percentage points,0.062,0.032,NA,NA,NA,NA,297,Coefficient for Polity 2 x /Delta1Temp in column (2) when country FE and Region x Time FE are included. Polity 2 is a measure of institutional quality.
67,TFP growth rate,Hot countries,Unspecified,2006,No CC,Percentage points,-0.675,0.454,NA,NA,NA,NA,297,Coefficient for Hot x /Delta1Temp in column (1) when country FE and Region x Time FE are included.
68,TFP growth rate,60 countries,Unspecified,2006,No CC,Percentage points,0.532,0.195,NA,NA,NA,NA,297,Coefficient for GDP x /Delta1Temp in column (1) when country FE and Region x Time FE are included.
69,TFP growth rate,Poor countries,Unspecified,2006,No CC,Percentage points,-1.342,0.336,NA,NA,NA,NA,297,Total effect in poor countries.
70,TFP growth rate,60 countries,Unspecified,2006,No CC,Percentage points,-0.046,0.022,NA,NA,NA,NA,297,Coefficient for /Delta1Pre in column (1) when country FE and Region x Time FE are included.
71,TFP growth rate,60 countries,Unspecified,2006,No CC,Percentage points,-0.050,0.022,NA,NA,NA,NA,297,Coefficient for /Delta1Pre in column (2) when country FE and Region x Time FE are included.
72,TFP growth,Poor Countries,NA,2006,No CC,%/year,-0.018,0.005,NA,NA,NA,NA,299,"Based on average temperature increase of 0.012 °C/year and coefficient from Table 2, Column (2) (1.523). Used end of sample year."
73,Labour Productivity growth,Poor Countries,NA,2006,No CC,NA,0,NA,NA,NA,NA,NA,299,"Qualitative Result. Results from Table 6 indicate a negative and significant impact of temperature shocks on labor productivity growth, remarkably consistent with TFP regression results. End of sample year used. A value of 0 indicates only a qualitative judgement is available."
74,Labour productivity growth,60 countries (unspecified),RCP 8.5,2083,No CC,Percentage points,-0.543,0.227,NA,NA,NA,NA,p. 300,"Coefficient of Delta1Temp in column (1), significant at the 5% level. Annual labor productivity growth as the dependent variable. 2083 is the midpoint of 2071-2095."
75,Labour productivity growth,60 countries (unspecified),RCP 8.5,2083,No CC,Percentage points,-0.068,0.159,NA,NA,NA,NA,p. 300,Coefficient of Delta1Temp in column (2). 2083 is the midpoint of 2071-2095.
76,Labour productivity growth,60 countries (unspecified),RCP 8.5,2083,No CC,Percentage points,0.037,0.164,NA,NA,NA,NA,p. 300,Coefficient of Delta1Temp in column (3). 2083 is the midpoint of 2071-2095.
77,Labour productivity growth,60 countries (unspecified),RCP 8.5,2083,No CC,Percentage points,0.095,0.131,NA,NA,NA,NA,p. 300,Coefficient of Delta1Temp in column (4). 2083 is the midpoint of 2071-2095.
78,Labour productivity growth,60 countries (unspecified),RCP 8.5,2083,No CC,Percentage points,-0.027,0.155,NA,NA,NA,NA,p. 300,Coefficient of Delta1Temp in column (5). 2083 is the midpoint of 2071-2095.
79,Labour productivity growth,60 countries (unspecified),RCP 8.5,2083,No CC,Percentage points,0.037,0.131,NA,NA,NA,NA,p. 300,Coefficient of Delta1Temp in column (6). 2083 is the midpoint of 2071-2095.
80,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.559,0.412,NA,NA,NA,NA,p. 300,"Interaction term Poor x Delta1Temp in column (2), significant at the 1% level. Poor is defined as countries with below median GDP per capita in 1960. 2083 is the midpoint of 2071-2095."
81,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.197,0.481,NA,NA,NA,NA,p. 300,"Interaction term Poor x Delta1Temp in column (3), significant at the 5% level. Poor is defined as countries with below median GDP per capita in 1960. 2083 is the midpoint of 2071-2095."
82,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.366,0.448,NA,NA,NA,NA,p. 300,"Interaction term Poor x Delta1Temp in column (6), significant at the 1% level. Poor is defined as countries with below median GDP per capita in 1960. 2083 is the midpoint of 2071-2095."
83,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-0.831,0.466,NA,NA,NA,NA,p. 300,"Interaction term Hot x Delta1Temp in column (4), significant at the 10% level. Hot is defined as countries with above median average temperature in the 1960s. 2083 is the midpoint of 2071-2095."
84,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-0.717,0.434,NA,NA,NA,NA,p. 300,Interaction term Hot x Delta1Temp in column (5). 2083 is the midpoint of 2071-2095.
85,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.522,0.421,NA,NA,NA,NA,p. 300,"Interaction term Poor_2 x Delta1Temp in column (5), significant at the 1% level. Poor_2 is defined as countries with below median GDP per capita. 2083 is the midpoint of 2071-2095."
86,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.644,0.411,NA,NA,NA,NA,p. 300,"Interaction term Poor_2 x Delta1Temp in column (6), significant at the 1% level. Poor_2 is defined as countries with below median GDP per capita. 2083 is the midpoint of 2071-2095."
87,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-1.133,0.503,NA,NA,NA,NA,p. 300,"Interaction term Hot_2 x Delta1Temp in column (5), significant at the 5% level. Hot_2 is defined as countries with above median average temperature. 2083 is the midpoint of 2071-2095."
88,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-1.036,0.498,NA,NA,NA,NA,p. 300,"Interaction term Hot_2 x Delta1Temp in column (6), significant at the 5% level. Hot_2 is defined as countries with above median average temperature. 2083 is the midpoint of 2071-2095."
89,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.627,0.405,NA,NA,NA,NA,p. 300,"Total effect in poor countries (column 2), significant at the 1% level. 2083 is the midpoint of 2071-2095."
90,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.160,0.526,NA,NA,NA,NA,p. 300,"Total effect in poor countries (column 3), significant at the 5% level. 2083 is the midpoint of 2071-2095."
91,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.427,0.455,NA,NA,NA,NA,p. 300,"Total effect in poor countries (column 4), significant at the 1% level. 2083 is the midpoint of 2071-2095."
92,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.394,0.457,NA,NA,NA,NA,p. 300,"Total effect in poor countries (column 5), significant at the 1% level. 2083 is the midpoint of 2071-2095."
93,Labour productivity growth,Poor countries,RCP 8.5,2083,No CC,Percentage points,-1.607,0.414,NA,NA,NA,NA,p. 300,"Total effect in poor countries (column 6), significant at the 1% level. 2083 is the midpoint of 2071-2095."
94,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-0.794,0.416,NA,NA,NA,NA,p. 300,"Total effect in hot countries (column 4), significant at the 10% level. 2083 is the midpoint of 2071-2095."
95,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-0.621,0.395,NA,NA,NA,NA,p. 300,Total effect in hot countries (column 5). 2083 is the midpoint of 2071-2095.
96,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-1.161,0.501,NA,NA,NA,NA,p. 300,"Total effect in hot countries (column 6), significant at the 5% level. 2083 is the midpoint of 2071-2095."
97,Labour productivity growth,Hot countries,RCP 8.5,2083,No CC,Percentage points,-0.999,0.503,NA,NA,NA,NA,p. 300,"Total effect in hot countries (column 6), significant at the 10% level. 2083 is the midpoint of 2071-2095."
98,TFP growth,60 countries (unspecified),RCP 8.5,2095,No CC,percentage points,-3.0,NA,NA,NA,NA,NA,301,Average warming of 3.912 °C
99,TFP growth,Poor countries,RCP 8.5,2095,No CC,%,-5.96,NA,NA,NA,NA,NA,301,
100,TFP growth,Rich countries,RCP 8.5,2095,No CC,%,-0.11,NA,NA,NA,NA,NA,301,
101,Total factor productivity,Poor countries,RCP 8.5,2095,No CC,%,-5.30,NA,NA,NA,NA,NA,301,"Cumulative effect over almost 100 years, an upper bound estimate"
102,Annual TFP growth rate,Poor countries,DICE 2010,2205,No CC,percentage points,-0.04,NA,NA,NA,NA,NA,301,"Temperature increase of 4.9°C from 2005-2205, or 5.7°C above pre-industrial levels. Dietz and Stern (2015) scenario adjusted with author's estimates"
103,Annual TFP growth rate,Poor countries,Moyer et al. DICE,2314,No CC,%,-0.03,NA,NA,NA,NA,NA,301,Predicted temperature increase of 5.9°C above pre-industrial
104,Annual TFP growth rate,Poor countries,Moore and Diaz DICE,2105,No CC,%,-0.05,NA,NA,NA,NA,NA,301,Temperature increase over the century of about 3 °C
105,TFP growth,Poor countries,NA,2014,No CC,%,-0.1,NA,NA,NA,NA,NA,302,Upper bound estimate. This is the maximum estimated negative effect of climate change on TFP growth.
