,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
32,Economic Losses,Latin America,Weather-related extreme events,2020,2010-2014,US$ billions,5.2,NA,NA,NA,NA,NA,Page 23,Average annual losses
33,Uninsured Loss %,Latin America,Weather-related extreme events,2012,2018-2022,%,89.1,NA,NA,NA,NA,NA,Page 23,
34,Uninsured Loss %,Latin America,Weather-related extreme events,2020,2010-2014,%,93.7,NA,NA,NA,NA,NA,Page 23,
35,Mortality Costs,Latin America,Heat Exposure,2020,2000-2004,%,231,NA,NA,NA,NA,NA,Page 23,"Monetized losses increased by this percentage, considers adults > 65 years"
36,Labor Capacity Loss,Latin America,Heat Exposure,2022,No CC,% of GDP,1.34,NA,NA,NA,NA,NA,Page 23,Equivalent to US$1.78 billion
37,Labor Capacity Loss,Venezuela,Heat Exposure,2022,No CC,% of GDP,6.9,NA,NA,NA,NA,NA,Page 23,
38,Labor Capacity Loss,Nicaragua,Heat Exposure,2022,No CC,% of GDP,4.7,NA,NA,NA,NA,NA,Page 23,
39,Labor Capacity Loss,El Salvador,Heat Exposure,2022,No CC,% of GDP,1.94,NA,NA,NA,NA,NA,Page 23,
40,Labor Capacity Loss,Honduras,Heat Exposure,2022,No CC,% of GDP,1.94,NA,NA,NA,NA,NA,Page 23,
41,Labor Capacity Loss,Chile,Heat Exposure,2022,No CC,% of GDP,0.02,NA,NA,NA,NA,NA,Page 23,
42,Mortality Costs,Latin America,Air Pollution,2020,No CC,% of GDP,0.61,NA,NA,NA,NA,NA,Page 23,Equivalent to the average income of 6.6 million people
43,Fossil Fuel Subsidy,Latin America,NA,2020,No removal,US$ billion,-23,NA,NA,NA,NA,NA,Page 25,Net total
44,Subsidy / Health Exp,Venezuela,NA,2020,No subsidy,%,123,NA,NA,NA,NA,NA,Page 25,
45,Subsidy / Health Exp,Argentina,NA,2020,No subsidy,%,10.5,NA,NA,NA,NA,NA,Page 25,
46,Subsidy / Health Exp,Bolivia,NA,2020,No subsidy,%,10.3,NA,NA,NA,NA,NA,Page 25,
47,Subsidy / Health Exp,Ecuador,NA,2020,No subsidy,%,8.3,NA,NA,NA,NA,NA,Page 25,
48,Subsidy / Health Exp,Chile,NA,2020,No subsidy,%,5.6,NA,NA,NA,NA,NA,Page 25,
49,News Articles,Latin America,NA,2022,NA,articles,1260,NA,NA,NA,NA,NA,Page 25,Health & climate
50,Health Cost,Chile,Future Scenarios,2050,No CC,USD Million,564,NA,NA,NA,NA,NA,Page 26,"Estimated average annual health cost of mortality and morbidity due to temperature changes by mid-to-end of the century, approximately 10% of the Health Ministry's budget for 2020"
51,Economic losses,Latin America,NA,2022,NA,US$ billion,15.6,NA,NA,NA,NA,NA,Highlights,NA
52,Clean energy investment,Latin America,NA,2022,NA,US$ billion,58.3,NA,NA,NA,NA,NA,Highlights,Exceeding fossil fuel investment
53,Fossil fuel subsidies,Latin America,NA,2020,NA,US$ billion,23,NA,NA,NA,NA,NA,Highlights,Net-negative carbon prices
54,Uninsured losses,Latin America,NA,2022,NA,%,93,NA,NA,NA,NA,NA,Highlights,NA
55,Heat mortality increase,Latin America,NA,2022,2000-2009,%,140,NA,NA,NA,NA,NA,Highlights,NA
56,Climate Fund Decrease,Latin America,NA,2022,2021,%,-16,NA,NA,NA,NA,NA,Page 30," ""Approximately US$486 million allocated"
57,Clean energy investment,Latin America,NA,2022,NA,%,6.8,NA,NA,NA,NA,NA,Page 30,NA
58,Dengue transmission,Latin America,NA,1960,1951,%,54,NA,NA,NA,NA,NA,Page 30,NA
59,Heat exposure (infants),Latin America,NA,2022,1986-2005,%,248,NA,NA,NA,NA,NA,Page 30,NA
60,Heat exposure (65+),Latin America,NA,2022,1986-2005,%,271,NA,NA,NA,NA,NA,Page 30,NA
61,Heat mortality (65+),Latin America,NA,2022,2000-2009,%,140,NA,NA,NA,NA,NA,Page 30,NA
62,Mortality Losses,Latin America,NA,2022,NA,income equiv.,451000,NA,NA,NA,NA,NA,Page 30,NA
63,Economic losses,Brazil,NA,2022,2021,times $2B,8,NA,NA,NA,NA,NA,Page 30,floods and landslides
64,Rural fuel access,Central America,NA,2022,NA,%,-46.3,NA,NA,NA,NA,NA,Page 30,NA
65,Rural fuel access,South America,NA,2022,NA,%,-23.3,NA,NA,NA,NA,NA,Page 30,NA
