,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
19,Borrowing costs,68 countries,NA,2024,No CC,Scaled units,-0.10,0.04,10%,-0.07,90%,-0.12,Table 3. Panel A,"Readiness, Spread 2 year"
20,GDP growth,68 countries,NA,2024,No CC,Scaled units,-0.05,0.01,10%,-0.06,90%,-0.07,Table 3. Panel A,"Real GDP growth, Spread 2 year"
21,Inflation,68 countries,NA,2024,No CC,Scaled units,0.12,0.02,10%,0.08,90%,0.21,Table 3. Panel A,"Inflation, Spread 2 year"
22,Natural Resource Rents,68 countries,NA,2024,No CC,Scaled units,0.09,0.03,10%,0.04,90%,-0.01,Table 3. Panel A,"Rents (% GDP), Spread 1 year"
23,Natural Resource Rents,68 countries,NA,2024,No CC,Scaled units,0.04,0.02,10%,0.04,90%,-0.01,Table 3. Panel A,"Rents (% GDP), Spread 2 year"
24,Debt,68 countries,NA,2024,No CC,Scaled units,-0.01,0.02,10%,0.02,90%,0.03,Table 3. Panel A,"Debt (% GDP), Spread 1 year"
25,Debt,68 countries,NA,2024,No CC,Scaled units,0.08,0.02,10%,0.02,90%,0.11,Table 3. Panel A,"Debt (% GDP), Spread 2 year"
26,Terms of trade,68 countries,NA,2024,No CC,Scaled units,-0.10,0.02,10%,-0.04,90%,-0.06,Table 3. Panel A,"Terms of trade, Spread 1 year"
27,Terms of trade,68 countries,NA,2024,No CC,Scaled units,-0.05,0.02,10%,-0.04,90%,-0.06,Table 3. Panel A,"Terms of trade, Spread 2 year"
28,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,-0.16,0.04,10%,NA,90%,NA,Table 5,"Readiness effect on 1-year spread, Quantile 0.9"
29,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,-0.21,0.06,50%,NA,NA,NA,Table 5,"Readiness effect on 1-year spread, Quantile 0.5"
30,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,-0.09,0.04,NA,NA,10%,NA,Table 5,"Readiness effect on 1-year spread, Quantile 0.1"
31,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,0.11,0.05,10%,NA,90%,NA,Table 5,"Vulnerability effect on 1-year spread, Quantile 0.9"
32,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,0.11,0.04,50%,NA,NA,NA,Table 5,"Vulnerability effect on 1-year spread, Quantile 0.5"
33,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,0.13,0.03,NA,NA,10%,NA,Table 5,"Vulnerability effect on 1-year spread, Quantile 0.1"
34,GDP Growth,68 countries,Unspecified,2025,No CC,standard deviations,-0.08,0.02,10%,NA,90%,NA,Table 5,"Real GDP growth effect on 1-year spread, Quantile 0.9"
35,GDP Growth,68 countries,Unspecified,2025,No CC,standard deviations,-0.08,0.02,50%,NA,NA,NA,Table 5,"Real GDP growth effect on 1-year spread, Quantile 0.5"
36,GDP Growth,68 countries,Unspecified,2025,No CC,standard deviations,-0.09,0.02,NA,NA,10%,NA,Table 5,"Real GDP growth effect on 1-year spread, Quantile 0.1"
37,Inflation,68 countries,Unspecified,2025,No CC,standard deviations,0.28,0.04,10%,NA,90%,NA,Table 5,"Inflation effect on 1-year spread, Quantile 0.9"
38,Inflation,68 countries,Unspecified,2025,No CC,standard deviations,0.20,0.04,50%,NA,NA,NA,Table 5,"Inflation effect on 1-year spread, Quantile 0.5"
39,Inflation,68 countries,Unspecified,2025,No CC,standard deviations,0.15,0.03,NA,NA,10%,NA,Table 5,"Inflation effect on 1-year spread, Quantile 0.1"
40,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,-0.04,0.05,10%,NA,90%,NA,Table 5,"Readiness effect on 2-year spread, Quantile 0.9"
41,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,-0.13,0.05,50%,NA,NA,NA,Table 5,"Readiness effect on 2-year spread, Quantile 0.5"
42,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,-0.03,0.03,NA,NA,10%,NA,Table 5,"Readiness effect on 2-year spread, Quantile 0.1"
43,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,0.16,0.04,10%,NA,90%,NA,Table 5,"Vulnerability effect on 2-year spread, Quantile 0.9"
44,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,0.18,0.05,50%,NA,NA,NA,Table 5,"Vulnerability effect on 2-year spread, Quantile 0.5"
45,Sovereign Spreads,68 countries,Unspecified,2025,No CC,standard deviations,0.15,0.03,NA,NA,10%,NA,Table 5,"Vulnerability effect on 2-year spread, Quantile 0.1"
46,GDP Growth,68 countries,Unspecified,2025,No CC,standard deviations,-0.07,0.02,10%,NA,90%,NA,Table 5,"Real GDP growth effect on 2-year spread, Quantile 0.9"
47,GDP Growth,68 countries,Unspecified,2025,No CC,standard deviations,-0.06,0.01,50%,NA,NA,NA,Table 5,"Real GDP growth effect on 2-year spread, Quantile 0.5"
48,GDP Growth,68 countries,Unspecified,2025,No CC,standard deviations,-0.06,0.02,NA,NA,10%,NA,Table 5,"Real GDP growth effect on 2-year spread, Quantile 0.1"
49,Inflation,68 countries,Unspecified,2025,No CC,standard deviations,0.14,0.04,10%,NA,90%,NA,Table 5,"Inflation effect on 2-year spread, Quantile 0.9"
50,Inflation,68 countries,Unspecified,2025,No CC,standard deviations,0.10,0.02,50%,NA,NA,NA,Table 5,"Inflation effect on 2-year spread, Quantile 0.5"
51,Inflation,68 countries,Unspecified,2025,No CC,standard deviations,0.10,0.01,NA,NA,10%,NA,Table 5,"Inflation effect on 2-year spread, Quantile 0.1"
52,Natural Resource Rents,68 countries,Unspecified,2025,No CC,standard deviations,-0.02,0.03,10%,NA,90%,NA,Table 5,"Rents (% GDP) effect on 1-year spread, Quantile 0.9"
53,Natural Resource Rents,68 countries,Unspecified,2025,No CC,standard deviations,0.10,0.04,50%,NA,NA,NA,Table 5,"Rents (% GDP) effect on 1-year spread, Quantile 0.5"
54,Natural Resource Rents,68 countries,Unspecified,2025,No CC,standard deviations,0.07,0.03,NA,NA,10%,NA,Table 5,"Rents (% GDP) effect on 1-year spread, Quantile 0.1"
55,Natural Resource Rents,68 countries,Unspecified,2025,No CC,standard deviations,0.00,0.05,10%,NA,90%,NA,Table 5,"Rents (% GDP) effect on 2-year spread, Quantile 0.9"
56,Natural Resource Rents,68 countries,Unspecified,2025,No CC,standard deviations,0.06,0.03,50%,NA,NA,NA,Table 5,"Rents (% GDP) effect on 2-year spread, Quantile 0.5"
57,Natural Resource Rents,68 countries,Unspecified,2025,No CC,standard deviations,0.02,0.02,NA,NA,10%,NA,Table 5,"Rents (% GDP) effect on 2-year spread, Quantile 0.1"
58,Debt,68 countries,Unspecified,2025,No CC,standard deviations,0.00,0.04,10%,NA,90%,NA,Table 5,"Debt (% GDP) effect on 1-year spread, Quantile 0.9"
59,Debt,68 countries,Unspecified,2025,No CC,standard deviations,0.06,0.03,50%,NA,NA,NA,Table 5,"Debt (% GDP) effect on 1-year spread, Quantile 0.5"
60,Debt,68 countries,Unspecified,2025,No CC,standard deviations,0.01,0.02,NA,NA,10%,NA,Table 5,"Debt (% GDP) effect on 1-year spread, Quantile 0.1"
61,Debt,68 countries,Unspecified,2025,No CC,standard deviations,0.09,0.06,10%,NA,90%,NA,Table 5,"Debt (% GDP) effect on 2-year spread, Quantile 0.9"
62,Debt,68 countries,Unspecified,2025,No CC,standard deviations,0.06,0.02,50%,NA,NA,NA,Table 5,"Debt (% GDP) effect on 2-year spread, Quantile 0.5"
63,Debt,68 countries,Unspecified,2025,No CC,standard deviations,0.04,0.01,NA,NA,10%,NA,Table 5,"Debt (% GDP) effect on 2-year spread, Quantile 0.1"
64,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.15,0.02,10%,0.15,90%,0.11,Page 41,Impact of vulnerability on 5-year spread at 10th and 90th percentile quantiles.
65,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.10,0.04,50%,0.10,90%,0.11,Page 41,Impact of vulnerability on 5-year spread at 50th percentile quantiles.
66,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,-0.09,0.04,10%,-0.09,90%,-0.13,Page 41,Impact of readiness on 5-year spread at 10th and 90th percentile quantiles.
67,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,-0.18,0.05,50%,-0.18,90%,-0.13,Page 41,Impact of readiness on 5-year spread at 50th percentile quantiles.
68,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.19,0.03,10%,0.19,90%,0.13,Page 41,Impact of vulnerability on 10-year spread at 10th and 90th percentile quantiles.
69,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.12,0.06,50%,0.12,90%,0.13,Page 41,Impact of vulnerability on 10-year spread at 50th percentile quantiles.
70,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,-0.09,0.03,10%,-0.09,90%,-0.19,Page 41,Impact of readiness on 10-year spread at 10th and 90th percentile quantiles.
71,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,-0.09,0.03,50%,-0.09,90%,-0.19,Page 41,Impact of readiness on 10-year spread at 50th percentile quantiles.
72,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.13,0.02,10%,0.13,90%,0.21,Page 41,Impact of inflation on 5-year spread at 10th and 90th percentile quantiles.
73,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.13,0.03,50%,0.13,90%,0.21,Page 41,Impact of inflation on 5-year spread at 50th percentile quantiles.
74,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.11,0.02,10%,0.11,90%,0.28,Page 41,Impact of inflation on 10-year spread at 10th and 90th percentile quantiles.
75,Borrowing costs,68 countries,Unspecified,2025,Standardized variables,Standard deviations,0.12,0.03,50%,0.12,90%,0.28,Page 41,Impact of inflation on 10-year spread at 50th percentile quantiles.
76,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,-0.02,0.06,10%,-0.03,90%,-0.15,Table 6,"Natural D. 1.3 (GDP loss) effect on 1Y spread, quantile 0.9 and 0.1, respectively."
77,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,0.01,0.01,10%,0.03,90%,0.01,Table 6,"Natural D. 3.2 effect on 1Y spread, quantile 0.9 and 0.1, respectively."
78,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,0.00,0.01,10%,0.03,90%,-0.08,Table 6,"Natural D. 3.3 effect on 1Y spread, quantile 0.9 and 0.1, respectively."
79,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,-0.05,0.02,10%,-0.05,90%,-0.01,Table 6,"Natural D. 1.1 (affected people) effect on 2Y spread, quantile 0.9 and 0.1, respectively."
80,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,0.01,0.01,10%,0.02,90%,-0.01,Table 6,"Natural D. 3.2 effect on 2Y spread, quantile 0.9 and 0.1, respectively."
81,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,0.00,0.01,10%,0.00,90%,-0.84,Table 6,"Natural D. 3.3 effect on 2Y spread, quantile 0.9 and 0.1, respectively."
82,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,-0.03,0.01,10%,-0.05,90%,-0.03,Table 6,"Natural D. 1.1 (affected people) effect on 5Y spread, quantile 0.9 and 0.1, respectively."
83,Borrowing costs,68 countries,NA,2024,NA,Yield spread change,0.01,0.02,10%,0.03,90%,-0.08,Table 6,"Natural D. 3.3 effect on 5Y spread, quantile 0.9 and 0.1, respectively."
84,Yield Spreads,Category 1 countries,NA,2024,NA,Percent,-0.04,0.01,10%,NA,NA,NA,Page 43,"Impact is negative when disaster exposure/deaths is significant. The effects are small, and below 4 percent in absolute terms, with one notable exception."
85,Yield Spreads,Category 2 countries,NA,2024,NA,Percent,0.04,NA,90%,NA,NA,NA,Page 43,"Positive impact on 2-year spreads for the second cluster of countries, the second category of disasters and the 90th percentile."
86,Sovereign Debt Ratings,NA,Debt Ratings,2030,NA,Rating Downgrades,0,NA,NA,NA,NA,NA,Page 43,"Downgrades are anticipated by 2030 due to climate change, based on Klusak et al. (2023) using machine learning to simulate prospective scenarios of sovereign debt ratings."
87,Funding Costs,Vulnerable countries,Funding Costs,2030,NA,NA,0,NA,NA,NA,NA,NA,Page 43,Noteworthy increases in funding costs posing a concern for companies and countries most vulnerable to climate change. Based on Klusak et al. (2023).
88,Sovereign Spreads,68 countries,NA,2024,Traditional,basis points,0,NA,NA,NA,NA,NA,Page 45,The effect of natural disasters on sovereign spreads is very small or insignificant once one controls for traditional determinants of sovereign risk.
89,Overall balance,68 countries,NA,2024,Mean,% of GDP,-2.41,6.52,NA,NA,NA,NA,Page 53,General government
90,Overall balance,68 countries,NA,2024,Median,% of GDP,-2.47,6.52,NA,NA,NA,NA,Page 53,General government
91,GDP,68 countries,NA,2024,Mean,Domestic currency,121536,939712,NA,NA,NA,NA,Page 53,IMF
92,GDP,68 countries,NA,2024,Median,Domestic currency,522.92,939712,NA,NA,NA,NA,Page 53,IMF
93,General government revenue,68 countries,NA,2024,Mean,% GDP,27.88,14.01,NA,NA,NA,NA,Page 53,IMF
94,General government revenue,68 countries,NA,2024,Median,% GDP,25.06,14.01,NA,NA,NA,NA,Page 53,IMF
95,Oil rents,68 countries,NA,2024,Mean,% of GDP,3.55,9.26,NA,NA,NA,NA,Page 53,World Bank
96,Oil rents,68 countries,NA,2024,Median,% of GDP,0,9.26,NA,NA,NA,NA,Page 53,World Bank
97,Coal rents,68 countries,NA,2024,Mean,% of GDP,0.3,2.49,NA,NA,NA,NA,Page 53,World Bank
98,Coal rents,68 countries,NA,2024,Median,% of GDP,0,2.49,NA,NA,NA,NA,Page 53,World Bank
99,Forest rents,68 countries,NA,2024,Mean,% of GDP,2.08,4.17,NA,NA,NA,NA,Page 53,World Bank
100,Forest rents,68 countries,NA,2024,Median,% of GDP,0.32,4.17,NA,NA,NA,NA,Page 53,World Bank
101,Mineral rents,68 countries,NA,2024,Mean,% of GDP,0.78,2.45,NA,NA,NA,NA,Page 53,World Bank
102,Mineral rents,68 countries,NA,2024,Median,% of GDP,0.01,2.45,NA,NA,NA,NA,Page 53,World Bank
103,Natural gas rents,68 countries,NA,2024,Mean,% of GDP,0.37,2.34,NA,NA,NA,NA,Page 53,World Bank
104,Natural gas rents,68 countries,NA,2024,Median,% of GDP,0,2.34,NA,NA,NA,NA,Page 53,World Bank
105,Interest payment,68 countries,NA,2024,Mean,% GDP,1.9,2.45,NA,NA,NA,NA,Page 53,IMF
106,Interest payment,68 countries,NA,2024,Median,% GDP,1.46,2.45,NA,NA,NA,NA,Page 53,IMF
107,Implicit interest rate,68 countries,NA,2024,Mean,%,10.61,22.61,NA,NA,NA,NA,Page 53,IMF
108,Implicit interest rate,68 countries,NA,2024,Median,%,7.09,22.61,NA,NA,NA,NA,Page 53,IMF
109,Implicit interest rate,68 countries,NA,2024,Mean,%,3.19,3.36,NA,NA,NA,NA,Page 53,IMF
110,Implicit interest rate,68 countries,NA,2024,Median,%,3.13,3.36,NA,NA,NA,NA,Page 53,IMF
