,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
26,Welfare,Unspecified,Energy usage shocks,2196,No CC,%,1.5,NA,NA,NA,NA,NA,21,"Welfare gains become larger, reaching their maximum of 1.5 percent in about 200 years."
27,Welfare,Unspecified,Energy usage shocks,2171,No CC,%,1.3,NA,NA,NA,NA,NA,21,Welfare gains are roughly 1.3 percent in about 175 years.
28,Climate disasters,Unspecified,Energy usage shocks,2021,BAU,%,-8.5,NA,NA,NA,NA,NA,21,Climate disasters become very unlikely with a probability below 0.5 percent. Initial probability not stated but is inferred as 9% given the final value of <0.5%.
29,Consumption,Unspecified,Consumption disaster,2021,No CC,%,-33.3,NA,NA,NA,NA,NA,21,They typically last several decades and reduce aggregate consumption by much more than one third.
30,TFP,Unspecified,Energy/Temp shocks,2121,No carbon taxes,NA,0,NA,NA,NA,NA,NA,23,Shows distribution of TFP-damages in Figure 10 for period 100 (500 years).
31,Temperature,Unspecified,Energy/Temp shocks,2121,No carbon taxes,Degrees Celsius,0,NA,NA,NA,NA,NA,23,Shows distribution of temperature in Figure 10 for period 100 (500 years).
32,Aggregate Consumption,Unspecified,Energy/Temp shocks,2121,No carbon taxes,Percent Drop,-33.3,NA,NA,NA,NA,NA,23,"In about 5% of the cases, aggregate consumption drops by more than one third."
33,Aggregate consumption,Unspecified,Stochastic OLG/DSGE,2121,No CC,fraction,-0.67,NA,NA,NA,NA,NA,25,Aggregate consumption never drops by more than two thirds in their calibration.
34,Certainty Equivalent,,Two-shock case,2171,No CC,percent,2,NA,NA,NA,NA,NA,25,"Generations born 150 years from now gain about 2 percent in certainty equivalence with a 20% fixed tax rate. Assuming this benefit is realised after a lifespan of around 70 years, this translates to around the year 2171."
35,Climate Disaster Probability,,Two-shock case,2521,No CC,percent,-2.5,NA,NA,NA,NA,NA,25,"Climate disaster probability is reduced from more than 5 percent to around 2.5 percent with a 20% fixed tax rate. This outcome is reported as negative since the change is a reduction, affecting outcomes around 500 years into the future."
36,Carbon Tax Rate,,Two-shock case,2021,No CC,percent,-5,NA,NA,NA,NA,NA,25,"Optimal fixed tax rate on dirty energy is 20 percent, which is 5% lower than the one found for the case of no climate uncertainty, at the current period (2021)."
37,Utility,Unspecified,Stochastic,2221,Generations born today,%,-7,NA,NA,NA,NA,NA,29,Consumption equivalent
38,Welfare,Unspecified,Stochastic,2221,No carbon tax,%,4,NA,NA,NA,NA,NA,29,"Fixed 35% tax, generations born 200 years in the future, consumption equivalents"
39,Climate disaster risk,Unspecified,Stochastic,2221,No carbon tax,%,-5.5,NA,NA,NA,NA,NA,29,"Fixed 35% tax, disaster probability decreases to 3.5%"
40,Welfare,Unspecified,"Fixed Tax, 4x Damages",2131,No CC,percent,1.5,NA,NA,NA,NA,NA,30,Maximal welfare gains for generations born after 110 years due to fixed tax rate. Assumes base year of 2021 + 110 years = 2131
41,Climate disaster probability,NA,Carbon Tax,2171,Fixed tax,%,-1.7,NA,NA,NA,NA,NA,p. 31,Reduces climate disaster probability from fixed tax case
42,Climate disaster probability,NA,Carbon Tax,2171,9% Baseline,%,-7.7,NA,NA,NA,NA,NA,Highlights,Probability of crossing calamitous climate tipping points drops from 9% to 1%
43,Expected utility,NA,Stochastic OLG,2121,Fixed Tax,NA,-0.0,NA,NA,NA,NA,NA,p. 31,Generations born in around 150 later gain slightly less due to continued dirty energy use
44,Carbon tax rate,NA,Carbon Tax,2171,Optimal fixed,%,-5,NA,NA,NA,NA,NA,p. 31,Vast majority of periods taxes are 30% and therefore slightly lower than the optimal ﬁxed tax of 35 percent above.
45,Carbon tax rate,NA,Carbon Tax,2171,Optimal fixed," ""Units Not Specified""",0,NA,NA,NA,NA,NA,p. 31,Often increases to more than 35 percent and in some cases well beyond that.
