,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
10,GDP,Canada,High-damage baseline,2100,No CC,%,2.5,NA,NA,NA,NA,NA,Page 3,Moderately good scenario for Canada,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
11,GDP,Russia,High-damage baseline,2100,No CC,%,3.6,NA,NA,NA,NA,NA,Page 3,Moderately good scenario for Russia,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
12,GDP,India,High-damage baseline,2100,No CC,%,-38.6,NA,NA,NA,NA,NA,Page 3,High-damage scenario for India,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
13,GDP,South Asian Pacific,High-damage baseline,2100,No CC,%,-33.4,NA,NA,NA,NA,NA,Page 3,High-damage scenario for South Asian Pacific,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
14,GDP,Sub-Saharan Africa,High-damage baseline,2100,No CC,%,-33.0,NA,NA,NA,NA,NA,Page 3,High-damage scenario for Sub-Saharan Africa,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
15,GDP,Middle East and North Africa,High-damage baseline,2100,No CC,%,-30.9,NA,NA,NA,NA,NA,Page 3,High-damage scenario for Middle East and North Africa,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
16,GDP,Global,High-damage baseline,2100,No CC,%,-14.7,NA,NA,NA,NA,NA,Page 3,Global GDP impacts in high-damage scenario,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
17,GDP,Global,BAU,2100,Peak in BAU,%,-16.7,NA,NA,NA,NA,NA,Page 3,Peak global GDP loss under BAU,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
18,GDP,Global,Optimal UWI policy,2100,Peak in BAU,%,-9.3,NA,NA,NA,NA,NA,Page 3,Peak global GDP loss under optimal UWI policy,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
19,Temperature,Global,BAU,2100,No CC,Degree Celsius,3.1,NA,NA,NA,NA,NA,Page 3,Global mean surface temperature increase in BAU,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
20,Temperature,Global,Optimal UWI policy,2100,No CC,Degree Celsius,2.1,NA,NA,NA,NA,NA,Page 3,Global mean surface temperature increase under optimal UWI policy,"In our high-damage baseline scenario, the increase in the planet’s mean surface temperature through 2100, absent policy, is approximately 3.1 degrees Celsius. This is moderately good news for Canada and Russia, whose GDP levels in 2100 are 2.5 percent and 3.6 percent higher, respectively, compared with no climate change. However, the remaining 16 regions suffer, with India, the South Asian Pacific, Sub-Saharan Africa, the Middle East, and North Africa being hit the worst. Relative to a world with no carbon-based damage, climate change lowers their 2100 GDP levels by 38.6, 33.4, 33.0, and 30.9 percent, respectively. As for global GDP, its 2100 value is reduced by 14.7 percent. Moreover, the peak global GDP loss declines from 16.7 percent to 9.3 percent. These major impacts limit the rise in the global mean surface temperature to 2.1 degrees Celsius."
21,Net Tax,India,UWI,2200,No Policy,% of lifetime consumption,-39.9,NA,NA,NA,NA,NA,Page 4,Indian generations born after the year 2200 face substantial net negative transfers from carbon taxation relative to business-as-usual.,
22,Net Tax,India,UWIF,2200,No Policy,% of lifetime consumption,-38.2,NA,NA,NA,NA,NA,Page 4,"Even under the UWIF policy, future Indian generations face high net taxes compared to no policy.",
23,Welfare Gain,India,UWIL,2285,No Policy,%,35.6,NA,NA,NA,NA,NA,Page 4,"In India, the UWIL policy results in a 35.6% welfare gain for the generation born in 2285.",
24,Net Tax,Various,UWI,2200,No Policy,% of lifetime consumption,-30,NA,NA,NA,NA,NA,Page 4,These regions face net taxes equal to roughly 30% of their lifetime consumption under UWI.,
25,Net Tax,Various,UWI,2200,No Policy,% of lifetime consumption,-15,NA,NA,NA,NA,NA,Page 4,Generations in these regions face net taxes equivalent to almost 15% of their lifetime consumption under UWI.,
26,Welfare Gain,Global,UWIL,2200,No Policy,%,4.0,NA,NA,NA,NA,NA,Page 4,"Under UWIL, all generations in all regions not tax-limited experience a 4.0% welfare gain.",
27,Temperature,Global,1x,2217,Pre-industrial levels,degrees Celsius,3.7,NA,NA,NA,NA,NA,14,"BAU scenario, low damage","L. Kotlikoff et al. Fig. 2. Alternative calibrations of ‘‘Krusell–Smith’’-type productivity functions as a function of temperature, measured in ◦C. The 2x, 4x, and 6x cases/scenarios reference our low-, medium-, and high-damage scenarios. We consider cases with 𝜐+ = 2𝜐∗,𝜐+ = 4𝜐∗,𝜐+ = 6𝜐∗, where 𝜐∗ = 0.001 corresponds to the value in the most optimistic calibration. We label these as our 2x, 4x, and 6x cases/scenarios and reference them as our low-, medium-, and high-damage scenarios. In all cases, 𝜐− remains fixed at 𝜐∗. Fig. 2 depicts the ‘‘Krusell–Smith’’ productivity function (see Eq.(43)). Note that only the right side of the productivity function shifts. In short, we consider higher damages in regions that incur losses from global warming. At the same time, we assume only moderate gains for regions that incur gains from global warming. 5. Results This section first presents BAU results for our different damage-function specifications. Next, we consider alternative carbon policies, assuming all regions levy annual carbon taxes equal to each year’s global SCC. Our ‘‘No Transfers’’ policy taxes carbon but provides no compensation to those suffering welfare losses. To recapitulate, our UWI policy, as indicated, uniformly allocates efficiency gains to all current and future cohorts in all regions. Our UWIF policy reprises our UWI policy but restricts the uniform welfare gains to only future generations; all current generations receive their BAU utility levels. Our UWIL policy runs UWI under the restriction that the lifetime net tax payment of any generation in any region is limited to 10 percent of that region-specific generation’s lifetime consumption. We also consider carbon policies that are not Pareto-efficient, but that might, nonetheless, arise in the political process. 5.1. Simulating BAU Table 5 reports the maximal BAU increases in global mean temperature (relative to pre-industrial levels) as well as peak BAU losses and gains by region for our four damage-function specifications detailed in Eq.(44). According to our model, absent carbon policy, the planet’s average temperature will rise by 3.7 to 4.4 degrees Celsius over the next 200 years. Paradoxically, global mean BAU temperature increases are significantly higher in the (1x and 2x) low damage cases because lower damages mean higher GDP and, thus, higher emissions. Despite the higher rise in global temperature, global and regional damages are lower in these cases thanks to their more benign damage functions. Planetary warming under BAU benefits Russia and Canada, whose temperatures rise between 2.8 and 3.8 degrees and 2.7 and 3.6 degrees compared to pre-industrial levels (cf. Fig.8), respectively. This reflects their initial (2017) very low average temperatures — temperatures far too low to achieve peak productivity. As indicated, damages under BAU can be extraordinarily large for the world as a whole, but particularly for specific regions. For example, in the 6x damage scenario, global damages peak at almost 17 percent of world output. However, India’s damages reach over 40 percent of GDP by 2200, with this percentage output loss persisting for more than a century. For the US, China, and Japan/South Korea/Hong Kong, the year 2200 damages exceed 16 percent of output with no improvement and, in some cases, a worsening over the following 100 years. GBR experiences small damages, peaking at just 2.1 percent of GDP. Russia and Canada’s climate gains peak above 3.9 percent and 2.6 percent of GDP, respectively. ANZ, SSA, SLA, SAF, MEX, BRA, MENA, and SAP also experience significant damages."
28,Temperature,Global,2x,2217,Pre-industrial levels,degrees Celsius,4.4,NA,NA,NA,NA,NA,14,"BAU scenario, low damage","L. Kotlikoff et al. Fig. 2. Alternative calibrations of ‘‘Krusell–Smith’’-type productivity functions as a function of temperature, measured in ◦C. The 2x, 4x, and 6x cases/scenarios reference our low-, medium-, and high-damage scenarios. We consider cases with 𝜐+ = 2𝜐∗,𝜐+ = 4𝜐∗,𝜐+ = 6𝜐∗, where 𝜐∗ = 0.001 corresponds to the value in the most optimistic calibration. We label these as our 2x, 4x, and 6x cases/scenarios and reference them as our low-, medium-, and high-damage scenarios. In all cases, 𝜐− remains fixed at 𝜐∗. Fig. 2 depicts the ‘‘Krusell–Smith’’ productivity function (see Eq.(43)). Note that only the right side of the productivity function shifts. In short, we consider higher damages in regions that incur losses from global warming. At the same time, we assume only moderate gains for regions that incur gains from global warming. 5. Results This section first presents BAU results for our different damage-function specifications. Next, we consider alternative carbon policies, assuming all regions levy annual carbon taxes equal to each year’s global SCC. Our ‘‘No Transfers’’ policy taxes carbon but provides no compensation to those suffering welfare losses. To recapitulate, our UWI policy, as indicated, uniformly allocates efficiency gains to all current and future cohorts in all regions. Our UWIF policy reprises our UWI policy but restricts the uniform welfare gains to only future generations; all current generations receive their BAU utility levels. Our UWIL policy runs UWI under the restriction that the lifetime net tax payment of any generation in any region is limited to 10 percent of that region-specific generation’s lifetime consumption. We also consider carbon policies that are not Pareto-efficient, but that might, nonetheless, arise in the political process. 5.1. Simulating BAU Table 5 reports the maximal BAU increases in global mean temperature (relative to pre-industrial levels) as well as peak BAU losses and gains by region for our four damage-function specifications detailed in Eq.(44). According to our model, absent carbon policy, the planet’s average temperature will rise by 3.7 to 4.4 degrees Celsius over the next 200 years. Paradoxically, global mean BAU temperature increases are significantly higher in the (1x and 2x) low damage cases because lower damages mean higher GDP and, thus, higher emissions. Despite the higher rise in global temperature, global and regional damages are lower in these cases thanks to their more benign damage functions. Planetary warming under BAU benefits Russia and Canada, whose temperatures rise between 2.8 and 3.8 degrees and 2.7 and 3.6 degrees compared to pre-industrial levels (cf. Fig.8), respectively. This reflects their initial (2017) very low average temperatures — temperatures far too low to achieve peak productivity. As indicated, damages under BAU can be extraordinarily large for the world as a whole, but particularly for specific regions. For example, in the 6x damage scenario, global damages peak at almost 17 percent of world output. However, India’s damages reach over 40 percent of GDP by 2200, with this percentage output loss persisting for more than a century. For the US, China, and Japan/South Korea/Hong Kong, the year 2200 damages exceed 16 percent of output with no improvement and, in some cases, a worsening over the following 100 years. GBR experiences small damages, peaking at just 2.1 percent of GDP. Russia and Canada’s climate gains peak above 3.9 percent and 2.6 percent of GDP, respectively. ANZ, SSA, SLA, SAF, MEX, BRA, MENA, and SAP also experience significant damages."
29,GDP,Global,6x,2200,No CC,percent,-17,NA,NA,NA,NA,NA,14,"BAU scenario, high damage, peak loss","L. Kotlikoff et al. Fig. 2. Alternative calibrations of ‘‘Krusell–Smith’’-type productivity functions as a function of temperature, measured in ◦C. The 2x, 4x, and 6x cases/scenarios reference our low-, medium-, and high-damage scenarios. We consider cases with 𝜐+ = 2𝜐∗,𝜐+ = 4𝜐∗,𝜐+ = 6𝜐∗, where 𝜐∗ = 0.001 corresponds to the value in the most optimistic calibration. We label these as our 2x, 4x, and 6x cases/scenarios and reference them as our low-, medium-, and high-damage scenarios. In all cases, 𝜐− remains fixed at 𝜐∗. Fig. 2 depicts the ‘‘Krusell–Smith’’ productivity function (see Eq.(43)). Note that only the right side of the productivity function shifts. In short, we consider higher damages in regions that incur losses from global warming. At the same time, we assume only moderate gains for regions that incur gains from global warming. 5. Results This section first presents BAU results for our different damage-function specifications. Next, we consider alternative carbon policies, assuming all regions levy annual carbon taxes equal to each year’s global SCC. Our ‘‘No Transfers’’ policy taxes carbon but provides no compensation to those suffering welfare losses. To recapitulate, our UWI policy, as indicated, uniformly allocates efficiency gains to all current and future cohorts in all regions. Our UWIF policy reprises our UWI policy but restricts the uniform welfare gains to only future generations; all current generations receive their BAU utility levels. Our UWIL policy runs UWI under the restriction that the lifetime net tax payment of any generation in any region is limited to 10 percent of that region-specific generation’s lifetime consumption. We also consider carbon policies that are not Pareto-efficient, but that might, nonetheless, arise in the political process. 5.1. Simulating BAU Table 5 reports the maximal BAU increases in global mean temperature (relative to pre-industrial levels) as well as peak BAU losses and gains by region for our four damage-function specifications detailed in Eq.(44). According to our model, absent carbon policy, the planet’s average temperature will rise by 3.7 to 4.4 degrees Celsius over the next 200 years. Paradoxically, global mean BAU temperature increases are significantly higher in the (1x and 2x) low damage cases because lower damages mean higher GDP and, thus, higher emissions. Despite the higher rise in global temperature, global and regional damages are lower in these cases thanks to their more benign damage functions. Planetary warming under BAU benefits Russia and Canada, whose temperatures rise between 2.8 and 3.8 degrees and 2.7 and 3.6 degrees compared to pre-industrial levels (cf. Fig.8), respectively. This reflects their initial (2017) very low average temperatures — temperatures far too low to achieve peak productivity. As indicated, damages under BAU can be extraordinarily large for the world as a whole, but particularly for specific regions. For example, in the 6x damage scenario, global damages peak at almost 17 percent of world output. However, India’s damages reach over 40 percent of GDP by 2200, with this percentage output loss persisting for more than a century. For the US, China, and Japan/South Korea/Hong Kong, the year 2200 damages exceed 16 percent of output with no improvement and, in some cases, a worsening over the following 100 years. GBR experiences small damages, peaking at just 2.1 percent of GDP. Russia and Canada’s climate gains peak above 3.9 percent and 2.6 percent of GDP, respectively. ANZ, SSA, SLA, SAF, MEX, BRA, MENA, and SAP also experience significant damages."
30,GDP,India,6x,2200,No CC,percent,-40,NA,NA,NA,NA,NA,14,"BAU scenario, high damage, peak loss","L. Kotlikoff et al. Fig. 2. Alternative calibrations of ‘‘Krusell–Smith’’-type productivity functions as a function of temperature, measured in ◦C. The 2x, 4x, and 6x cases/scenarios reference our low-, medium-, and high-damage scenarios. We consider cases with 𝜐+ = 2𝜐∗,𝜐+ = 4𝜐∗,𝜐+ = 6𝜐∗, where 𝜐∗ = 0.001 corresponds to the value in the most optimistic calibration. We label these as our 2x, 4x, and 6x cases/scenarios and reference them as our low-, medium-, and high-damage scenarios. In all cases, 𝜐− remains fixed at 𝜐∗. Fig. 2 depicts the ‘‘Krusell–Smith’’ productivity function (see Eq.(43)). Note that only the right side of the productivity function shifts. In short, we consider higher damages in regions that incur losses from global warming. At the same time, we assume only moderate gains for regions that incur gains from global warming. 5. Results This section first presents BAU results for our different damage-function specifications. Next, we consider alternative carbon policies, assuming all regions levy annual carbon taxes equal to each year’s global SCC. Our ‘‘No Transfers’’ policy taxes carbon but provides no compensation to those suffering welfare losses. To recapitulate, our UWI policy, as indicated, uniformly allocates efficiency gains to all current and future cohorts in all regions. Our UWIF policy reprises our UWI policy but restricts the uniform welfare gains to only future generations; all current generations receive their BAU utility levels. Our UWIL policy runs UWI under the restriction that the lifetime net tax payment of any generation in any region is limited to 10 percent of that region-specific generation’s lifetime consumption. We also consider carbon policies that are not Pareto-efficient, but that might, nonetheless, arise in the political process. 5.1. Simulating BAU Table 5 reports the maximal BAU increases in global mean temperature (relative to pre-industrial levels) as well as peak BAU losses and gains by region for our four damage-function specifications detailed in Eq.(44). According to our model, absent carbon policy, the planet’s average temperature will rise by 3.7 to 4.4 degrees Celsius over the next 200 years. Paradoxically, global mean BAU temperature increases are significantly higher in the (1x and 2x) low damage cases because lower damages mean higher GDP and, thus, higher emissions. Despite the higher rise in global temperature, global and regional damages are lower in these cases thanks to their more benign damage functions. Planetary warming under BAU benefits Russia and Canada, whose temperatures rise between 2.8 and 3.8 degrees and 2.7 and 3.6 degrees compared to pre-industrial levels (cf. Fig.8), respectively. This reflects their initial (2017) very low average temperatures — temperatures far too low to achieve peak productivity. As indicated, damages under BAU can be extraordinarily large for the world as a whole, but particularly for specific regions. For example, in the 6x damage scenario, global damages peak at almost 17 percent of world output. However, India’s damages reach over 40 percent of GDP by 2200, with this percentage output loss persisting for more than a century. For the US, China, and Japan/South Korea/Hong Kong, the year 2200 damages exceed 16 percent of output with no improvement and, in some cases, a worsening over the following 100 years. GBR experiences small damages, peaking at just 2.1 percent of GDP. Russia and Canada’s climate gains peak above 3.9 percent and 2.6 percent of GDP, respectively. ANZ, SSA, SLA, SAF, MEX, BRA, MENA, and SAP also experience significant damages."
31,GDP,US,6x,2200,No CC,percent,-16,NA,NA,NA,NA,NA,14,"BAU scenario, high damage","L. Kotlikoff et al. Fig. 2. Alternative calibrations of ‘‘Krusell–Smith’’-type productivity functions as a function of temperature, measured in ◦C. The 2x, 4x, and 6x cases/scenarios reference our low-, medium-, and high-damage scenarios. We consider cases with 𝜐+ = 2𝜐∗,𝜐+ = 4𝜐∗,𝜐+ = 6𝜐∗, where 𝜐∗ = 0.001 corresponds to the value in the most optimistic calibration. We label these as our 2x, 4x, and 6x cases/scenarios and reference them as our low-, medium-, and high-damage scenarios. In all cases, 𝜐− remains fixed at 𝜐∗. Fig. 2 depicts the ‘‘Krusell–Smith’’ productivity function (see Eq.(43)). Note that only the right side of the productivity function shifts. In short, we consider higher damages in regions that incur losses from global warming. At the same time, we assume only moderate gains for regions that incur gains from global warming. 5. Results This section first presents BAU results for our different damage-function specifications. Next, we consider alternative carbon policies, assuming all regions levy annual carbon taxes equal to each year’s global SCC. Our ‘‘No Transfers’’ policy taxes carbon but provides no compensation to those suffering welfare losses. To recapitulate, our UWI policy, as indicated, uniformly allocates efficiency gains to all current and future cohorts in all regions. Our UWIF policy reprises our UWI policy but restricts the uniform welfare gains to only future generations; all current generations receive their BAU utility levels. Our UWIL policy runs UWI under the restriction that the lifetime net tax payment of any generation in any region is limited to 10 percent of that region-specific generation’s lifetime consumption. We also consider carbon policies that are not Pareto-efficient, but that might, nonetheless, arise in the political process. 5.1. Simulating BAU Table 5 reports the maximal BAU increases in global mean temperature (relative to pre-industrial levels) as well as peak BAU losses and gains by region for our four damage-function specifications detailed in Eq.(44). According to our model, absent carbon policy, the planet’s average temperature will rise by 3.7 to 4.4 degrees Celsius over the next 200 years. Paradoxically, global mean BAU temperature increases are significantly higher in the (1x and 2x) low damage cases because lower damages mean higher GDP and, thus, higher emissions. Despite the higher rise in global temperature, global and regional damages are lower in these cases thanks to their more benign damage functions. Planetary warming under BAU benefits Russia and Canada, whose temperatures rise between 2.8 and 3.8 degrees and 2.7 and 3.6 degrees compared to pre-industrial levels (cf. Fig.8), respectively. This reflects their initial (2017) very low average temperatures — temperatures far too low to achieve peak productivity. As indicated, damages under BAU can be extraordinarily large for the world as a whole, but particularly for specific regions. For example, in the 6x damage scenario, global damages peak at almost 17 percent of world output. However, India’s damages reach over 40 percent of GDP by 2200, with this percentage output loss persisting for more than a century. For the US, China, and Japan/South Korea/Hong Kong, the year 2200 damages exceed 16 percent of output with no improvement and, in some cases, a worsening over the following 100 years. GBR experiences small damages, peaking at just 2.1 percent of GDP. Russia and Canada’s climate gains peak above 3.9 percent and 2.6 percent of GDP, respectively. ANZ, SSA, SLA, SAF, MEX, BRA, MENA, and SAP also experience significant damages."
