,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
64,Total precipitation,South Asia,SSP3-7.0,2080,1981–2010,%,1.00,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
65,Total precipitation,Sub-Saharan Africa,SSP3-7.0,2080,1981–2010,%,0.33,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
66,Log animal production,World,SSP3-7.0,2080,1981–2010,%,-2.26,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
67,Log animal production,East Asia & Pacific,SSP3-7.0,2080,1981–2010,%,-1.09,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
68,Log animal production,Europe & Central Asia,SSP3-7.0,2080,1981–2010,%,-0.35,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
69,Log animal production,Latin America & Caribbean,SSP3-7.0,2080,1981–2010,%,-2.26,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
70,Log animal production,Middle East & North Africa,SSP3-7.0,2080,1981–2010,%,-0.21,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
71,Log animal production,North America,SSP3-7.0,2080,1981–2010,%,0.23,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
72,Log animal production,South Asia,SSP3-7.0,2080,1981–2010,%,0.23,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
73,Log animal production,Sub-Saharan Africa,SSP3-7.0,2080,1981–2010,%,-0.56,NA,NA,NA,NA,NA,6,Predicted long-term error-corrected climate change (2061–2100)
74,Beef production,Global,NA,2017,Per degree C increase,%,-9.7,NA,NA,NA,NA,NA,6,Marginal impact of temperature on beef production
75,Cattle production,Tropical countries,NA,2017,Per degree C increase,%,-20,NA,NA,NA,NA,NA,6,Marginal impact of temperature on cattle production
76,Animal production,Poor countries,NA,2017,Per degree C increase,%,-27,NA,NA,NA,NA,NA,6,Marginal impact of temperature on animal production
77,Animal production,Rich countries,NA,2017,Per degree C increase,%,-4,NA,NA,NA,NA,NA,6,Marginal impact of temperature on animal production
78,Beef Production,Global,Historical,2017,No CC,percentage change / degree C,-0.097,0.014,NA,NA,NA,NA,Page 8,Baseline result for the effect of temperature on beef production aggregated globally.
79,Beef Production,Tropical,Historical,2017,No CC,percentage change / degree C,-0.199,0.044,NA,NA,NA,NA,Page 8,Effect of temperature on beef production in tropical countries.
80,Beef Production,Poor,Historical,2017,No CC,percentage change / degree C,-0.271,0.035,NA,NA,NA,NA,Page 8,Effect of temperature on beef production in poor countries.
81,Beef Production,Agriculture-dependent,Historical,2017,No CC,percentage change / degree C,-0.141,0.037,NA,NA,NA,NA,Page 8,Effect of temperature on beef production in agriculture-dependent countries.
82,Cereal Yields,Global,Historical,2017,No CC,percentage change / degree C,-0.037,NA,NA,NA,NA,NA,Page 8,Global impact of a 1°C increase in temperature on cereal yields.
83,Cereal Production,Global,Historical,2017,No CC,percentage change / degree C,-0.076,NA,NA,NA,NA,NA,Page 8,Global impact of a 1°C increase in temperature on cereal production.
84,Cereal Yields,Tropical,Historical,2017,No CC,percentage change / degree C,-0.071,NA,NA,NA,NA,NA,Page 8,Impact of a 1°C increase in temperature on cereal yields in tropical countries.
85,Precipitation Impact,Global,Historical,2017,No CC,percentage change / mm,0.007,0.007,NA,NA,NA,NA,Page 8,Baseline result for the effect of precipitation on beef production.
86,Precipitation Impact,Tropical,Historical,2017,No CC,percentage change / mm,0.021,0.010,NA,NA,NA,NA,Page 8,Effect of precipitation on beef production in tropical countries.
87,Precipitation Impact,Poor,Historical,2017,No CC,percentage change / mm,0.021,0.006,NA,NA,NA,NA,Page 8,Effect of precipitation on beef production in poor countries.
88,Precipitation Impact,Agriculture-dependent,Historical,2017,No CC,percentage change / mm,0.025,0.007,NA,NA,NA,NA,Page 8,Effect of precipitation on beef production in agriculture-dependent countries.
89,Cereal Yields,Global,Historical,2017,No CC,percentage change / mm,0.015,NA,NA,NA,NA,NA,Page 8,Global impact of a marginal increase in precipitation on cereal yields.
90,Cereal Yields,Tropical,Historical,2017,No CC,percentage change / mm,0.028,NA,NA,NA,NA,NA,Page 8,Impact of a marginal increase in precipitation on cereal yields in tropical countries.
91,Cereal Yield,Aggregate,NA,2017,No CC,ton/ha,-0.0372,0.004,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
92,Cereal Yield,Tropical,NA,2017,No CC,ton/ha,-0.161,0.024,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
93,Cereal Yield,Poor,NA,2017,No CC,ton/ha,-0.078,0.014,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
94,Cereal Yield,Agriculture-dependent,NA,2017,No CC,ton/ha,-0.035,0.012,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
95,Cereal Production,Aggregate,NA,2017,No CC,kg,-0.076,0.006,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
96,Cereal Production,Tropical,NA,2017,No CC,kg,-0.276,0.042,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
97,Cereal Production,Poor,NA,2017,No CC,kg,-0.199,0.022,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
98,Cereal Production,Agriculture-dependent,NA,2017,No CC,kg,-0.127,0.018,NA,NA,NA,NA,9,Impact of 1 degree C temperature increase
99,Cereal Yield,Aggregate,NA,2017,No CC,ton/ha,0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
100,Cereal Yield,Tropical,NA,2017,No CC,ton/ha,0.003,0.001,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
101,Cereal Yield,Poor,NA,2017,No CC,ton/ha,0.002,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
102,Cereal Yield,Agriculture-dependent,NA,2017,No CC,ton/ha,0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
103,Cereal Production,Aggregate,NA,2017,No CC,kg,0.002,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
104,Cereal Production,Tropical,NA,2017,No CC,kg,0.005,0.001,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
105,Cereal Production,Poor,NA,2017,No CC,kg,0.005,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
106,Cereal Production,Agriculture-dependent,NA,2017,No CC,kg,0.003,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
107,Cereal Yield,Aggregate,NA,2017,No CC,ton/ha,0.015,0.002,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
108,Cereal Yield,Tropical,NA,2017,No CC,ton/ha,0.028,0.003,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
109,Cereal Yield,Poor,NA,2017,No CC,ton/ha,0.020,0.003,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
110,Cereal Yield,Agriculture-dependent,NA,2017,No CC,ton/ha,0.017,0.002,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
111,Cereal Production,Aggregate,NA,2017,No CC,kg,0.024,0.003,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
112,Cereal Production,Tropical,NA,2017,No CC,kg,0.039,0.005,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
113,Cereal Production,Poor,NA,2017,No CC,kg,0.031,0.003,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
114,Cereal Production,Agriculture-dependent,NA,2017,No CC,kg,0.030,0.004,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
115,Cereal Yield,Aggregate,NA,2017,No CC,ton/ha,-0.000,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
116,Cereal Yield,Tropical,NA,2017,No CC,ton/ha,-0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
117,Cereal Yield,Poor,NA,2017,No CC,ton/ha,-0.000,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
118,Cereal Yield,Agriculture-dependent,NA,2017,No CC,ton/ha,-0.000,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
119,Cereal Production,Aggregate,NA,2017,No CC,kg,-0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
120,Cereal Production,Tropical,NA,2017,No CC,kg,-0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
121,Cereal Production,Poor,NA,2017,No CC,kg,-0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
122,Cereal Production,Agriculture-dependent,NA,2017,No CC,kg,-0.001,0.000,NA,NA,NA,NA,9,Impact of 1 mm precipitation increase
123,Beef production,Tropical,Historical,2017,No CC,%,-0.561,1.260,NA,NA,NA,NA,10,15-year differences
124,Beef production,Poor,Historical,2017,No CC,%,-0.706,0.521,NA,NA,NA,NA,10,15-year differences
125,Beef production,Tropical,Historical,2017,No CC,%,0.001,0.007,NA,NA,NA,NA,10,15-year differences
126,Beef production,Poor,Historical,2017,No CC,%,0.005,0.007,NA,NA,NA,NA,10,15-year differences
127,Beef production,Tropical,Historical,2017,No CC,%,-0.264,1.402,NA,NA,NA,NA,10,10-year differences
128,Beef production,Poor,Historical,2017,No CC,%,-0.605,1.006,NA,NA,NA,NA,10,10-year differences
129,Beef production,Tropical,Historical,2017,No CC,%,-0.001,0.001,NA,NA,NA,NA,10,10-year differences
130,Beef production,Poor,Historical,2017,No CC,%,-0.003,0.007,NA,NA,NA,NA,10,10-year differences
131,Beef production,Tropical,Historical,2017,No CC,%,-0.485,1.242,NA,NA,NA,NA,10,20-year differences
132,Beef production,Poor,Historical,2017,No CC,%,-0.765,0.545,NA,NA,NA,NA,10,20-year differences
133,Beef production,Tropical,Historical,2017,No CC,%,0.005,0.007,NA,NA,NA,NA,10,20-year differences
134,Beef production,Poor,Historical,2017,No CC,%,0.014,0.007,NA,NA,NA,NA,10,20-year differences
135,Beef production,Tropical,Historical,2017,No CC,%,-0.545,1.400,NA,NA,NA,NA,10,29-year differences
136,Beef production,Poor,Historical,2017,No CC,%,-0.939,0.711,NA,NA,NA,NA,10,29-year differences
137,Beef production,Tropical,Historical,2017,No CC,%,0.004,0.004,NA,NA,NA,NA,10,29-year differences
138,Beef production,Poor,Historical,2017,No CC,%,0.014,0.001,NA,NA,NA,NA,10,29-year differences
139,Beef production,Global,Historical,2017,No CC,%,-0.199,0.044,NA,NA,NA,NA,10,Significant at the 1 percent level.
140,Beef production,Global,Historical,2017,No CC,%,-0.271,0.035,NA,NA,NA,NA,10,Significant at the 1 percent level.
141,Beef production,Global,Historical,2017,No CC,%,0.021,0.010,NA,NA,NA,NA,10,Significant at the 5 percent level.
142,Beef production,Global,Historical,2017,No CC,%,0.021,0.006,NA,NA,NA,NA,10,Significant at the 1 percent level.
143,Beef production,Global,SSP3-7.0,2050,1981–2010,log change,-0.23,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Temperature changes
144,Beef production,Tropical,SSP3-7.0,2050,1981–2010,log change,-0.43,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Temperature changes
145,Beef production,Temperate,SSP3-7.0,2050,1981–2010,log change,-0.04,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Temperature changes
146,Beef production,Global,SSP3-7.0,2050,1981–2010,log change,0.02,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Precipitation changes
147,Beef production,Tropical,SSP3-7.0,2050,1981–2010,log change,0.08,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Precipitation changes
148,Beef production,Temperate,SSP3-7.0,2050,1981–2010,log change,-0.07,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Precipitation changes
149,Beef production,Global,SSP3-7.0,2050,1981–2010,log change,-0.21,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Combined changes
150,Beef production,Tropical,SSP3-7.0,2050,1981–2010,log change,-0.36,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Combined changes
151,Beef production,Temperate,SSP3-7.0,2050,1981–2010,log change,-0.11,NA,NA,NA,NA,NA,10,ACCESS (2041–2060); Combined changes
152,Beef production,Global,SSP3-7.0,2090,1981–2010,log change,-0.47,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Temperature changes
153,Beef production,Tropical,SSP3-7.0,2090,1981–2010,log change,-0.88,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Temperature changes
154,Beef production,Temperate,SSP3-7.0,2090,1981–2010,log change,-0.09,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Temperature changes
155,Beef production,Global,SSP3-7.0,2090,1981–2010,log change,0.03,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Precipitation changes
156,Beef production,Tropical,SSP3-7.0,2090,1981–2010,log change,0.08,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Precipitation changes
157,Beef production,Temperate,SSP3-7.0,2090,1981–2010,log change,-0.07,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Precipitation changes
158,Beef production,Global,SSP3-7.0,2090,1981–2010,log change,-0.45,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Combined changes
159,Beef production,Tropical,SSP3-7.0,2090,1981–2010,log change,-0.80,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Combined changes
160,Beef production,Temperate,SSP3-7.0,2090,1981–2010,log change,-0.16,NA,NA,NA,NA,NA,10,ACCESS (2081–2100); Combined changes
161,Beef production,Global,Historical,2017,No CC,% per degree C,-9.7,NA,NA,NA,NA,NA,10,A 1 ◦C increase in temperature will lead to a 9.7% reduction in beef production on average.
162,Beef production,Poor,Historical,2017,No CC,%,-27,NA,NA,NA,NA,NA,10,Poorer countries would also experience a 27% reduction
163,Beef production,Higher income,Historical,2017,No CC,%,-4,NA,NA,NA,NA,NA,10,as opposed to 4% in countries with higher income levels
164,Beef production,Tropical,Historical,2017,No CC,% per mm,2.1,NA,NA,NA,NA,NA,10,an additional mm increase in annual precipitation would lead to a 2.1% increase in production in tropical countries
165,Beef production,Temperate,Historical,2017,No CC,% per mm,-1.9,NA,NA,NA,NA,NA,10,but a 1.9% decrease in temperate ones
166,Beef production,Temperate,2070,2070,No CC,%,-11,NA,NA,NA,NA,NA,10,the effects of climate change by 2070 would range from 11% in temperate regions
167,Beef production,Tropical,2070,2070,No CC,%,-36,NA,NA,NA,NA,NA,10,to 36% in tropical areas
