,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
21,Cereal consumption,USA,ID,2050,RF,% change,8.9,NA,NA,NA,NA,NA,Page 8,Changes in domestic cereal consumption are approximately +8.9% in 2050 under the import dependency (ID) scenario relative to the Reference Future (RF).
22,Cereal consumption,USA,IC,2050,RF,% change,-1.8,NA,NA,NA,NA,NA,Page 8,"The increase in cereal consumption in the import dependency (ID) scenario is offset by the decrease in climate change (CC) scenario, resulting in a -1.8% change in the integrated case (IC) scenario."
23,Production,USA,ID,2050,RF,Mt,-11.8,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal production in the USA projected under import dependency constraints (ID) scenario.
24,Production,USA,CC,2050,RF,Mt,-10.6,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal production in the USA projected under climate change impacts (CC) scenario.
25,Production,USA,IC,2050,RF,Mt,-20.4,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal production in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
26,Consumption,USA,ID,2050,RF,Mt,8.9,NA,NA,NA,NA,NA,Page 11,This increase refers to total cereal consumption in the USA projected under import dependency constraints (ID) scenario.
27,Consumption,USA,CC,2050,RF,Mt,-9.0,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal consumption in the USA projected under climate change impacts (CC) scenario.
28,Consumption,USA,IC,2050,RF,Mt,-1.8,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal consumption in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
29,Exports,USA,ID,2050,RF,Mt,-80.9,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal exports from the USA projected under import dependency constraints (ID) scenario.
30,Exports,USA,CC,2050,RF,Mt,-13.3,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal exports from the USA projected under climate change impacts (CC) scenario.
31,Exports,USA,IC,2050,RF,Mt,-80.8,NA,NA,NA,NA,NA,Page 11,This reduction refers to total cereal exports from the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
32,Imports,USA,ID,2050,RF,Mt,53.7,NA,NA,NA,NA,NA,Page 11,This increase refers to cereal imports in the USA projected under import dependency constraints (ID) scenario.
33,Imports,USA,CC,2050,RF,Mt,15.6,NA,NA,NA,NA,NA,Page 11,This increase refers to cereal imports in the USA projected under climate change impacts (CC) scenario.
34,Imports,USA,IC,2050,RF,Mt,54.7,NA,NA,NA,NA,NA,Page 11,This increase refers to cereal imports in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
35,Net Trade Revenue,USA,ID,2050,RF,billion 2015$, -94.5,NA,NA,NA,NA,NA,Page 11,This reduction refers to net trade revenue from cereals in the USA projected under import dependency constraints (ID) scenario.
36,Net Trade Revenue,USA,CC,2050,RF,billion 2015$, -11.2,NA,NA,NA,NA,NA,Page 11,This reduction refers to net trade revenue from cereals in the USA projected under climate change impacts (CC) scenario.
37,Net Trade Revenue,USA,IC,2050,RF,billion 2015$, -94.6,NA,NA,NA,NA,NA,Page 11,This reduction refers to net trade revenue from cereals in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
38,Crop Producers' Revenue,USA,ID,2050,RF,billion 2015$, -17.8,NA,NA,NA,NA,NA,Page 11,This reduction refers to revenue for cereal crop producers in the USA projected under import dependency constraints (ID) scenario.
39,Crop Producers' Revenue,USA,CC,2050,RF,billion 2015$, -3.4,NA,NA,NA,NA,NA,Page 11,This reduction refers to revenue for cereal crop producers in the USA projected under climate change impacts (CC) scenario.
40,Crop Producers' Revenue,USA,IC,2050,RF,billion 2015$, -19.3,NA,NA,NA,NA,NA,Page 11,This reduction refers to revenue for cereal crop producers in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
41,Irrigation Water Consumption,USA,ID,2050,RF,km3,-14.5,NA,NA,NA,NA,NA,Page 11,This reduction refers to irrigation water consumption for cereals in the USA projected under import dependency constraints (ID) scenario.
42,Irrigation Water Consumption,USA,CC,2050,RF,km3,-11.1,NA,NA,NA,NA,NA,Page 11,This reduction refers to irrigation water consumption for cereals in the USA projected under climate change impacts (CC) scenario.
43,Irrigation Water Consumption,USA,IC,2050,RF,km3,-23.3,NA,NA,NA,NA,NA,Page 11,This reduction refers to irrigation water consumption for cereals in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
44,Ethanol Production,USA,ID,2050,RF,EJ,10.4,NA,NA,NA,NA,NA,Page 11,This increase refers to ethanol production from corn in the USA projected under import dependency constraints (ID) scenario.
45,Ethanol Production,USA,CC,2050,RF,EJ,-18.1,NA,NA,NA,NA,NA,Page 11,This reduction refers to ethanol production from corn in the USA projected under climate change impacts (CC) scenario.
46,Ethanol Production,USA,IC,2050,RF,EJ,-10.0,NA,NA,NA,NA,NA,Page 11,This reduction refers to ethanol production from corn in the USA projected under both import dependency constraints and climate change impacts (IC) scenario.
47,Import dependency ratio,Middle East,ID,2050,RF,%,-64,NA,NA,NA,NA,NA,12,Cereals; RF Value 64%
48,Import dependency ratio,Middle East,IC,2050,RF,%,-63,NA,NA,NA,NA,NA,12,Cereals; RF Value 64%
49,Cereal Production,Middle East,ID,2050,RF,Mt,20,NA,NA,NA,NA,NA,12,(38.3%); RF Value 52
50,Cereal Production,Middle East,CC,2050,RF,Mt,0.1,NA,NA,NA,NA,NA,12,(0.1%); RF Value 52
51,Cereal Production,Middle East,IC,2050,RF,Mt,20,NA,NA,NA,NA,NA,12,(38.5%); RF Value 52
52,Non-Cereal Production,Middle East,ID,2050,RF,Mt,22,NA,NA,NA,NA,NA,12,(15.1%); RF Value 147
53,Non-Cereal Production,Middle East,CC,2050,RF,Mt,4,NA,NA,NA,NA,NA,12,(3.1%); RF Value 147
54,Non-Cereal Production,Middle East,IC,2050,RF,Mt,27,NA,NA,NA,NA,NA,12,(18.7%); RF Value 147
55,All Crops Production,Middle East,ID,2050,RF,Mt,42,NA,NA,NA,NA,NA,12,(21.1%); RF Value 198
56,All Crops Production,Middle East,CC,2050,RF,Mt,5,NA,NA,NA,NA,NA,12,(2.3%); RF Value 198
57,All Crops Production,Middle East,IC,2050,RF,Mt,48,NA,NA,NA,NA,NA,12,(23.8%); RF Value 198
58,Cereal Consumption,Middle East,ID,2050,RF,Mt,-70,NA,NA,NA,NA,NA,12,(-49.6%); RF Value 142
59,Cereal Consumption,Middle East,CC,2050,RF,Mt,-2,NA,NA,NA,NA,NA,12,(-1.2%); RF Value 142
60,Cereal Consumption,Middle East,IC,2050,RF,Mt,-70,NA,NA,NA,NA,NA,12,(-49.5%); RF Value 142
61,Non-Cereal Consumption,Middle East,ID,2050,RF,Mt,55,NA,NA,NA,NA,NA,12,(27.4%); RF Value 197
62,Non-Cereal Consumption,Middle East,CC,2050,RF,Mt,2,NA,NA,NA,NA,NA,12,(1.2%); RF Value 197
63,Non-Cereal Consumption,Middle East,IC,2050,RF,Mt,58,NA,NA,NA,NA,NA,12,(28.9%); RF Value 197
64,All Crops Consumption,Middle East,ID,2050,RF,Mt,-16,NA,NA,NA,NA,NA,12,(-4.6%); RF Value 339
65,All Crops Consumption,Middle East,CC,2050,RF,Mt,0,NA,NA,NA,NA,NA,12,(0.2%); RF Value 339
66,All Crops Consumption,Middle East,IC,2050,RF,Mt,-13,NA,NA,NA,NA,NA,12,(-3.7%); RF Value 339
67,Cereal Exports,Middle East,ID,2050,RF,Mt,18.7,NA,NA,NA,NA,NA,12,(2599.0%); RF Value 0.7
68,Cereal Exports,Middle East,CC,2050,RF,Mt,0.1,NA,NA,NA,NA,NA,12,(6.2%); RF Value 0.7
69,Cereal Exports,Middle East,IC,2050,RF,Mt,19,NA,NA,NA,NA,NA,12,(2640.3%); RF Value 0.7
70,Non-Cereal Exports,Middle East,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,12,(-18.6%); RF Value 5.3
71,Non-Cereal Exports,Middle East,CC,2050,RF,Mt,0.3,NA,NA,NA,NA,NA,12,(6.0%); RF Value 5.3
72,Non-Cereal Exports,Middle East,IC,2050,RF,Mt,-0.8,NA,NA,NA,NA,NA,12,(-15.0%); RF Value 5.3
73,All Crops Exports,Middle East,ID,2050,RF,Mt,17.7,NA,NA,NA,NA,NA,12,(294.7%); RF Value 6.0
74,All Crops Exports,Middle East,CC,2050,RF,Mt,0.4,NA,NA,NA,NA,NA,12,(6.0%); RF Value 6.0
75,All Crops Exports,Middle East,IC,2050,RF,Mt,18.2,NA,NA,NA,NA,NA,12,(302.8%); RF Value 6.0
76,Cereal Imports,Middle East,ID,2050,RF,Mt,-71.4,NA,NA,NA,NA,NA,12,(-78.6%); RF Value 90.8
77,Cereal Imports,Middle East,CC,2050,RF,Mt,-1.7,NA,NA,NA,NA,NA,12,(-1.9%); RF Value 90.8
78,Cereal Imports,Middle East,IC,2050,RF,Mt,-71.1,NA,NA,NA,NA,NA,12,(-78.3%); RF Value 90.8
79,Non-Cereal Imports,Middle East,ID,2050,RF,Mt,31.6,NA,NA,NA,NA,NA,12,(57.0%); RF Value 55.4
80,Non-Cereal Imports,Middle East,CC,2050,RF,Mt,-1.8,NA,NA,NA,NA,NA,12,(-3.2%); RF Value 55.4
81,Non-Cereal Imports,Middle East,IC,2050,RF,Mt,29.4,NA,NA,NA,NA,NA,12,(53.2%); RF Value 55.4
82,All Crops Imports,Middle East,ID,2050,RF,Mt,-39.8,NA,NA,NA,NA,NA,12,(-27.2%); RF Value 146.2
83,All Crops Imports,Middle East,CC,2050,RF,Mt,-3.5,NA,NA,NA,NA,NA,12,(-2.4%); RF Value 146.2
84,All Crops Imports,Middle East,IC,2050,RF,Mt,-41.6,NA,NA,NA,NA,NA,12,(-28.5%); RF Value 146.2
85,Cereal Net Trade Revenue,Middle East,ID,2050,RF,billion 2015$,-24.2,NA,NA,NA,NA,NA,12,(-94.5%); RF Value -25.6
86,Cereal Net Trade Revenue,Middle East,CC,2050,RF,billion 2015$,-0.1,NA,NA,NA,NA,NA,12,(-0.4%); RF Value -25.6
87,Cereal Net Trade Revenue,Middle East,IC,2050,RF,billion 2015$,-24.1,NA,NA,NA,NA,NA,12,(-94.3%); RF Value -25.6
88,Non-Cereal Net Trade Revenue,Middle East,ID,2050,RF,billion 2015$,7.3,NA,NA,NA,NA,NA,12,(49.0%); RF Value -15.0
89,Non-Cereal Net Trade Revenue,Middle East,CC,2050,RF,billion 2015$,0.3,NA,NA,NA,NA,NA,12,(2.4%); RF Value -15.0
90,Non-Cereal Net Trade Revenue,Middle East,IC,2050,RF,billion 2015$,7.9,NA,NA,NA,NA,NA,12,(53.1%); RF Value -15.0
91,All Crops Net Trade Revenue,Middle East,ID,2050,RF,billion 2015$,16.9,NA,NA,NA,NA,NA,12,(-41.6%); RF Value -40.6
92,All Crops Net Trade Revenue,Middle East,CC,2050,RF,billion 2015$,0.2,NA,NA,NA,NA,NA,12,(0.6%); RF Value -40.6
93,All Crops Net Trade Revenue,Middle East,IC,2050,RF,billion 2015$,16.2,NA,NA,NA,NA,NA,12,(-40.0%); RF Value -40.6
94,Cereal Revenue,Middle East,ID,2050,RF,billion 2015$,18,NA,NA,NA,NA,NA,12,(71.9%); RF Value 26
95,Cereal Revenue,Middle East,CC,2050,RF,billion 2015$,0.1,NA,NA,NA,NA,NA,12,(0.5%); RF Value 26
96,Cereal Revenue,Middle East,IC,2050,RF,billion 2015$,19,NA,NA,NA,NA,NA,12,(73.3%); RF Value 26
97,Non-Cereal Revenue,Middle East,ID,2050,RF,billion 2015$,15,NA,NA,NA,NA,NA,12,(12.6%); RF Value 118
98,Non-Cereal Revenue,Middle East,CC,2050,RF,billion 2015$,4,NA,NA,NA,NA,NA,12,(3.7%); RF Value 118
99,Non-Cereal Revenue,Middle East,IC,2050,RF,billion 2015$,20,NA,NA,NA,NA,NA,12,(16.8%); RF Value 118
100,All Crops Revenue,Middle East,ID,2050,RF,billion 2015$,33,NA,NA,NA,NA,NA,12,(23.2%); RF Value 144
101,All Crops Revenue,Middle East,CC,2050,RF,billion 2015$,4,NA,NA,NA,NA,NA,12,(3.1%); RF Value 144
102,All Crops Revenue,Middle East,IC,2050,RF,billion 2015$,39,NA,NA,NA,NA,NA,12,(27.0%); RF Value 144
103,Cereal Calorie Consumption,Middle East,ID,2050,RF,Kcal/cap/day,-104,NA,NA,NA,NA,NA,12,(-8.7%); RF Value 1182
104,Cereal Calorie Consumption,Middle East,CC,2050,RF,Kcal/cap/day,-1,NA,NA,NA,NA,NA,12,(0.0%); RF Value 1182
105,Cereal Calorie Consumption,Middle East,IC,2050,RF,Kcal/cap/day,-106,NA,NA,NA,NA,NA,12,(-8.9%); RF Value 1182
106,Non-Cereal Calorie Consumption,Middle East,ID,2050,RF,Kcal/cap/day,108,NA,NA,NA,NA,NA,12,(7.3%); RF Value 1477
107,Non-Cereal Calorie Consumption,Middle East,CC,2050,RF,Kcal/cap/day,-4,NA,NA,NA,NA,NA,12,(-0.3%); RF Value 1477
108,Non-Cereal Calorie Consumption,Middle East,IC,2050,RF,Kcal/cap/day,105,NA,NA,NA,NA,NA,12,(7.2%); RF Value 1477
109,Staples* Calorie Consumption,Middle East,ID,2050,RF,Kcal/cap/day,0,NA,NA,NA,NA,NA,12,(0.0%); RF Value 1230; *Staples include cereals as well as roots and tubers in our model.
110,Staples* Calorie Consumption,Middle East,CC,2050,RF,Kcal/cap/day,0,NA,NA,NA,NA,NA,12,(0.0%); RF Value 1230; *Staples include cereals as well as roots and tubers in our model.
111,Staples* Calorie Consumption,Middle East,IC,2050,RF,Kcal/cap/day,0,NA,NA,NA,NA,NA,12,(0.0%); RF Value 1230; *Staples include cereals as well as roots and tubers in our model.
112,All Food Calorie Consumption,Middle East,ID,2050,RF,Kcal/cap/day,4,NA,NA,NA,NA,NA,12,(0.2%); RF Value 2659
113,All Food Calorie Consumption,Middle East,CC,2050,RF,Kcal/cap/day,-5,NA,NA,NA,NA,NA,12,(-0.2%); RF Value 2659
114,All Food Calorie Consumption,Middle East,IC,2050,RF,Kcal/cap/day,0,NA,NA,NA,NA,NA,12,(0.0%); RF Value 2659
115,Food Expenditure % GDP,Middle East,ID,2050,RF,%,0.03,NA,NA,NA,NA,NA,12,RF Value 0.82%
116,Food Expenditure % GDP,Middle East,CC,2050,RF,%,0.02,NA,NA,NA,NA,NA,12,RF Value 0.82%
117,Food Expenditure % GDP,Middle East,IC,2050,RF,%,0.06,NA,NA,NA,NA,NA,12,RF Value 0.82%
118,Cereal Irrigation,Middle East,ID,2050,RF,km3,24.5,NA,NA,NA,NA,NA,12,(39.3%); RF Value 62.3
119,Cereal Irrigation,Middle East,CC,2050,RF,km3,-0.7,NA,NA,NA,NA,NA,12,(-1.1%); RF Value 62.3
120,Cereal Irrigation,Middle East,IC,2050,RF,km3,23.8,NA,NA,NA,NA,NA,12,(38.2%); RF Value 62.3
121,Non-Cereal Irrigation,Middle East,ID,2050,RF,km3,9.6,NA,NA,NA,NA,NA,12,(9.6%); RF Value 99.9
122,Non-Cereal Irrigation,Middle East,CC,2050,RF,km3,1.9,NA,NA,NA,NA,NA,12,(1.9%); RF Value 99.9
123,Non-Cereal Irrigation,Middle East,IC,2050,RF,km3,11.8,NA,NA,NA,NA,NA,12,(11.8%); RF Value 99.9
124,All Crops Irrigation,Middle East,ID,2050,RF,km3,34.1,NA,NA,NA,NA,NA,12,(21.0%); RF Value 162.2
125,All Crops Irrigation,Middle East,CC,2050,RF,km3,1.2,NA,NA,NA,NA,NA,12,(0.7%); RF Value 162.2
126,All Crops Irrigation,Middle East,IC,2050,RF,km3,35.6,NA,NA,NA,NA,NA,12,(22.0%); RF Value 162.2
127,Corn Ethanol Production,Middle East,ID,2050,RF,EJ,-0.174,NA,NA,NA,NA,NA,12,(-96.0%); RF Value 0.181
128,Corn Ethanol Production,Middle East,CC,2050,RF,EJ,-0.025,NA,NA,NA,NA,NA,12,(-13.8%); RF Value 0.181
129,Corn Ethanol Production,Middle East,IC,2050,RF,EJ,-0.175,NA,NA,NA,NA,NA,12,(-96.8%); RF Value 0.181
130,Corn Consumption,Middle East,ID,2050,RF,Mt,-19.2,NA,NA,NA,NA,NA,12,(-96.0%); RF Value 20
131,Corn Consumption,Middle East,CC,2050,RF,Mt,-2.6,NA,NA,NA,NA,NA,12,(-13.8%); RF Value 20
132,Corn Consumption,Middle East,IC,2050,RF,Mt,-19.4,NA,NA,NA,NA,NA,12,(-96.8%); RF Value 20
133,Share Corn Consumption,Middle East,ID,2050,RF,%, -41.1,NA,NA,NA,NA,NA,12,RF Value 55.2%
134,Share Corn Consumption,Middle East,CC,2050,RF,%, -1.1,NA,NA,NA,NA,NA,12,RF Value 55.2%
135,Share Corn Consumption,Middle East,IC,2050,RF,%, -43.1,NA,NA,NA,NA,NA,12,RF Value 55.2%
136,Corn Ethanol Production,Middle East,CC,2050,RF,%,-14,NA,NA,NA,NA,NA,14,Percent change impact of climate change on corn ethanol production
137,Corn Ethanol Production,USA,CC,2050,RF,%,-18,NA,NA,NA,NA,NA,14,Percent change impact of climate change on corn ethanol production
138,Corn Ethanol Production,Middle East,ID,2050,RF,%,-96,NA,NA,NA,NA,NA,14,Percent change impact of import dependency constraints on corn ethanol production
139,Corn Ethanol Production,USA,ID,2050,RF,%,11,NA,NA,NA,NA,NA,14,Percent change impact of import dependency constraints on corn ethanol production
140,Irrigation Water Consumption,Middle East,IC,2050,ID,% Change,1,NA,NA,NA,NA,NA,Page 15,"The irrigation water consumption increases by 22% under import dependency and climate change constraints, compared to 21% under just import dependency and 0.7% under just climate change constraints."
