,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
23,Wind Speed,Netherlands,KNMI’14 (G),2070,No CC,m/s,0,NA,NA,NA,NA,NA,Page 45,Weakest in the winter two scenarios but significant climate variation exists.
24,Visibility,Netherlands,KNMI’14 (G),2070,No CC,days,0,NA,NA,NA,NA,NA,Page 45,"Number of days with low visibility due to fog, clouds, or precipitation is expected to grow. Solar radiation at the earth’s surface could reduce."
25,Heavy Precipitation Events,Netherlands,KNMI’14 (G),2070,No CC,events,0,NA,NA,NA,NA,NA,Page 45,"Precipitation intensity may rise, leading to more frequent heavy precipitation events"
26,Temperature,Netherlands,KNMI’14 (H),2070,Natural variations,degrees C,0,NA,NA,NA,NA,NA,Page 45,Differences among scenarios are minor compared to natural temperature variations over 20-50 years.
27,Precipitation,Netherlands,KNMI’14 (H),2070,Natural variations,mm,0,NA,NA,NA,NA,NA,Page 45,Scenarios show little difference compared to natural decadal variability.
28,Sea Level Rise,Netherlands,KNMI’14 (H),2070,No CC,mm/year,0,NA,NA,NA,NA,NA,Page 45,Rate of rise is consistent across the four scenarios.
29,Wind Speed,Netherlands,KNMI’14 (H),2070,No CC,m/s,0,NA,NA,NA,NA,NA,Page 45,Weakest in the winter two scenarios but significant climate variation exists.
30,Visibility,Netherlands,KNMI’14 (H),2070,No CC,days,0,NA,NA,NA,NA,NA,Page 45,"Number of days with low visibility due to fog, clouds, or precipitation is expected to grow. Solar radiation at the earth’s surface could reduce."
31,Heavy Precipitation Events,Netherlands,KNMI’14 (H),2070,No CC,events,0,NA,NA,NA,NA,NA,Page 45,"Precipitation intensity may rise, leading to more frequent heavy precipitation events"
32,Water Temperature,"Midlands, UK",NA,2015,Open reference sites,Degrees Celsius,-3,NA,NA,NA,NA,NA,Page 60,Air temperatures around 25°C result in ~3°C cooler water at shaded sites compared to less shaded ones (77% vs 43% shade). Reported from Johnson and Wilby 2015.
33,Flood Magnitude,Ireland,RCP2.6,2019,No CC,%,0,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is very close to 0."
34,Flood Magnitude,Ireland,RCP4.5,2019,No CC,%,0,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is very close to 0."
35,Flood Magnitude,Ireland,RCP6,2019,No CC,%,0,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is very close to 0."
36,Flood Magnitude,Ireland,RCP8.5,2019,No CC,%,0,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is very close to 0."
37,Flood Magnitude,Ireland,RCP2.6,2019,No CC,%,10,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 0.5."
38,Flood Magnitude,Ireland,RCP4.5,2019,No CC,%,10,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 0.5."
39,Flood Magnitude,Ireland,RCP6,2019,No CC,%,20,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 0.5."
40,Flood Magnitude,Ireland,RCP8.5,2019,No CC,%,40,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 0.5."
41,Flood Magnitude,Ireland,RCP2.6,2019,No CC,%,20,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 1."
42,Flood Magnitude,Ireland,RCP4.5,2019,No CC,%,40,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 1."
43,Flood Magnitude,Ireland,RCP6,2019,No CC,%,50,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 1."
44,Flood Magnitude,Ireland,RCP8.5,2019,No CC,%,70,NA,NA,NA,NA,NA,62,"Values extracted as approximate from visual inspection of graphs in Figure 3, across multiple catchments, representing changes in 20-year flood magnitude with incremental changes in mean and seasonality of annual precipitation. These estimates only consider scenarios where the amplitude value (x axis) is around 1."
45,erosion/flooding risk,Coastal areas,None,2050,No CC,%,300,NA,NA,NA,NA,NA,Page 73,"The risk of erosion/flooding at coastal areas is projected to increase by up to 300% over the next three decades due to sea-level rise, primarily driven by climate change."
46,Water scarcity risk,Vale do Gaio,RCP8.5,2071,2011-2040,probability,99,NA,NA,NA,NA,NA,87,Current rice cultivation; >99%
47,Water scarcity risk,Vale do Gaio,RCP8.5,2011,2011-2040,probability,5,NA,NA,NA,NA,NA,87,Current rice cultivation; <5%
48,wheat yield,Germany,Projected climate scenario,2014,No CC,%,5.5,NA,NA,NA,NA,NA,Page 101,Lower bound of yield difference due to differences in CO2 response functions across 21 regions in Germany.
49,wheat yield,Germany,Projected climate scenario,2014,No CC,%,11.6,NA,NA,NA,NA,NA,Page 101,Upper bound of yield difference due to differences in CO2 response functions across 21 regions in Germany.
50,People Affected by Floods,Global,NA,1998,1997,billion,2.0,NA,NA,NA,NA,NA,106,"Period 1998-2017, minimum value provided"
51,Flood Losses,Europe,NA,1998,2009,billion EUR,-52.0,NA,NA,NA,NA,NA,p. 107,Overall losses in Europe due to floods from 1998-2009
52,Irrigation water demand,Orb case study,Climate change projections,2030,No CC,NA,0,NA,NA,NA,NA,NA,152,Changes in irrigation needs were determined using agroclimatic simulation models. Monthly average water demands were computed for nine climate projections. 2030 is fake news year discussed.
53,Urban water demand,Orb case study,Climate change projections,2030,No CC,NA,0,NA,NA,NA,NA,NA,152,"Future urban demand was also estimated using an econometric model, based on population, average household income, price, and climate. 2030 is fake news year discussed."
54,Irrigation water requirements,Jucar basin,RCP 8.5; SSP3; SSP5,2030,No CC,NA,0,NA,NA,NA,NA,NA,152,The associated changes in irrigation water requirements were estimated using crop simulation models considering climate change impact. 2030 is fake news year discussed.
55,Water Supply,Water-scarce areas,No CC,2030,Baseline,%,-40,NA,NA,NA,NA,NA,169,Projected water demand outstripping supply.
56,GDP Growth,Water-scarce areas,No CC,2030,Baseline,%,-6,NA,NA,NA,NA,NA,169,GDP growth decline in water-scarce areas.
57,Economic Damages (Floods),Global,No CC,2022,NA,$ billion/year,100,NA,NA,NA,NA,NA,169,Floods are most economically damaging risk.
58,Water Scarcity and Flood Risk,Global,Unspecified,2030,Unspecified,billion/year,-521.0,NA,NA,NA,NA,NA,174,Reports the amount constrained by growing water scarcity and flood risk; the constraints are taken as negative impacts.
59,CO2 emissions,EU,Green Deal target,2030,1990,percent reduction,55,NA,NA,NA,NA,NA,Fig. 21.4,Point on red dashed line.
60,CO2 emissions,EU,Green Deal target,2050,1990,percent reduction,100,NA,NA,NA,NA,NA,Fig. 21.4,"Point on red dashed line, reaching zero emissions."
61,Insurance Premium,"A Zone, USA",House 3 ft below BFE,2023,Elevated House,USD/year,-3480,NA,NA,NA,NA,NA,p. 193,Difference in premium with risk reduction measures
62,Insurance Premium,"V Zone, USA",House 3 ft below BFE,2023,Elevated House,USD/year,-11850,NA,NA,NA,NA,NA,p. 193,Difference in premium with risk reduction measures
63,Annual Loan Cost,"A Zone, USA",Elevate to 1 ft above BFE,2023,Original Premium,USD,1660,NA,NA,NA,NA,NA,p. 193,"Annual loan cost to elevate to 1 ft above BFE (3%, 20 years)"
64,Annual Loan Cost,"V Zone, USA",Elevate to 1 ft above BFE,2023,Original Premium,USD,3660,NA,NA,NA,NA,NA,p. 193,"Annual loan cost to elevate to 1 ft above BFE (3%, 20 years)"
65,Delinquency Rate,Texas,FEMA Damaged Homes,2018,January 2017,%,5.5,NA,NA,NA,NA,NA,"192, Figure 22.3",Peak delinquency rate for mortgages on damaged homes in FEMA counties
66,Delinquency Rate,Texas,FEMA No Damage,2018,January 2017,%,4.0,NA,NA,NA,NA,NA,"192, Figure 22.3",Peak delinquency rate for mortgages on homes with no damage in FEMA counties
67,Delinquency Rate,Texas,Unaffected Counties,2018,January 2017,%,1.5,NA,NA,NA,NA,NA,"192, Figure 22.3",Delinquency rate in counties not affected by FEMA disasters
68,Delinquency Increase,Texas,FEMA No Damage,2018,Six months prior,%,167,NA,NA,NA,NA,NA,192,"Increase in 90+ day mortgage delinquency rate in FEMA counties for properties estimated to have no damage, compared to rates six months prior"
69,Mortality,Africa,Storm surge floods,1900,1981-2013,deaths per 100k exp,-24,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period.
70,Mortality,East Asia,Storm surge floods,1900,1981-2013,deaths per 100k exp,-659,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period.
71,Mortality,Europe,Storm surge floods,1900,1981-2013,deaths per 100k exp,-14,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period.
72,Mortality,Latin America,Storm surge floods,1900,1981-2013,deaths per 100k exp,-185,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period. Includes Mexico.
73,Mortality,North America,Storm surge floods,1900,1981-2013,deaths per 100k exp,-463,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period.
74,Mortality,Southeast Asia,Storm surge floods,1900,1981-2013,deaths per 100k exp,-7,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period.
75,Mortality,South Asia,Storm surge floods,1900,1981-2013,deaths per 100k exp,-315,NA,NA,NA,NA,NA,243,Figure 24.1 shows a reduction in average event mortality compared to the 1981-2013 period. Includes Australia.
76,Mortality,Africa,Storm surge floods,1981,1900-1980,deaths per 100k exp,24,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period.
77,Mortality,East Asia,Storm surge floods,1981,1900-1980,deaths per 100k exp,682,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period.
78,Mortality,Europe,Storm surge floods,1981,1900-1980,deaths per 100k exp,7,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period.
79,Mortality,Latin America,Storm surge floods,1981,1900-1980,deaths per 100k exp,199,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period. Includes Mexico.
80,Mortality,North America,Storm surge floods,1981,1900-1980,deaths per 100k exp,486,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period.
81,Mortality,Southeast Asia,Storm surge floods,1981,1900-1980,deaths per 100k exp,13,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period.
82,Mortality,South Asia,Storm surge floods,1981,1900-1980,deaths per 100k exp,171,NA,NA,NA,NA,NA,243,Figure 24.1 shows an increase in average event mortality compared to the 1900-1980 period. Includes Australia.
