,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
27,People Hit,Global,Observed,2005,Average Conditions,HIT/Rural Pop,0.000,0.00,NA,NA,NA,NA,7,"Rural population impact on Normalised Total of Number of persons hit based on model (5), Table 2a. Midpoint of 1992-2018 used as representative year."
28,People Hit,Global,Observed,2005,Average Conditions,HIT/NHDI,0.122,0.04,NA,NA,NA,NA,7,"NHDI i,t-1 impact on Normalised Total of Number of persons hit based on model (5), Table 2a. Midpoint of 1992-2018 used as representative year."
29,People Hit,Global,Observed,2005,Average Conditions,HIT/Gini Index,0.003,0.00,NA,NA,NA,NA,7,"Gini Index impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
30,People Hit,Global,Observed,2005,Average Conditions,HIT/GDP,0.002,0.00,NA,NA,NA,NA,7,"GDP per capita i,t-1 impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
31,People Hit,Global,Observed,2005,Average Conditions,HIT/Public Exp,0.001,0.00,NA,NA,NA,NA,7,"Public expenditure impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
32,People Hit,Global,Observed,2005,Average Conditions,HIT/Disaster #,0.002,0.00,NA,NA,NA,NA,7,"Number of disasters i,t impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
33,People Hit,Global,Observed,2005,Average Conditions,HIT/Land Area,-0.000,0.00,NA,NA,NA,NA,7,"Land area impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
34,People Hit,Global,Observed,2005,Average Conditions,HIT/Rural Pop,0.000,0.00,NA,NA,NA,NA,7,"Rural population impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
35,People Hit,Global,Observed,2005,Average Conditions,HIT/GNHDI,0.196,0.06,NA,NA,NA,NA,7,"GNHDI i,t-1 impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
36,People Hit,Global,Observed,2005,Average Conditions,HIT/GNHDI_sq,-0.112,0.05,NA,NA,NA,NA,7,"GNHDI_sq i,t-1 impact on Normalised Total of Number of persons hit based on model (6), Table 2a. Midpoint of 1992-2018 used as representative year."
37,People Hit,Global,Observed,2005,Average Conditions,HIT/Gini Index,0.003,0.00,NA,NA,NA,NA,7,"Gini Index impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
38,People Hit,Global,Observed,2005,Average Conditions,HIT/GDP,0.002,0.00,NA,NA,NA,NA,7,"GDP per capita i,t-1 impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
39,People Hit,Global,Observed,2005,Average Conditions,HIT/Public Inv,0.001,0.00,NA,NA,NA,NA,7,"Public investment impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
40,People Hit,Global,Observed,2005,Average Conditions,HIT/Disaster #,0.002,0.00,NA,NA,NA,NA,7,"Number of disasters i,t impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
41,People Hit,Global,Observed,2005,Average Conditions,HIT/Land Area,0.000,0.00,NA,NA,NA,NA,7,"Land area impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
42,People Hit,Global,Observed,2005,Average Conditions,HIT/Rural Pop,0.000,0.00,NA,NA,NA,NA,7,"Rural population impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
43,People Hit,Global,Observed,2005,Average Conditions,HIT/GNHDI,0.159,0.06,NA,NA,NA,NA,7,"GNHDI i,t-1 impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
44,People Hit,Global,Observed,2005,Average Conditions,HIT/GNHDI_sq,-0.088,0.05,NA,NA,NA,NA,7,"GNHDI_sq i,t-1 impact on Normalised Total of Number of persons hit based on model (7), Table 2a. Midpoint of 1992-2018 used as representative year."
45,People Hit,Global,Observed,2005,Average Conditions,HIT/Gini Index,0.003,0.00,NA,NA,NA,NA,7,"Gini Index impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
46,People Hit,Global,Observed,2005,Average Conditions,HIT/GDP,0.002,0.00,NA,NA,NA,NA,7,"GDP per capita i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
47,People Hit,Global,Observed,2005,Average Conditions,HIT/Public Exp,0.001,0.00,NA,NA,NA,NA,7,"Public expenditure impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
48,People Hit,Global,Observed,2005,Average Conditions,HIT/Public Inv,0.001,0.00,NA,NA,NA,NA,7,"Public investment impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
49,People Hit,Global,Observed,2005,Average Conditions,HIT/Disaster #,0.002,0.00,NA,NA,NA,NA,7,"Number of disasters i,t impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
50,People Hit,Global,Observed,2005,Average Conditions,HIT/Disaster # (t-1),0.001,0.00,NA,NA,NA,NA,7,"Number of disasters i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
51,People Hit,Global,Observed,2005,Average Conditions,HIT/Disaster Stock,-0.000,0.00,NA,NA,NA,NA,7,"Stock disasters i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
52,People Hit,Global,Observed,2005,Average Conditions,HIT/Land Area,0.000,0.00,NA,NA,NA,NA,7,"Land area impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
53,People Hit,Global,Observed,2005,Average Conditions,HIT/Rural Pop,0.000,0.00,NA,NA,NA,NA,7,"Rural population impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
54,People Hit,Global,Observed,2005,Average Conditions,HIT/GNHDI,0.161,0.06,NA,NA,NA,NA,7,"GNHDI i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
55,People Hit,Global,Observed,2005,Average Conditions,HIT/GNHDI_sq,-0.089,0.05,NA,NA,NA,NA,7,"GNHDI_sq i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
56,People Hit,Global,Observed,2005,Average Conditions,HIT/GHDI,0.112,0.05,NA,NA,NA,NA,7,"GHDI i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
57,People Hit,Global,Observed,2005,Average Conditions,HIT/GHDI_sq,-0.066,0.04,NA,NA,NA,NA,7,"GHDI_sq i,t-1 impact on Normalised Total of Number of persons hit based on model (8), Table 2a. Midpoint of 1992-2018 used as representative year."
58,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.003,0.00,NA,NA,NA,NA,9,Gini index impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
59,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.000,0.00,NA,NA,NA,NA,9,Gini index impact on normalized number of persons hit by dry disasters (statistically significant at p < 0.1)
60,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.001,0.00,NA,NA,NA,NA,9,Gini index impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.01)
61,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.002,0.00,NA,NA,NA,NA,9,Lagged Gini index impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.05)
62,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.002,0.00,NA,NA,NA,NA,9,Lagged GDP per capita impact on normalized number of persons hit by all disasters
63,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.002,0.00,NA,NA,NA,NA,9,Lagged GDP per capita impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.1)
64,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.178,0.06,NA,NA,NA,NA,9,Lagged GNHDI impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
65,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.117,0.05,NA,NA,NA,NA,9,Lagged GNHDI impact on normalized number of persons hit by dry disasters (statistically significant at p < 0.05)
66,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.082,0.03,NA,NA,NA,NA,9,Lagged GNHDI impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.05)
67,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.118,0.05,NA,NA,NA,NA,9,Lagged GNHDI_sq impact on normalized number of persons hit by all disasters (statistically significant at p < 0.05)
68,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.093,0.04,NA,NA,NA,NA,9,Lagged GNHDI_sq impact on normalized number of persons hit by dry disasters (statistically significant at p < 0.05)
69,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.045,0.03,NA,NA,NA,NA,9,Lagged GNHDI_sq impact on normalized number of persons hit by wet disasters
70,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.001,0.00,NA,NA,NA,NA,9,Lagged Public expenditure impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
71,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.001,0.00,NA,NA,NA,NA,9,Lagged Public investment impact on normalized number of persons hit by all disasters (statistically significant at p < 0.1)
72,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.000,0.00,NA,NA,NA,NA,9,Lagged Public investment impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.05)
73,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.002,0.00,NA,NA,NA,NA,9,Number of Disasters impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
74,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.014,0.00,NA,NA,NA,NA,9,Number of Disasters impact on normalized number of persons hit by dry disasters (statistically significant at p < 0.01)
75,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.001,0.00,NA,NA,NA,NA,9,Lagged Number of Disasters impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
76,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.000,0.00,NA,NA,NA,NA,9,Lagged Stock Disasters impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.01)
77,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.000,0.00,NA,NA,NA,NA,9,Interaction GDP-Dis impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.01)
78,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.000,0.00,NA,NA,NA,NA,9,Land Area impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
79,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.000,0.00,NA,NA,NA,NA,9,Rural population impact on normalized number of persons hit by all disasters (statistically significant at p < 0.01)
80,Persons Hit,Global,"Various, 1992-2018",2018,Baseline,N/A,0.004,0.00,NA,NA,NA,NA,9,La Niña impact on normalized number of persons hit by wet disasters (statistically significant at p < 0.01)
