,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
19,Agricultural production,New Zealand,NA,2020,Extreme drought,%,-3.6,NA,NA,NA,NA,NA,Page 27,Direct effect on agricultural production.
20,Agricultural output,New Zealand,RCPs,2020,No CC,%,-1.5,NA,NA,NA,NA,NA,Page 29,Impact due to a standard weather shock (drought event). Year refers to the publication year.
21,Land productivity,New Zealand,RCPs,2020,No CC,%,-22,NA,NA,NA,NA,NA,Page 29,Impact due to a standard weather shock (drought event). Year refers to the publication year.
22,Trade Balance,New Zealand,NA,2020,No CC,NA,-1,NA,NA,NA,NA,NA,Page 30,Trade balance deficits are generated due to the decline in domestic agricultural production.
23,Current Account,New Zealand,NA,2020,No CC,NA,-1,NA,NA,NA,NA,NA,Page 30,Fall in the trade balance leads to fall in the current account
24,GDP,New Zealand,RCP Scenarios,2020,No CC,%,3.7,NA,NA,NA,NA,NA,Page 31,Contribution of weather shocks to GDP volatility at two-quarter horizon.
25,GDP,New Zealand,RCP Scenarios,2020,No CC,%,35,NA,NA,NA,NA,NA,Page 31,"Contribution of weather shocks to GDP volatility, unconditional variance."
26,Agricultural Production,New Zealand,RCP Scenarios,2020,No CC,%,89,NA,NA,NA,NA,NA,Page 31,Variance of agricultural production explained by supply shocks at two-quarter horizon.
27,Agricultural Production,New Zealand,RCP Scenarios,2020,No CC,%,57,NA,NA,NA,NA,NA,Page 31,"Variance of agricultural production explained by supply shocks, unconditional variance."
28,Consumption,New Zealand,RCP Scenarios,2020,No CC,%,0,NA,NA,NA,NA,NA,Page 31,"Weather shocks play a significant role, starting from a more distant time horizon. Setting Value to 0 as no specific value reported."
29,Hours Worked,New Zealand,RCP Scenarios,2020,No CC,%,0,NA,NA,NA,NA,NA,Page 31,Only slightly affected by weather shocks. Setting Value to 0 as no specific value reported.
30,Real Agricultural Production,New Zealand,,2008,No CC,%,-25,NA,NA,NA,NA,NA,Page 32,One-fourth of the agricultural slowdown in 2008 is accounted for by the weather shock.
31,Real Agricultural Production,New Zealand,,2016,No CC,%,-5,NA,NA,NA,NA,NA,Page 32,The drought in 2016 led to a 5% contraction in agricultural supply.
32,GDP,New Zealand,,2008,No CC,%,-1,NA,NA,NA,NA,NA,Page 32,Weather-induced fluctuations in agriculture led to a joint 1% contraction in GDP and consumption.
33,Consumption,New Zealand,,2008,No CC,%,-1,NA,NA,NA,NA,NA,Page 32,Weather-induced fluctuations in agriculture led to a joint 1% contraction in GDP and consumption.
34,GDP,New Zealand,,2016,No CC,%,-1,NA,NA,NA,NA,NA,Page 32,Weather-induced fluctuations in agriculture led to a joint 1% contraction in GDP and consumption.
35,Consumption,New Zealand,,2016,No CC,%,-1,NA,NA,NA,NA,NA,Page 32,Weather-induced fluctuations in agriculture led to a joint 1% contraction in GDP and consumption.
36,Hours Worked,New Zealand,,2008,No CC,%,1,NA,NA,NA,NA,NA,Page 32,Labor supply increased by 1% due to weather-driven changes in aggregate labor demand.
37,Hours Worked,New Zealand,,2016,No CC,%,1,NA,NA,NA,NA,NA,Page 32,Labor supply increased by 1% due to weather-driven changes in aggregate labor demand.
38,Output Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,19.19,NA,NA,NA,NA,NA,Page 35,"Variance of total output increases by 19.19% under the RCP 8.5 scenario, relative to historical variance."
39,Agric Prod Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,21.88,NA,NA,NA,NA,NA,Page 35,Agricultural production volatility increases by 21.88% under the worst-case scenario.
40,Consumption Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,27.09,NA,NA,NA,NA,NA,Page 35,Variance of consumption increases by 27.09% under the RCP 8.5 scenario.
41,Ag Goods Price Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,16.8,NA,NA,NA,NA,NA,Page 35,Relative price of agricultural goods volatility rises by 16.8%.
42,Net Foreign Asset Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,31.86,NA,NA,NA,NA,NA,Page 35,Variance of net foreign assets increases by 31.86%.
43,Current Account Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,11.45,NA,NA,NA,NA,NA,Page 35,Variance of the current account rises by 11.45%.
44,Real Exchange Rate Volatility,New Zealand,RCP 8.5,2100,Historical,Percentage Change,7.54,NA,NA,NA,NA,NA,Page 35,Variance of the real exchange rate increases by 7.54%.
45,Weather shock,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",91.97,NA,NA,NA,NA,NA,Table 3,Variance of weather shock
46,Weather shock,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",114.11,NA,NA,NA,NA,NA,Table 3,Variance of weather shock
47,Weather shock,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",119.44,NA,NA,NA,NA,NA,Table 3,Variance of weather shock
48,Weather shock,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",151.91,NA,NA,NA,NA,NA,Table 3,Variance of weather shock
49,GDP,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",97.03,NA,NA,NA,NA,NA,Table 3,Variance of GDP
50,GDP,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",105.22,NA,NA,NA,NA,NA,Table 3,Variance of GDP
51,GDP,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",107.19,NA,NA,NA,NA,NA,Table 3,Variance of GDP
52,GDP,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",119.19,NA,NA,NA,NA,NA,Table 3,Variance of GDP
53,Consumption,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",95.81,NA,NA,NA,NA,NA,Table 3,Variance of Consumption
54,Consumption,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",107.36,NA,NA,NA,NA,NA,Table 3,Variance of Consumption
55,Consumption,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",110.15,NA,NA,NA,NA,NA,Table 3,Variance of Consumption
56,Consumption,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",127.09,NA,NA,NA,NA,NA,Table 3,Variance of Consumption
57,Investment,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",99.24,NA,NA,NA,NA,NA,Table 3,Variance of Investment
58,Investment,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",101.34,NA,NA,NA,NA,NA,Table 3,Variance of Investment
59,Investment,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",101.85,NA,NA,NA,NA,NA,Table 3,Variance of Investment
60,Investment,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",104.94,NA,NA,NA,NA,NA,Table 3,Variance of Investment
61,Agricultural Production,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",96.61,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural Production
62,Agricultural Production,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",105.95,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural Production
63,Agricultural Production,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",108.20,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural Production
64,Agricultural Production,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",121.88,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural Production
65,Agricultural price,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",97.40,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural price
66,Agricultural price,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",104.56,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural price
67,Agricultural price,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",106.29,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural price
68,Agricultural price,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",116.80,NA,NA,NA,NA,NA,Table 3,Variance of Agricultural price
69,Hours Worked,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",99.26,NA,NA,NA,NA,NA,Table 3,Variance of Hours Worked
70,Hours Worked,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",101.29,NA,NA,NA,NA,NA,Table 3,Variance of Hours Worked
71,Hours Worked,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",101.78,NA,NA,NA,NA,NA,Table 3,Variance of Hours Worked
72,Hours Worked,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",104.77,NA,NA,NA,NA,NA,Table 3,Variance of Hours Worked
73,Real Interest Rate,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",99.99,NA,NA,NA,NA,NA,Table 3,Variance of Real Interest Rate
74,Real Interest Rate,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",100.01,NA,NA,NA,NA,NA,Table 3,Variance of Real Interest Rate
75,Real Interest Rate,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",100.02,NA,NA,NA,NA,NA,Table 3,Variance of Real Interest Rate
76,Real Interest Rate,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",100.05,NA,NA,NA,NA,NA,Table 3,Variance of Real Interest Rate
77,Exchange Rate,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",98.83,NA,NA,NA,NA,NA,Table 3,Variance of Exchange Rate
78,Exchange Rate,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",102.05,NA,NA,NA,NA,NA,Table 3,Variance of Exchange Rate
79,Exchange Rate,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",102.82,NA,NA,NA,NA,NA,Table 3,Variance of Exchange Rate
80,Exchange Rate,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",107.54,NA,NA,NA,NA,NA,Table 3,Variance of Exchange Rate
81,Trade Balance,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",98.23,NA,NA,NA,NA,NA,Table 3,Variance of Trade Balance
82,Trade Balance,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",103.11,NA,NA,NA,NA,NA,Table 3,Variance of Trade Balance
83,Trade Balance,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",104.29,NA,NA,NA,NA,NA,Table 3,Variance of Trade Balance
84,Trade Balance,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",111.45,NA,NA,NA,NA,NA,Table 3,Variance of Trade Balance
85,Net Foreign Asset,New Zealand,RCP 2.5,2100,1994-2016,"Index, 1994-2016 = 100",95.31,NA,NA,NA,NA,NA,Table 3,Variance of Net Foreign Asset
86,Net Foreign Asset,New Zealand,RCP 4.5,2100,1994-2016,"Index, 1994-2016 = 100",108.24,NA,NA,NA,NA,NA,Table 3,Variance of Net Foreign Asset
87,Net Foreign Asset,New Zealand,RCP 6.0,2100,1994-2016,"Index, 1994-2016 = 100",111.36,NA,NA,NA,NA,NA,Table 3,Variance of Net Foreign Asset
88,Net Foreign Asset,New Zealand,RCP 8.5,2100,1994-2016,"Index, 1994-2016 = 100",130.32,NA,NA,NA,NA,NA,Table 3,Variance of Net Foreign Asset
89,Welfare,New Zealand,RCP 2.5,2100,1994-2016,NA,-624.4629,NA,NA,NA,NA,NA,Table 3,Welfare Mean
90,Welfare,New Zealand,RCP 4.5,2100,1994-2016,NA,-624.5497,NA,NA,NA,NA,NA,Table 3,Welfare Mean
91,Welfare,New Zealand,RCP 6.0,2100,1994-2016,NA,-624.5707,NA,NA,NA,NA,NA,Table 3,Welfare Mean
92,Welfare,New Zealand,RCP 8.5,2100,1994-2016,NA,-624.6980,NA,NA,NA,NA,NA,Table 3,Welfare Mean
93,Welfare cost,New Zealand,RCP 2.5,2100,1994-2016,%,0.2791,NA,NA,NA,NA,NA,Table 3,Welfare cost
94,Welfare cost,New Zealand,RCP 4.5,2100,1994-2016,%,0.3464,NA,NA,NA,NA,NA,Table 3,Welfare cost
95,Welfare cost,New Zealand,RCP 6.0,2100,1994-2016,%,0.3626,NA,NA,NA,NA,NA,Table 3,Welfare cost
96,Welfare cost,New Zealand,RCP 8.5,2100,1994-2016,%,0.4613,NA,NA,NA,NA,NA,Table 3,Welfare cost
97,Welfare,New Zealand,Worst-case RCP scenario,2016,Historical period,% of permanent consumption,-0.28,NA,NA,NA,NA,NA,Page 37,The welfare cost increased by 0.09 from 0.19% for the historical period to 0.28% under the worst-case scenario.
98,Welfare,New Zealand,Worst-case RCP scenario,2016,No CC,% of permanent consumption,-0.46,NA,NA,NA,NA,NA,Page 37,Households would abandon 0.46% of their permanent consumption under the worst-case scenario.
99,Welfare,New Zealand,Optimistic RCP 2.5,2016,No CC,% of permanent consumption,-0.30,NA,NA,NA,NA,NA,Page 37,"Under the optimistic scenario, households would abandon 0.30% of their permanent consumption."
100,Welfare,New Zealand,No drought persistence,2016,Baseline,% of permanent consumption,0.009,NA,NA,NA,NA,NA,Page 37,"Without the persistence mechanism of land productivity, the welfare cost of business cycles becomes trivial at 0.009%."
101,Welfare,New Zealand,RCP 8.5,2100,No Weather Shocks,% of unconditional consumption,-0.30,NA,NA,NA,NA,NA,Page 38,Households are willing to pay 0.30% of their unconditional consumption to live in a world with no weather shocks.
