,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,Tourist Arrivals (Domestic),Portugal,NA,2000,No CC,%,-3.53,NA,NA,NA,NA,NA,p. 92,"Impact of 1% increase in burned area in a given year on number of domestic tourist arrivals in that year and the following year, reported for the initial year of the impact."
14,Tourist Arrivals (Inbound),Portugal,NA,2000,No CC,%,-1.12,NA,NA,NA,NA,NA,p. 92,"Impact of 1% increase in burned area in a given year on number of inbound tourist arrivals in that year and the following year, reported for the initial year of the impact."
15,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,percentage points,1.086,NA,NA,NA,NA,NA,p.95,Largest benefit in those municipalities benefiting from climate change
16,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,percentage points,0.1,NA,NA,NA,NA,NA,p.95,Smallest benefit in those municipalities benefiting from climate change
17,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,percentage points,0.47,NA,NA,NA,NA,NA,p.95,Mean benefit in those municipalities benefiting from climate change
18,Domestic Tourist Arrivals,Portugal,A1B,2050,Avg Temp/Precip,percentage points,0.816,NA,NA,NA,NA,NA,p.95,Largest benefit in those municipalities benefiting from climate change
19,Domestic Tourist Arrivals,Portugal,A1B,2050,Avg Temp/Precip,percentage points,0.05,NA,NA,NA,NA,NA,p.95,Smallest benefit in those municipalities benefiting from climate change
20,Domestic Tourist Arrivals,Portugal,A1B,2050,Avg Temp/Precip,percentage points,0.26,NA,NA,NA,NA,NA,p.95,Mean benefit in those municipalities benefiting from climate change
21,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,percent reduction,-0.0,NA,NA,NA,NA,NA,p.95,193 municipalities face this reduction
22,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,percent reduction,-2.0,NA,NA,NA,NA,NA,p.95,74 municipalities face this reduction
23,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,percent reduction,-4.0,NA,NA,NA,NA,NA,p.95,1 municipality faces this reduction
24,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,%,0,NA,NA,NA,NA,NA,96,Number of municipalities facing reductions in the 0-2% range will fall to 52 by 2050.
25,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,%,0,NA,NA,NA,NA,NA,96,Number of municipalities facing reductions in the 2-4% range will increase to 215 by 2050.
26,Domestic Tourist Arrivals,Portugal,A1B,2030,Avg Temp/Precip,%,0,NA,NA,NA,NA,NA,96,Number of municipalities facing reductions in the >4% range will increase to 6 by 2050.
27,Inbound Tourist Arrivals,Portugal,A1B,2030,No CC,%,-0.35,NA,NA,NA,NA,NA,96,
28,Inbound Tourist Arrivals,Portugal,A1B,2030,No CC,%,0,NA,NA,NA,NA,NA,96,Impact on 135 municipalities
29,Inbound Tourist Arrivals,Portugal,A1B,2030,No CC,%,0.5,NA,NA,NA,NA,NA,96,Impact on 125 municipalities
30,Inbound Tourist Arrivals,Portugal,A1B,2030,No CC,%,1,NA,NA,NA,NA,NA,96,Impact on 6 municipalities
31,Inbound Tourist Arrivals,Portugal,A1B,2050,No CC,%,0.5,NA,NA,NA,NA,NA,96,Impact on 194 municipalities
32,Inbound Tourist Arrivals,Portugal,A1B,2050,No CC,%,1,NA,NA,NA,NA,NA,96,Impact on 61 municipalities
33,Municipalities,Portugal,A1B,2030,No CC,Number,10,NA,NA,NA,NA,NA,96,Benefiting from weather condition changes. Falls to 5 in 2050
34,Hotel Revenues,Portugal,Realistic,2030,No fires,%,-2.6,NA,NA,NA,NA,NA,96,Estimated losses.
35,Hotel Revenues,Portugal,Realistic,2050,No fires,%,-5.7,NA,NA,NA,NA,NA,96,Estimated losses.
36,Hotel Revenues,Portugal,A1B,2030,2002-2016,euros,-17033268,NA,NA,NA,NA,NA,12,"Realistic scenario, domestic tourism"
37,Hotel Revenues,Portugal,A1B,2030,2002-2016,euros,-24181010,NA,NA,NA,NA,NA,12,"Optimistic scenario, domestic tourism"
38,Hotel Revenues,Portugal,A1B,2030,2002-2016,euros,-18256655,NA,NA,NA,NA,NA,12,"Realistic scenario, inbound tourism"
39,Hotel Revenues,Portugal,A1B,2030,2002-2016,euros,-38085884,NA,NA,NA,NA,NA,12,"Optimistic scenario, inbound tourism"
40,Hotel Revenues,Portugal,A1B,2050,2002-2016,euros,-43655383,NA,NA,NA,NA,NA,12,"Realistic scenario, domestic tourism"
41,Hotel Revenues,Portugal,A1B,2050,2002-2016,euros,-102155733,NA,NA,NA,NA,NA,12,"Optimistic scenario, domestic tourism"
42,Hotel Revenues,Portugal,A1B,2050,2002-2016,euros,-84841559,NA,NA,NA,NA,NA,12,"Realistic scenario, inbound tourism"
43,Hotel Revenues,Portugal,A1B,2050,2002-2016,euros,-506379063,NA,NA,NA,NA,NA,12,"Optimistic scenario, inbound tourism"
44,Hotel Revenues,Portugal,A1B,2030,2016,%,-0.59,NA,NA,NA,NA,NA,12,"Realistic scenario, domestic tourism"
45,Hotel Revenues,Portugal,A1B,2030,2016,%,-0.84,NA,NA,NA,NA,NA,12,"Optimistic scenario, domestic tourism"
46,Hotel Revenues,Portugal,A1B,2030,2016,%,-0.63,NA,NA,NA,NA,NA,12,"Realistic scenario, inbound tourism"
47,Hotel Revenues,Portugal,A1B,2030,2016,%,-1.31,NA,NA,NA,NA,NA,12,"Optimistic scenario, inbound tourism"
48,Hotel Revenues,Portugal,A1B,2050,2016,%,-1.50,NA,NA,NA,NA,NA,12,"Realistic scenario, domestic tourism"
49,Hotel Revenues,Portugal,A1B,2050,2016,%,-3.52,NA,NA,NA,NA,NA,12,"Optimistic scenario, domestic tourism"
50,Hotel Revenues,Portugal,A1B,2050,2016,%,-2.93,NA,NA,NA,NA,NA,12,"Realistic scenario, inbound tourism"
51,Hotel Revenues,Portugal,A1B,2050,2016,%,-17.46,NA,NA,NA,NA,NA,12,"Optimistic scenario, inbound tourism"
52,Hotel revenues,Portugal,A1B,2030,2016,percent,-0.59,NA,NA,NA,NA,NA,98,"Domestic tourism, lower bound"
53,Hotel revenues,Portugal,A1B,2030,2016,percent,-0.84,NA,NA,NA,NA,NA,98,"Domestic tourism, upper bound"
54,Hotel revenues,Portugal,A1B,2030,2016,percent,-0.63,NA,NA,NA,NA,NA,98,"Inbound tourism, lower bound"
55,Hotel revenues,Portugal,A1B,2030,2016,percent,-1.31,NA,NA,NA,NA,NA,98,"Inbound tourism, upper bound"
56,Domestic tourist arrivals,Portugal,A1B,2050,2030,factor,-3,NA,NA,NA,NA,NA,98,Losses increase by this factor
57,Inbound tourist arrivals,Portugal,A1B,2050,2030,factor,-6,NA,NA,NA,NA,NA,98,Losses increase by this factor
58,Domestic tourist arrivals,Portugal,A1B,2030,No CC,percent,-2,NA,NA,NA,NA,NA,98,Majority of municipalities face this reduction
59,Domestic tourist arrivals,Portugal,A1B,2050,No CC,percent,-4,NA,NA,NA,NA,NA,98,Majority of municipalities face this reduction
60,Inbound tourist arrivals,Portugal,A1B,2030,No CC,percent,-0.5,NA,NA,NA,NA,NA,98,Reduction in the number
61,Inbound tourist arrivals,Portugal,A1B,2050,No CC,percent,-1,NA,NA,NA,NA,NA,98,Reduction in the number
