,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
21,Energy,"Michigan, US",NA,1995,No CC,%,-5,NA,NA,NA,NA,NA,Page 13,Increased annual energy loss due to snow coverage.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
22,Energy,"Michigan, US",NA,1995,No CC,%,-34,NA,NA,NA,NA,NA,Page 13,Increased annual energy loss due to snow coverage.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
23,Energy,"Munich, Germany",NA,1995,No CC,%,-0.3,NA,NA,NA,NA,NA,Page 13,Energy loss due to snow cover.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
24,Energy,"Munich, Germany",NA,1995,No CC,%,-2.7,NA,NA,NA,NA,NA,Page 13,Energy loss due to snow cover.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
25,Energy,Russia,NA,1995,No CC,%,-40,NA,NA,NA,NA,NA,Page 13,Losses with 4 mm thick snow coverage.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
26,Solar energy production,California,September 2020,2020,No wildfires,%,-30,NA,NA,NA,NA,NA,Page 13,Reduced solar energy production due to extreme wildfires.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
27,Solar generation,New England,June 2023,2023,No wildfires,%,-60,NA,NA,NA,NA,NA,Page 13,Reduction in solar generation due to smoke from Canadian wildfires.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
28,Solar generation,Mid-Atlantic & Midwestern US,June 2023,2023,No wildfires,%,-25,NA,NA,NA,NA,NA,Page 13,Reduction in solar generation due to smoke from Canadian wildfires.,"O. Bamisile et al. Renewable and Sustainable Energy Reviews 208 (2025) 115073 Michigan, US increased annual energy loss from 5 % to 34 % due to snow coverage [199]. Energy losses from snow cover in Munich, Germany amount to 0.3–2.7 % [196], whereas in Russia losses exceed 40 % with 4 mm thick snow coverage [192]. In California, where solar power provides nearly 20 % of electricity, the extreme wildfires in September 2020 reduced solar energy production by 30 % [212]. Similarly, in June 2023, smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60 % in New England [213], and by 25 % in Mid-Atlantic and Midwestern states [214]."
29,PV output,Texas,Observed,2017,No CC,GW,-5.7,NA,NA,NA,NA,NA,Page 14,"The solar eclipse on 21 August 2017 caused a reduction in Texas PV output from 7.2 GW to 1.5 GW over 40 minutes, and then a rise back to 5.9 GW in a further 40 minutes.","In Texas, state-wide solar PV production fell from 7.2 to 1.5 GW in 40 min, and then rose back to 5.9 GW in a further 40 min. A partial solar eclipse occurred in Prague on 20 March 2015 saw 68 % of the solar disc covered at its peak and caused a 69 % reduction in solar PV production [232]. The 2017 eclipse affected almost all of the country’s utility-scale systems. However, this capacity was only 22 GW at the time [234], so this impacted around 2 % of total generating capacity. A subsequent eclipse on 8 April 2024 affected over three times more capacity as shown on the right bar of Fig. 20. Systems in Texas lost more than 90 % of their output during the eclipse."
30,PV output,U.S.,Observed,2017,No CC,%,-69,NA,NA,NA,NA,NA,Page 14,The North American solar eclipse on 21 August 2017 caused a 69% reduction in solar PV production during its peak.,"In Texas, state-wide solar PV production fell from 7.2 to 1.5 GW in 40 min, and then rose back to 5.9 GW in a further 40 min. A partial solar eclipse occurred in Prague on 20 March 2015 saw 68 % of the solar disc covered at its peak and caused a 69 % reduction in solar PV production [232]. The 2017 eclipse affected almost all of the country’s utility-scale systems. However, this capacity was only 22 GW at the time [234], so this impacted around 2 % of total generating capacity. A subsequent eclipse on 8 April 2024 affected over three times more capacity as shown on the right bar of Fig. 20. Systems in Texas lost more than 90 % of their output during the eclipse."
31,PV output,U.S.,Observed,2017,No CC,GW,-2.0,NA,NA,NA,NA,NA,Page 14,"The 2017 eclipse affected 2% of the total generating capacity, which was 22 GW at the time.","In Texas, state-wide solar PV production fell from 7.2 to 1.5 GW in 40 min, and then rose back to 5.9 GW in a further 40 min. A partial solar eclipse occurred in Prague on 20 March 2015 saw 68 % of the solar disc covered at its peak and caused a 69 % reduction in solar PV production [232]. The 2017 eclipse affected almost all of the country’s utility-scale systems. However, this capacity was only 22 GW at the time [234], so this impacted around 2 % of total generating capacity. A subsequent eclipse on 8 April 2024 affected over three times more capacity as shown on the right bar of Fig. 20. Systems in Texas lost more than 90 % of their output during the eclipse."
32,PV output,U.S.,Observed,2024,No CC,GW,-70.0,NA,NA,NA,NA,NA,Page 14,The solar eclipse on 8 April 2024 impacted over three times more PV capacity than the 2017 eclipse.,"In Texas, state-wide solar PV production fell from 7.2 to 1.5 GW in 40 min, and then rose back to 5.9 GW in a further 40 min. A partial solar eclipse occurred in Prague on 20 March 2015 saw 68 % of the solar disc covered at its peak and caused a 69 % reduction in solar PV production [232]. The 2017 eclipse affected almost all of the country’s utility-scale systems. However, this capacity was only 22 GW at the time [234], so this impacted around 2 % of total generating capacity. A subsequent eclipse on 8 April 2024 affected over three times more capacity as shown on the right bar of Fig. 20. Systems in Texas lost more than 90 % of their output during the eclipse."
33,Solar irradiance,China,Historical Aerosol Emissions,2000,No CC,W/m2,-24,NA,NA,NA,NA,NA,Page 16,Attributed to a three-fold increase in black carbon and nine-fold increase in SO2 emissions.,
34,PV capacity factor,China,Historical Aerosol Emissions,2000,No CC,%,-11,NA,NA,NA,NA,NA,Page 16,From a nationwide average of 16.2 %– 14.2 % due to increased emissions.,
35,PV capacity factor,China,Historical Aerosol Emissions,2000,No CC,%,-15,NA,NA,NA,NA,NA,Page 16,From a nationwide average of 16.2 %– 14.2 % due to increased emissions.,
36,Solar irradiance,Global,Aerosol Loading Decrease,2001,No CC,%/yr,0.1,NA,NA,NA,NA,NA,Page 16,"Linked to the global decrease in aerosol loading, particularly SO2 and black carbon emissions falling 0.13 %/yr.",
37,SO2 and black carbon emissions,Global,Aerosol Loading Decrease,2001,No CC,%/yr,-0.13,NA,NA,NA,NA,NA,Page 16,Has been linked to the rise in solar irradiance of 0.1 %/yr from 1983 to 2001.,
