,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
55,Agriculture,Water Management,The Netherlands,Reference,Drought risk,BaselineImpact,Monetary,Need,EUR million / year,372,NA,NA,NA,NA,NA,"Page 1763, Highlights",Drought risk is estimated to remain similar to the current situation.
56,Agriculture,Water Management,The Netherlands,Stoom,Drought risk,BaselineImpact,Monetary,Need,EUR million / year,611,NA,NA,NA,NA,NA,"Page 1763, Highlights",Drought risk is projected to increase significantly by 2050 under the 'Stoom' scenario.
57,Agriculture,Water Management,The Netherlands,Stoom,AvoidedImpact,MonetaryBenefits,Monetary,Need,EUR million / year,7.06,NA,NA,NA,NA,NA,"Page 1770, Section 3.2","Lower estimate of avoided drought risk for 2050 is EUR7.06 million per year, equal to the avoided risk in the reference (if investments made)"
58,Agriculture,Irrigation,The Netherlands,Stoom,Drought risk,BaselineImpact,Monetary,Need,EUR million / year,155,NA,NA,NA,NA,NA,"Page 1770, Section 3.2",Increase in risk for agriculture by 2050.
59,Shipping,Water Management,The Netherlands,Stoom,Drought risk,BaselineImpact,Monetary,Need,EUR million / year,72,NA,NA,NA,NA,NA,"Page 1770, Section 3.2","Increase in risk for shipping by 2050, mainly due to low-flow periods in the Rhine."
60,Drinking water,Water Management,The Netherlands,Stoom,Drought risk,BaselineImpact,Monetary,Need,EUR million / year,9,NA,NA,NA,NA,NA,"Page 1770, Section 3.2",Increase in risk for drinking water supply.
61,Industry,Water Management,The Netherlands,Stoom,Drought risk,BaselineImpact,Monetary,Need,EUR million / year,3,NA,NA,NA,NA,NA,"Page 1770, Section 3.2",Increase in risk for industry.
62,Shipping,Water Management,The Netherlands,Stoom,MonetaryBenefits,AdaptationCost,Monetary,Need,EUR million / year,0.02,NA,NA,NA,NA,NA,"Page 1770, Section 3.2",Negative effect of N-3 on shipping (extraction of water from Waal) in the Stoom scenario.
63,Agriculture,Water Management,The Netherlands,Stoom,MonetaryBenefits,MonetaryBenefits,Monetary,Need,EUR million / year,2.16,NA,NA,NA,NA,NA,"Page 1770, Section 3.2",Positive effect of N-3 (extra water supply) for agriculture in the Stoom scenario.
64,Agriculture,NA,The Netherlands,Reference,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,305,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Current annual drought risk cost for agriculture in the reference scenario.
65,Shipping,NA,The Netherlands,Reference,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,66,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Current annual drought risk cost for shipping in the reference scenario.
66,Drinking Water,NA,The Netherlands,Reference,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,0,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Current annual drought risk cost for drinking water in the reference scenario.
67,Industry,NA,The Netherlands,Reference,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,1,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Current annual drought risk cost for industry in the reference scenario.
68,All,NA,The Netherlands,Reference,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,372,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Total current annual drought risk cost in the reference scenario.
69,Agriculture,NA,The Netherlands,Stoom2050,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,460,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Projected annual drought risk cost for agriculture in the Stoom2050 scenario.
70,Shipping,NA,The Netherlands,Stoom2050,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,138,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Projected annual drought risk cost for shipping in the Stoom2050 scenario.
71,Drinking Water,NA,The Netherlands,Stoom2050,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,9,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Projected annual drought risk cost for drinking water in the Stoom2050 scenario.
72,Industry,NA,The Netherlands,Stoom2050,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,4,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Projected annual drought risk cost for industry in the Stoom2050 scenario.
73,All,NA,The Netherlands,Stoom2050,MonetaryBenefits,BaselineImpact [million EUR / yr],Economic,Need,million EUR / yr,611,NA,NA,NA,NA,NA,Text on Page 9 and Table 3,Total projected annual drought risk cost in the Stoom2050 scenario.
74,Agriculture,Adaptation,The Netherlands,Stoom2050,AvoidedImpact,AvoidedImpact [million USD / yr],Economic,Need,million euros/yr,9.45,NA,NA,NA,NA,NA,"Page 11, Table 4",Value reflects avoided impact in the agriculture sector for the Stoom2050 scenario.
