,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
11,Construction Employment,US,Historical,2021,Pre-Disaster,Percent,1.2,NA,NA,NA,NA,NA,10,"Refers to Roth Tran and Wilson (2021) estimates, within one year of the disaster."
12,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,3.67,0.31,NA,NA,NA,NA,11,Construction of buildings (NAICS 236); Strengthened
13,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,2.54,0.32,NA,NA,NA,NA,11,Heavy and civil engineering construction (NAICS 237); Strengthened
14,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,1.30,0.25,NA,NA,NA,NA,11,Specialty trade contractors (NAICS 238); Strengthened
15,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,1.45,0.21,NA,NA,NA,NA,11,Wood product manufacturing (NAICS 321); Strengthened
16,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.39,0.16,NA,NA,NA,NA,11,Paper manufacturing (NAICS 322); Strengthened
17,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.30,0.15,NA,NA,NA,NA,11,Printing and related support activities (NAICS 323); Strengthened
18,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.81,0.37,NA,NA,NA,NA,11,Petroleum and coal products manufacturing (NAICS 324); Strengthened
19,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.34,0.10,NA,NA,NA,NA,11,Chemical manufacturing (NAICS 325); Strengthened
20,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.78,0.30,NA,NA,NA,NA,11,Primary metal manufacturing (NAICS 331); Strengthened
21,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,2.00,0.19,NA,NA,NA,NA,11,Fabricated metal product manufacturing (NAICS 332); Strengthened
22,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.46,0.21,NA,NA,NA,NA,11,Machinery manufacturing (NAICS 333); Strengthened
23,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.72,0.24,NA,NA,NA,NA,11,Computer and electronic product manufacturing (NAICS 334); Strengthened
24,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,1.68,0.27,NA,NA,NA,NA,11,Furniture and related product manufacturing (NAICS 337); Strengthened
25,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.34,0.12,NA,NA,NA,NA,11,"Merchant wholesalers, durable goods (NAICS 423); Strengthened"
26,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,1.24,0.18,NA,NA,NA,NA,11,Furniture and home furnishings stores (NAICS 442); Strengthened
27,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.94,0.13,NA,NA,NA,NA,11,Building material and garden supply stores (NAICS 444); Strengthened
28,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.18,0.07,NA,NA,NA,NA,11,Food and beverage stores (NAICS 445); Strengthened
29,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.63,0.14,NA,NA,NA,NA,11,Truck transportation (NAICS 484); Strengthened
30,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.58,0.16,NA,NA,NA,NA,11,Support activities for transportation (NAICS 488); Strengthened
31,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,2.19,0.19,NA,NA,NA,NA,11,Couriers and messengers (NAICS 492); Strengthened
32,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,2.02,0.57,NA,NA,NA,NA,11,Motion picture and sound recording industries (NAICS 512); Strengthened
33,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.78,0.15,NA,NA,NA,NA,11,Administrative and support services (NAICS 561); Strengthened
34,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.58,0.42,NA,NA,NA,NA,11,Utilities (NAICS 221); Neutral
35,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.15,0.14,NA,NA,NA,NA,11,Food manufacturing (NAICS 311); Neutral
36,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.84,0.55,NA,NA,NA,NA,11,Apparel manufacturing (NAICS 315); Neutral
37,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.32,0.20,NA,NA,NA,NA,11,Plastics and rubber products manufacturing (NAICS 326); Neutral
38,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.27,0.33,NA,NA,NA,NA,11,Nonmetallic mineral product manufacturing (NAICS 327); Neutral
39,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.16,0.17,NA,NA,NA,NA,11,Electrical equipment and appliance mfg. (NAICS 335); Neutral
40,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.08,0.19,NA,NA,NA,NA,11,Transportation equipment manufacturing (NAICS 336); Neutral
41,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.14,0.14,NA,NA,NA,NA,11,Miscellaneous manufacturing (NAICS 339); Neutral
42,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.09,0.10,NA,NA,NA,NA,11,"Merchant wholesalers, nondurable goods (NAICS 424); Neutral"
43,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.08,0.15,NA,NA,NA,NA,11,Motor vehicle and parts dealers (NAICS 441); Neutral
44,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.25,0.36,NA,NA,NA,NA,11,Electronics and appliance stores (NAICS 443); Neutral
45,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.06,0.08,NA,NA,NA,NA,11,Gasoline stations (NAICS 447); Neutral
46,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.11,0.09,NA,NA,NA,NA,11,General merchandise stores (NAICS 452); Neutral
47,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.32,0.18,NA,NA,NA,NA,11,Nonstore retailers (NAICS 454); Neutral
48,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.04,0.36,NA,NA,NA,NA,11,Air transportation (NAICS 481); Neutral
49,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.57,1.00,NA,NA,NA,NA,11,Water transportation (NAICS 483); Neutral
50,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.45,0.24,NA,NA,NA,NA,11,Warehousing and storage (NAICS 493); Neutral
51,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.15,1.57,NA,NA,NA,NA,11,Telecommunications (NAICS 517); Neutral
52,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.04,0.11,NA,NA,NA,NA,11,Insurance carriers and related activities (NAICS 524); Neutral
53,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.00,0.19,NA,NA,NA,NA,11,Real estate (NAICS 531); Neutral
54,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.01,0.22,NA,NA,NA,NA,11,Waste management and remediation services (NAICS 562); Neutral
55,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.04,0.12,NA,NA,NA,NA,11,Hospitals (NAICS 622); Neutral
56,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.55,0.31,NA,NA,NA,NA,11,Performing arts and spectator sports (NAICS 711); Neutral
57,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.08,0.17,NA,NA,NA,NA,11,Food services and drinking places (NAICS 722); Neutral
58,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.29,0.16,NA,NA,NA,NA,11,Repair and maintenance (NAICS 811); Neutral
59,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,0.11,0.13,NA,NA,NA,NA,11,Membership associations and organizations (NAICS 813); Neutral
60,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.94,0.13,NA,NA,NA,NA,11,Crop production (NAICS 111); Weakened
61,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.51,0.09,NA,NA,NA,NA,11,Animal production and aquaculture (NAICS 112); Weakened
62,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.69,0.16,NA,NA,NA,NA,11,Beverage and tobacco product manufacturing (NAICS 312); Weakened
63,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-1.40,0.18,NA,NA,NA,NA,11,Electronic markets and agents and brokers (NAICS 425); Weakened
64,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.57,0.11,NA,NA,NA,NA,11,Health and personal care stores (NAICS 446); Weakened
65,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.52,0.21,NA,NA,NA,NA,11,Clothing and clothing accessories stores (NAICS 448); Weakened
66,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-1.73,0.45,NA,NA,NA,NA,11,"Sporting goods, hobby, book and music stores (NAICS 451); Weakened"
67,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-2.54,0.29,NA,NA,NA,NA,11,Miscellaneous store retailers (NAICS 453); Weakened
68,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.59,0.23,NA,NA,NA,NA,11,Transit and ground passenger transportation (NAICS 485); Weakened
69,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-3.79,0.83,NA,NA,NA,NA,11,Scenic and sightseeing transportation (NAICS 487); Weakened
70,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-1.46,0.18,NA,NA,NA,NA,11,"Publishing industries, except internet (NAICS 511); Weakened"
71,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.99,0.19,NA,NA,NA,NA,11,"Broadcasting, except internet (NAICS 515); Weakened"
72,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.86,0.32,NA,NA,NA,NA,11,"Data processing, hosting and related services (NAICS 518); Weakened"
73,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.45,0.13,NA,NA,NA,NA,11,Credit intermediation and related activities (NAICS 522); Weakened
74,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.54,0.17,NA,NA,NA,NA,11,Educational services (NAICS 611); Weakened
75,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.60,0.08,NA,NA,NA,NA,11,Ambulatory health care services (NAICS 621); Weakened
76,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.74,0.12,NA,NA,NA,NA,11,Nursing and residential care facilities (NAICS 623); Weakened
77,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-0.53,0.21,NA,NA,NA,NA,11,Social assistance (NAICS 624); Weakened
78,Employment,Puerto Rico,Hurricane Event,2019,Pre-Hurricane,%,-1.01,0.28,NA,NA,NA,NA,11,"Museums, historical sites, zoos, and parks (NAICS 712); Weakened"
79,Employment,Puerto Rico,Historical,2019,No CC,% change post-hurricane,-0.5,NA,NA,NA,NA,NA,Page 12,"The study reports an average 0.5% decrease in employment following a hurricane, with variations across different industries. Industry heterogeneity is partly explained by input-output linkages."
80,Fatalities,Puerto Rico,Historical,2017,No hurricane,count,64,NA,NA,NA,NA,NA,15,From Hurricane Maria
81,People affected,Puerto Rico,Historical,2017,No hurricane,count,750000,NA,NA,NA,NA,NA,15,From Hurricane Maria
82,Damages,Puerto Rico,Historical,2017,No hurricane,USD,71798241000,NA,NA,NA,NA,NA,15,From Hurricane Maria
83,Damages,Puerto Rico,Historical,1998,No hurricane,USD,2778505000,NA,NA,NA,NA,NA,15,From Hurricane Georges
84,Fatalities,Puerto Rico,Historical,1996,No hurricane,count,18,NA,NA,NA,NA,NA,15,From Hurricane Hortense
85,People affected,Puerto Rico,Historical,1996,No hurricane,count,57315,NA,NA,NA,NA,NA,15,From Hurricane Hortense
86,Damages,Puerto Rico,Historical,1996,No hurricane,USD,825028000,NA,NA,NA,NA,NA,15,From Hurricane Hortense
87,People affected,Puerto Rico,Historical,1995,No hurricane,count,98000,NA,NA,NA,NA,NA,15,From Hurricane Luis
88,Damages,Puerto Rico,Historical,1995,No hurricane,USD,339684000,NA,NA,NA,NA,NA,15,From Hurricane Luis
89,Damages,Puerto Rico,Historical,1995,No hurricane,USD,169842000,NA,NA,NA,NA,NA,15,From Hurricane Marilyn
90,Fatalities,Puerto Rico,Historical,1995,No hurricane,count,1,NA,NA,NA,NA,NA,15,From Hurricane Marilyn
91,Damages,Puerto Rico,Historical,1999,No hurricane,USD,233058000,NA,NA,NA,NA,NA,15,From Hurricane Lenny
92,Fatalities,Puerto Rico,Historical,1999,No hurricane,count,1,NA,NA,NA,NA,NA,15,From Hurricane Lenny
93,Damages,Puerto Rico,Historical,2004,No hurricane,USD,137022000,NA,NA,NA,NA,NA,15,From Hurricane Jeanne
94,Fatalities,Puerto Rico,Historical,2004,No hurricane,count,2,NA,NA,NA,NA,NA,15,From Hurricane Jeanne
95,People affected,Puerto Rico,Historical,2004,No hurricane,count,3500,NA,NA,NA,NA,NA,15,From Hurricane Jeanne
96,Damages,Puerto Rico,Historical,2011,No hurricane,USD,575291000,NA,NA,NA,NA,NA,15,From Hurricane Irene
97,Fatalities,Puerto Rico,Historical,2011,No hurricane,count,1,NA,NA,NA,NA,NA,15,From Hurricane Irene
98,People affected,Puerto Rico,Historical,2011,No hurricane,count,2271,NA,NA,NA,NA,NA,15,From Hurricane Irene
