,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
12,ADF,Local,2050+flood,2050,No CC,% of DM,5.2,3.6,NA,NA,NA,NA,Page 6,Acid detergent fiber percentage is highest under 2050+flood conditions reaching 16.4.
13,Gas Production,Local,2050+flood,2050,No CC,ml,-1.0,NA,NA,NA,NA,NA,Page 6,Total cumulative gas production decreased significantly under flooding compared to control and other conditions; Assuming 2050 because it is the scenario year.
14,Methane Production,Local,2050+drought,2050,No CC,ml,-1.0,NA,NA,NA,NA,NA,Page 6,Methane production is lowest under the drought scenario compared to 2020 control; Assuming 2050 because it is the scenario year.
15,Total Gas Production,Local,2050 + drought,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
16,Total Gas Production,Local,2050 + flood,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
17,Total Gas Production,Local,2050 + heat shock,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
18,Total CO2 Production,Local,2050 + drought,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
19,Total CO2 Production,Local,2050 + flood,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
20,Total CO2 Production,Local,2050 + heat shock,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
21,Total Methane Production,Local,2050 + drought,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
22,Total Methane Production,Local,2050 + flood,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
23,Total Methane Production,Local,2050 + heat shock,2050,No CC,g/g DM,0,NA,97.5%,NA,2.5%,NA,"Page 7, Figure 2",Specific quantitative values are not provided in this figure.
24,Dry Matter Degradation,Local,2050 + drought,2050,No CC,g/100g,-1,NA,NA,NA,NA,NA,Page 7,Significant decrease observed in DMD for drought scenario (exact value not specified).
25,Dry Matter Degradation,Local,2050 + flood,2050,No CC,g/100g,-1,NA,NA,NA,NA,NA,Page 7,Significant decrease observed in DMD for flood scenario (exact value not specified).
26,Dry Matter Degradation,Local,2050 + heat shock,2050,No CC,g/100g,-1,NA,NA,NA,NA,NA,Page 7,Significant decrease observed in DMD for heat shock scenario (exact value not specified).
27,VFA Production,Local,2050 + drought,2050,No CC,mM/g DM,-1,NA,NA,NA,NA,NA,Page 7,Lower VFA production in future climate scenarios compared to baseline (exact values not specified).
28,VFA Production,Local,2050 + flood,2050,No CC,mM/g DM,-1,NA,NA,NA,NA,NA,Page 7,Lower VFA production in future climate scenarios compared to baseline (exact values not specified).
29,VFA Production,Local,2050 + heat shock,2050,No CC,mM/g DM,-1,NA,NA,NA,NA,NA,Page 7,Lower VFA production in future climate scenarios compared to baseline (exact values not specified).
30,DMD,USA,2050,2050,2020,g/100 g,-3.3,18.0,NA,NA,NA,NA,8,Difference between 2020 control (77.5) and 2050 predicted (74.2)
31,DMD,USA,2050+flood,2050,2020,g/100 g,-22.1,18.0,NA,NA,NA,NA,8,Difference between 2020 control (77.5) and 2050+flood (55.4)
32,DMD,USA,2050+drought,2050,2020,g/100 g,-22.9,18.0,NA,NA,NA,NA,8,Difference between 2020 control (77.5) and 2050+drought (54.6)
33,DMD,USA,2050+heat shock,2050,2020,g/100 g,-14.2,18.0,NA,NA,NA,NA,8,Difference between 2020 control (77.5) and 2050+heat shock (63.3)
34,VFA,USA,2050,2050,2020,mM/g DM,-31,51.6,NA,NA,NA,NA,8,Difference between 2020 control (315) and 2050 predicted (284)
35,VFA,USA,2050+flood,2050,2020,mM/g DM,-86,51.6,NA,NA,NA,NA,8,Difference between 2020 control (315) and 2050+flood (229)
36,VFA,USA,2050+drought,2050,2050,mM/g DM,-113,51.6,NA,NA,NA,NA,8,Difference between 2020 control (315) and 2050+drought (202)
37,VFA,USA,2050+heat shock,2050,2020,mM/g DM,-88,51.6,NA,NA,NA,NA,8,Difference between 2020 control (315) and 2050+heat shock (227)
38,Ammonia,USA,2050,2050,2020,mg/g DM,4,26.6,NA,NA,NA,NA,8,Difference between 2020 control (28) and 2050 predicted (32)
39,Ammonia,USA,2050+flood,2050,2020,mg/g DM,24,26.6,NA,NA,NA,NA,8,Difference between 2020 control (28) and 2050+flood (52)
40,Ammonia,USA,2050+drought,2050,2020,mg/g DM,23,26.6,NA,NA,NA,NA,8,Difference between 2020 control (28) and 2050+drought (51)
41,Ammonia,USA,2050+heat shock,2050,2020,mg/g DM,25,26.6,NA,NA,NA,NA,8,Difference between 2020 control (28) and 2050+heat shock (53)
42,pH,USA,2050+flood,2050,2020,,-0.2,0.11,NA,NA,NA,NA,8,Difference between 2020 control (6.7) and 2050+flood (6.9)
43,pH,USA,2050+drought,2050,2020,,0.2,0.11,NA,NA,NA,NA,8,Difference between 2020 control (6.7) and 2050+drought (6.9)
44,pH,USA,2050+heat shock,2050,2020,,0.2,0.11,NA,NA,NA,NA,8,Difference between 2020 control (6.7) and 2050+heat shock (6.9)
45,Acetate,USA,2050,2050,2020,mM/g DM,-8,26.4,NA,NA,NA,NA,8,Difference between 2020 control (174) and 2050 predicted (166)
46,Acetate,USA,2050+flood,2050,2020,mM/g DM,-26,26.4,NA,NA,NA,NA,8,Difference between 2020 control (174) and 2050+flood (148)
47,Acetate,USA,2050+drought,2050,2020,mM/g DM,-65,26.4,NA,NA,NA,NA,8,Difference between 2020 control (174) and 2050+drought (109)
48,Acetate,USA,2050+heat shock,2050,2020,mM/g DM,-29,26.4,NA,NA,NA,NA,8,Difference between 2020 control (174) and 2050+heat shock (145)
49,Propionate,USA,2050,2050,2020,mM/g DM,-8,15.6,NA,NA,NA,NA,8,Difference between 2020 control (66) and 2050 predicted (58)
50,Propionate,USA,2050+flood,2050,2020,mM/g DM,-26,15.6,NA,NA,NA,NA,8,Difference between 2020 control (66) and 2050+flood (40)
51,Propionate,USA,2050+drought,2050,2020,mM/g DM,-25,15.6,NA,NA,NA,NA,8,Difference between 2020 control (66) and 2050+drought (41)
52,Propionate,USA,2050+heat shock,2050,2020,mM/g DM,-23,15.6,NA,NA,NA,NA,8,Difference between 2020 control (66) and 2050+heat shock (43)
53,Isobutyrate,USA,2050,2050,2020,mM/g DM,-1,1.0,NA,NA,NA,NA,8,Difference between 2020 control (5) and 2050 predicted (4)
54,Isobutyrate,USA,2050+flood,2050,2020,mM/g DM,-2,1.0,NA,NA,NA,NA,8,Difference between 2020 control (5) and 2050+flood (3)
55,Isobutyrate,USA,2050+drought,2050,2020,mM/g DM,-2,1.0,NA,NA,NA,NA,8,Difference between 2020 control (5) and 2050+drought (3)
56,Isobutyrate,USA,2050+heat shock,2050,2020,mM/g DM,-2,1.0,NA,NA,NA,NA,8,Difference between 2020 control (5) and 2050+heat shock (3)
57,Butyrate,USA,2050,2050,2020,mM/g DM,-9,9.7,NA,NA,NA,NA,8,Difference between 2020 control (47) and 2050 predicted (38)
58,Butyrate,USA,2050+flood,2050,2020,mM/g DM,-22,9.7,NA,NA,NA,NA,8,Difference between 2020 control (47) and 2050+flood (25)
59,Butyrate,USA,2050+drought,2050,2020,mM/g DM,-12,9.7,NA,NA,NA,NA,8,Difference between 2020 control (47) and 2050+drought (35)
60,Butyrate,USA,2050+heat shock,2050,2020,mM/g DM,-24,9.7,NA,NA,NA,NA,8,Difference between 2020 control (47) and 2050+heat shock (23)
61,Acetate:propionate,USA,2050,2050,2020,,0.3,0.86,NA,NA,NA,NA,8,Difference between 2020 control (2.8) and 2050 predicted (3.1)
62,Acetate:propionate,USA,2050+flood,2050,2020,,1.1,0.86,NA,NA,NA,NA,8,Difference between 2020 control (2.8) and 2050+flood (3.9)
63,Acetate:propionate,USA,2050+drought,2050,2020,,0.1,0.86,NA,NA,NA,NA,8,Difference between 2020 control (2.8) and 2050+drought (2.9)
64,Acetate:propionate,USA,2050+heat shock,2050,2020,,0.8,0.86,NA,NA,NA,NA,8,Difference between 2020 control (2.8) and 2050+heat shock (3.6)
65,Gas Production,NA,Flood,2050,2020,%,0,NA,NA,NA,NA,NA,11,"Total gas production was reduced (qualitative assessment, setting to zero)"
66,Dry Matter Digestibility,NA,Flood,2050,2020,%,0,NA,NA,NA,NA,NA,11,"Reduced in-vitro DMD (qualitative assessment, setting to zero)"
67,Dry Matter Digestibility,NA,Drought,2050,2020,%,0,NA,NA,NA,NA,NA,11,"Reduced in-vitro DMD (qualitative assessment, setting to zero)"
68,Methane Production,NA,Flood,2050,2020,%,0,NA,NA,NA,NA,NA,11,"Methane levels were lower (qualitative assessment, setting to zero)"
69,Methane Production,NA,Drought,2050,2020,%,0,NA,NA,NA,NA,NA,11,"Methane levels were lower (qualitative assessment, setting to zero)"
70,Methane Production,NA,Heat Shock,2050,2020,%,0,NA,NA,NA,NA,NA,11,"Methane levels were lower (qualitative assessment, setting to zero)"
71,Acetate:Propionate Ratio,NA,Model-predicted data,2020,NA,Ratio,3.26,NA,NA,NA,NA,NA,11,
72,Propionate:Butyrate Ratio,NA,Model-predicted data,2020,NA,Ratio,1.54,NA,NA,NA,NA,NA,11,
