,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
14,GDP per capita growth,Global,"Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.701,0.248,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
15,GDP per capita growth,Global,"Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-1.072,0.373,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
16,GDP per capita growth,Global,"Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.378,0.141,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
17,GDP per capita growth,Global,"Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.572,0.208,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
18,GDP per capita growth,Global,"Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.586,0.196,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
19,GDP per capita growth,Global,"Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.908,0.290,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
20,GDP per capita growth,Global,"Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.709,0.249,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
21,GDP per capita growth,Global,"Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-1.105,0.372,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)+
22,GDP per capita growth,Global,"Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.441,0.217,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
23,GDP per capita growth,Global,"Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.500,0.249,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
24,GDP per capita growth,Global,"Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.699,0.346,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
25,GDP per capita growth,Global,"Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.783,0.380,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
26,GDP per capita growth,Global,"Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.834,0.445,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
27,GDP per capita growth,Global,"Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.909,0.485,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
28,GDP per capita growth,Global,"Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.451,0.217,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
29,GDP per capita growth,Global,"Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.508,0.249,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
30,GDP per capita growth,Global,"Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.712,0.346,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
31,GDP per capita growth,Global,"Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.806,0.380,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
32,GDP per capita growth,Global,"Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.851,0.446,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
33,GDP per capita growth,Global,"Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.954,0.485,NA,NA,NA,NA,6,̂𝜃𝛥̃𝑇𝑖𝑡(𝑚)-
34,GDP per capita growth,Global,"Abs Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.375,0.142,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
35,GDP per capita growth,Global,"Abs Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.523,0.201,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
36,GDP per capita growth,Global,"Abs Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.582,0.199,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
37,GDP per capita growth,Global,"Abs Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.836,0.284,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
38,GDP per capita growth,Global,"Abs Temp Dev, Spec1, FE",2014,Historical Norms,% change / degree C deviation,-0.702,0.252,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
39,GDP per capita growth,Global,"Abs Temp Dev, Spec1, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.981,0.361,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
40,GDP per capita growth,Global,"Abs Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.379,0.142,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
41,GDP per capita growth,Global,"Abs Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.529,0.201,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
42,GDP per capita growth,Global,"Abs Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.583,0.199,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
43,GDP per capita growth,Global,"Abs Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.841,0.284,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
44,GDP per capita growth,Global,"Abs Temp Dev, Spec2, FE",2014,Historical Norms,% change / degree C deviation,-0.706,0.253,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
45,GDP per capita growth,Global,"Abs Temp Dev, Spec2, HPJ-FE",2014,Historical Norms,% change / degree C deviation,-0.996,0.361,NA,NA,NA,NA,6,̂𝜃𝛥|̃𝑇𝑖𝑡(𝑚)|
46,GDP per capita growth,Global,"Paris Agreement, m=30",2030,1960-2014 Trends,percent,0.8,NA,NA,NA,NA,NA,10,benefit from mitigation policies
47,GDP per capita,Global,"RCP 2.6, m=30",2030,1960-2014 Trends,percent,-0.11,NA,NA,NA,NA,NA,10,
48,GDP per capita,Global,"RCP 2.6, m=30",2050,1960-2014 Trends,percent,-0.11,NA,NA,NA,NA,NA,10,
49,GDP per capita,Global,"RCP 2.6, m=30",2100,1960-2014 Trends,percent,-1.07,NA,NA,NA,NA,NA,10,
50,GDP per capita,Global,RCP 8.5,2030,1960-2014 Trends,percent,-0.80,NA,NA,NA,NA,NA,10,
51,GDP per capita,Global,RCP 8.5,2050,1960-2014 Trends,percent,-2.51,NA,NA,NA,NA,NA,10,
52,GDP per capita,Global,RCP 8.5,2100,1960-2014 Trends,percent,-7.22,NA,NA,NA,NA,NA,10,
53,GDP per capita,Global,"RCP 8.5, m=20",2100,Constant Temp,percent,-4.64,NA,NA,NA,NA,NA,10,
54,GDP per capita,Global,"RCP 8.5, m=30",2100,Constant Temp,percent,-7.64,NA,NA,NA,NA,NA,10,
55,GDP per capita,Global,"RCP 8.5, m=40",2100,Constant Temp,percent,-10.67,NA,NA,NA,NA,NA,10,
56,GDP per capita,Global,"RCP 8.5, High V",2100,Baseline,percent,-13.11,NA,NA,NA,NA,NA,10,almost doubling at the global level
57,GDP per capita,United States,"RCP 8.5, High V",2100,Baseline,percent,-70,NA,NA,NA,NA,NA,10,70 percent higher compared to the baseline counterfactual
58,GDP per capita losses,China,"RCP 8.5, m=30",2030,Reference case,percent,-0.50,NA,NA,NA,NA,NA,10,
59,GDP per capita losses,European Union,"RCP 8.5, m=30",2030,Reference case,percent,-1.20,NA,NA,NA,NA,NA,10,
60,GDP per capita losses,India,"RCP 8.5, m=30",2030,Reference case,percent,-1.20,NA,NA,NA,NA,NA,10,
61,GDP per capita losses,Russia,"RCP 8.5, m=30",2030,Reference case,percent,-0.50,NA,NA,NA,NA,NA,10,
62,GDP per capita losses,United States,"RCP 8.5, m=30",2030,Reference case,percent,-0.8,NA,NA,NA,NA,NA,10,
63,GDP per capita losses,China,"RCP 8.5, m=30",2050,Reference case,percent,-1.53,NA,NA,NA,NA,NA,10,
64,GDP per capita losses,European Union,"RCP 8.5, m=30",2050,Reference case,percent,-3.77,NA,NA,NA,NA,NA,10,
65,GDP per capita losses,India,"RCP 8.5, m=30",2050,Reference case,percent,-3.77,NA,NA,NA,NA,NA,10,
66,GDP per capita losses,Russia,"RCP 8.5, m=30",2050,Reference case,percent,-1.53,NA,NA,NA,NA,NA,10,
67,GDP per capita losses,United States,"RCP 8.5, m=30",2050,Reference case,percent,-2.25,NA,NA,NA,NA,NA,10,
68,GDP per capita losses,China,"RCP 8.5, m=30",2100,Reference case,percent,-4.35,NA,NA,NA,NA,NA,10,
69,GDP per capita losses,European Union,"RCP 8.5, m=30",2100,Reference case,percent,-10.52,NA,NA,NA,NA,NA,10,
70,GDP per capita losses,India,"RCP 8.5, m=30",2100,Reference case,percent,-10.52,NA,NA,NA,NA,NA,10,
71,GDP per capita losses,Russia,"RCP 8.5, m=30",2100,Reference case,percent,-4.35,NA,NA,NA,NA,NA,10,
72,GDP per capita losses,United States,"RCP 8.5, m=30",2100,Reference case,percent,-7.22,NA,NA,NA,NA,NA,10,reflecting IPCC’s projections of a sharp increase in the country’s average temperature in the absence of mitigation efforts
73,GDP per capita growth,Global,Persistent Temp,2100,Historical Norm,percentage points per year,-0.0543,NA,NA,NA,NA,NA,11,Long-term impact
74,GDP per capita,Global,RCP 2.6,2100,No CC,percent,-1,NA,NA,NA,NA,NA,11,Paris Agreement scenario
75,GDP per capita,Global,RCP 8.5,2100,No CC,percent,-7,NA,NA,NA,NA,NA,11,
76,GDP per capita,Global,RCP 8.5,2100,No CC,percent,-13,NA,NA,NA,NA,NA,11,Increased climate variability
77,GDP per capita,World,RCP 2.6,2030,No CC,%,-0.01,NA,NA,NA,NA,NA,12,m=20
78,GDP per capita,World,RCP 2.6,2030,No CC,%,-0.01,NA,NA,NA,NA,NA,12,m=30
79,GDP per capita,World,RCP 2.6,2030,No CC,%,-0.02,NA,NA,NA,NA,NA,12,m=40
80,GDP per capita,World,RCP 8.5,2030,No CC,%,0.40,NA,NA,NA,NA,NA,12,m=20
81,GDP per capita,World,RCP 8.5,2030,No CC,%,0.80,NA,NA,NA,NA,NA,12,m=30
82,GDP per capita,World,RCP 8.5,2030,No CC,%,1.25,NA,NA,NA,NA,NA,12,m=40
83,GDP per capita,China,RCP 2.6,2030,No CC,%,-0.22,NA,NA,NA,NA,NA,12,m=20
84,GDP per capita,China,RCP 2.6,2030,No CC,%,-0.45,NA,NA,NA,NA,NA,12,m=30
85,GDP per capita,China,RCP 2.6,2030,No CC,%,-0.71,NA,NA,NA,NA,NA,12,m=40
86,GDP per capita,China,RCP 8.5,2030,No CC,%,0.31,NA,NA,NA,NA,NA,12,m=20
87,GDP per capita,China,RCP 8.5,2030,No CC,%,0.58,NA,NA,NA,NA,NA,12,m=30
88,GDP per capita,China,RCP 8.5,2030,No CC,%,0.87,NA,NA,NA,NA,NA,12,m=40
89,GDP per capita,European Union,RCP 2.6,2030,No CC,%,-0.04,NA,NA,NA,NA,NA,12,m=20
90,GDP per capita,European Union,RCP 2.6,2030,No CC,%,-0.08,NA,NA,NA,NA,NA,12,m=30
91,GDP per capita,European Union,RCP 2.6,2030,No CC,%,-0.13,NA,NA,NA,NA,NA,12,m=40
92,GDP per capita,European Union,RCP 8.5,2030,No CC,%,0.24,NA,NA,NA,NA,NA,12,m=20
93,GDP per capita,European Union,RCP 8.5,2030,No CC,%,0.50,NA,NA,NA,NA,NA,12,m=30
94,GDP per capita,European Union,RCP 8.5,2030,No CC,%,0.80,NA,NA,NA,NA,NA,12,m=40
95,GDP per capita,India,RCP 2.6,2030,No CC,%,0.12,NA,NA,NA,NA,NA,12,m=20
96,GDP per capita,India,RCP 2.6,2030,No CC,%,0.26,NA,NA,NA,NA,NA,12,m=30
97,GDP per capita,India,RCP 2.6,2030,No CC,%,0.42,NA,NA,NA,NA,NA,12,m=40
98,GDP per capita,India,RCP 8.5,2030,No CC,%,0.60,NA,NA,NA,NA,NA,12,m=20
99,GDP per capita,India,RCP 8.5,2030,No CC,%,1.16,NA,NA,NA,NA,NA,12,m=30
100,GDP per capita,India,RCP 8.5,2030,No CC,%,1.78,NA,NA,NA,NA,NA,12,m=40
101,GDP per capita,Russia,RCP 2.6,2030,No CC,%,-0.07,NA,NA,NA,NA,NA,12,m=20
102,GDP per capita,Russia,RCP 2.6,2030,No CC,%,-0.14,NA,NA,NA,NA,NA,12,m=30
103,GDP per capita,Russia,RCP 2.6,2030,No CC,%,-0.23,NA,NA,NA,NA,NA,12,m=40
104,GDP per capita,Russia,RCP 8.5,2030,No CC,%,0.51,NA,NA,NA,NA,NA,12,m=20
105,GDP per capita,Russia,RCP 8.5,2030,No CC,%,1.03,NA,NA,NA,NA,NA,12,m=30
106,GDP per capita,Russia,RCP 8.5,2030,No CC,%,1.63,NA,NA,NA,NA,NA,12,m=40
107,GDP per capita,United States,RCP 2.6,2030,No CC,%,0.10,NA,NA,NA,NA,NA,12,m=20
108,GDP per capita,United States,RCP 2.6,2030,No CC,%,0.20,NA,NA,NA,NA,NA,12,m=30
109,GDP per capita,United States,RCP 2.6,2030,No CC,%,0.33,NA,NA,NA,NA,NA,12,m=40
110,GDP per capita,United States,RCP 8.5,2030,No CC,%,0.60,NA,NA,NA,NA,NA,12,m=20
111,GDP per capita,United States,RCP 8.5,2030,No CC,%,1.20,NA,NA,NA,NA,NA,12,m=30
112,GDP per capita,United States,RCP 8.5,2030,No CC,%,1.86,NA,NA,NA,NA,NA,12,m=40
113,GDP per capita,World,RCP 2.6,2050,No CC,%,0.06,NA,NA,NA,NA,NA,12,m=20
114,GDP per capita,World,RCP 2.6,2050,No CC,%,0.11,NA,NA,NA,NA,NA,12,m=30
115,GDP per capita,World,RCP 2.6,2050,No CC,%,0.16,NA,NA,NA,NA,NA,12,m=40
116,GDP per capita,World,RCP 8.5,2050,No CC,%,1.39,NA,NA,NA,NA,NA,12,m=20
117,GDP per capita,World,RCP 8.5,2050,No CC,%,2.51,NA,NA,NA,NA,NA,12,m=30
118,GDP per capita,World,RCP 8.5,2050,No CC,%,3.67,NA,NA,NA,NA,NA,12,m=40
119,GDP per capita,China,RCP 2.6,2050,No CC,%,-0.38,NA,NA,NA,NA,NA,12,m=20
120,GDP per capita,China,RCP 2.6,2050,No CC,%,-0.80,NA,NA,NA,NA,NA,12,m=30
121,GDP per capita,China,RCP 2.6,2050,No CC,%,-1.31,NA,NA,NA,NA,NA,12,m=40
122,GDP per capita,China,RCP 8.5,2050,No CC,%,0.90,NA,NA,NA,NA,NA,12,m=20
123,GDP per capita,China,RCP 8.5,2050,No CC,%,1.62,NA,NA,NA,NA,NA,12,m=30
124,GDP per capita,China,RCP 8.5,2050,No CC,%,2.30,NA,NA,NA,NA,NA,12,m=40
125,GDP per capita,European Union,RCP 2.6,2050,No CC,%,-0.06,NA,NA,NA,NA,NA,12,m=20
126,GDP per capita,European Union,RCP 2.6,2050,No CC,%,-0.13,NA,NA,NA,NA,NA,12,m=30
127,GDP per capita,European Union,RCP 2.6,2050,No CC,%,-0.22,NA,NA,NA,NA,NA,12,m=40
128,GDP per capita,European Union,RCP 8.5,2050,No CC,%,0.79,NA,NA,NA,NA,NA,12,m=20
129,GDP per capita,European Union,RCP 8.5,2050,No CC,%,1.53,NA,NA,NA,NA,NA,12,m=30
130,GDP per capita,European Union,RCP 8.5,2050,No CC,%,2.35,NA,NA,NA,NA,NA,12,m=40
131,GDP per capita,India,RCP 2.6,2050,No CC,%,0.41,NA,NA,NA,NA,NA,12,m=20
132,GDP per capita,India,RCP 2.6,2050,No CC,%,0.81,NA,NA,NA,NA,NA,12,m=30
133,GDP per capita,India,RCP 2.6,2050,No CC,%,1.27,NA,NA,NA,NA,NA,12,m=40
134,GDP per capita,India,RCP 8.5,2050,No CC,%,2.13,NA,NA,NA,NA,NA,12,m=20
135,GDP per capita,India,RCP 8.5,2050,No CC,%,3.62,NA,NA,NA,NA,NA,12,m=30
136,GDP per capita,India,RCP 8.5,2050,No CC,%,5.08,NA,NA,NA,NA,NA,12,m=40
137,GDP per capita,Russia,RCP 2.6,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,12,m=20
138,GDP per capita,Russia,RCP 2.6,2050,No CC,%,-0.34,NA,NA,NA,NA,NA,12,m=30
139,GDP per capita,Russia,RCP 2.6,2050,No CC,%,-0.56,NA,NA,NA,NA,NA,12,m=40
140,GDP per capita,Russia,RCP 8.5,2050,No CC,%,1.62,NA,NA,NA,NA,NA,12,m=20
141,GDP per capita,Russia,RCP 8.5,2050,No CC,%,3.08,NA,NA,NA,NA,NA,12,m=30
142,GDP per capita,Russia,RCP 8.5,2050,No CC,%,4.61,NA,NA,NA,NA,NA,12,m=40
143,GDP per capita,United States,RCP 2.6,2050,No CC,%,0.29,NA,NA,NA,NA,NA,12,m=20
144,GDP per capita,United States,RCP 2.6,2050,No CC,%,0.60,NA,NA,NA,NA,NA,12,m=30
145,GDP per capita,United States,RCP 2.6,2050,No CC,%,0.96,NA,NA,NA,NA,NA,12,m=40
146,GDP per capita,United States,RCP 8.5,2050,No CC,%,2.13,NA,NA,NA,NA,NA,12,m=20
147,GDP per capita,United States,RCP 8.5,2050,No CC,%,3.77,NA,NA,NA,NA,NA,12,m=30
148,GDP per capita,United States,RCP 8.5,2050,No CC,%,5.39,NA,NA,NA,NA,NA,12,m=40
149,GDP per capita,World,RCP 2.6,2100,No CC,%,0.58,NA,NA,NA,NA,NA,12,m=20
150,GDP per capita,World,RCP 2.6,2100,No CC,%,1.07,NA,NA,NA,NA,NA,12,m=30
151,GDP per capita,World,RCP 2.6,2100,No CC,%,1.57,NA,NA,NA,NA,NA,12,m=40
152,GDP per capita,World,RCP 8.5,2100,No CC,%,4.44,NA,NA,NA,NA,NA,12,m=20
153,GDP per capita,World,RCP 8.5,2100,No CC,%,7.22,NA,NA,NA,NA,NA,12,m=30
154,GDP per capita,World,RCP 8.5,2100,No CC,%,9.96,NA,NA,NA,NA,NA,12,m=40
155,GDP per capita,China,RCP 2.6,2100,No CC,%,0.24,NA,NA,NA,NA,NA,12,m=20
156,GDP per capita,China,RCP 2.6,2100,No CC,%,0.45,NA,NA,NA,NA,NA,12,m=30
157,GDP per capita,China,RCP 2.6,2100,No CC,%,0.67,NA,NA,NA,NA,NA,12,m=40
158,GDP per capita,China,RCP 8.5,2100,No CC,%,2.67,NA,NA,NA,NA,NA,12,m=20
159,GDP per capita,China,RCP 8.5,2100,No CC,%,4.35,NA,NA,NA,NA,NA,12,m=30
160,GDP per capita,China,RCP 8.5,2100,No CC,%,5.93,NA,NA,NA,NA,NA,12,m=40
161,GDP per capita,European Union,RCP 2.6,2100,No CC,%,0.05,NA,NA,NA,NA,NA,12,m=20
162,GDP per capita,European Union,RCP 2.6,2100,No CC,%,0.09,NA,NA,NA,NA,NA,12,m=30
163,GDP per capita,European Union,RCP 2.6,2100,No CC,%,0.13,NA,NA,NA,NA,NA,12,m=40
164,GDP per capita,European Union,RCP 8.5,2100,No CC,%,2.67,NA,NA,NA,NA,NA,12,m=20
165,GDP per capita,European Union,RCP 8.5,2100,No CC,%,4.66,NA,NA,NA,NA,NA,12,m=30
166,GDP per capita,European Union,RCP 8.5,2100,No CC,%,6.69,NA,NA,NA,NA,NA,12,m=40
167,GDP per capita,India,RCP 2.6,2100,No CC,%,1.44,NA,NA,NA,NA,NA,12,m=20
168,GDP per capita,India,RCP 2.6,2100,No CC,%,2.57,NA,NA,NA,NA,NA,12,m=30
169,GDP per capita,India,RCP 2.6,2100,No CC,%,3.69,NA,NA,NA,NA,NA,12,m=40
170,GDP per capita,India,RCP 8.5,2100,No CC,%,6.37,NA,NA,NA,NA,NA,12,m=20
171,GDP per capita,India,RCP 8.5,2100,No CC,%,9.90,NA,NA,NA,NA,NA,12,m=30
172,GDP per capita,India,RCP 8.5,2100,No CC,%,13.39,NA,NA,NA,NA,NA,12,m=40
173,GDP per capita,Russia,RCP 2.6,2100,No CC,%,-0.33,NA,NA,NA,NA,NA,12,m=20
174,GDP per capita,Russia,RCP 2.6,2100,No CC,%,-0.71,NA,NA,NA,NA,NA,12,m=30
175,GDP per capita,Russia,RCP 2.6,2100,No CC,%,-1.19,NA,NA,NA,NA,NA,12,m=40
176,GDP per capita,Russia,RCP 8.5,2100,No CC,%,5.28,NA,NA,NA,NA,NA,12,m=20
177,GDP per capita,Russia,RCP 8.5,2100,No CC,%,8.93,NA,NA,NA,NA,NA,12,m=30
178,GDP per capita,Russia,RCP 8.5,2100,No CC,%,12.46,NA,NA,NA,NA,NA,12,m=40
179,GDP per capita,United States,RCP 2.6,2100,No CC,%,0.98,NA,NA,NA,NA,NA,12,m=20
180,GDP per capita,United States,RCP 2.6,2100,No CC,%,1.88,NA,NA,NA,NA,NA,12,m=30
181,GDP per capita,United States,RCP 2.6,2100,No CC,%,2.84,NA,NA,NA,NA,NA,12,m=40
182,GDP per capita,United States,RCP 8.5,2100,No CC,%,6.66,NA,NA,NA,NA,NA,12,m=20
183,GDP per capita,United States,RCP 8.5,2100,No CC,%,10.52,NA,NA,NA,NA,NA,12,m=30
184,GDP per capita,United States,RCP 8.5,2100,No CC,%,14.32,NA,NA,NA,NA,NA,12,m=40
185,GDP per capita,World,RCP 8.5,2030,No CC,%,2.02,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
186,GDP per capita,China,RCP 8.5,2030,No CC,%,0.78,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
187,GDP per capita,European Union,RCP 8.5,2030,No CC,%,1.45,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
188,GDP per capita,India,RCP 8.5,2030,No CC,%,2.62,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
189,GDP per capita,Russia,RCP 8.5,2030,No CC,%,2.00,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
190,GDP per capita,United States,RCP 8.5,2030,No CC,%,2.66,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
191,GDP per capita,World,RCP 8.5,2050,No CC,%,5.18,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
192,GDP per capita,China,RCP 8.5,2050,No CC,%,1.99,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
193,GDP per capita,European Union,RCP 8.5,2050,No CC,%,3.71,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
194,GDP per capita,India,RCP 8.5,2050,No CC,%,6.70,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
195,GDP per capita,Russia,RCP 8.5,2050,No CC,%,5.13,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
196,GDP per capita,United States,RCP 8.5,2050,No CC,%,6.81,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
197,GDP per capita,World,RCP 8.5,2100,No CC,%,13.11,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
198,GDP per capita,China,RCP 8.5,2100,No CC,%,5.02,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
199,GDP per capita,European Union,RCP 8.5,2100,No CC,%,9.37,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
200,GDP per capita,India,RCP 8.5,2100,No CC,%,16.92,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
201,GDP per capita,Russia,RCP 8.5,2100,No CC,%,12.94,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
202,GDP per capita,United States,RCP 8.5,2100,No CC,%,17.19,NA,NA,NA,NA,NA,12,"sigma1T=mu1T/mu0T * sigma0T, m=30"
