,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,Climate influence,African countries,NA,2000,Socioeconomic,NA,0.17,NA,NA,NA,NA,NA,Page 7,"10-year lagged, CI 0.099-0.291"
14,Temp/Precip Ratio,African countries,NA,1997,NA,NA,0.52,NA,23.4%,NA,115.4%,NA,Page 7,
15,GDP per capita growth,Africa,NA,1995,No CC,%,0,NA,NA,NA,NA,NA,Fig. 3,"Average over the period 1986-2005, combined effects of precipitation and temperature. No specific value given, so defaulting to zero."
16,GDP per capita,African countries,SSP2,2050,SSP2 baseline,%,-10,NA,NA,NA,NA,NA,Page 8,"Western Africa and Eastern Africa, high warming."
17,GDP per capita,African countries,SSP2,2050,SSP2 baseline,%,-5,NA,NA,NA,NA,NA,Page 8,"Northern, Southern and Central Africa."
18,Macroeconomic risks,Africa,High warming,2050,Low warming,ratio,2,NA,NA,NA,NA,NA,Page 8,Macroeconomic risks are almost twice as high
19,GDP per capita growth,Eastern Africa,RCP2.6,2030,SSP2,%,-0.19,NA,25%,1.42,75%,0.53,Table 2,Median value
20,GDP per capita growth,Eastern Africa,RCP8.5,2030,SSP2,%,-0.70,NA,25%,1.94,75%,0.20,Table 2,Median value
21,GDP per capita growth,Central Africa,RCP2.6,2030,SSP2,%,-1.85,NA,25%,4.18,75%,0.20,Table 2,Median value
22,GDP per capita growth,Central Africa,RCP8.5,2030,SSP2,%,-2.30,NA,25%,4.79,75%,0.33,Table 2,Median value
23,GDP per capita growth,Northern Africa,RCP2.6,2030,SSP2,%,-0.47,NA,25%,2.48,75%,0.50,Table 2,Median value
24,GDP per capita growth,Northern Africa,RCP8.5,2030,SSP2,%,-0.97,NA,25%,2.96,75%,0.26,Table 2,Median value
25,GDP per capita growth,Southern Africa,RCP2.6,2030,SSP2,%,-0.97,NA,25%,2.83,75%,0.22,Table 2,Median value
26,GDP per capita growth,Southern Africa,RCP8.5,2030,SSP2,%,-0.89,NA,25%,2.67,75%,0.16,Table 2,Median value
27,GDP per capita growth,Western Africa,RCP2.6,2030,SSP2,%,-0.87,NA,25%,3.06,75%,0.89,Table 2,Median value
28,GDP per capita growth,Western Africa,RCP8.5,2030,SSP2,%,-1.64,NA,25%,4.77,75%,0.33,Table 2,Median value
29,Income Convergence,African countries,RCP8.5,2050,SSP2,Years,10,NA,NA,NA,NA,NA,Page 9,"Delayed convergence, Gini index median"
30,Income Convergence,African countries,RCP8.5,2050,SSP2,Years,11,NA,NA,NA,NA,NA,Page 9,"Delayed convergence, Atkinson index median"
31,Income Convergence,African countries,RCP8.5,2050,SSP2,Years,19,NA,NA,NA,95%,NA,Page 9,Upper bound of 95 percent confidence interval of Atkinson index
32,Delayed Convergence,African countries,RCP8.5,2050,SSP2,Years,-5,NA,95%,-7,NA,NA,Figure 5,Based on Gini (not weighted)
33,Delayed Convergence,African countries,RCP2.6,2050,SSP2,Years,-4.6,NA,NA,NA,NA,NA,Figure 5,Based on Gini (not weighted)
34,Delayed Convergence,African countries,RCP8.5,2050,SSP2,Years,-8,NA,95%,-10,NA,NA,Figure 5,Based on Gini (population weighted)
35,Delayed Convergence,African countries,RCP2.6,2050,SSP2,Years,-5,NA,NA,NA,NA,NA,Figure 5,Based on Gini (population weighted)
36,Delayed Convergence,African countries,RCP8.5,2050,SSP2,Years,-8,NA,95%,-10,NA,NA,Figure 5,Based on Atkinson (not weighted)
37,Delayed Convergence,African countries,RCP2.6,2050,SSP2,Years,-5,NA,NA,NA,NA,NA,Figure 5,Based on Atkinson (not weighted)
38,Delayed Convergence,African countries,RCP8.5,2050,SSP2,Years,-8,NA,95%,-11,NA,NA,Figure 5,Based on Atkinson (population weighted)
39,Delayed Convergence,African countries,RCP2.6,2050,SSP2,Years,-5.5,NA,NA,NA,NA,NA,Figure 5,Based on Atkinson (population weighted)
40,Economic Impacts,African countries,RCP8.5,2050,RCP2.6,Times,-2,NA,NA,NA,NA,NA,Page 10,Impacts are almost twice as high in the high warming scenario as in the low warming scenario
