,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
34,Poverty rate,Africa,SSP3,2030,NA,%,25.68,NA,NA,NA,NA,NA,6,
35,Poverty headcount,Africa,SSP4,2030,NA,millions,427.12,NA,NA,NA,NA,NA,6,
36,Poverty rate,Africa,SSP4,2030,NA,%,25.74,NA,NA,NA,NA,NA,6,
37,Poverty headcount,Africa,SSP5,2030,NA,millions,317.32,NA,NA,NA,NA,NA,6,
38,Poverty rate,Africa,SSP5,2030,NA,%,20.15,NA,NA,NA,NA,NA,6,
39,Poverty headcount,Asia,SSP1,2030,NA,millions,31.72,NA,NA,NA,NA,NA,6,
40,Poverty rate,Asia,SSP1,2030,NA,%,0.66,NA,NA,NA,NA,NA,6,
41,Poverty headcount,Asia,SSP2,2030,NA,millions,35.74,NA,NA,NA,NA,NA,6,
42,Poverty rate,Asia,SSP2,2030,NA,%,0.73,NA,NA,NA,NA,NA,6,
43,Poverty headcount,Asia,SSP3,2030,NA,millions,40.36,NA,NA,NA,NA,NA,6,
44,Poverty rate,Asia,SSP3,2030,NA,%,0.81,NA,NA,NA,NA,NA,6,
45,Poverty headcount,Asia,SSP4,2030,NA,millions,38.46,NA,NA,NA,NA,NA,6,
46,Poverty rate,Asia,SSP4,2030,NA,%,0.79,NA,NA,NA,NA,NA,6,
47,Poverty headcount,Asia,SSP5,2030,NA,millions,30.62,NA,NA,NA,NA,NA,6,
48,Poverty rate,Asia,SSP5,2030,NA,%,0.64,NA,NA,NA,NA,NA,6,
49,Poverty headcount,Europe,SSP1,2030,NA,millions,2.21,NA,NA,NA,NA,NA,6,
50,Poverty rate,Europe,SSP1,2030,NA,%,0.30,NA,NA,NA,NA,NA,6,
51,Poverty headcount,Europe,SSP2,2030,NA,millions,2.19,NA,NA,NA,NA,NA,6,
52,Poverty rate,Europe,SSP2,2030,NA,%,0.29,NA,NA,NA,NA,NA,6,
53,Poverty headcount,Europe,SSP3,2030,NA,millions,2.12,NA,NA,NA,NA,NA,6,
54,Poverty rate,Europe,SSP3,2030,NA,%,0.29,NA,NA,NA,NA,NA,6,
55,Poverty headcount,Europe,SSP4,2030,NA,millions,2.16,NA,NA,NA,NA,NA,6,
56,Poverty rate,Europe,SSP4,2030,NA,%,0.29,NA,NA,NA,NA,NA,6,
57,Poverty headcount,Europe,SSP5,2030,NA,millions,2.28,NA,NA,NA,NA,NA,6,
58,Poverty rate,Europe,SSP5,2030,NA,%,0.30,NA,NA,NA,NA,NA,6,
59,Poverty headcount,North America,SSP1,2030,NA,millions,9.90,NA,NA,NA,NA,NA,6,
60,Poverty rate,North America,SSP1,2030,NA,%,1.55,NA,NA,NA,NA,NA,6,
61,Poverty headcount,North America,SSP2,2030,NA,millions,10.70,NA,NA,NA,NA,NA,6,
62,Poverty rate,North America,SSP2,2030,NA,%,1.66,NA,NA,NA,NA,NA,6,
63,Poverty headcount,North America,SSP3,2030,NA,millions,12.02,NA,NA,NA,NA,NA,6,
64,Poverty rate,North America,SSP3,2030,NA,%,1.89,NA,NA,NA,NA,NA,6,
65,Poverty headcount,North America,SSP4,2030,NA,millions,11.48,NA,NA,NA,NA,NA,6,
66,Poverty rate,North America,SSP4,2030,NA,%,1.80,NA,NA,NA,NA,NA,6,
67,Poverty headcount,North America,SSP5,2030,NA,millions,9.38,NA,NA,NA,NA,NA,6,
68,Poverty rate,North America,SSP5,2030,NA,%,1.44,NA,NA,NA,NA,NA,6,
69,Poverty headcount,Oceania,SSP1,2030,NA,millions,2.41,NA,NA,NA,NA,NA,6,
70,Poverty rate,Oceania,SSP1,2030,NA,%,5.20,NA,NA,NA,NA,NA,6,
71,Poverty headcount,Oceania,SSP2,2030,NA,millions,2.66,NA,NA,NA,NA,NA,6,
72,Poverty rate,Oceania,SSP2,2030,NA,%,5.71,NA,NA,NA,NA,NA,6,
73,Poverty headcount,Oceania,SSP3,2030,NA,millions,2.89,NA,NA,NA,NA,NA,6,
74,Poverty rate,Oceania,SSP3,2030,NA,%,6.39,NA,NA,NA,NA,NA,6,
75,Poverty headcount,Oceania,SSP4,2030,NA,millions,2.93,NA,NA,NA,NA,NA,6,
76,Poverty rate,Oceania,SSP4,2030,NA,%,6.30,NA,NA,NA,NA,NA,6,
77,Poverty headcount,Oceania,SSP5,2030,NA,millions,2.34,NA,NA,NA,NA,NA,6,
78,Poverty rate,Oceania,SSP5,2030,NA,%,4.90,NA,NA,NA,NA,NA,6,
79,Poverty headcount,South America,SSP1,2030,NA,millions,15.85,NA,NA,NA,NA,NA,6,
80,Poverty rate,South America,SSP1,2030,NA,%,3.43,NA,NA,NA,NA,NA,6,
81,Poverty headcount,South America,SSP2,2030,NA,millions,17.17,NA,NA,NA,NA,NA,6,
82,Poverty rate,South America,SSP2,2030,NA,%,3.65,NA,NA,NA,NA,NA,6,
83,Poverty headcount,South America,SSP3,2030,NA,millions,18.85,NA,NA,NA,NA,NA,6,
84,Poverty rate,South America,SSP3,2030,NA,%,3.91,NA,NA,NA,NA,NA,6,
85,Poverty headcount,South America,SSP4,2030,NA,millions,17.01,NA,NA,NA,NA,NA,6,
86,Poverty rate,South America,SSP4,2030,NA,%,3.66,NA,NA,NA,NA,NA,6,
87,Poverty headcount,South America,SSP5,2030,NA,millions,15.37,NA,NA,NA,NA,NA,6,
88,Poverty rate,South America,SSP5,2030,NA,%,3.34,NA,NA,NA,NA,NA,6,
89,Poverty headcount,World,SSP1,2030,NA,millions,396.78,NA,NA,NA,NA,NA,6,
90,Poverty rate,World,SSP1,2030,NA,%,4.79,NA,NA,NA,NA,NA,6,
91,Poverty headcount,World,SSP2,2030,NA,millions,444.88,NA,NA,NA,NA,NA,6,
92,Poverty rate,World,SSP2,2030,NA,%,5.29,NA,NA,NA,NA,NA,6,
93,Poverty headcount,World,SSP3,2030,NA,millions,506.02,NA,NA,NA,NA,NA,6,
94,Poverty rate,World,SSP3,2030,NA,%,5.92,NA,NA,NA,NA,NA,6,
95,Poverty headcount,World,SSP4,2030,NA,millions,499.16,NA,NA,NA,NA,NA,6,
96,Poverty rate,World,SSP4,2030,NA,%,5.95,NA,NA,NA,NA,NA,6,
97,Poverty headcount,World,SSP5,2030,NA,millions,377.29,NA,NA,NA,NA,NA,6,
98,Poverty rate,World,SSP5,2030,NA,%,4.55,NA,NA,NA,NA,NA,6,
