,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
46,GDP,Germany,Scenario 1,2020,Base year,%,-0.27,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
47,Investment,Germany,Scenario 1,2020,Base year,%,-0.25,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
48,Employment,Germany,Scenario 1,2020,Base year,%,-0.27,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
49,Water use,Germany,Scenario 1,2020,Base year,%,-0.46,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
50,GDP,Germany,Scenario 2,2020,Base year,%,-0.14,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 5"
51,Investment,Germany,Scenario 2,2020,Base year,%,-0.60,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 5"
52,Employment,Germany,Scenario 2,2020,Base year,%,-0.17,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 5"
53,Water use,Germany,Scenario 2,2020,Base year,%,-0.26,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 5"
54,GDP,Germany,Scenario 2,2020,Base year,%,-0.22,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 8"
55,Investment,Germany,Scenario 2,2020,Base year,%,-0.77,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 8"
56,Employment,Germany,Scenario 2,2020,Base year,%,-0.25,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 8"
57,Water use,Germany,Scenario 2,2020,Base year,%,-0.37,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 8"
58,GDP,Germany,Scenario 2,2020,Base year,%,-0.07,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 10"
59,Investment,Germany,Scenario 2,2020,Base year,%,-0.04,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 10"
60,Employment,Germany,Scenario 2,2020,Base year,%,-0.06,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 10"
61,Water use,Germany,Scenario 2,2020,Base year,%,-0.10,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Time period 10"
62,GDP,Germany,Scenario 2,2020,Base year,%,-0.89,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Total (all time periods)"
63,Investment,Germany,Scenario 2,2020,Base year,%,-1.04,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Total (all time periods)"
64,Employment,Germany,Scenario 2,2020,Base year,%,-0.86,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Total (all time periods)"
65,Water use,Germany,Scenario 2,2020,Base year,%,-1.39,NA,NA,NA,NA,NA,Page 3,"Myopic foresight, Total (all time periods)"
66,GDP,Germany,Scenario 2,2020,Base year,%,-0.14,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 5"
67,Investment,Germany,Scenario 2,2020,Base year,%,-0.60,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 5"
68,Employment,Germany,Scenario 2,2020,Base year,%,-0.17,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 5"
69,Water use,Germany,Scenario 2,2020,Base year,%,-0.26,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 5"
70,GDP,Germany,Scenario 2,2020,Base year,%,-0.24,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 8"
71,Investment,Germany,Scenario 2,2020,Base year,%,-0.74,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 8"
72,Employment,Germany,Scenario 2,2020,Base year,%,-0.27,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 8"
73,Water use,Germany,Scenario 2,2020,Base year,%,-0.41,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 8"
74,GDP,Germany,Scenario 2,2020,Base year,%,-0.11,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 10"
75,Investment,Germany,Scenario 2,2020,Base year,%,-0.00,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 10"
76,Employment,Germany,Scenario 2,2020,Base year,%,-0.10,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 10"
77,Water use,Germany,Scenario 2,2020,Base year,%,-0.17,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Time period 10"
78,GDP,Germany,Scenario 2,2020,Base year,%,-0.89,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Total (all time periods)"
79,Investment,Germany,Scenario 2,2020,Base year,%,-1.04,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Total (all time periods)"
80,Employment,Germany,Scenario 2,2020,Base year,%,-0.86,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Total (all time periods)"
81,Water use,Germany,Scenario 2,2020,Base year,%,-1.38,NA,NA,NA,NA,NA,Page 3,"Imperfect foresight, Total (all time periods)"
82,GDP,Germany,Scenario 2,2020,Base year,%,-0.17,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 5"
83,Investment,Germany,Scenario 2,2020,Base year,%,-0.06,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 5"
84,Employment,Germany,Scenario 2,2020,Base year,%,-0.18,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 5"
85,Water use,Germany,Scenario 2,2020,Base year,%,-0.32,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 5"
86,GDP,Germany,Scenario 2,2020,Base year,%,-0.22,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 8"
87,Investment,Germany,Scenario 2,2020,Base year,%,-0.09,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 8"
88,Employment,Germany,Scenario 2,2020,Base year,%,-0.23,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 8"
89,Water use,Germany,Scenario 2,2020,Base year,%,-0.40,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 8"
90,GDP,Germany,Scenario 2,2020,Base year,%,-0.03,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 10"
91,Investment,Germany,Scenario 2,2020,Base year,%,-0.05,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 10"
92,Employment,Germany,Scenario 2,2020,Base year,%,-0.02,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 10"
93,Water use,Germany,Scenario 2,2020,Base year,%,-0.04,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Time period 10"
94,GDP,Germany,Scenario 2,2020,Base year,%,-0.68,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
95,Investment,Germany,Scenario 2,2020,Base year,%,-0.68,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
96,Employment,Germany,Scenario 2,2020,Base year,%,-0.66,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
97,Water use,Germany,Scenario 2,2020,Base year,%,-1.13,NA,NA,NA,NA,NA,Page 3,"Perfect foresight, Total (all time periods)"
98,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.40,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
99,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.38,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
100,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.36,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
101,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.40,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
102,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.39,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
103,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.36,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
104,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.29,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
105,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.27,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
106,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.25,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
107,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.92,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
108,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.89,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
109,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.83,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
110,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.92,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
111,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.89,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
112,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.83,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
113,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.71,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
114,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.68,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
115,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.63,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
116,Employment,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.34,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
117,Employment,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.37,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
118,Employment,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.39,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
119,Employment,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.34,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
120,Employment,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.37,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
121,Employment,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.39,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
122,Employment,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.25,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
123,Employment,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.27,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
124,Employment,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.28,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
125,Employment,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.79,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
126,Employment,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.86,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
127,Employment,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.90,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
128,Employment,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.79,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
129,Employment,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.86,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
130,Employment,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.89,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
131,Employment,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.61,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
132,Employment,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.66,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
133,Employment,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.69,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
134,Water use,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.57,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
135,Water use,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.60,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
136,Water use,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.60,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
137,Water use,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.57,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
138,Water use,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.60,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
139,Water use,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.61,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
140,Water use,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.44,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
141,Water use,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.46,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
142,Water use,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.46,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
143,Water use,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-1.33,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
144,Water use,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-1.39,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
145,Water use,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-1.40,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Myopic"
146,Water use,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-1.33,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
147,Water use,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-1.38,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
148,Water use,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-1.39,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Imperfect foresight"
149,Water use,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-1.09,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
150,Water use,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-1.13,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
151,Water use,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-1.14,NA,NA,NA,NA,NA,7,"Total impacts across all time periods, Perfect foresight"
152,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.16,NA,NA,NA,NA,NA,7,"Myopic, month 5"
153,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.14,NA,NA,NA,NA,NA,7,"Myopic, month 5"
154,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.13,NA,NA,NA,NA,NA,7,"Myopic, month 5"
155,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.16,NA,NA,NA,NA,NA,7,"Myopic, month 5"
156,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.14,NA,NA,NA,NA,NA,7,"Myopic, month 5"
157,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.13,NA,NA,NA,NA,NA,7,"Myopic, month 5"
158,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.16,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 5"
159,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.14,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 5"
160,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.13,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 5"
161,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.16,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 5"
162,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.14,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 5"
163,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.13,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 5"
164,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.17,NA,NA,NA,NA,NA,7,"Perfect foresight, month 5"
165,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.16,NA,NA,NA,NA,NA,7,"Perfect foresight, month 5"
166,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.15,NA,NA,NA,NA,NA,7,"Perfect foresight, month 5"
167,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.18,NA,NA,NA,NA,NA,7,"Perfect foresight, month 5"
168,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.17,NA,NA,NA,NA,NA,7,"Perfect foresight, month 5"
169,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.16,NA,NA,NA,NA,NA,7,"Perfect foresight, month 5"
170,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Myopic, month 8"
171,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.04,NA,NA,NA,NA,NA,7,"Myopic, month 8"
172,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Myopic, month 8"
173,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.24,NA,NA,NA,NA,NA,7,"Myopic, month 8"
174,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.22,NA,NA,NA,NA,NA,7,"Myopic, month 8"
175,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.20,NA,NA,NA,NA,NA,7,"Myopic, month 8"
176,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.06,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 8"
177,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.06,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 8"
178,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.05,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 8"
179,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.27,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 8"
180,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.24,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 8"
181,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.22,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 8"
182,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.01,NA,NA,NA,NA,NA,7,"Perfect foresight, month 8"
183,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.01,NA,NA,NA,NA,NA,7,"Perfect foresight, month 8"
184,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.01,NA,NA,NA,NA,NA,7,"Perfect foresight, month 8"
185,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.24,NA,NA,NA,NA,NA,7,"Perfect foresight, month 8"
186,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.22,NA,NA,NA,NA,NA,7,"Perfect foresight, month 8"
187,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.21,NA,NA,NA,NA,NA,7,"Perfect foresight, month 8"
188,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.02,NA,NA,NA,NA,NA,7,"Myopic, month 10"
189,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.02,NA,NA,NA,NA,NA,7,"Myopic, month 10"
190,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.02,NA,NA,NA,NA,NA,7,"Myopic, month 10"
191,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.07,NA,NA,NA,NA,NA,7,"Myopic, month 10"
192,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.07,NA,NA,NA,NA,NA,7,"Myopic, month 10"
193,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.06,NA,NA,NA,NA,NA,7,"Myopic, month 10"
194,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 10"
