,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
10,Imp,Global,IC,2025,RF,%,-50,NA,NA,NA,NA,NA,5,Decreases to nearly half,"
"
11,CIDR Chg,Brazil,RF,2050,2015,pct pts,-14,NA,NA,NA,NA,NA,5,Largest CIDR change,"
"
12,CIDR Chg,AUS_NZ,RF,2050,2015,pct pts,-14,NA,NA,NA,NA,NA,5,Largest CIDR change,"
"
13,Cereal Consumption,Global,CC,2050,RF,%,-3.5,NA,NA,NA,NA,NA,6,Decrease in global cereal consumption in CC scenario compared to RF scenario.,
14,Cereal Consumption,Global,IC,2050,RF,%,-7.5,NA,NA,NA,NA,NA,6,Combined impact of import dependency constraint and climate change (IC) on global cereal consumption relative to RF.,
15,Land Allocation,Global,ID,2050,NA,%,-3.6,NA,NA,NA,NA,NA,6,Average decrease in global land allocated to cereal crops due to the import dependency constraint. The year refers to an average over time but is expected to be relevant by 2050.,
16,Cereal Import Dependency,USA,CC,2050,RF,percentage points,2,NA,NA,NA,NA,NA,7,CIDR,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
17,Cereal Import Dependency,Western Africa,CC,2050,RF,percentage points,2,NA,NA,NA,NA,NA,7,CIDR,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
18,Cereal Trade,Global,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,7,Decrease in cereal trade is largest for regions that are the heaviest importers and exporters in RF. Negative because trade decreases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
19,Cereal Consumption,Global,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,7,Decrease in cereal consumption is largest for regions that are the heaviest importers and exporters in RF. Negative because consumption decreases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
20,Cereal Production,Middle East,ID,2050,RF,Mt,1,NA,NA,NA,NA,NA,7,Increase. Positive because production increases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
21,Cereal Consumption,Middle East,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,7,Decrease. Negative because consumption decreases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
22,Cereal Production,Western Africa,ID,2050,RF,Mt,1,NA,NA,NA,NA,NA,7,Increase. Positive because production increases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
23,Cereal Consumption,Western Africa,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,7,Decrease. Negative because consumption decreases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
24,Cereal Imports,Global,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,7,Related to Figure 2a. Negative because imports decrease.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
25,Cereal Consumption,Global,ID,2050,RF,Mt,-1,NA,NA,NA,NA,NA,7,Related to Figure 2b. Negative because consumption decreases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
26,Land Allocation,Global,ID,2050,RF,thous km²,-1,NA,NA,NA,NA,NA,7,Related to Figure 2c. Negative because land allocation decreases.,"""Climate change has a small effect on CIDR over the projection periods in the four selected regions. In 2050, the CIDR is 2 percentage points higher in CC than RF for USA and Western Africa, and changes minimally for Brazil and Middle East."" ""Fig 3 shows regional changes in cereal imports and exports in 2050 in ID compared to RF. Not surprisingly, the regions with the largest changes in trade are those that are the heaviest importers and exporters in RF (S2a Fig in S1 File). For example, USA, Brazil, Argentina, and Austra- lia_NZ, which are the major cereal exporters in RF, show the largest decrease in cereal export in ID due to global trade restrictions. Correspondingly, being the major cereal importers in RF, Middle East, Northern and Western Africa show the largest decrease in cereal import in ID. These patterns are maintained in IC."" ""That is, cereal importers in RF must increase cereal production in ID, with a resulting increase in price, as on the margin, production in these regions will be more expensive (e.g., Middle East and Western Africa in Fig 5), leading to a decrease in consumption."" ""The image consists of three line graphs labeled (a), (b), and (c), each representing data over a period from 2020 to 2050... (a) **Graph (a): Import (Mt)**... **ID (orange solid line):** Decreases sharply around 2030, then shows a slight increase... (b) **Graph (b): Consumption (Mt)**... **ID (orange solid line):** Increases with a lower slope... (c) **Graph (c): Land Allocation (thous km²)**... **ID (orange solid line):** Starts lower and decreases sharply then stabilizes."""
27,Production,USA,CC,2050,RF,%,-10.6,NA,NA,NA,NA,NA,Page 8,The impact of climate change on cereal production in the USA under the climate change (CC) scenario.,"While climate change can influence production and consumption changes in some regions, the impact of the trade perturbations is generally larger (Fig 4a and 4b). One exception is the USA, for which the changes for production and consumption in 2050 in CC, -10.6% and -9.0%, respectively, are comparable in magnitude to the production and consumption changes in ID, -11.8% and +8.9%, respectively. These changes are approximately additive in IC, where the increase in cereal consumption in ID is offset by the decrease in CC, resulting in a consumption change of -1.8% in IC (Fig 4c). Page 8."
28,Consumption,USA,CC,2050,RF,%,-9.0,NA,NA,NA,NA,NA,Page 8,The impact of climate change on cereal consumption in the USA under the climate change (CC) scenario.,"While climate change can influence production and consumption changes in some regions, the impact of the trade perturbations is generally larger (Fig 4a and 4b). One exception is the USA, for which the changes for production and consumption in 2050 in CC, -10.6% and -9.0%, respectively, are comparable in magnitude to the production and consumption changes in ID, -11.8% and +8.9%, respectively. These changes are approximately additive in IC, where the increase in cereal consumption in ID is offset by the decrease in CC, resulting in a consumption change of -1.8% in IC (Fig 4c). Page 8."
29,Production,USA,ID,2050,RF,%,-11.8,NA,NA,NA,NA,NA,Page 8,The impact of import dependency (ID) scenario on cereal production in the USA.,"While climate change can influence production and consumption changes in some regions, the impact of the trade perturbations is generally larger (Fig 4a and 4b). One exception is the USA, for which the changes for production and consumption in 2050 in CC, -10.6% and -9.0%, respectively, are comparable in magnitude to the production and consumption changes in ID, -11.8% and +8.9%, respectively. These changes are approximately additive in IC, where the increase in cereal consumption in ID is offset by the decrease in CC, resulting in a consumption change of -1.8% in IC (Fig 4c). Page 8."
30,Consumption,USA,ID,2050,RF,%,+8.9,NA,NA,NA,NA,NA,Page 8,The impact of import dependency (ID) scenario on cereal consumption in the USA.,"While climate change can influence production and consumption changes in some regions, the impact of the trade perturbations is generally larger (Fig 4a and 4b). One exception is the USA, for which the changes for production and consumption in 2050 in CC, -10.6% and -9.0%, respectively, are comparable in magnitude to the production and consumption changes in ID, -11.8% and +8.9%, respectively. These changes are approximately additive in IC, where the increase in cereal consumption in ID is offset by the decrease in CC, resulting in a consumption change of -1.8% in IC (Fig 4c). Page 8."
31,Production,USA,IC,2050,RF,%,-1.8,NA,NA,NA,NA,NA,Page 8,Net effect of combined ID and CC scenarios on cereal production in the USA.,"While climate change can influence production and consumption changes in some regions, the impact of the trade perturbations is generally larger (Fig 4a and 4b). One exception is the USA, for which the changes for production and consumption in 2050 in CC, -10.6% and -9.0%, respectively, are comparable in magnitude to the production and consumption changes in ID, -11.8% and +8.9%, respectively. These changes are approximately additive in IC, where the increase in cereal consumption in ID is offset by the decrease in CC, resulting in a consumption change of -1.8% in IC (Fig 4c). Page 8."
32,Cereal Trade,Global,ID,2050,Baseline,%,-50,NA,NA,NA,NA,NA,Page 1,Compared to the baseline,
33,Cereal Production,Global,ID,2050,Baseline,%,-4,NA,NA,NA,NA,NA,Page 1,Compared to the baseline,
34,Cereal Consumption,Global,ID,2050,Baseline,%,-4,NA,NA,NA,NA,NA,Page 1,Compared to the baseline,
35,Irrigation Water Consumption,Global,CC,2050,Baseline,%,3,NA,NA,NA,NA,NA,Page 1,Compared to the baseline,
36,Corn Ethanol Production,Global,CC,2050,Baseline,%,-7,NA,NA,NA,NA,NA,Page 1,Compared to the baseline,
37,Land Allocated to Cereal Crops,Global,ID,2050,Baseline,%,-3.6,NA,NA,NA,NA,NA,Page 6,Average decrease,
38,Cereal Production,Global,ID,2050,Reference,%,-3.1,NA,NA,NA,NA,NA,Page 5,Total decrease over period,
39,Cereal Consumption,Global,ID,2050,Reference,%,-4.1,NA,NA,NA,NA,NA,Page 5,Total decrease over period,
40,Corn Price,USA,CC,2050,RF,2015 USD/kg,0,NA,NA,NA,NA,NA,Page 10,"Price increase due to climate change impacts on crop yields is comparable to the decrease in price due to the import dependency constraint, thus price in IC is similar to RF. (Set to 0 as a placeholder as only relative increase is described)","We introduce systematic perturbations in two dimensions, one human (restrictions on agricultural trade) and the other physical (climate impacts on crop yields). We explore these independently and in combination to distinguish the consequences of individual perturbation and interactive effects in long-term projections. Page 10: ""...effects on prices from the import dependency constraint are much larger than from climate change."" The regional price of corn is higher for these four regions in CC than RF and in IC than ID... In the USA and Brazil, the increase in price due to climate change impacts on crop yields is comparable to the decrease in price due to the import dependency constraint, thus price in IC is similar to RF. In Western Africa and Middle East, with CIDR >0%, the effects on prices from the import dependency constraint are much larger than from climate change."" The cereal domestic production credit is modeled as a subsidy to the producers to increase production sufficiently to meet domestic demand. So the price received by producers includes both the “market” component of the price and a subsidy from the cereal domestic production credit. Under ID, the price received by producers in the net exporting regions, USA and Brazil, is slightly lower than RF. For the net cereal importers in RF, the total price paid to producers, including subsidy and market price, is higher than in RF; for the Middle East, the price received by producers is nearly twice as large in ID than in RF."""
41,Corn Price,Brazil,CC,2050,RF,2015 USD/kg,0,NA,NA,NA,NA,NA,Page 10,"Price increase due to climate change impacts on crop yields is comparable to the decrease in price due to the import dependency constraint, thus price in IC is similar to RF. (Set to 0 as a placeholder as only relative increase is described)","We introduce systematic perturbations in two dimensions, one human (restrictions on agricultural trade) and the other physical (climate impacts on crop yields). We explore these independently and in combination to distinguish the consequences of individual perturbation and interactive effects in long-term projections. Page 10: ""...effects on prices from the import dependency constraint are much larger than from climate change."" The regional price of corn is higher for these four regions in CC than RF and in IC than ID... In the USA and Brazil, the increase in price due to climate change impacts on crop yields is comparable to the decrease in price due to the import dependency constraint, thus price in IC is similar to RF. In Western Africa and Middle East, with CIDR >0%, the effects on prices from the import dependency constraint are much larger than from climate change."" The cereal domestic production credit is modeled as a subsidy to the producers to increase production sufficiently to meet domestic demand. So the price received by producers includes both the “market” component of the price and a subsidy from the cereal domestic production credit. Under ID, the price received by producers in the net exporting regions, USA and Brazil, is slightly lower than RF. For the net cereal importers in RF, the total price paid to producers, including subsidy and market price, is higher than in RF; for the Middle East, the price received by producers is nearly twice as large in ID than in RF."""
42,Corn Price,Western Africa,CC,2050,RF,2015 USD/kg,0,NA,NA,NA,NA,NA,Page 10,Effects on prices from the import dependency constraint are much larger than from climate change with CIDR>0%. (Set to 0 as a placeholder as only relative increase is described),"We introduce systematic perturbations in two dimensions, one human (restrictions on agricultural trade) and the other physical (climate impacts on crop yields). We explore these independently and in combination to distinguish the consequences of individual perturbation and interactive effects in long-term projections. Page 10: ""...effects on prices from the import dependency constraint are much larger than from climate change."" The regional price of corn is higher for these four regions in CC than RF and in IC than ID... In the USA and Brazil, the increase in price due to climate change impacts on crop yields is comparable to the decrease in price due to the import dependency constraint, thus price in IC is similar to RF. In Western Africa and Middle East, with CIDR >0%, the effects on prices from the import dependency constraint are much larger than from climate change."" The cereal domestic production credit is modeled as a subsidy to the producers to increase production sufficiently to meet domestic demand. So the price received by producers includes both the “market” component of the price and a subsidy from the cereal domestic production credit. Under ID, the price received by producers in the net exporting regions, USA and Brazil, is slightly lower than RF. For the net cereal importers in RF, the total price paid to producers, including subsidy and market price, is higher than in RF; for the Middle East, the price received by producers is nearly twice as large in ID than in RF."""
43,Corn Price,Middle East,CC,2050,RF,2015 USD/kg,0,NA,NA,NA,NA,NA,Page 10,Effects on prices from the import dependency constraint are much larger than from climate change with CIDR>0%. (Set to 0 as a placeholder as only relative increase is described),"We introduce systematic perturbations in two dimensions, one human (restrictions on agricultural trade) and the other physical (climate impacts on crop yields). We explore these independently and in combination to distinguish the consequences of individual perturbation and interactive effects in long-term projections. Page 10: ""...effects on prices from the import dependency constraint are much larger than from climate change."" The regional price of corn is higher for these four regions in CC than RF and in IC than ID... In the USA and Brazil, the increase in price due to climate change impacts on crop yields is comparable to the decrease in price due to the import dependency constraint, thus price in IC is similar to RF. In Western Africa and Middle East, with CIDR >0%, the effects on prices from the import dependency constraint are much larger than from climate change."" The cereal domestic production credit is modeled as a subsidy to the producers to increase production sufficiently to meet domestic demand. So the price received by producers includes both the “market” component of the price and a subsidy from the cereal domestic production credit. Under ID, the price received by producers in the net exporting regions, USA and Brazil, is slightly lower than RF. For the net cereal importers in RF, the total price paid to producers, including subsidy and market price, is higher than in RF; for the Middle East, the price received by producers is nearly twice as large in ID than in RF."""
