,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
24,Consumption growth,New Zealand,Historical weather conditions,2010,All shocks,%,-2,NA,NA,NA,NA,NA,32,"Weather's contribution to the growth rate of consumption, example year."
25,Hours growth,New Zealand,Historical weather conditions,2010,All shocks,%,-0.5,NA,NA,NA,NA,NA,32,"Weather-driven changes in aggregate labor demand, example year."
26,Hours growth,New Zealand,Historical weather conditions,2010,All shocks,%,0.9,NA,NA,NA,NA,NA,32,"Weather-driven changes in aggregate labor demand, example year."
27,Agricultural production growth,New Zealand,Historical weather conditions,2010,All shocks,%,4,NA,NA,NA,NA,NA,32,"Weather contribution to its fluctuations, example year."
28,Agricultural production growth,New Zealand,Historical weather conditions,2010,All shocks,%,-6,NA,NA,NA,NA,NA,32,"Weather contribution to its fluctuations, example year."
29,Ag. Output Volatility,New Zealand,Drought Decline,2015,Historical,%,-3.39,NA,NA,NA,NA,NA,35,Variance decreases relative to historical period.
30,GDP Volatility,New Zealand,RCP 4.5,2015,Historical,%,5.22,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
31,Ag. Prod. Volatility,New Zealand,RCP 8.5,2015,Historical,%,21.88,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
32,Consumption Volatility,New Zealand,RCP 8.5,2015,Historical,%,27.09,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
33,Rel. Price Volatility,New Zealand,RCP 8.5,2015,Historical,%,16.8,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
34,Net FA Volatility,New Zealand,RCP 8.5,2015,Historical,%,31.86,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
35,Current A. Volatility,New Zealand,RCP 8.5,2015,Historical,%,11.45,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
36,Real Ex. Volatility,New Zealand,RCP 8.5,2015,Historical,%,7.54,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
37,GDP Volatility,New Zealand,RCP 8.5,2015,Historical,%,19.19,NA,NA,NA,NA,NA,35,Variance increases relative to historical period.
38,Weather shock,New Zealand,RCP 2.5,2100,1994-2016,%,-8.03,NA,NA,NA,NA,NA,36,Change in volatility of weather shocks
39,Weather shock,New Zealand,RCP 4.5,2100,1994-2016,%,14.11,NA,NA,NA,NA,NA,36,Change in volatility of weather shocks
40,Weather shock,New Zealand,RCP 6.0,2100,1994-2016,%,19.44,NA,NA,NA,NA,NA,36,Change in volatility of weather shocks
41,Weather shock,New Zealand,RCP 8.5,2100,1994-2016,%,51.91,NA,NA,NA,NA,NA,36,Change in volatility of weather shocks
42,GDP,New Zealand,RCP 2.5,2100,1994-2016,%,97.03,NA,NA,NA,NA,NA,36,Normalized theoretical variances
43,GDP,New Zealand,RCP 4.5,2100,1994-2016,%,105.22,NA,NA,NA,NA,NA,36,Normalized theoretical variances
44,GDP,New Zealand,RCP 6.0,2100,1994-2016,%,107.19,NA,NA,NA,NA,NA,36,Normalized theoretical variances
45,GDP,New Zealand,RCP 8.5,2100,1994-2016,%,119.19,NA,NA,NA,NA,NA,36,Normalized theoretical variances
46,Consumption,New Zealand,RCP 2.5,2100,1994-2016,%,95.81,NA,NA,NA,NA,NA,36,Normalized theoretical variances
47,Consumption,New Zealand,RCP 4.5,2100,1994-2016,%,107.36,NA,NA,NA,NA,NA,36,Normalized theoretical variances
48,Consumption,New Zealand,RCP 6.0,2100,1994-2016,%,110.15,NA,NA,NA,NA,NA,36,Normalized theoretical variances
49,Consumption,New Zealand,RCP 8.5,2100,1994-2016,%,127.09,NA,NA,NA,NA,NA,36,Normalized theoretical variances
50,Investment,New Zealand,RCP 2.5,2100,1994-2016,%,99.24,NA,NA,NA,NA,NA,36,Normalized theoretical variances
51,Investment,New Zealand,RCP 4.5,2100,1994-2016,%,101.34,NA,NA,NA,NA,NA,36,Normalized theoretical variances
52,Investment,New Zealand,RCP 6.0,2100,1994-2016,%,101.85,NA,NA,NA,NA,NA,36,Normalized theoretical variances
53,Investment,New Zealand,RCP 8.5,2100,1994-2016,%,104.94,NA,NA,NA,NA,NA,36,Normalized theoretical variances
54,Agriculture,New Zealand,RCP 2.5,2100,1994-2016,%,96.61,NA,NA,NA,NA,NA,36,Normalized theoretical variances
55,Agriculture,New Zealand,RCP 4.5,2100,1994-2016,%,105.95,NA,NA,NA,NA,NA,36,Normalized theoretical variances
56,Agriculture,New Zealand,RCP 6.0,2100,1994-2016,%,108.20,NA,NA,NA,NA,NA,36,Normalized theoretical variances
57,Agriculture,New Zealand,RCP 8.5,2100,1994-2016,%,121.88,NA,NA,NA,NA,NA,36,Normalized theoretical variances
58,Agricultural price,New Zealand,RCP 2.5,2100,1994-2016,%,97.40,NA,NA,NA,NA,NA,36,Normalized theoretical variances
59,Agricultural price,New Zealand,RCP 4.5,2100,1994-2016,%,104.56,NA,NA,NA,NA,NA,36,Normalized theoretical variances
60,Agricultural price,New Zealand,RCP 6.0,2100,1994-2016,%,106.29,NA,NA,NA,NA,NA,36,Normalized theoretical variances
61,Agricultural price,New Zealand,RCP 8.5,2100,1994-2016,%,116.80,NA,NA,NA,NA,NA,36,Normalized theoretical variances
62,Hours worked,New Zealand,RCP 2.5,2100,1994-2016,%,99.26,NA,NA,NA,NA,NA,36,Normalized theoretical variances
63,Hours worked,New Zealand,RCP 4.5,2100,1994-2016,%,101.29,NA,NA,NA,NA,NA,36,Normalized theoretical variances
64,Hours worked,New Zealand,RCP 6.0,2100,1994-2016,%,101.78,NA,NA,NA,NA,NA,36,Normalized theoretical variances
65,Hours worked,New Zealand,RCP 8.5,2100,1994-2016,%,104.77,NA,NA,NA,NA,NA,36,Normalized theoretical variances
66,Real interest rate,New Zealand,RCP 2.5,2100,1994-2016,%,99.99,NA,NA,NA,NA,NA,36,Normalized theoretical variances
67,Real interest rate,New Zealand,RCP 4.5,2100,1994-2016,%,100.01,NA,NA,NA,NA,NA,36,Normalized theoretical variances
68,Real interest rate,New Zealand,RCP 6.0,2100,1994-2016,%,100.02,NA,NA,NA,NA,NA,36,Normalized theoretical variances
69,Real interest rate,New Zealand,RCP 8.5,2100,1994-2016,%,100.05,NA,NA,NA,NA,NA,36,Normalized theoretical variances
70,Exchange rate,New Zealand,RCP 2.5,2100,1994-2016,%,98.83,NA,NA,NA,NA,NA,36,Normalized theoretical variances
71,Exchange rate,New Zealand,RCP 4.5,2100,1994-2016,%,102.05,NA,NA,NA,NA,NA,36,Normalized theoretical variances
72,Exchange rate,New Zealand,RCP 6.0,2100,1994-2016,%,102.82,NA,NA,NA,NA,NA,36,Normalized theoretical variances
73,Exchange rate,New Zealand,RCP 8.5,2100,1994-2016,%,107.54,NA,NA,NA,NA,NA,36,Normalized theoretical variances
74,Trade balance,New Zealand,RCP 2.5,2100,1994-2016,%,98.23,NA,NA,NA,NA,NA,36,Normalized theoretical variances
75,Trade balance,New Zealand,RCP 4.5,2100,1994-2016,%,103.11,NA,NA,NA,NA,NA,36,Normalized theoretical variances
76,Trade balance,New Zealand,RCP 6.0,2100,1994-2016,%,104.29,NA,NA,NA,NA,NA,36,Normalized theoretical variances
77,Trade balance,New Zealand,RCP 8.5,2100,1994-2016,%,111.45,NA,NA,NA,NA,NA,36,Normalized theoretical variances
78,Net Foreign Asset,New Zealand,RCP 2.5,2100,1994-2016,%,95.31,NA,NA,NA,NA,NA,36,Normalized theoretical variances
79,Net Foreign Asset,New Zealand,RCP 4.5,2100,1994-2016,%,108.24,NA,NA,NA,NA,NA,36,Normalized theoretical variances
80,Net Foreign Asset,New Zealand,RCP 6.0,2100,1994-2016,%,111.36,NA,NA,NA,NA,NA,36,Normalized theoretical variances
81,Net Foreign Asset,New Zealand,RCP 8.5,2100,1994-2016,%,130.32,NA,NA,NA,NA,NA,36,Normalized theoretical variances
82,Welfare,New Zealand,RCP 2.5,2100,1994-2016,,0.0315,NA,NA,NA,NA,NA,36,Calculated as E(Wt)RCP - E(Wt)Historical
83,Welfare,New Zealand,RCP 4.5,2100,1994-2016,,-0.0552,NA,NA,NA,NA,NA,36,Calculated as E(Wt)RCP - E(Wt)Historical
84,Welfare,New Zealand,RCP 6.0,2100,1994-2016,,-0.0763,NA,NA,NA,NA,NA,36,Calculated as E(Wt)RCP - E(Wt)Historical
85,Welfare,New Zealand,RCP 8.5,2100,1994-2016,,-0.2036,NA,NA,NA,NA,NA,36,Calculated as E(Wt)RCP - E(Wt)Historical
86,Welfare cost,New Zealand,RCP 2.5,2100,1994-2016,%,-0.0244,NA,NA,NA,NA,NA,36,Calculated as λ(%)RCP - λ(%)Historical
87,Welfare cost,New Zealand,RCP 4.5,2100,1994-2016,%,0.0429,NA,NA,NA,NA,NA,36,Calculated as λ(%)RCP - λ(%)Historical
88,Welfare cost,New Zealand,RCP 6.0,2100,1994-2016,%,0.0591,NA,NA,NA,NA,NA,36,Calculated as λ(%)RCP - λ(%)Historical
89,Welfare cost,New Zealand,RCP 8.5,2100,1994-2016,%,0.1578,NA,NA,NA,NA,NA,36,Calculated as λ(%)RCP - λ(%)Historical
90,Consumption,New Zealand,Current,2024,No droughts,% of unconditional consumption,-0.3,NA,NA,NA,NA,NA,37,Willingness to give up consumption to avoid droughts.
91,Consumption,New Zealand,RCP 2.5,2100,Historical Volatility,% of permanent consumption,-0.3,NA,NA,NA,NA,NA,37,Households would be worse off.
92,Consumption,New Zealand,Worst-case,2100,Historical Volatility,% of permanent consumption,-0.46,NA,NA,NA,NA,NA,37,Households would be worse off.
93,Welfare cost,New Zealand,Historical period,2016,No CC,%,-0.19,NA,NA,NA,NA,NA,37,Welfare cost under historical period.
94,Welfare cost,New Zealand,Worst-case,2100,Historical period,%,-0.09,NA,NA,NA,NA,NA,37,Increase in welfare costs relative to benchmark.
95,Welfare,New Zealand,Increased variance,2100,No weather shocks,% of unconditional consumption,-0.30,NA,NA,NA,NA,NA,38,Households are willing to pay this amount to live in a world with no weather shocks. Cost is increasing in weather event variability.
96,Climate measure volatility,New Zealand,RCP 2.5,2100,No CC,%,-4.1,NA,NA,NA,NA,NA,42,Variance of climate measure is reduced.
97,Climate measure volatility,New Zealand,RCP 4.5,2100,No CC,%,6.82,NA,NA,NA,NA,NA,42,Variance of climate measure is increased.
98,Climate measure volatility,New Zealand,RCP 6.0,2100,No CC,%,9.29,NA,NA,NA,NA,NA,42,Variance of climate measure is increased.
99,Climate measure volatility,New Zealand,RCP 8.5,2100,No CC,%,23.25,NA,NA,NA,NA,NA,42,Variance of climate measure is drastically increased.
100,Weather shock SD,New Zealand,Historical climate variability,2020,No CC,Percentage deviation,0.81,NA,5%,0.71,95%,0.91,Page 43,Represents the standard deviation of weather shocks as part of the shock processes influencing macroeconomic outcomes
