,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
29,Tech. Efficiency,Medium elevation,Historical,2013,Baseline,Index,0.914,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
30,Scale Efficiency,Medium elevation,Historical,2013,Baseline,Index,0.977,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
31,Mix-Efficiency,Medium elevation,Historical,2013,Baseline,Index,0.959,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
32,TFP Change,High elevation,Historical,2013,Baseline,Index,1.068,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
33,Tech. Efficiency,High elevation,Historical,2013,Baseline,Index,0.921,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
34,Scale Efficiency,High elevation,Historical,2013,Baseline,Index,0.981,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
35,Mix-Efficiency,High elevation,Historical,2013,Baseline,Index,0.981,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
36,TFP Change,Arid/semiarid,Historical,2013,Baseline,Index,0.975,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
37,Tech. Efficiency,Arid/semiarid,Historical,2013,Baseline,Index,0.892,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
38,Scale Efficiency,Arid/semiarid,Historical,2013,Baseline,Index,0.968,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
39,Mix-Efficiency,Arid/semiarid,Historical,2013,Baseline,Index,0.859,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
40,TFP Change,Trop/subtrop,Historical,2013,Baseline,Index,1.083,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
41,Tech. Efficiency,Trop/subtrop,Historical,2013,Baseline,Index,0.915,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
42,Scale Efficiency,Trop/subtrop,Historical,2013,Baseline,Index,0.976,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
43,Mix-Efficiency,Trop/subtrop,Historical,2013,Baseline,Index,0.979,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
44,TFP Change,Temperate,Historical,2013,Baseline,Index,0.803,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
45,Tech. Efficiency,Temperate,Historical,2013,Baseline,Index,0.922,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
46,Scale Efficiency,Temperate,Historical,2013,Baseline,Index,0.972,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
47,Mix-Efficiency,Temperate,Historical,2013,Baseline,Index,1.017,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
48,TFP Change,SSA,Historical,2013,Baseline,Index,0.913,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
49,Tech. Efficiency,SSA,Historical,2013,Baseline,Index,0.881,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
50,Scale Efficiency,SSA,Historical,2013,Baseline,Index,0.964,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
51,Mix-Efficiency,SSA,Historical,2013,Baseline,Index,0.878,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
52,TFP Change,SA,Historical,2013,Baseline,Index,0.791,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
53,Tech. Efficiency,SA,Historical,2013,Baseline,Index,0.981,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
54,Scale Efficiency,SA,Historical,2013,Baseline,Index,0.982,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
55,Mix-Efficiency,SA,Historical,2013,Baseline,Index,1.015,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
56,TFP Change,ECA,Historical,2013,Baseline,Index,1.516,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
57,Tech. Efficiency,ECA,Historical,2013,Baseline,Index,0.975,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
58,Scale Efficiency,ECA,Historical,2013,Baseline,Index,0.991,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
59,Mix-Efficiency,ECA,Historical,2013,Baseline,Index,1.109,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
60,TFP Change,LAC,Historical,2013,Baseline,Index,0.964,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
61,Tech. Efficiency,LAC,Historical,2013,Baseline,Index,0.922,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
62,Scale Efficiency,LAC,Historical,2013,Baseline,Index,0.979,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
63,Mix-Efficiency,LAC,Historical,2013,Baseline,Index,1.024,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
64,TFP Change,EAP,Historical,2013,Baseline,Index,1.231,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
65,Tech. Efficiency,EAP,Historical,2013,Baseline,Index,0.926,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
66,Scale Efficiency,EAP,Historical,2013,Baseline,Index,0.979,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
67,Mix-Efficiency,EAP,Historical,2013,Baseline,Index,1.006,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
68,TFP Change,MENA,Historical,2013,Baseline,Index,0.928,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
69,Tech. Efficiency,MENA,Historical,2013,Baseline,Index,0.868,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
70,Scale Efficiency,MENA,Historical,2013,Baseline,Index,0.967,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
71,Mix-Efficiency,MENA,Historical,2013,Baseline,Index,0.874,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
72,TFP Change,Global,Historical,2013,Baseline,Index,1.014,NA,NA,NA,NA,NA,p. 10,Geometric mean of TFP change.
73,Tech. Efficiency,Global,Historical,2013,Baseline,Index,0.912,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
74,Scale Efficiency,Global,Historical,2013,Baseline,Index,0.974,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
75,Mix-Efficiency,Global,Historical,2013,Baseline,Index,0.960,NA,NA,NA,NA,NA,p. 10,Geometric mean of efficiency change.
76,TFP,Global,Historical,2013,Crop diversity +1%,%,0.585,NA,NA,NA,NA,NA,p. 10,Likelihood of an increase in TFP due to crop diversification.
77,Tech. Efficiency,Global,Historical,2013,Crop diversity +1%,%,0.031,NA,NA,NA,NA,NA,p. 10,Likelihood of an increase in technical efficiency due to crop diversification.
78,Mix-Efficiency,Global,Historical,2013,Crop diversity +1%,%,0.074,NA,NA,NA,NA,NA,p. 10,Likelihood of an increase in mix-efficiency due to crop diversification.
79,TFP Index,Global,Counterfactual Model 1,2033,2013,index,0.062,NA,NA,NA,NA,NA,p. 13,Model 1: Changing at the same rate as observed from 1969 to 2013.
80,TFP Index,Global,Model 2,2033,2013,index,0.0575,NA,NA,NA,NA,NA,p. 13,Model 2: 1% additional change in annual rainfall and temperature variabilities on top of the counterfactual model.
81,TFP Index,Global,Model 3,2033,2013,index,0.0619,NA,NA,NA,NA,NA,p. 13,"Model 3: 0.1% additional change in LTP and LTT annually, on top of the counterfactual model."
82,TFP Index,Global,Model 4,2033,2013,index,0.0574,NA,NA,NA,NA,NA,p. 13,"Model 4: Combined changes in Models 2 and 3, on top of the counterfactual model."
83,TFP Index,Global,Model 2,2033,Counterfactual Model 1,index,-0.00431,NA,NA,NA,NA,NA,p. 13,Model 2: 1% additional change in annual rainfall and temperature variabilities on top of the counterfactual model.
84,TFP Index,Global,Model 3,2033,Counterfactual Model 1,index,-0.00009,NA,NA,NA,NA,NA,p. 13,"Model 3: 0.1% additional change in LTP and LTT annually, on top of the counterfactual model."
85,TFP Index,Global,Model 4,2033,Counterfactual Model 1,index,-0.00440,NA,NA,NA,NA,NA,p. 13,"Model 4: Combined changes in Models 2 and 3, on top of the counterfactual model."
