,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
14,Coastal,Coastal Protection,Australia,RCP6,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$,1158000,NA,NA,NA,NA,NA,Table 8,"Total NPV of coastal protection between 2020 and 2100, r=7.5%"
15,Coastal,Coastal Protection,Australia,RCP6,Adaptation Costs (per km),AdaptationCost,Monetary,Need,$/km,89000,NA,NA,NA,NA,NA,Table 8,"Cost of coastal protection between 2020 and 2100 (NPV/km), r=7.5%"
16,Coastal,Coastal Protection,Australia,RCP8.5,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$,502000,NA,NA,NA,NA,NA,Table 8,"Total NPV of coastal protection between 2020 and 2100, r=7.5%"
17,Coastal,Coastal Protection,Australia,RCP8.5,Adaptation Costs (per km),AdaptationCost,Monetary,Need,$/km,39000,NA,NA,NA,NA,NA,Table 8,"Cost of coastal protection between 2020 and 2100 (NPV/km), r=7.5%"
18,Coastal,Coastal Protection,Australia,RCP2.6,Future Value,DiscountedSum(AdaptationCost),Monetary,Need,$,25027000,NA,NA,NA,NA,NA,Table 8,"Total FV of coastal protection between 2020 and 2100, r=7.5%"
19,Coastal,Coastal Protection,Australia,RCP2.6,Adaptation Costs (per km),AdaptationCost,Monetary,Need,$/km,1925000,NA,NA,NA,NA,NA,Table 8,"Cost of coastal protection between 2020 and 2100 (FV/km), r=7.5%"
20,Coastal,Coastal Protection,Australia,RCP4.5,Future Value,DiscountedSum(AdaptationCost),Monetary,Need,$,54759000,NA,NA,NA,NA,NA,Table 8,"Total FV of coastal protection between 2020 and 2100, r=7.5%"
21,Coastal,Coastal Protection,Australia,RCP4.5,Adaptation Costs (per km),AdaptationCost,Monetary,Need,$/km,4212000,NA,NA,NA,NA,NA,Table 8,"Cost of coastal protection between 2020 and 2100 (FV/km), r=7.5%"
22,Coastal,Coastal Protection,Australia,RCP6,Future Value,DiscountedSum(AdaptationCost),Monetary,Need,$,55247000,NA,NA,NA,NA,NA,Table 8,"Total FV of coastal protection between 2020 and 2100, r=7.5%"
23,Coastal,Coastal Protection,Australia,RCP6,Adaptation Costs (per km),AdaptationCost,Monetary,Need,$/km,4250000,NA,NA,NA,NA,NA,Table 8,"Cost of coastal protection between 2020 and 2100 (FV/km), r=7.5%"
24,Coastal,Coastal Protection,Australia,RCP8.5,Future Value,DiscountedSum(AdaptationCost),Monetary,Need,$,316189000,NA,NA,NA,NA,NA,Table 8,"Total FV of coastal protection between 2020 and 2100, r=7.5%"
25,Coastal,Coastal Protection,Australia,RCP8.5,Adaptation Costs (per km),AdaptationCost,Monetary,Need,$/km,24322000,NA,NA,NA,NA,NA,Table 8,"Cost of coastal protection between 2020 and 2100 (FV/km), r=7.5%"
26,Coastal,Coastal Protection,Australia,RCP2.6,Adaptation Costs,AdaptationCost,Monetary,Need,$/km,574000,NA,NA,NA,NA,NA,Page 15,Discount rate r = 3%
27,Coastal,Coastal Protection,Australia,RCP8.5,Adaptation Costs,AdaptationCost,Monetary,Need,$/km,1700000,NA,NA,NA,NA,NA,Page 15,Discount rate r = 3%
28,Coastal,Coastal Protection,Australia,RCP2.6,Adaptation Costs,AdaptationCost,Monetary,Need,$/km,574000,NA,NA,NA,NA,NA,Page 15,Discount rate r = 1%
29,Coastal,Coastal Protection,Australia,RCP8.5,Adaptation Costs,AdaptationCost,Monetary,Need,$/km,3444001,NA,NA,NA,NA,NA,Page 15,"Discount rate r = 1%, implied factor of >6"
30,Coastal,Coastal Protection,Australia,Any,NPV,AdaptationCost,Monetary,Lead,AUD,3562,NA,NA,NA,NA,NA,Page 15,Defends 200m stretch of coastal development in Kirra
31,Coastal,Coastal Protection,Australia,"RCP2.6, RCP8.5",Adaptation Cost,AdaptationCost,Fiscal,Need,Boolean,1,NA,NA,NA,NA,NA,Page 16,Cost of coastal adaptation predicted to stretch local government revenue-raising abilities. Value of 1 signifies the cost is high enough to potentially stretch local government revenue.
