,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,RH Trend,Global,Historical,2020,1979,% per year,0.011,NA,NA,NA,NA,NA,Page 7,"Offshore relative humidity trend over 1979-2020, not statistically significant"
14,TC Intensification Rate,Nearshore Global,SSP585,2050,1979,kt/6-hr,0.03,NA,NA,NA,NA,NA,Page 8,Change in mean intensification rate relative to historical period.
15,TC Intensification Rate,Nearshore Global,SSP585,2014,No CC,kt/6-hr,-0.07,NA,NA,NA,NA,NA,Page 8,Mean intensification rate in historical period.
16,TC Intensification Rate,Mexican West Coast,SSP585,2050,1979,kt/6-hr,0.27,NA,NA,NA,NA,NA,Table 2,Change in the mean nearshore intensification rate for the 72-year period 1979-2050. Statistically significant at the 95% level.
17,TC Intensification Rate,US East and Gulf Coasts,SSP585,2050,1979,kt/6-hr,0.11,NA,NA,NA,NA,NA,Table 2,Change in the mean nearshore intensification rate for the 72-year period 1979-2050. Statistically significant at the 95% level.
18,TC Intensification Rate,East Asian Coast,SSP585,2050,1979,kt/6-hr,0.21,NA,NA,NA,NA,NA,Table 2,Change in the mean nearshore intensification rate for the 72-year period 1979-2050. Statistically significant at the 95% level.
19,TC Intensification Rate,South Asian Coast,SSP585,2050,1979,kt/6-hr,0.14,NA,NA,NA,NA,NA,Table 2,Change in the mean nearshore intensification rate for the 72-year period 1979-2050. Statistically significant at the 95% level.
20,TC Intensification Rate,Southeast African Coast,SSP585,2050,1979,kt/6-hr,0.10,NA,NA,NA,NA,NA,Table 2,Change in the mean nearshore intensification rate for the 72-year period 1979-2050. Statistically significant at the 95% level.
21,TC Intensification Rate,Australian Coast,SSP585,2050,1979,kt/6-hr,0.02,NA,NA,NA,NA,NA,Table 2,Change in the mean nearshore intensification rate for the 72-year period 1979-2050. Statistically significant at the 95% level.
22,TC Intensification Rate,Mexican West Coast,SSP585,2050,1979,kt/6-hr,0.00,NA,NA,NA,NA,NA,Table 2,Change in the mean offshore intensification rate for the 72-year period 1979-2050. Not statistically significant.
23,TC Intensification Rate,US East and Gulf Coasts,SSP585,2050,1979,kt/6-hr,0.03,NA,NA,NA,NA,NA,Table 2,Change in the mean offshore intensification rate for the 72-year period 1979-2050. Not statistically significant.
24,TC Intensification Rate,East Asian Coast,SSP585,2050,1979,kt/6-hr,0.02,NA,NA,NA,NA,NA,Table 2,Change in the mean offshore intensification rate for the 72-year period 1979-2050. Not statistically significant.
25,TC Intensification Rate,South Asian Coast,SSP585,2050,1979,kt/6-hr,-0.08,NA,NA,NA,NA,NA,Table 2,Change in the mean offshore intensification rate for the 72-year period 1979-2050. Not statistically significant.
26,TC Intensification Rate,Southeast African Coast,SSP585,2050,1979,kt/6-hr,-0.02,NA,NA,NA,NA,NA,Table 2,Change in the mean offshore intensification rate for the 72-year period 1979-2050. Not statistically significant.
27,TC Intensification Rate,Australian Coast,SSP585,2050,1979,kt/6-hr,-0.00,NA,NA,NA,NA,NA,Table 2,Change in the mean offshore intensification rate for the 72-year period 1979-2050. Not statistically significant.
28,Vertical Wind Shear,"Global, Nearshore",SSP585,2050,1979,m/s/year,-0.01,NA,NA,NA,NA,NA,P9,"Near US, East Asian and South Asian coasts. CMIP6 models. From Figure S8b"
29,Vertical Wind Shear,"Global, Nearshore",SSP585,2050,1979,m/s/year,-0.02,NA,NA,NA,NA,NA,P9,"Near US, East Asian and South Asian coasts. CMIP6 models. From Figure S8b"
30,Vertical Wind Shear,Northern Hemisphere,SSP585,2081,No CC,m/s,0,NA,NA,NA,NA,NA,Page 10,"The page discusses projected changes in vertical wind shear, particularly focusing on the effects of different forcing mechanisms like diabatic heating and basic state changes, but does not provide specific quantitative values. Setting value to 0, since changes are discussed but no specific numbers are given."
