,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
10,GDP,Global,RCP6.0-SSP2,2021,No CC,% of global GDP,0.18,NA,NA,NA,NA,NA,Page 4,Lower bound of range; main specification.,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
11,GDP,Global,RCP8.5-SSP5,2021,No CC,% of global GDP,1.13,NA,NA,NA,NA,NA,Page 4,Upper bound of range; Stern's discounting choice.,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
12,Income Lost,Philippines,RCP6.0-SSP2,2100,No CC,days/year/average household,3.39,NA,NA,NA,NA,NA,Page 4,Approximating a central future year; The provided scenario uses projections rather than specific years.,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
13,Income Lost,Philippines,RCP6.0-SSP2,2100,No CC,days/year/average household,12.21,NA,NA,NA,NA,NA,Page 4,Approximating a central future year; Stern's low discount rate choice; projections rather than specific years.,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
14,Social Cost of Carbon,USA,NA,2019,No CC,US$/tCO2,170,NA,NA,NA,NA,NA,Page 4,Lower bound of range; six most strongly exposed high-income countries.,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
15,Social Cost of Carbon,Taiwan,NA,2019,No CC,US$/tCO2,2046,NA,NA,NA,NA,NA,Page 4,Upper bound of range; six most strongly exposed high-income countries.,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
16,Social Cost of Carbon,Jamaica,NA,2019,No CC,% of AHI,0.33,NA,NA,NA,NA,NA,Page 4,,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
17,Social Cost of Carbon,Mauritius,NA,2019,No CC,% of AHI,0.71,NA,NA,NA,NA,NA,Page 4,,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
18,Social Cost of Carbon,Philippines,NA,2019,No CC,% of AHI,0.93,NA,NA,NA,NA,NA,Page 4,,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
19,Social Cost of Carbon,Vietnam,NA,2019,No CC,% of AHI,0.29,NA,NA,NA,NA,NA,Page 4,,"Tropical cyclones (TCs) can adversely affect economic development for more than a decade. Yet, these long-term effects are not accounted for in current estimates of the social cost of carbon (SCC)... derive temperature-dependent damage functions...to quantify the country-level SCC...""; We employ a three-way fixed effects panel model with annual national shares of people exposed to TCs for different lag-years as exogenous predictors introduced in ref. 2.; To this end, we ﬁrst calculate the wind ﬁeld along each synthetic TC track and superimpose it with gridded population projections of the SSPs, to obtain time series of national shares of affected people... Propagating all uncertainty dimensions to the very end, this amounts to 2,880,000 perturbed GDP time series for each of the 41 TC-affected countries... The global sum of the DAD is obtained by summing the DADs across all countries. The median global DAD averaged over the future period 2010–2100 and across uncertainty dimensions is positive across all RCP-SSP-discounting scenarios and ranges from 0.18% of global GDP in 2021 for the main specification up to 1.13% for RCP8.5-SSP5 and Stern’s discounting choice (Fig. 2a and Tbl. S1); Discounting represents the primary source of uncertainty (uncertainty dimension 3 in Table 1); across all six RCP-SSP combinations, the median average global DAD for the lowest discount rate (Stern) is by a factor four higher than for the highest discount rate (Ricke). Uncertainties with regard to changes of the predictor (national shares of affected people) along the RCP pathways relative to the “no further climate change” baseline scenario for each of the four GCMs (uncertainty dimension 5 in Table 1) are the 2nd largest source of uncertainty, followed by uncertainties with regard to the historical growth response to TC strikes (uncertainty dimension 4 in Table 1); In absolute terms, the median average DAD per-capita (DADpc) of the six most strongly exposed high-income countries, ranging from US $170 (USA) to 2046 (Taiwan), is substantially higher than for the Philippines (US$ 139) and Mauritius (US$ 216) as the most affected lower-middle-income country and upper-middle-income country, respectively (Fig. 2b and Table S2). However, this difference between the income groups shrinks when DAD are measured relative to 2019 Average Household Income (AHI). For instance, the relative DADpc of the upper-middle-income island states of Mauritius (0.71% of AHI) and Jamaica (0.33% of AHI) as well as of the lower-middle-income countries of the Philippines (0.93% of AHI) and Vietnam (0.29% of AHI) are higher than for the USA (0.21% of AHI). This corresponds to 1.22, 3.39, 1.07 days of income lost per year for an average household in Jamaica, the Philippines, and Vietnam compared to 0.82 days of income lost per year for an average U.S. household. The DADpc strongly increases for lower values of the discount rate. For instance, the days of income lost per year for an average household in the Philippines increase from 3.39 to 12.21 under RCP6.0-SSP2 and Stern’s low choice of the discount rate (Fig. S13); Tropical cyclone-induced social cost of carbon; We next employ the temperature-dependent damage functions to estimate the SCC induced by TCs. To this end, we use an approach introduced by Ricke et al. which evaluates the difference in future GDP per–capita projections under climate damage with and without an additional emission pulse."" "
