,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
30,BI Loss per GDP,"S. America, M. East, Aus",RCP8.5/SSP3,2061,1971-2000,%,-0.01,NA,NA,NA,NA,NA,13,Decrease expected; assigned small negative value
31,BI loss,Global,Reanalysis,2013,1960,%,20.6,NA,NA,NA,NA,NA,14,Average ratio of business interruption loss to asset damage.
32,BI loss,Africa,Reanalysis,2013,1960,%,22.1,NA,NA,NA,NA,NA,14,Average ratio of business interruption loss to asset damage.
33,BI loss,Europe,Reanalysis,2013,1960,%,26.9,NA,NA,NA,NA,NA,14,Average ratio of business interruption loss to asset damage.
34,BI loss,South America,Reanalysis,2013,1960,%,6.1,NA,NA,NA,NA,NA,14,Average ratio of business interruption loss to asset damage.
35,BI Loss,Malawi,Reanalysis,2012,No flood protection,USD (2005 PPP),137.65,NA,NA,NA,NA,NA,15,BI loss with flood protection is 0.35 million and without flood protection is 138 million.
36,BI Loss,Global,Reanalysis,2013,Flood protection,%,98.6,NA,NA,NA,NA,NA,15, 
37,Asset Damage,Global,Reanalysis,2013,Flood protection,%,96.5,NA,NA,NA,NA,NA,15, 
38,BI/Asset Ratio,Continents,Reanalysis,2013,Flood protection,%,30,NA,NA,NA,NA,NA,15,Average decrease on all continents.
39,BI / Asset Damage Ratio,Africa,RCP8.5/SSP3,2080,Past values,%,15,NA,NA,NA,NA,NA,Page 17,"Approximate mid-point of 2061-2090. Ratio exceeds 15% in most parts of Africa, where FPL is generally low."
40,BI / Asset Damage Ratio,China,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is expected to increase
41,BI / Asset Damage Ratio,India,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is expected to increase
42,BI / Asset Damage Ratio,Central Africa,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is expected to increase
43,BI / Asset Damage Ratio,Europe,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is expected to increase in regions with high FPL
44,BI / Asset Damage Ratio,America,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is expected to increase in regions with high FPL
45,BI / Asset Damage Ratio,Mississippi,RCP8.5/SSP3,2080,Past values,%,17.3,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Basin has an FPL of >50 years
46,BI / Asset Damage Ratio,South America,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is projected to decrease
47,BI / Asset Damage Ratio,Australia,RCP8.5/SSP3,2080,Past values,%,0,NA,NA,NA,NA,NA,Page 17,Approximate mid-point of 2061-2090. Ratio is projected to decrease
48,BI Loss,Global,Historical (CaMa-Flood),1960,No CC,billion (2005 PPP) USD / year,26.9,NA,NA,NA,NA,NA,18,Estimated global BI loss
49,Asset Damage,Global,Historical (CaMa-Flood),1960,No CC,billion (2005 PPP) USD / year,130.9,NA,NA,NA,NA,NA,18,Estimated global asset damage. Presumably 1960-2013 is being used as a representative year.
50,BI Loss per GDP,Global,RCP8.5/SSP3,2075,1971-2000,%,0.32,NA,NA,NA,NA,NA,18,2061-2090 average
51,Asset Damage per GDP,Global,RCP8.5/SSP3,2075,1971-2000,%,1.78,NA,NA,NA,NA,NA,18,2061-2090 average
52,BI Loss,Nile River basin,RCP8.5/SSP3,2075,No CC,% of local GDP,1.5,NA,NA,NA,NA,NA,18,"some river basins with very flat terrains (such as the Nile, some river basins in Indonesia, and the Chao Phraya River basins). 2061-2090 average. 'Flood will increase due to climate change' implies that No CC is the comparison scenario."
53,BI Loss,Indonesia river basins,RCP8.5/SSP3,2075,No CC,% of local GDP,1.5,NA,NA,NA,NA,NA,18,"some river basins with very flat terrains (such as the Nile, some river basins in Indonesia, and the Chao Phraya River basins). 2061-2090 average. 'Flood will increase due to climate change' implies that No CC is the comparison scenario."
54,BI Loss,Chao Phraya River basins,RCP8.5/SSP3,2075,No CC,% of local GDP,1.5,NA,NA,NA,NA,NA,18,"some river basins with very flat terrains (such as the Nile, some river basins in Indonesia, and the Chao Phraya River basins). 2061-2090 average. 'Flood will increase due to climate change' implies that No CC is the comparison scenario."
