,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
11,Food insecurity,Latin America,No specific scenario given,2021,No CC,Percentage,4.29,NA,NA,NA,NA,NA,Page 10,The percentage increase associated with the higher number of heatwave days.
12,Food insecurity,Latin America,No specific scenario given,2021,No CC,Percentage,1.93,NA,NA,NA,NA,NA,Page 10,The percentage increase associated with the increasing frequency of droughts.
13,Hydropower capacity factor,Latin America,RCP 2.6,2040,1970-2000,%,-8,NA,NA,NA,NA,NA,22,"Mean decrease, averaged from 2020-2059"
14,Hydropower capacity factor,Latin America,RCP 2.6,2040,1970-2000,%,-7.5,NA,NA,NA,NA,NA,22,"Decrease in the Below 2°C scenario (RCP2.6), averaged from 2020-2059. Central America: Mexico, Costa Rica, Panama, Guatemala. South America: Argentina, Chile show decrease"
15,Hydropower capacity factor,Latin America,RCP 8.5,2040,1970-2000,%,-9.6,NA,NA,NA,NA,NA,22,"Decrease in the Above 4°C scenario (RCP8.5), averaged from 2020-2059. Andean region, Colombia, Ecuador, Peru show slight increase"
16,Economic,Latin America,NA,2022,No CC,% of GDP,-0.28,NA,NA,NA,NA,NA,Page 23,Economic losses due to weather-related extreme events.
17,Economic,Latin America,NA,2022,2021,USD Billion,-15.6,NA,NA,NA,NA,NA,Page 23,Economic losses from extreme events increased from USD 2 billion in 2021.
18,Economic,Latin America,NA,2022,2010-2014,USD Billion,-5.2,NA,NA,NA,NA,NA,Page 23,Average annual economic losses decreased from USD 7.3 billion during 2010-2014.
19,Economic,Latin America,NA,2022,2000-2004,% of GDP,-231,NA,NA,NA,NA,NA,Page 23,Monetised losses due to heat-related mortality increased 231%.
20,Economic,Latin America,NA,2022,No CC,% of GDP,-1.34,NA,NA,NA,NA,NA,Page 23,Potential income loss from heat-related labour capacity reduction.
21,Economic,Ecuador,NA,2022,2000-2004,% of GDP,-826,NA,NA,NA,NA,NA,Page 23,Heat-mortality costs increased in Ecuador.
22,Economic,Honduras,NA,2022,2000-2004,% of GDP,-269,NA,NA,NA,NA,NA,Page 23,Heat-mortality costs increased in Honduras.
23,Economic,El Salvador,NA,2022,2000-2004,% of GDP,-249,NA,NA,NA,NA,NA,Page 23,Heat-mortality costs increased in El Salvador.
24,Economic,Guatemala,NA,2022,2000-2004,% of GDP,-213,NA,NA,NA,NA,NA,Page 23,Heat-mortality costs increased in Guatemala.
25,Economic,Chile,NA,2022,2000-2004,% of GDP,-152,NA,NA,NA,NA,NA,Page 23,Heat-mortality costs increased in Chile.
26,Economic,Venezuela,NA,2022,No CC,% of GDP,-6.9,NA,NA,NA,NA,NA,Page 23,Venezuela had the highest potential income loss from heat-related labour.
27,Economic,Nicaragua,NA,2022,No CC,% of GDP,-4.7,NA,NA,NA,NA,NA,Page 23,Nicaragua had significant potential income loss due to heat-related labour.
28,Economic,El Salvador,NA,2022,No CC,% of GDP,-1.94,NA,NA,NA,NA,NA,Page 23,Potential income loss from heat-related labour capacity reduction.
29,Economic,Honduras,NA,2022,No CC,% of GDP,-1.94,NA,NA,NA,NA,NA,Page 23,Heat-related labour capacity reduction impacted GDP.
30,Economic,Latin America,NA,2020,No CC,% of GDP,-0.61,NA,NA,NA,NA,NA,Page 23,Monetised value of premature mortality due to air pollution.
31,GDP,Latin America,NA,2022,No CC,% of GDP,-0.28,NA,NA,NA,NA,NA,Image,Estimated economic losses from extreme weather
32,Premature Mortality Costs,"MX, SA countries",NA,2020,No CC,Millions of people,6.6,NA,NA,NA,NA,NA,24,Monetized costs due to air pollution
33,Premature Mortality Costs,Chile,NA,2020,No CC,% of GDP,-1.63,NA,NA,NA,NA,NA,24,Equivalent average income of 1.6 million people
34,Premature Mortality Costs,Peru,NA,2020,No CC,% of GDP,-0.91,NA,NA,NA,NA,NA,24,Equivalent average income of 900 thousand people
35,Premature Mortality Costs,Mexico,NA,2020,No CC,% of GDP,-0.83,NA,NA,NA,NA,NA,24,Equivalent average income of 800 thousand people
36,Clean Energy Investment,Latin America,NA,2022,Fossil Fuel Investment,%,13,NA,NA,NA,NA,NA,24,
37,Clean Energy Investment,Latin America,NA,2022,2021,%,6.8,NA,NA,NA,NA,NA,24,USD$58.3 billion in 2022
38,Fossil Fuel Investment,Latin America,NA,2022,2021,%,2.8,NA,NA,NA,NA,NA,24,USD$51.5 billion in 2022
39,Fossil Fuel Investment,Latin America,NA,2022,2015,%,-44.5,NA,NA,NA,NA,NA,24,Fell from USD$92.8 million in 2015
40,Total Energy Investment,Latin America,NA,2022,2015,%,-25.5,NA,NA,NA,NA,NA,24,Fell from USD$147 billion in 2015 to US$110 billion in 2022
41,Energy Efficiency Investment,Latin America,NA,2022,Total Energy Investment,%,7.1,NA,NA,NA,NA,NA,24,USD$7.9 billion
42,Net Fossil Fuel Subsidies,Latin American countries,NA,2020,No Subsidies,USD billion,-23,NA,NA,NA,NA,NA,24,Net negative carbon price; 17% of health budgets
43,Fossil Fuel Subsidies,Latin American countries,Lancet Countdown,2020,No Fossil Fuel Subsidies,US$ billions,-23.0,NA,NA,NA,NA,NA,25,"Net total subsidy, analyzed 9 countries"
44,Fossil Fuel Subsidies,Brazil,Lancet Countdown,2020,No Fossil Fuel Subsidies,US$ billions,-7.5,NA,NA,NA,NA,NA,25,
45,Fossil Fuel Subsidies,Venezuela,Lancet Countdown,2020,No Fossil Fuel Subsidies,US$ billions,-5.6,NA,NA,NA,NA,NA,25,
46,Fossil Fuel Subsidies,Argentina,Lancet Countdown,2020,No Fossil Fuel Subsidies,US$ billions,-4.6,NA,NA,NA,NA,NA,25,
47,Health Expenditure,Venezuela,Lancet Countdown,2020,No Fossil Fuel Subsidies,%,-123.0,NA,NA,NA,NA,NA,25,Highest net subsidies as % of current health expenditure
48,Health Expenditure,Argentina,Lancet Countdown,2020,No Fossil Fuel Subsidies,%,-10.5,NA,NA,NA,NA,NA,25,Highest net subsidies as % of current health expenditure
49,Health Expenditure,Bolivia,Lancet Countdown,2020,No Fossil Fuel Subsidies,%,-10.3,NA,NA,NA,NA,NA,25,Highest net subsidies as % of current health expenditure
50,Health Expenditure,Ecuador,Lancet Countdown,2020,No Fossil Fuel Subsidies,%,-8.3,NA,NA,NA,NA,NA,25,Highest net subsidies as % of current health expenditure
51,Health Expenditure,Chile,Lancet Countdown,2020,No Fossil Fuel Subsidies,%,-5.6,NA,NA,NA,NA,NA,25,Highest net subsidies as % of current health expenditure
52,News Articles,Latin America,Lancet Countdown,2022,2010,articles,1260,NA,NA,NA,NA,NA,25,Highest level in 2022
53,Health Cost,Chile,Unspecified,2050,No CC,USD million,564,NA,NA,NA,NA,NA,26,Average annual health cost of mortality and morbidity due to temperature changes; approximately 10% of the Health Ministry's budget for the year 2020; using mid-century as the year
