,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,Agricultural potential,Africa,NA,2024,Current," ""%""",-62,NA,NA,NA,NA,NA,Page 4,"Based on technological efficiency of 38.2%. The paper was published in 2024, so this is the relevant year."
14,Technical Efficiency,Sub-Saharan African countries,NA,2013,NA,%,38.2,NA,NA,NA,NA,NA,Page 7,"Mean technical efficiency, implying 62% of potential agricultural output is untapped. Averaging period of 2005-2020, using 2013 as the middle year"
15,Cereal Yields,Sub-Saharan African countries,NA,2013,NA,kg,1100,NA,NA,NA,NA,NA,Page 7,"Countries with yields > 1100 kg/hectare had 60% production efficiency. Averaging period of 2005-2020, using 2013 as the middle year"
16,Production Efficiency,Sub-Saharan African countries,NA,2013,NA,%,60,NA,NA,NA,NA,NA,Page 7,"Corresponds to 1100 kg cereal yields. Averaging period of 2005-2020, using 2013 as the middle year"
17,Cereal Yields,Sub-Saharan African countries,NA,2013,NA,kg,1600,NA,NA,NA,NA,NA,Page 7,"Countries with yields up to 1600 kg/hectare can achieve up to 90% production efficiency. Averaging period of 2005-2020, using 2013 as the middle year"
18,Production Efficiency,Sub-Saharan African countries,NA,2013,NA,%,90,NA,NA,NA,NA,NA,Page 7,"corresponds to 1600 kg cereal yields. Averaging period of 2005-2020, using 2013 as the middle year"
19,Cereal Yield Increase,LDCs,NA,2000,Organic Fertilizer Treatment,%,11,NA,NA,NA,NA,NA,Page 7,lower bound
20,Cereal Yield Increase,LDCs,NA,2000,Organic Fertilizer Treatment,%,13,NA,NA,NA,NA,NA,Page 7,Upper bound
21,Net Economic Gain,LDCs,NA,2000,Organic Fertilizer Treatment,%,4,NA,NA,NA,NA,NA,Page 7,lower bound
22,Net Economic Gain,LDCs,NA,2000,Organic Fertilizer Treatment,%,5,NA,NA,NA,NA,NA,Page 7,Upper bound
23,Land productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,kg,-5.80,3.55e-08,NA,NA,NA,NA,"Page 12, Table 4",A one percent increase in agricultural methane emission reduces land productivity by 5.80 kg.
24,Land productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,kg,-5.13,7.68e-09,NA,NA,NA,NA,"Page 12, Table 4",A one percent increase in CO2 emission reduces land productivity by 5.13 kg.
25,Labor productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,-2.89e-08,5.77e-09,NA,NA,NA,NA,"Page 12, Table 4",Agricultural methane emissions have a significant negative impact on labor productivity.
26,Labor productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,-8.16e-09,1.25e-09,NA,NA,NA,NA,"Page 12, Table 4",CO2 emissions significantly affect labor productivity.
27,Fertilizer productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,-0.000018,4.57e-06,NA,NA,NA,NA,"Page 12, Table 4",Agricultural methane emissions negatively impact fertilizer productivity.
28,Fertilizer productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,1.46e-06,9.89e-07,NA,NA,NA,NA,"Page 12, Table 4",The impact of CO2 emissions on fertilizer productivity is not statistically significant.
29,Land productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,3.39e-06,2.35e-07,NA,NA,NA,NA,"Page 12, Table 4",GDP per capita income has a positive effect on land productivity.
30,Labor productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,4.83e-07,3.82e-08,NA,NA,NA,NA,"Page 12, Table 4",GDP per capita income has a positive effect on labor productivity.
31,Fertilizer productivity,Sub-Saharan African countries,No specific scenario,2020,No CC,NA,0.0003466,0.0000303,NA,NA,NA,NA,"Page 12, Table 4",GDP per capita income significantly improves fertilizer productivity.
32,Arable land productivity,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Unit increase in TFP,1,NA,NA,NA,NA,NA,Page 13,Impact of one unit increase in GDP per capita income
33,Labour productivity,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Unit increase in TFP,1,NA,NA,NA,NA,NA,Page 13,Impact of one unit increase in GDP per capita income
34,Fertilizer productivity,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Unit increase in TFP,1,NA,NA,NA,NA,NA,Page 13,Impact of one unit increase in GDP per capita income
35,Cereal yield/hectare,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Coefficient,-0.447,0.036,NA,NA,NA,NA,Table 5,Negative impact of arable land
36,Cereal yield/hectare,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Coefficient,0.515,0.039,NA,NA,NA,NA,Table 5,Positive impact of labor
37,Cereal yield/hectare,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Coefficient,0.057,0.012,NA,NA,NA,NA,Table 5,Positive impact of fertilizer
38,Cereal yield/hectare,Sub-Saharan African countries,Panel data from 2005-2020,2020,Baseline,Constant,5.804,0.223,NA,NA,NA,NA,Table 5,Constant term
