,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
68,Hours Worked Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),104.77,NA,NA,NA,NA,NA,36,
69,Real Interest Rate Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),99.99,NA,NA,NA,NA,NA,36,
70,Real Interest Rate Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),100.01,NA,NA,NA,NA,NA,36,
71,Real Interest Rate Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),100.02,NA,NA,NA,NA,NA,36,
72,Real Interest Rate Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),100.05,NA,NA,NA,NA,NA,36,
73,Exchange Rate Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),98.83,NA,NA,NA,NA,NA,36,
74,Exchange Rate Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),102.05,NA,NA,NA,NA,NA,36,
75,Exchange Rate Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),102.82,NA,NA,NA,NA,NA,36,
76,Exchange Rate Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),107.54,NA,NA,NA,NA,NA,36,
77,Trade Balance Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),98.23,NA,NA,NA,NA,NA,36,
78,Trade Balance Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),103.11,NA,NA,NA,NA,NA,36,
79,Trade Balance Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),104.29,NA,NA,NA,NA,NA,36,
80,Trade Balance Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),111.45,NA,NA,NA,NA,NA,36,
81,Net Foreign Assets Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),95.31,NA,NA,NA,NA,NA,36,
82,Net Foreign Assets Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),108.24,NA,NA,NA,NA,NA,36,
83,Net Foreign Assets Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),111.36,NA,NA,NA,NA,NA,36,
84,Net Foreign Assets Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),130.32,NA,NA,NA,NA,NA,36,
85,Welfare,New Zealand,Historical,2016,No CC,, -624.4944,NA,NA,NA,NA,NA,36,Based on 1994-2016 data
86,Welfare,New Zealand,RCP 2.5,2100,No CC,, -624.4629,NA,NA,NA,NA,NA,36,
87,Welfare,New Zealand,RCP 4.5,2100,No CC,, -624.5497,NA,NA,NA,NA,NA,36,
88,Welfare,New Zealand,RCP 6.0,2100,No CC,, -624.5707,NA,NA,NA,NA,NA,36,
89,Welfare,New Zealand,RCP 8.5,2100,No CC,, -624.6980,NA,NA,NA,NA,NA,36,
90,Welfare cost,New Zealand,Historical,2016,No CC,%,0.3035,NA,NA,NA,NA,NA,36,Based on 1994-2016 data
91,Welfare cost,New Zealand,RCP 2.5,2100,No CC,%,0.2791,NA,NA,NA,NA,NA,36,
92,Welfare cost,New Zealand,RCP 4.5,2100,No CC,%,0.3464,NA,NA,NA,NA,NA,36,
93,Welfare cost,New Zealand,RCP 6.0,2100,No CC,%,0.3626,NA,NA,NA,NA,NA,36,
94,Welfare cost,New Zealand,RCP 8.5,2100,No CC,%,0.4613,NA,NA,NA,NA,NA,36,
95,Welfare Cost,New Zealand,Worst-case Scenario,2100,1994-2016 period,% of permanent consumption,0.28,NA,NA,NA,NA,NA,Page 37,"Welfare costs increase with the variance of weather shocks, assuming no crop and livestock adaptation."
96,Welfare Cost,New Zealand,Worst-case Scenario,2100,Historical period,% of permanent consumption,0.09,NA,NA,NA,NA,NA,Page 37,Increase in welfare cost from the historical period to the worst-case scenario.
97,Welfare Cost,New Zealand,RCP 2.5 Optimistic Scenario,2100,No CC,% of permanent consumption,-0.30,NA,NA,NA,NA,NA,Page 37,"Under the optimistic climate change scenario, a minimal fraction of permanent consumption is lost. This represents the upper-bound impact without accounting for adaptation."
98,Welfare Cost,New Zealand,Current,2020,No CC,% of unconditional consumption,-0.3,NA,NA,NA,NA,NA,Page 37,New Zealanders' willingness to sacrifice part of their consumption to avoid droughts.
99,Welfare costs,New Zealand,2100 Variance,2100,No CC,% of unconditional consumption,-0.30,NA,NA,NA,NA,NA,Page 38,Households are willing to pay 0.30% of their unconditional consumption to live in a world with no weather shocks.
100,Consumption/Output Ratio,New Zealand,NA,2004,Model Simulation,NA,0.55,NA,NA,NA,NA,NA,44,DSGE Model. Average year of 1990-2017 period.
101,Consumption/Output Ratio,New Zealand,NA,2004,Observed Data,NA,0.57,NA,NA,NA,NA,NA,44,Data between 1990-2017. Average year of 1990-2017 period.
102,Investment/Output Ratio,New Zealand,NA,2004,Model Simulation,NA,0.23,NA,NA,NA,NA,NA,44,DSGE Model. Average year of 1990-2017 period.
103,Investment/Output Ratio,New Zealand,NA,2004,Observed Data,NA,0.22,NA,NA,NA,NA,NA,44,Data between 1990-2017. Average year of 1990-2017 period.
104,Real Interest Rate,New Zealand,NA,2004,Model Simulation,%,4.72,NA,NA,NA,NA,NA,44,DSGE Model. Average year of 1990-2017 period.
105,Real Interest Rate,New Zealand,NA,2004,Observed Data,%,4.75,NA,NA,NA,NA,NA,44,Data between 1990-2017. Average year of 1990-2017 period.
106,Goods Market Openness,New Zealand,NA,2004,Model Simulation,NA,0.28,NA,NA,NA,NA,NA,44,DSGE Model. Average year of 1990-2017 period.
107,Goods Market Openness,New Zealand,NA,2004,Observed Data,NA,0.29,NA,NA,NA,NA,NA,44,Data between 1990-2017. Average year of 1990-2017 period.
108,Agri. Production/GDP,New Zealand,NA,2004,Model Simulation,NA,0.08,NA,NA,NA,NA,NA,44,DSGE Model. Average year of 1990-2017 period.
109,Agri. Production/GDP,New Zealand,NA,2004,Observed Data,NA,0.07,NA,NA,NA,NA,NA,44,Data between 1990-2017. Average year of 1990-2017 period.
110,Total output,New Zealand,Current Climate,2020,No CC,Standard Deviation,3.18,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
111,Consumption,New Zealand,Current Climate,2020,No CC,Standard Deviation,4.75,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
112,Hours,New Zealand,Current Climate,2020,No CC,Standard Deviation,2.75,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
113,Investment,New Zealand,Current Climate,2020,No CC,Standard Deviation,9.63,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
114,Agricultural output,New Zealand,Current Climate,2020,No CC,Standard Deviation,13.50,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
115,Foreign output,New Zealand,Current Climate,2020,No CC,Standard Deviation,2.11,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
116,RER variations,New Zealand,Current Climate,2020,No CC,Standard Deviation,3.36,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
117,Weather,New Zealand,Current Climate,2020,No CC,Standard Deviation,0.88,NA,NA,NA,NA,NA,48,"Model output, deviation from mean; based on 2020 data."
