,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
18,Sea-level Contribution,Antarctica,SSP5-8.5,2300,No Hydrofracturing,cm,60,NA,NA,NA,NA,NA,p. 17,Increased median sea-level contribution due to hydrofracturing.
19,Sea-level Contribution,Antarctica,SSP5-8.5,3000,No Hydrofracturing,m,2.2,NA,NA,NA,NA,NA,p. 17,Increased median sea-level contribution due to hydrofracturing.
20,SMB (grounded ice),Antarctica,SSP5-8.5,2100,Present,NA,1,NA,NA,NA,NA,NA,p. 17,Qualitative increase by 2100
21,SMB (ice shelves),Antarctica,SSP5-8.5,2100,Present,NA,-1,NA,NA,NA,NA,NA,p. 17,Qualitative decrease by 2100
22,Surface Runoff,Antarctica,SSP5-8.5,2300,Present-day,Gt/yr,4000,NA,NA,NA,NA,NA,19,Median flux.
23,Grounded Ice SMB,Antarctica,SSP5-8.5,2140,Present-day,Gt/yr,0,NA,NA,NA,NA,NA,19,"Median value, SMB becomes lower than present."
24,Antarctic near-surface warming,Antarctica,SSP5-8.5,2100,1995-2014,°C,7.5,NA,NA,NA,NA,NA,19,Upper bound of the near-surface warming before mitigation potential of surface mass balance starts to decrease.
25,Antarctic near-surface warming,Antarctica,SSP5-8.5,2100,Pre-industrial,°C,7.2,NA,NA,NA,NA,NA,19,Corresponding pre-industrial global warming associated with +7.5°C Antarctic near-surface warming.
26,Antarctic near-surface warming,Antarctica,SSP5-8.5,2100,1995-2014,°C,2.5,NA,NA,NA,NA,NA,19,Threshold for decrease in SMB over ice shelves.
27,Antarctic near-surface warming,Antarctica,SSP1-2.6,2100,1995-2014,°C,2.5,NA,NA,NA,NA,NA,19,Threshold for decrease in SMB over ice shelves.
28,Antarctic near-surface warming,Antarctica,SSP5-8.5,2300,1995-2014,°C,15,NA,NA,NA,NA,NA,19,Threshold of negative surface mass balance.
29,Antarctic near-surface warming,Antarctica,SSP5-8.5,2300,Pre-industrial,°C,12.2,NA,NA,NA,NA,NA,19,Corresponding pre-industrial global warming associated with +15°C Antarctic near-surface warming.
30,Antarctic near-surface warming,Antarctica,SSP5-8.5,2300,1995-2014,°C,9,NA,NA,NA,NA,NA,19,Warming at which SMB reaches present-day value.
31,Antarctic near-surface warming,Antarctica,SSP5-8.5,2100,Pre-industrial,°C,3,NA,NA,NA,NA,NA,19,Corresponding pre-industrial global warming associated with +2.5°C Antarctic near-surface warming.
32,Melt Fluxes,Antarctica,SSP5-8.5,2100,No CC,Gtyr-1,5000,NA,NA,NA,NA,NA,21,Sub-shelf melt fluxes projected to reach 5000 Gt/yr by the end of the century.
33,SMB Grounded,Antarctica,SSP5-8.5,2100,No CC,unknown,0,NA,NA,NA,NA,NA,21,Surface mass balance over grounded ice projected to increase due to stronger snowfall.
34,SMB Ice Shelves,Antarctica,SSP5-8.5,2100,No CC,unknown,0,NA,NA,NA,NA,NA,21,Surface mass balance over ice shelves projected to decrease due to strong runoff fluxes.
35,Net Mass Balance,Antarctica,Observed,1994,Unknown,Gtyr − 1,-70,40,NA,NA,NA,NA,33,"Otosaka et al. (2023), 1992-1996"
36,Net Mass Balance,Antarctica,Observed,1999,Unknown,Gtyr − 1,-19,39,NA,NA,NA,NA,33,"Otosaka et al. (2023), 1997-2001"
37,Net Mass Balance,Antarctica,Observed,2004,Unknown,Gtyr − 1,-62,41,NA,NA,NA,NA,33,"Otosaka et al. (2023), 2002-2006"
38,Net Mass Balance,Antarctica,Observed,2009,Unknown,Gtyr − 1,-130,45,NA,NA,NA,NA,33,"Otosaka et al. (2023), 2007-2011"
39,Net Mass Balance,Antarctica,Observed,1984,Unknown,Gtyr − 1,-40,9,NA,NA,NA,NA,33,"Rignot et al. (2019), 1979-1989"
40,Net Mass Balance,Antarctica,Observed,1994,Unknown,Gtyr − 1,-49.6,14,NA,NA,NA,NA,33,"Rignot et al. (2019), 1989-1999"
41,Net Mass Balance,Antarctica,Observed,2004,Unknown,Gtyr − 1,-165.8,18,NA,NA,NA,NA,33,"Rignot et al. (2019), 1999-2009"
42,Net Mass Balance,Antarctica,Observed,1994,Unknown,Gtyr − 1,-27,106,NA,NA,NA,NA,33,"Bamber et al. (2018), 1992-1996"
43,Net Mass Balance,Antarctica,Observed,1999,Unknown,Gtyr − 1,-103,106,NA,NA,NA,NA,33,"Bamber et al. (2018), 1997-2001"
44,Net Mass Balance,Antarctica,Observed,2004,Unknown,Gtyr − 1,-25,54,NA,NA,NA,NA,33,"Bamber et al. (2018), 2002-2006"
45,Net Mass Balance,Antarctica,Observed,2009,Unknown,Gtyr − 1,-117,28,NA,NA,NA,NA,33,"Bamber et al. (2018), 2007-2011"
46,Net Mass Balance,Antarctica,Observed,1995,Unknown,Gtyr − 1,-49,67,NA,NA,NA,NA,33,"Shepherd et al. (2018), 1992-1997"
47,Net Mass Balance,Antarctica,Observed,1999,Unknown,Gtyr − 1,-38,64,NA,NA,NA,NA,33,"Shepherd et al. (2018), 1997-2002"
48,Net Mass Balance,Antarctica,Observed,2004,Unknown,Gtyr − 1,-73,53,NA,NA,NA,NA,33,"Shepherd et al. (2018), 2002-2007"
49,Net Mass Balance,Antarctica,Observed,2009,Unknown,Gtyr − 1,-160,50,NA,NA,NA,NA,33,"Shepherd et al. (2018), 2007-2012"
50,Net Mass Balance,Antarctica,Observed,2001,Unknown,Gtyr − 1,-76,59,NA,NA,NA,NA,33,"Shepherd et al. (2018), 1992-2011"
51,Net Mass Balance,Antarctica,Observed,2011,Unknown,Gtyr − 1,-159,22,NA,NA,NA,NA,33,"Martín-Español et al. (2016), 2010-2013"
52,Basal Mass Balance,Antarctica,Observed,2008,Unknown,Gtyr − 1,1516,106,NA,NA,NA,NA,33,"Liu et al. (2015), 2005-2011"
53,Basal Mass Balance,Antarctica,Observed,2002,Unknown,Gtyr − 1,1454,174,NA,NA,NA,NA,33,"Depoorter et al. (2013), 1995-2009"
54,Basal Mass Balance,Antarctica,Observed,2005,Unknown,Gtyr − 1,1500,235,NA,NA,NA,NA,33,"Rignot et al. (2013), 2003-2008"
55,Basal Mass Balance,Antarctica,Observed,2005,Unknown,Gtyr − 1,1500,140,NA,NA,NA,NA,33,"Adusumilli et al. (2020), 2003-2008"
56,Basal Mass Balance,Antarctica,Observed,2006,Unknown,Gtyr − 1,1260,150,NA,NA,NA,NA,33,"Adusumilli et al. (2020), 1994-2018"
57,Calving Fluxes,Antarctica,Observed,2008,Unknown,Gtyr − 1,755,25,NA,NA,NA,NA,33,"Liu et al. (2015), 2005-2011"
58,Calving Fluxes,Antarctica,Observed,2002,Unknown,Gtyr − 1,1321,144,NA,NA,NA,NA,33,"Depoorter et al. (2013), 1995-2009"
59,Calving Fluxes,Antarctica,Observed,2005,Unknown,Gtyr − 1,1089,139,NA,NA,NA,NA,33,"Rignot et al. (2013), 2003-2008"
60,Surface Mass Balance,Antarctica,Observed,1995,Unknown,Gtyr − 1,2483,266,NA,NA,NA,NA,33,"Mottram et al. (2021), 1980-2010"
61,Surface Mass Balance,Antarctica,Observed,2001,Unknown,Gtyr − 1,2329,94,NA,NA,NA,NA,33,"Mottram et al. (2021), 1987-2015"
62,Surface Mass Balance,Antarctica,Observed,1994,Unknown,Gtyr − 1,2418,181,NA,NA,NA,NA,33,"Lenaerts et al. (2012), 1979-2010"
