,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,Revenue,US,NA,1998,No CC,Million US dollars,-61,NA,NA,NA,NA,NA,4,Losses in the lodging sector due to historic fire in Florida.
14,Revenue,US,NA,1998,No CC,Million US dollars,-77,NA,NA,NA,NA,NA,4,Losses in other sectors due to historic fire in Florida.
15,Domestic Tourist Arrivals,Portugal,A1B,2016,No CC,%,-3.53,NA,NA,NA,NA,NA,92,Impact of 1% increase in burned areas on domestic tourist arrivals in the same and following year. Result is based on data from 2000-2016.
16,Inbound Tourist Arrivals,Portugal,A1B,2016,No CC,%,-1.12,NA,NA,NA,NA,NA,92,Impact of 1% increase in burned areas on inbound tourist arrivals in the same and following year. Result is based on data from 2000-2016.
17,Domestic Tourist Arrivals,Portugal,NA,2016,No CC,%,0,NA,NA,NA,NA,NA,8,Burned areas have a negative impact on domestic tourist arrivals. Assuming zero impact if not specified.
18,Inbound Tourist Arrivals,Portugal,NA,2016,No CC,%,0,NA,NA,NA,NA,NA,8,Burned areas have a negative impact on inbound tourist arrivals. Assuming zero impact if not specified.
19,Burned Area Share,Portugal,NA,2016,No CC,% increase,0.14,NA,NA,NA,NA,NA,8,Increase in burned area share from a 1°C temperature increase during the third quarter of the year.
20,Burned Area Share,Portugal,NA,2016,No CC,% increase,0.1,NA,NA,NA,NA,NA,8,Increase in burned area share from a 10 mm reduction in rainfall.
21,Burned Area,Portugal,NA,2016,No CC,hectares,12909,NA,NA,NA,NA,NA,8,Additional hectares burned due to 1°C temperature increase during the third quarter.
22,Burned Area,Portugal,NA,2016,No CC,hectares,9921,NA,NA,NA,NA,NA,8,Additional hectares burned due to 10mm reduction in rainfall.
23,Burned area,Portugal,A1B,2030,Period Studied,percent share,0.0014,0.0006,NA,NA,NA,NA,9,Coefficient for temperature (Tempit) from regression of burned area share on weather; statistically significant at the 5% level.
24,Burned area,Portugal,A1B,2030,Period Studied,percent share,-0.0001,0.0001,NA,NA,NA,NA,9,Coefficient for precipitation (Precipit) from regression of burned area share on weather; statistically significant at the 10% level.
25,Domestic Tourist Arrivals,Portugal,A1B,2030,Burned area projections,percentage points,0.47,NA,NA,NA,NA,NA,95,Mean benefit in municipalities benefiting from climate change.
26,Domestic Tourist Arrivals,Portugal,A1B,2030,Burned area projections,percentage points,1.086,NA,NA,NA,NA,NA,95,Largest benefit in municipalities benefiting from climate change.
27,Domestic Tourist Arrivals,Portugal,A1B,2030,Burned area projections,percentage points,0.10,NA,NA,NA,NA,NA,95,Smallest benefit in municipalities benefiting from climate change.
28,Domestic Tourist Arrivals,Portugal,A1B,2050,Burned area projections,percentage points,0.26,NA,NA,NA,NA,NA,95,Mean benefit in municipalities benefiting from climate change.
29,Domestic Tourist Arrivals,Portugal,A1B,2050,Burned area projections,percentage points,0.816,NA,NA,NA,NA,NA,95,Largest benefit in municipalities benefiting from climate change.
30,Domestic Tourist Arrivals,Portugal,A1B,2050,Burned area projections,percentage points,0.05,NA,NA,NA,NA,NA,95,Smallest benefit in municipalities benefiting from climate change.
31,Domestic Tourist Arrivals,Portugal,A1B,2030,No CC,%,-2,NA,NA,NA,NA,NA,Page 11,Estimates show a projected reduction of up to 2% in domestic tourist arrivals across various municipalities.
32,Domestic Tourist Arrivals,Portugal,A1B,2050,No CC,%,-4,NA,NA,NA,NA,NA,Page 11,"Projected reductions increase to 4% or more in certain regions, indicating a significant impact in 2050."
33,Inbound Tourist Arrivals,Portugal,A1B,2030,No CC,%,-0.5,NA,NA,NA,NA,NA,Page 11,Impact of burned areas on inbound tourist arrivals is projected to be up to 0.5%.
34,Inbound Tourist Arrivals,Portugal,A1B,2050,No CC,%,-1,NA,NA,NA,NA,NA,Page 11,"In 2050, reductions in inbound tourist arrivals increase up to 1% or more in several municipalities."
35,Domestic Tourism Revenues,Portugal,A1B,2030,2016,percent,-0.59,NA,NA,NA,NA,NA,98,Lower bound estimate for reduction.
36,Domestic Tourism Revenues,Portugal,A1B,2030,2016,percent,-0.84,NA,NA,NA,NA,NA,98,Upper bound estimate for reduction.
37,Inbound Tourism Revenues,Portugal,A1B,2030,2016,percent,-0.63,NA,NA,NA,NA,NA,98,Lower bound estimate for reduction.
38,Inbound Tourism Revenues,Portugal,A1B,2030,2016,percent,-1.31,NA,NA,NA,NA,NA,98,Upper bound estimate for reduction.
39,Domestic Tourist Arrivals,Portugal,A1B,2030,Baseline,percent reduction,-0,NA,NA,NA,NA,-2,98,Majority of municipalities face this range.
40,Domestic Tourist Arrivals,Portugal,A1B,2030,Baseline,percent reduction,-2,NA,NA,NA,NA,NA,98,Majority of municipalities face this range.
41,Domestic Tourist Arrivals,Portugal,A1B,2050,Baseline,percent reduction,-2,NA,NA,NA,NA,-4,98,
42,Inbound Tourist Arrivals,Portugal,A1B,2030,Baseline,percent reduction,-0,NA,NA,NA,NA,-0.5,98,
43,Inbound Tourist Arrivals,Portugal,A1B,2050,Baseline,percent reduction,-0.5,NA,NA,NA,NA,-1,98,
44,Domestic Tourist Arrivals,Portugal,A1B,2030,No fires,NA,-1.6637,0.4924,NA,NA,NA,NA,Page 16,Coefficient for Burned Areas in the panel regression model (ln(Arrivalsit)). Assumes projections for 2030.
45,Domestic Tourist Arrivals,Portugal,A1B,2030,No fires,NA,-1.3774,0.3941,NA,NA,NA,NA,Page 16,Coefficient for lagged Burned Areas in the panel regression model (ln(Arrivalsit)). Assumes projections for 2030.
46,Inbound Tourist Arrivals,Portugal,A1B,2030,No fires,NA,-0.4129,0.1858,NA,NA,NA,NA,Page 16,Coefficient for Burned Areas in the panel regression model (ln(Arrivalsit)). Assumes projections for 2030.
47,Inbound Tourist Arrivals,Portugal,A1B,2030,No fires,NA,-0.5850,0.1371,NA,NA,NA,NA,Page 16,Coefficient for lagged Burned Areas in the panel regression model (ln(Arrivalsit)). Assumes projections for 2030.
