,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
60,GDP,SLA,1x,2100,No CC,%,-7.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
61,GDP,SSA,1x,2100,No CC,%,-9.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
62,GDP,SOV,1x,2100,No CC,%,-2.0,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
63,GDP,GBR,1x,2100,No CC,%,-0.5,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
64,GDP,ANZ,1x,2100,No CC,%,-4.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
65,GDP,GLOBAL,1x,2100,No CC,%,-4.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
66,GDP,US,2x,2100,No CC,%,-7.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
67,GDP,WEU,2x,2100,No CC,%,-2.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
68,GDP,JSHK,2x,2100,No CC,%,-7.1,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
69,GDP,CHI,2x,2100,No CC,%,-7.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
70,GDP,IND,2x,2100,No CC,%,-21.1,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
71,GDP,RUS,2x,2100,No CC,%,4.1,NA,NA,NA,NA,NA,p. 15,Peak gain due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
72,GDP,CND,2x,2100,No CC,%,2.7,NA,NA,NA,NA,NA,p. 15,Peak gain due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
73,GDP,EEU,2x,2100,No CC,%,-3.2,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
74,GDP,SAP,2x,2100,No CC,%,-17.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
75,GDP,BRA,2x,2100,No CC,%,-15.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
76,GDP,MEX,2x,2100,No CC,%,-11.2,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
77,GDP,SAF,2x,2100,No CC,%,-10.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
78,GDP,MENA,2x,2100,No CC,%,-16.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
79,GDP,SLA,2x,2100,No CC,%,-13.5,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
80,GDP,SSA,2x,2100,No CC,%,-17.5,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
81,GDP,SOV,2x,2100,No CC,%,-3.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
82,GDP,GBR,2x,2100,No CC,%,-1.0,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
83,GDP,ANZ,2x,2100,No CC,%,-8.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
84,GDP,GLOBAL,2x,2100,No CC,%,-7.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
85,GDP,US,4x,2100,No CC,%,-12.8,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
86,GDP,WEU,4x,2100,No CC,%,-4.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
87,GDP,JSHK,4x,2100,No CC,%,-12.4,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
88,GDP,CHI,4x,2100,No CC,%,-12.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
89,GDP,IND,4x,2100,No CC,%,-34.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
90,GDP,RUS,4x,2100,No CC,%,4.0,NA,NA,NA,NA,NA,p. 15,Peak gain due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
91,GDP,CND,4x,2100,No CC,%,2.6,NA,NA,NA,NA,NA,p. 15,Peak gain due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
92,GDP,EEU,4x,2100,No CC,%,-5.3,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
93,GDP,SAP,4x,2100,No CC,%,-29.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
94,GDP,BRA,4x,2100,No CC,%,-26.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
95,GDP,MEX,4x,2100,No CC,%,-19.2,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
96,GDP,SAF,4x,2100,No CC,%,-17.8,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
97,GDP,MENA,4x,2100,No CC,%,-27.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
98,GDP,SLA,4x,2100,No CC,%,-23.2,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
99,GDP,SSA,4x,2100,No CC,%,-29.3,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
100,GDP,SOV,4x,2100,No CC,%,-5.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
101,GDP,GBR,4x,2100,No CC,%,-1.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
102,GDP,ANZ,4x,2100,No CC,%,-14.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
103,GDP,GLOBAL,4x,2100,No CC,%,-13.0,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
104,GDP,US,6x,2100,No CC,%,-17.1,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
105,GDP,WEU,6x,2100,No CC,%,-6.5,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
106,GDP,JSHK,6x,2100,No CC,%,-16.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
107,GDP,CHI,6x,2100,No CC,%,-17.0,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
108,GDP,IND,6x,2100,No CC,%,-43.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
109,GDP,RUS,6x,2100,No CC,%,3.9,NA,NA,NA,NA,NA,p. 15,Peak gain due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
110,GDP,CND,6x,2100,No CC,%,2.6,NA,NA,NA,NA,NA,p. 15,Peak gain due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
111,GDP,EEU,6x,2100,No CC,%,-6.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
112,GDP,SAP,6x,2100,No CC,%,-38.3,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
113,GDP,BRA,6x,2100,No CC,%,-34.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
114,GDP,MEX,6x,2100,No CC,%,-25.5,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
115,GDP,SAF,6x,2100,No CC,%,-23.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
116,GDP,MENA,6x,2100,No CC,%,-36.0,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
117,GDP,SLA,6x,2100,No CC,%,-30.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
118,GDP,SSA,6x,2100,No CC,%,-37.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
119,GDP,SOV,6x,2100,No CC,%,-7.6,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
120,GDP,GBR,6x,2100,No CC,%,-2.1,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
121,GDP,ANZ,6x,2100,No CC,%,-19.9,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
122,GDP,GLOBAL,6x,2100,No CC,%,-16.7,NA,NA,NA,NA,NA,p. 15,Peak loss due to climate change under Business-as-Usual (BAU) - assuming peak occurs around 2100
123,Temperature,Global,1x,2100,No CC,°C,4.4,NA,NA,NA,NA,NA,p. 15,Maximum global temperature rise by 2100
124,Temperature,Global,2x,2100,No CC,°C,4.2,NA,NA,NA,NA,NA,p. 15,Maximum global temperature rise by 2100
125,Temperature,Global,4x,2100,No CC,°C,3.9,NA,NA,NA,NA,NA,p. 15,Maximum global temperature rise by 2100
126,Temperature,Global,6x,2100,No CC,°C,3.7,NA,NA,NA,NA,NA,p. 15,Maximum global temperature rise by 2100
127,Welfare gains,All regions,6x UWI,2050,No CC,percent,4.3,NA,NA,NA,NA,NA,16,"All generations, present and future gain under the 6x UWI case."
128,Welfare losses,All regions,6x,2050,No CC,percent,-18.0,NA,NA,NA,NA,NA,16,"Without transfers, some generations incur large welfare losses in the 6x case."
129,Welfare gains,All regions,6x,2050,No CC,percent,47.6,NA,NA,NA,NA,NA,16,"Without transfers, others experience huge welfare gains in the 6x case."
130,Regional damages,Global,6x UWI,2050,No CC,percent of global GDP,-1,NA,NA,NA,NA,NA,16,Maximal global temperature and maximal regional damages are substantially reduced by carbon taxation.
131,Regional damages,N/A,6x UWI,2050,No CC,percent of regional GDP,-1,NA,NA,NA,NA,NA,16,Maximal global temperature and maximal regional damages are substantially reduced by carbon taxation.
132,Consumption,India,6x UWI,2217,No CC,percent,-40,NA,NA,NA,NA,NA,16,Indians born in 200 years would be required under UWI policy to surrender more than 40 percent of their consumption to help service outstanding carbon-policy debt.
133,Max. global temperature,Global,6x damage,2100,BAU,degree Celsius,-14.6,NA,NA,NA,NA,NA,Page 17,"Decline in temperature rise compared to BAU scenario, assumed long-term impact."
134,Welfare,India,6x UWIL,2100,BAU,percent,35.6,NA,NA,NA,NA,NA,Page 17,"Maximal welfare gains for future generations, assumed long-term impact."
135,Welfare,S. Asia Pacific,6x UWIL,2100,BAU,percent,27.2,NA,NA,NA,NA,NA,Page 17,"Projected under UWIL policy, assumed long-term impact."
136,Welfare,Brazil,6x UWIL,2100,BAU,percent,25.2,NA,NA,NA,NA,NA,Page 17,"Projected under UWIL policy, assumed long-term impact."
137,Welfare,Mexico,6x UWIL,2100,BAU,percent,15.5,NA,NA,NA,NA,NA,Page 17,"Projected under UWIL policy, assumed long-term impact."
138,Welfare,MENA,6x UWIL,2100,BAU,percent,25.9,NA,NA,NA,NA,NA,Page 17,"Projected under UWIL policy, assumed long-term impact."
139,Welfare,SSA,6x UWIL,2100,BAU,percent,25.9,NA,NA,NA,NA,NA,Page 17,"Projected under UWIL policy, assumed long-term impact."
140,Tax growth,Global,6x damage,2074,No CC,percent per year,1.4,NA,NA,NA,NA,NA,Page 17,"Ranges from 1.4 to 1.5 percent per year, 50 years in future (2017+50)."
141,Emissions,Global,UWI/UWIF,2037,BAU,Years earlier,55,NA,NA,NA,NA,NA,19,China stops using all fossil fuels in roughly 20 years compared to 75 years under BAU.
142,Emissions,Russia,UWI/UWIF,2097,BAU,Years earlier,80,NA,NA,NA,NA,NA,19,Russia stops emitting carbon roughly 80 years earlier than in BAU due to the carbon policy.
143,Temperature,Global,6x damage UWI/UWIF,2100,BAU,Degrees Celsius,2.0,NA,NA,NA,NA,NA,19,Max. global temperature rise stays within or near the 2.0-degree limit set in the Paris Agreement.
144,Damages,ANZ,6x UWI,2100,BAU,Percent GDP,-10,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent.
145,Damages,China,6x UWI,2100,BAU,Percent GDP,-8,NA,NA,NA,NA,NA,19,Damages drop from above 16 percent to around 8 percent of GDP.
146,Damages,US,6x UWI,2100,BAU,Percent GDP,-8,NA,NA,NA,NA,NA,19,Damages drop from above 16 percent to around 8 percent of GDP.
147,GDP,India,6x damage specification,2217,No CC,percent,-40,NA,NA,NA,NA,NA,23,"Impact described under UWI policy, representing the percent of consumption that Indians born in 200 years would need to surrender to service carbon-policy debt"
148,GDP,Brazil,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,23,"Impact described under UWI policy, representing the percent of consumption that future generations would need to transfer to other regions and generations"
149,GDP,South Asian Pacific,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,23,"Impact described under UWI policy, representing the percent of consumption that future generations would need to transfer to other regions and generations"
150,GDP,MENA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,23,"Impact described under UWI policy, representing the percent of consumption that future generations would need to transfer to other regions and generations"
151,GDP,SLA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,23,"Impact described under UWI policy, representing the percent of consumption that future generations would need to transfer to other regions and generations"
152,GDP,SSA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,23,"Impact described under UWI policy, representing the percent of consumption that future generations would need to transfer to other regions and generations"
153,GDP Share,USA,"BAU, 6x damage",2050,2017,%,-2.97,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
154,GDP Share,USA,"Optimal, 6x damage",2050,2017,%,-3.24,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
155,GDP Share,USA,"BAU, 6x damage",2100,2017,%,-9.46,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
156,GDP Share,USA,"Optimal, 6x damage",2100,2017,%,-9.86,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
157,GDP Share,USA,"BAU, 6x damage",2150,2017,%,-10.12,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
158,GDP Share,USA,"Optimal, 6x damage",2150,2017,%,-10.57,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
159,GDP Share,WEU,"BAU, 6x damage",2050,2017,%,-3.29,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
160,GDP Share,WEU,"Optimal, 6x damage",2050,2017,%,-3.22,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
161,GDP Share,WEU,"BAU, 6x damage",2100,2017,%,-4.87,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
162,GDP Share,WEU,"Optimal, 6x damage",2100,2017,%,-5.77,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
163,GDP Share,WEU,"BAU, 6x damage",2150,2017,%,-5.14,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
164,GDP Share,WEU,"Optimal, 6x damage",2150,2017,%,-6.33,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
165,GDP Share,JSHK,"BAU, 6x damage",2050,2017,%,0.32,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
166,GDP Share,JSHK,"Optimal, 6x damage",2050,2017,%,0.34,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
167,GDP Share,JSHK,"BAU, 6x damage",2100,2017,%,3.29,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
168,GDP Share,JSHK,"Optimal, 6x damage",2100,2017,%,3.26,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
169,GDP Share,JSHK,"BAU, 6x damage",2150,2017,%,4.58,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
170,GDP Share,JSHK,"Optimal, 6x damage",2150,2017,%,4.44,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
171,GDP Share,CHI,"BAU, 6x damage",2050,2017,%,4.97,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
172,GDP Share,CHI,"Optimal, 6x damage",2050,2017,%,5.01,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
173,GDP Share,CHI,"BAU, 6x damage",2100,2017,%,17.02,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
174,GDP Share,CHI,"Optimal, 6x damage",2100,2017,%,17.74,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
175,GDP Share,CHI,"BAU, 6x damage",2150,2017,%,19.95,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
176,GDP Share,CHI,"Optimal, 6x damage",2150,2017,%,20.51,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
177,GDP Share,IND,"BAU, 6x damage",2050,2017,%,2.01,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
178,GDP Share,IND,"Optimal, 6x damage",2050,2017,%,2.20,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
179,GDP Share,IND,"BAU, 6x damage",2100,2017,%,2.79,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
