,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
15,GDP growth rate,Chile,"Varies, see More Notes",2017,No CC,%,0.1,NA,NA,NA,NA,NA,13,Global temperature increase of 0.26˚C over the period 1985–2017. Based on all coefficients.
16,GDP level,Chile,"Varies, see More Notes",2050,No CC,%,9.8,NA,NA,NA,NA,NA,13,Temperature increase of 1.0˚C after 2017. Based on all coefficients.
17,GDP level,Chile,"Varies, see More Notes",2050,No CC,%,14.0,NA,NA,NA,NA,NA,13,Temperature increase of 1.3˚C after 2017. Based on all coefficients.
18,GDP level,Chile,"Varies, see More Notes",2050,No CC,%,15.5,NA,NA,NA,NA,NA,13,Temperature increase of 1.4˚C after 2017. Based on all coefficients.
19,GDP level,Chile,"Varies, see More Notes",2050,No CC,%,26.0,NA,NA,NA,NA,NA,13,Temperature increase of 2.0˚C after 2017. Based on all coefficients.
20,GDP level,Chile,"Varies, see More Notes",2100,No CC,%,36.3,NA,NA,NA,NA,NA,13,Temperature increase of 1.0˚C after 2017. Based on all coefficients.
21,GDP level,Chile,"Varies, see More Notes",2100,No CC,%,105.6,NA,NA,NA,NA,NA,13,Temperature increase of 1.8˚C after 2017. Based on all coefficients.
22,GDP level,Chile,"Varies, see More Notes",2100,No CC,%,164.4,NA,NA,NA,NA,NA,13,Temperature increase of 2.2˚C after 2017. Based on all coefficients.
23,GDP level,Chile,"Varies, see More Notes",2100,No CC,%,738.0,NA,NA,NA,NA,NA,13,Temperature increase of 3.7˚C after 2017. Based on all coefficients.
24,GDP,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2050,No CC,%,-9.0,NA,NA,NA,NA,NA,Page 14,Table 9: Simulated impact with negative coefficients
25,GDP,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2100,No CC,%,-16.8,NA,NA,NA,NA,NA,Page 14,Table 9: Simulated impact with negative coefficients
26,GDP,Chile,Multiple,2050,No CC,%,0,NA,NA,NA,NA,NA,15,"Using all model coefficients, optimistic scenario. Positive value possible."
27,GDP,Chile,Multiple,2050,No CC,%,0,NA,NA,NA,NA,NA,15,Forecasts use just statistically significant coefficients. Small impact.
28,GDP,Chile,Multiple,2050,No CC,%,0,NA,NA,NA,NA,NA,15,Forecasts apply just the negative and statistically significant coefficients. Moderately negative value possible.
29,GDP,Chile,Multiple,2100,No CC,%,0,NA,NA,NA,NA,NA,15,"Using all model coefficients, optimistic scenario. Positive value possible."
30,GDP,Chile,Multiple,2100,No CC,%,0,NA,NA,NA,NA,NA,15,Forecasts apply just the negative and statistically significant coefficients. Moderately negative value possible.
31,Construction,Chile,CHP 2019,2050,No CC,%,0,NA,NA,-23.8,NA,-12.7,15,"Colacito, Hoffmann, Phan (2019)"
32,GDP,Chile,CHP 2019,2050,No CC,%,0,NA,NA,NA,NA,-0.8,15,"Positive coefficient estimated for Mining industry mitigates decline. Colacito, Hoffmann, Phan (2019)"
33,GDP,Chile,CHP 2019,2100,No CC,%,0,NA,NA,NA,NA,NA,15,"Positive projection due to the Mining industry. Colacito, Hoffmann, Phan (2019)"
34,GDP,Chile,CHP 2019,2050,No CC,%,0,NA,NA,NA,NA,NA,15,"Statistically significant coefficients for temperature. Ag-Fish and Manufacturing coefficients CHP Table A20. Colacito, Hoffmann, Phan (2019)"
35,GDP level,Chile,Various Temperature Increases,2050,No CC,%,-0.8,NA,NA,NA,NA,NA,16,"Based on USA industry temperature coefficients (post-1997) from Colacito, Hoffmann, and Phan (2019)"
36,GDP level,Chile,1.0˚C,2050,No CC,%,-6.8,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
37,GDP level,Chile,1.3˚C,2050,No CC,%,-8.7,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
38,GDP level,Chile,1.4˚C,2050,No CC,%,-9.3,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
39,GDP level,Chile,2.0˚C,2050,No CC,%,-12.9,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
40,GDP level,Chile,Various Temperature Increases,2100,No CC,%,5.0,NA,NA,NA,NA,NA,16,"Based on USA industry temperature coefficients (post-1997) from Colacito, Hoffmann, and Phan (2019)"
41,GDP level,Chile,1.0˚C,2100,No CC,%,-15.5,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
42,GDP level,Chile,1.8˚C,2100,No CC,%,-25.4,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
43,GDP level,Chile,2.2˚C,2100,No CC,%,-29.6,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
44,GDP level,Chile,3.7˚C,2100,No CC,%,-42.3,NA,NA,NA,NA,NA,16,"Based on Agriculture, Fishing and Manufacturing industries coefficients from Table A20 (pre-1997) in Colacito, Hoffmann, and Phan (2019), as well as USA industry temperature coefficients (post-1997)"
45,GDP,Chile,Various,2050,No CC,%,-8.8,NA,NA,NA,NA,NA,17,Based on point estimates for all model coefficients across every month.
46,GDP,Chile,Various,2050,No CC,%,-1.9,NA,NA,NA,NA,NA,17,Based on point estimates for all model coefficients across every month; Mining.
47,GDP,Chile,Various,2050,No CC,%,-0.7,NA,NA,NA,NA,NA,17,Based on point estimates for all model coefficients across every month; Home property sector.
48,GDP,Chile,Various,2050,No CC,%,-3,NA,NA,NA,NA,NA,17,Based on statistically significant coefficients; Agriculture.
49,GDP,Chile,Various,2050,No CC,%,-8.8,NA,NA,NA,NA,NA,17,Based on statistically significant coefficients; Fishing.
50,GDP,Chile,Various,2050,No CC,%,-2.2,NA,NA,NA,NA,NA,17,Based on statistically significant coefficients; Manufacturing.
51,GDP,Chile,Various,2050,No CC,%,-3.9,NA,NA,NA,NA,NA,17,Based on statistically significant coefficients; Energy-Gas-Water.
52,GDP,Chile,Various,2050,No CC,%,-0.3,NA,NA,NA,NA,NA,17,Based on statistically significant coefficients; Construction.
53,GDP,Chile,Various,2050,No CC,%,-0.7,NA,NA,NA,NA,NA,17,Based on statistically significant coefficients; Commerce.
54,GDP,Chile,Various,2050,No CC,%,9.8,NA,NA,NA,NA,NA,17,"Using all the model’s coefficients (Positive effect, range)"
55,GDP,Chile,Various,2050,No CC,%,26,NA,NA,NA,NA,NA,17,"Using all the model’s coefficients (Positive effect, range)"
56,GDP,Chile,Various,2050,No CC,%,-2.3,NA,NA,NA,NA,NA,17,Using only the model’s statistically significant coefficients (Range)
57,GDP,Chile,Various,2050,No CC,%,0.4,NA,NA,NA,NA,NA,17,Using only the model’s statistically significant coefficients (Range)
58,GDP,Chile,Various,2100,No CC,%,36,NA,NA,NA,NA,NA,17,"Using all the model’s coefficients (Positive effect, range)"
59,GDP,Chile,Various,2100,No CC,%,738,NA,NA,NA,NA,NA,17,"Using all the model’s coefficients (Positive effect, range)"
60,GDP,Chile,Various,2100,No CC,%,3.2,NA,NA,NA,NA,NA,17,Using only the model’s statistically significant coefficients (Range)
61,GDP,Chile,Various,2100,No CC,%,193.2,NA,NA,NA,NA,NA,17,Using only the model’s statistically significant coefficients (Range)
