,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
35,Labor Productivity,US,RCP 8.5,2050,No CC,$ billion,11,NA,NA,NA,NA,53,22,"Average annual, 2040 to 2059, Direct labor productivity costs (high risk and low risk combined)"
36,Labor Productivity,US,RCP 8.5,2090,No CC,$ billion,45,NA,NA,NA,NA,156,22,"Average annual, 2080 to 2099, Direct labor productivity costs (high risk and low risk combined)"
37,Recreational Benefits,US,Mitigation Policy,2100,Reference Scenario,USD,17000000000,NA,5%,9000000000,95%,26000000000,23,Hawaii only; 3% discount rate; Net Present Value
38,Recreational Benefits,US,Mitigation Policy,2100,Reference Scenario,USD,1300000000,NA,5%,700000000,95%,2000000000,23,Florida only; 3% discount rate; Net Present Value
39,Recreational Benefits,US,Mitigation Policy,2100,Reference Scenario,USD,400000,NA,5%,200000,95%,500000,23,Puerto Rico only; 3% discount rate; Net Present Value
40,Fire Response Costs,US,Mitigation Policy,2100,Reference Scenario,USD,-9200000000,NA,NA,NA,NA,NA,23,Primary Model; Discounted
41,Fire Response Costs,US,Mitigation Policy,2100,Reference Scenario,USD,-7300000000,NA,NA,NA,NA,NA,23,Alternative climate models; Discounted; Value for Lower bound
42,Fire Response Costs,US,Mitigation Policy,2100,Reference Scenario,USD,-7800000000,NA,NA,NA,NA,NA,23,Alternative climate models; Discounted; Value for Upper bound
43,Recreational Fishing Days,US,Climate Change Scenario,2050,2011,days,1500000,NA,NA,NA,NA,NA,23,net recreational fishing days
44,Recreational Fishing Days,US,Climate Change Scenario,2100,2011,days,0,NA,NA,NA,NA,NA,23,net recreational fishing days
45,Recreation Benefits,US,NA,2014,Other types of fishing,billion USD,-0.7,NA,NA,NA,NA,NA,p. 24,Cold-water fishing recreation benefits decline when gains in other types of fishing are considered. Assuming this result is reflective of the report year.
46,GDP,US,RCP 8.5,2100,No CC,%,-0.8,NA,NA,NA,NA,-1.9,p. 28,Macroeconomically processed effect
47,GDP,US,RCP 8.5,2100,No CC,%,-0.8,NA,NA,NA,NA,-3.5,p. 28,Direct costs
