,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
13,Beef production,Temperate,Historical (1961-2017),2017,No CC,%/mm precipitation,-1.9,0.9,NA,NA,NA,NA,7,Based on 1 mm increase in annual precipitation.
14,Beef production,Poor,Historical (1961-2017),2017,No CC,%/mm precipitation,2.5,0.7,NA,NA,NA,NA,7,Based on 1 mm increase in annual precipitation.
15,Beef production,Ag-dependent,Historical (1961-2017),2017,No CC,%/mm precipitation,3.0,NA,NA,NA,NA,NA,7,"Based on 1 mm increase in annual precipitation, no SD given."
16,Beef production,Aggregate,Historical,1961,1°C increase,%,-9.7,NA,NA,NA,NA,NA,More Notes,"This result is not explicitly present on page 8, but is mentioned in the 'More Notes' section of the provided information. It is consistent with the contents of Table 3, which shows similar results with different specifications."
17,Cereal yields,Aggregate,Historical,1961,1°C increase,%,-3.7,NA,NA,NA,NA,NA,p.8,
18,Cereal yields,Tropical,Historical,1961,1°C increase,%,-7.1,NA,NA,NA,NA,NA,p.8,(3.7 + 3.4)
19,Cereal production,Aggregate,Historical,1961,1°C increase,%,-7.6,NA,NA,NA,NA,NA,p.8,
20,Cereal yields,Aggregate,Historical,1961,Rainfall increase,%,1.5,NA,NA,NA,NA,NA,p.8,
21,Cereal yields,Tropical,Historical,1961,Rainfall increase,%,2.8,NA,NA,NA,NA,NA,p.8,
22,Cereal Yield,Aggregate,Historical Data (1961-2017),2017,No CC,ton/ha / degree C,-0.0372,0.004,NA,NA,NA,NA,9,Impact of 1°C temperature increase
23,Cereal Yield,Tropical,Historical Data (1961-2017),2017,No CC,ton/ha / degree C,-0.161,0.024,NA,NA,NA,NA,9,Impact of 1°C temperature increase
24,Cereal Yield,Poor,Historical Data (1961-2017),2017,No CC,ton/ha / degree C,-0.078,0.014,NA,NA,NA,NA,9,Impact of 1°C temperature increase
25,Cereal Yield,Agriculture-dependent,Historical Data (1961-2017),2017,No CC,ton/ha / degree C,-0.035,0.012,NA,NA,NA,NA,9,Impact of 1°C temperature increase
26,Cereal Production,Aggregate,Historical Data (1961-2017),2017,No CC,kg / degree C,-0.076,0.006,NA,NA,NA,NA,9,Impact of 1°C temperature increase
27,Cereal Production,Tropical,Historical Data (1961-2017),2017,No CC,kg / degree C,-0.276,0.042,NA,NA,NA,NA,9,Impact of 1°C temperature increase
28,Cereal Production,Poor,Historical Data (1961-2017),2017,No CC,kg / degree C,-0.199,0.022,NA,NA,NA,NA,9,Impact of 1°C temperature increase
29,Cereal Production,Agriculture-dependent,Historical Data (1961-2017),2017,No CC,kg / degree C,-0.127,0.018,NA,NA,NA,NA,9,Impact of 1°C temperature increase
30,Cereal Yield,Aggregate,Historical Data (1961-2017),2017,No CC,ton/ha / mm of precipitation,0.015,0.002,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
31,Cereal Yield,Tropical,Historical Data (1961-2017),2017,No CC,ton/ha / mm of precipitation,0.028,0.003,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
32,Cereal Yield,Poor,Historical Data (1961-2017),2017,No CC,ton/ha / mm of precipitation,0.020,0.003,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
33,Cereal Yield,Agriculture-dependent,Historical Data (1961-2017),2017,No CC,ton/ha / mm of precipitation,0.017,0.002,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
34,Cereal Production,Aggregate,Historical Data (1961-2017),2017,No CC,kg / mm of precipitation,0.024,0.003,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
35,Cereal Production,Tropical,Historical Data (1961-2017),2017,No CC,kg / mm of precipitation,0.039,0.005,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
36,Cereal Production,Poor,Historical Data (1961-2017),2017,No CC,kg / mm of precipitation,0.031,0.003,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
37,Cereal Production,Agriculture-dependent,Historical Data (1961-2017),2017,No CC,kg / mm of precipitation,0.030,0.004,NA,NA,NA,NA,9,Impact of 1 mm of precipitation increase
38,Beef Production,Tropical,ACCESS SSP3-7.0,2050,1981-2010,-,-0.43,NA,NA,NA,NA,NA,10,Log change
39,Beef Production,Temperate,ACCESS SSP3-7.0,2050,1981-2010,-,-0.04,NA,NA,NA,NA,NA,10,Log change
40,Beef Production,Aggregate,ACCESS SSP3-7.0,2050,1981-2010,-,-0.23,NA,NA,NA,NA,NA,10,Log change
41,Beef Production,Tropical,ACCESS SSP3-7.0,2050,1981-2010,-,0.08,NA,NA,NA,NA,NA,10,Log change due to Precipitation changes
42,Beef Production,Temperate,ACCESS SSP3-7.0,2050,1981-2010,-,-0.07,NA,NA,NA,NA,NA,10,Log change due to Precipitation changes
43,Beef Production,Aggregate,ACCESS SSP3-7.0,2050,1981-2010,-,0.02,NA,NA,NA,NA,NA,10,Log change due to Precipitation changes
44,Beef Production,Tropical,ACCESS SSP3-7.0,2050,1981-2010,-,-0.36,NA,NA,NA,NA,NA,10,"Log change, combined changes"
45,Beef Production,Temperate,ACCESS SSP3-7.0,2050,1981-2010,-,-0.11,NA,NA,NA,NA,NA,10,"Log change, combined changes"
46,Beef Production,Aggregate,ACCESS SSP3-7.0,2050,1981-2010,-,-0.21,NA,NA,NA,NA,NA,10,"Log change, combined changes"
47,Beef Production,Tropical,ACCESS SSP3-7.0,2090,1981-2010,-,-0.88,NA,NA,NA,NA,NA,10,Log change
48,Beef Production,Temperate,ACCESS SSP3-7.0,2090,1981-2010,-,-0.09,NA,NA,NA,NA,NA,10,Log change
49,Beef Production,Aggregate,ACCESS SSP3-7.0,2090,1981-2010,-,-0.47,NA,NA,NA,NA,NA,10,Log change
50,Beef Production,Tropical,ACCESS SSP3-7.0,2090,1981-2010,-,0.08,NA,NA,NA,NA,NA,10,Log change due to Precipitation changes
51,Beef Production,Temperate,ACCESS SSP3-7.0,2090,1981-2010,-,-0.07,NA,NA,NA,NA,NA,10,Log change due to Precipitation changes
52,Beef Production,Aggregate,ACCESS SSP3-7.0,2090,1981-2010,-,0.03,NA,NA,NA,NA,NA,10,Log change due to Precipitation changes
53,Beef Production,Tropical,ACCESS SSP3-7.0,2090,1981-2010,-,-0.80,NA,NA,NA,NA,NA,10,"Log change, combined changes"
54,Beef Production,Temperate,ACCESS SSP3-7.0,2090,1981-2010,-,-0.16,NA,NA,NA,NA,NA,10,"Log change, combined changes"
55,Beef Production,Aggregate,ACCESS SSP3-7.0,2090,1981-2010,-,-0.45,NA,NA,NA,NA,NA,10,"Log change, combined changes"
56,Beef production,Global,ACCESS-ESM1.5 SSP3-7.0,2050,1981–2010,Percentage change,-20,NA,NA,NA,NA,NA,Page 11,The models predict substantial declines in beef production globally by mid-century under the SSP3-7.0 scenario.
57,Beef production,Global,ACCESS-ESM1.5 SSP3-7.0,2100,1981–2010,Percentage change,-40,NA,NA,NA,NA,NA,Page 11,"By the end of the century, the decline is intensified with a 40% reduction in beef production under the same scenario."
