,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
22,GHG Emissions,Unspecified,Unspecified,2024,ICE Vehicles,tonnes CO2-equivalent,2.44,NA,NA,NA,NA,NA,24,"Emissions from the production of a 40 kWh battery for the Nissan Leaf, according to IVL Swedish Environmental Research Institute (61kgCO2e/kWh)."
23,CO2-equivalent Emissions,UK,Current electricity mix,2024,ICE Vehicles,tonnes CO2-equivalent/year,2,NA,NA,NA,NA,NA,24,"Savings from Nissan Leaf, CarbonBrief analysis. The actual reported range is 2 to 3 tonnes."
24,CO2-equivalent Emissions,UK,Current electricity mix,2024,ICE Vehicles,tonnes CO2-equivalent/year,3,NA,NA,NA,NA,NA,24,"Savings from Nissan Leaf, CarbonBrief analysis. The actual reported range is 2 to 3 tonnes."
25,GHG Emissions,United States,No CC,2024,No CC,tonnes CO2-equivalent,29,NA,NA,NA,NA,NA,Page 25,"Lifecycle emissions for Nissan Leaf compared to a comparable ICE vehicle over 150,000 km."
26,GHG Emissions,Global,Base Case BEV,2024,No CC,tonnes CO2-equivalent,19,NA,NA,NA,NA,NA,Page 25,Global average lifecycle emissions for mid-size BEVs in base case scenario.
27,GHG Emissions,Global,High-GHG Minerals Case BEV,2024,No CC,tonnes CO2-equivalent,21.1,NA,NA,NA,NA,NA,Page 25,Global average lifecycle emissions for mid-size BEVs in high-GHG minerals case.
28,GHG Emissions,Global,No CC,2024,No CC,tonnes CO2-equivalent,41.9,NA,NA,NA,NA,NA,Page 25,Global average lifecycle emissions for ICEVs.
29,GHG emissions,Global,Stated Policies,2035,2023,Ratio (BEV/ICEV),0.4,NA,NA,NA,NA,NA,Page 26,BEVs emissions are about 2.5 times lower than ICEVs under the Stated Policies Scenario in 2035.
30,GHG emissions,Global,Announced Pledges,2035,2023,Ratio (BEV/ICEV),0.33,NA,NA,NA,NA,NA,Page 26,BEVs emissions are over 3 times lower than ICEVs under the Announced Pledges Scenario in 2035.
31,Well-to-tank emissions,Global,Announced Pledges,2035,2023,Percent reduction,75,NA,NA,NA,NA,NA,Page 26,Well-to-tank emissions are expected to decrease by up to 75% due to cleaner electricity generation.
32,GHG emissions,China,Cleaner electricity,2024,ICEVs,NA,-1,NA,NA,NA,NA,NA,27,"BEVs offer significant emission reductions compared to ICEVs, especially with cleaner electricity."
33,Energy Demand,"Bolzano, Italy",Electric buses,2024,Other bus technologies,NA,-1,NA,NA,NA,NA,NA,27,Electric buses reduce non-renewable energy demand compared to other bus technologies.
34,Global warming potential,"Bolzano, Italy",Electric buses,2024,Other bus technologies,NA,-1,NA,NA,NA,NA,NA,27,Electric buses reduce global warming potential compared to other bus technologies.
35,GHG reduction,China,Efficient recycling,2024,No recycling,NA,1,NA,NA,NA,NA,NA,27,Significant net GHG reduction benefits with efficient recycling practices for shared electric bicycles.
36,CO2 emissions,China,More renewable energy,2024,Various vehicle types,NA,-1,NA,NA,NA,NA,NA,27,"EVs significantly reduce CO2 emissions, especially with more renewable energy."
37,GHG Emissions,Not specified,Not specified,2024,No CC,%,-5.92,NA,NA,NA,NA,NA,Page 30,This is for a scenario where carbon black is replaced with 25% graphene.
38,GHG Emissions,Not specified,Not specified,2024,No CC,%,-11.62,NA,NA,NA,NA,NA,Page 30,This is for a scenario where carbon black is replaced with 50% graphene.
39,GHG Emissions,Not specified,Not specified,2024,No CC,%,-17.76,NA,NA,NA,NA,NA,Page 30,This is for a scenario where carbon black is replaced with 75% graphene.
40,GHG Emissions,Not specified,Not specified,2024,No CC,%,-23.46,NA,NA,NA,NA,NA,Page 30,This is for a scenario where carbon black is replaced with 100% graphene.
41,Tire Particulate,Not specified,Not specified,2024,No CC,%,-90,NA,NA,NA,NA,NA,Page 30,This is for the implementation of tire particle control strategies in EVs.
