,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
14,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.477,0.38,NA,NA,NA,NA,Table 2,Coefficient on Government Expenditure (lagged) in regression of number killed by tropical cyclones
15,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.483,0.33,NA,NA,NA,NA,Table 2,Coefficient on Government Expenditure (lagged) in regression of number killed by tropical cyclones
16,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.937,0.64,NA,NA,NA,NA,Table 2,Coefficient on Government Expenditure (lagged) in regression of number killed by tropical cyclones
17,All,Education,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.313,0.73,NA,NA,NA,NA,Table 2,"Coefficient on School Enrolment (primary, lagged) in regression of number killed by tropical cyclones"
18,All,Education,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.972,0.82,NA,NA,NA,NA,Table 2,"Coefficient on School Enrolment (primary, lagged) in regression of number killed by tropical cyclones"
19,All,Education,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-2.695,1.31,NA,NA,NA,NA,Table 2,"Coefficient on School Enrolment (primary, lagged) in regression of number killed by tropical cyclones"
20,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,1.006,0.59,NA,NA,NA,NA,Table 2,Coefficient on Democracy (lagged) in regression of number killed by tropical cyclones
21,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.665,0.69,NA,NA,NA,NA,Table 2,Coefficient on External Conflict (lagged) in regression of number killed by tropical cyclones
22,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-1.366,0.51,NA,NA,NA,NA,Table 2,Coefficient on Military in Politics (lagged) in regression of number killed by tropical cyclones
23,All,Economic Development,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-0.563,0.09,NA,NA,NA,NA,Table 2,Coefficient on GDP per capita (lagged) in regression of number killed by tropical cyclones
24,All,Economic Development,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-0.783,0.13,NA,NA,NA,NA,Table 2,Coefficient on GDP per capita (lagged) in regression of number killed by tropical cyclones
25,All,Economic Development,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-0.732,0.15,NA,NA,NA,NA,Table 2,Coefficient on GDP per capita (lagged) in regression of number killed by tropical cyclones
26,All,Economic Development,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,-0.570,0.17,NA,NA,NA,NA,Table 2,Coefficient on GDP per capita (lagged) in regression of number killed by tropical cyclones
27,All,Any,44 Countries,Historical,Regression,Economic Damages = f(...),Economic,Need,Coefficient,0,NA,NA,NA,NA,NA,Table 4,No direct monetary cost/benefit numbers.
28,All,Adaptation,High Efficiency,NA,Efficiency Index,NonMonetaryBenefits,Economic,Lead,index,1.01,NA,NA,NA,NA,NA,Table 5,Efficiency > 1
29,All,Adaptation,Medium High,NA,Efficiency Index,NonMonetaryBenefits,Economic,Lead,index,0.75,NA,NA,NA,NA,NA,Table 5,0.5 < Efficiency < 1
30,All,Adaptation,Medium Low,NA,Efficiency Index,NonMonetaryBenefits,Economic,Need,index,0.25,NA,NA,NA,NA,NA,Table 5,0 < Efficiency < 0.5
31,All,Adaptation,Low,NA,Efficiency Index,NonMonetaryBenefits,Economic,Need,index,-0.25,NA,NA,NA,NA,NA,Table 5,-0.5 < Efficiency < 0
32,All,Adaptation,Very Low,NA,Efficiency Index,NonMonetaryBenefits,Economic,Need,index,-0.75,NA,NA,NA,NA,NA,Table 5,-1 < Efficiency < -0.5
33,All,Adaptation,Lowest,NA,Efficiency Index,NonMonetaryBenefits,Economic,Need,index,-1.01,NA,NA,NA,NA,NA,Table 5,Efficiency < -1
34,All,Efficiency Improvement,"Brazil, etc.",NA,Efficiency Index,NonMonetaryBenefits,Economic,Lead,Index Score,0.51,NA,NA,NA,NA,NA,Table 6,"Index > 0.5 for top-ranked countries, indicating high efficiency in reducing disaster deaths from tropical cyclones. Value is illustrative."
35,All,Efficiency Improvement,"Aust., etc.",NA,Efficiency Index,NonMonetaryBenefits,Economic,Lead,Index Score,0.25,NA,NA,NA,NA,NA,Table 6,"Index between 0 and 0.5 for mid-ranked countries, indicating above-average efficiency. Value is illustrative."
36,All,Efficiency Improvement,"U.S., etc.",NA,Efficiency Index,AvoidedImpact,Economic,Need,Index Score,-0.25,NA,NA,NA,NA,NA,Table 6,Index between -0.5 and 0 for below-average efficiency. Value is illustrative.
37,All,Efficiency Improvement,"India, etc.",NA,Efficiency Index,BaselineImpact,Economic,Need,Index Score,-0.75,NA,NA,NA,NA,NA,Table 6,Index between -1 and -0.5 for poor efficiency. Value is illustrative.
38,All,Efficiency Improvement,"Thai., etc.",NA,Efficiency Index,BaselineImpact,Economic,Need,Index Score,-1.1,NA,NA,NA,NA,NA,Table 6,Index < -1 for very poor efficiency. Value is illustrative.
