,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
27,GAD Index,China,"Snow Disaster, Poor",2018,Pre-Disaster,Index Points,-0.005,0.002,NA,NA,NA,NA,14,10 years after the snow disaster
28,GAD Level,China,"Snow Disaster, Poor",2018,Pre-Disaster,%,-1.28,NA,NA,NA,NA,NA,14,10 years after the snow disaster
29,GAD Index,China,"Snow Disaster, Non-Poor",2018,Pre-Disaster,Index Points,-0.018,0.001,NA,NA,NA,NA,14,10 years after the snow disaster
30,GAD Level,China,"Snow Disaster, Non-Poor",2018,Pre-Disaster,%,-4.63,NA,NA,NA,NA,NA,14,10 years after the snow disaster
31,GAD Level,China,Snow Disaster,2018,Pre-Disaster,%,-3.07,NA,NA,NA,NA,NA,14,Average GAD level fall across all counties 10 years after the snow disaster
32,Green Agricultural Development,China,2008 snow disaster,2008,No CC,Coefficient,-0.010,0.001,NA,NA,NA,NA,Page 15,The value is specific to agricultural counties.
33,Green Agricultural Development,China,2008 snow disaster,2008,No CC,Coefficient,-0.014,0.002,NA,NA,NA,NA,Page 15,The value is specific to non-agricultural counties.
34,Green Agricultural Development,China,2008 snow disaster,2008,No CC,Coefficient,-0.031,0.002,NA,NA,NA,NA,Page 15,The value is specific to the eastern region.
35,Green Agricultural Development,China,2008 snow disaster,2008,No CC,Coefficient,-0.015,0.002,NA,NA,NA,NA,Page 15,The value is specific to the middle region.
36,Arable Land Use,China,2008 snow disaster,2008,Pre-disaster,%,-2.013,0.266,NA,NA,NA,NA,Page 16,"Specifically, after the snow disaster, the utilization rate of cultivated land dropped by an average of 2.01%."
37,Energy Consumption,China,2008 snow disaster,2008,Pre-disaster,index,0.003,0.0003,NA,NA,NA,NA,Page 16,"The snow disaster has increased the energy consumption index of agricultural production by 0.003. Considering that the average energy consumption of agricultural production is 0.037, the snow disaster has increased the energy consumption of agricultural production by 8%."
38,Fertilizer Input,China,2008 snow disaster,2008,Pre-disaster levels,%,1.3,NA,NA,NA,NA,NA,p. 17,Fertilizer input per hectare increased.
39,Pesticide Input,China,2008 snow disaster,2008,Pre-disaster levels,%,4.7,NA,NA,NA,NA,NA,p. 17,Pesticide input per hectare increased.
40,Ag Output,China,2008 snow disaster,2008,Pre-disaster levels,%,6.8,0.004,NA,NA,NA,NA,p. 17,Output of major agricultural products increased.
41,Ag Output/Capita,China,2008 snow disaster,2008,Pre-disaster levels,%,6.8,0.004,NA,NA,NA,NA,p. 17,Per capita output of agricultural products increased.
42,Primary Industry Value,China,2008 snow disaster,2008,Pre-disaster levels,%,-1.9,0.002,NA,NA,NA,NA,p. 17,Primary industry value-added decreased.
43,Ag Product Unit Value,China,2008 snow disaster,2008,Pre-disaster levels,%,-8.15,NA,NA,NA,NA,NA,p. 17,Calculated result: Value of agricultural products per unit fell by 8.15%.
44,Green Agricultural Development,China,2008 snow disaster,2008,No snow disaster,index,-0.010,0.002,NA,NA,NA,NA,19,"Coefficient of Rainsi x Postt in Table A1, column (1), with county fixed effects."
45,Green Agricultural Development,China,2008 snow disaster,2008,No snow disaster,index,-0.010,0.001,NA,NA,NA,NA,19,"Coefficient of Rainsi x Postt in Table A1, column (2), with time fixed effects."
46,Green Agricultural Development,China,2008 snow disaster,2008,No snow disaster,index,-0.012,0.001,NA,NA,NA,NA,19,"Coefficient of Rainsi x Postt in Table A1, column (3), with county and time fixed effects."
47,Green Agricultural Development,China,2008 Snow Disaster,2021,No climate shock,index,-0.011,0.001,NA,NA,NA,NA,20,Coefficient of Rain * Post in column (4) of Table A2; adding effective irrigation rate and education as controls
