,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
17,Gender Pay Gap,South Africa,RCP,2100,No CC,Ratio,0,NA,NA,NA,NA,NA,Text does not provide specific quantitative results but references projections and scenarios discussed in Figure 7,"Page 10 discusses effects of climate change pathways on labor supply and wage differences, referencing empirical results and projections without specific values on this page.  Assuming effects are for end of century and setting value to 0 since no change is specified. This should be corrected if more information is found."
18,Wage inequality,South Africa,RCP8.5,2100,2000,%,5,NA,NA,NA,NA,NA,p.10,High-skilled to low-skilled female labor wage ratio reduction.
19,Wage inequality,South Africa,RCP8.5,2100,2000,%,2,NA,NA,NA,NA,NA,p.10,High-skilled to low-skilled male labor wage ratio reduction.
20,GDP/Output per capita,South Africa,No CC,2100,2000,constant 2010 USD,60000,NA,NA,NA,NA,NA,p.10,GDP per adult. Initial value in 2000 is 10000.
21,GDP/Output per capita,South Africa,RCP8.5,2100,Reference case,%,11,NA,NA,NA,NA,NA,p.10,Percentage reduction relative to the reference case (no climate change)
22,labor supply,South Africa,NA,2024,No CC,NA,0.167,0.027,NA,NA,NA,NA,Table A1,", 10◦ C, Low-skilled male"
23,labor supply,South Africa,NA,2024,No CC,NA,0.152,0.041,NA,NA,NA,NA,Table A1,", 10◦ C, Low-skilled female"
24,labor supply,South Africa,NA,2024,No CC,NA,0.114,0.169,NA,NA,NA,NA,Table A1,", 10◦ C, High-skilled male"
25,labor supply,South Africa,NA,2024,No CC,NA,0.095,0.225,NA,NA,NA,NA,Table A1,", 10◦ C, High-skilled female"
26,labor supply,South Africa,NA,2024,No CC,NA,0.189,0.032,NA,NA,NA,NA,Table A1,"10◦ C – 15◦ C, Low-skilled male"
27,labor supply,South Africa,NA,2024,No CC,NA,0.177,0.001,NA,NA,NA,NA,Table A1,"10◦ C – 15◦ C, Low-skilled female"
28,labor supply,South Africa,NA,2024,No CC,NA,0.123,0.036,NA,NA,NA,NA,Table A1,"10◦ C – 15◦ C, High-skilled male"
29,labor supply,South Africa,NA,2024,No CC,NA,0.100,0.014,NA,NA,NA,NA,Table A1,"10◦ C – 15◦ C, High-skilled female"
30,labor supply,South Africa,NA,2024,No CC,NA,0.210,0.044,NA,NA,NA,NA,Table A1,"15◦ C – 20◦ C, Low-skilled male"
31,labor supply,South Africa,NA,2024,No CC,NA,0.185,0.025,NA,NA,NA,NA,Table A1,"15◦ C – 20◦ C, Low-skilled female"
32,labor supply,South Africa,NA,2024,No CC,NA,0.147,0.059,NA,NA,NA,NA,Table A1,"15◦ C – 20◦ C, High-skilled male"
33,labor supply,South Africa,NA,2024,No CC,NA,0.122,0.029,NA,NA,NA,NA,Table A1,"15◦ C – 20◦ C, High-skilled female"
34,labor supply,South Africa,NA,2024,No CC,NA,0.233,0.007,NA,NA,NA,NA,Table A1,"20◦ C – 25◦ C, Low-skilled male"
35,labor supply,South Africa,NA,2024,No CC,NA,0.204,0.048,NA,NA,NA,NA,Table A1,"20◦ C – 25◦ C, Low-skilled female"
36,labor supply,South Africa,NA,2024,No CC,NA,0.166,0.017,NA,NA,NA,NA,Table A1,"20◦ C – 25◦ C, High-skilled male"
37,labor supply,South Africa,NA,2024,No CC,NA,0.144,0.052,NA,NA,NA,NA,Table A1,"20◦ C – 25◦ C, High-skilled female"
38,labor supply,South Africa,NA,2024,No CC,NA,-0.244,0.021,NA,NA,NA,NA,Table A1,"30◦ C – 35◦ C, Low-skilled male"
39,labor supply,South Africa,NA,2024,No CC,NA,-0.269,0.002,NA,NA,NA,NA,Table A1,"30◦ C – 35◦ C, Low-skilled female"
40,labor supply,South Africa,NA,2024,No CC,NA,-0.155,0.022,NA,NA,NA,NA,Table A1,"30◦ C – 35◦ C, High-skilled male"
41,labor supply,South Africa,NA,2024,No CC,NA,-0.171,0.020,NA,NA,NA,NA,Table A1,"30◦ C – 35◦ C, High-skilled female"
42,labor supply,South Africa,NA,2024,No CC,NA,-0.315,0.000,NA,NA,NA,NA,Table A1,"35◦ C – 40◦ C, Low-skilled male"
43,labor supply,South Africa,NA,2024,No CC,NA,-0.389,0.000,NA,NA,NA,NA,Table A1,"35◦ C – 40◦ C, Low-skilled female"
44,labor supply,South Africa,NA,2024,No CC,NA,-0.159,0.055,NA,NA,NA,NA,Table A1,"35◦ C – 40◦ C, High-skilled male"
45,labor supply,South Africa,NA,2024,No CC,NA,-0.196,0.011,NA,NA,NA,NA,Table A1,"35◦ C – 40◦ C, High-skilled female"
46,labor supply,South Africa,NA,2024,No CC,NA,-0.362,0.019,NA,NA,NA,NA,Table A1,">40◦ C, Low-skilled male"
47,labor supply,South Africa,NA,2024,No CC,NA,-0.441,0.005,NA,NA,NA,NA,Table A1,">40◦ C, Low-skilled female"
48,labor supply,South Africa,NA,2024,No CC,NA,-0.177,0.059,NA,NA,NA,NA,Table A1,">40◦ C, High-skilled male"
49,labor supply,South Africa,NA,2024,No CC,NA,-0.219,0.026,NA,NA,NA,NA,Table A1,">40◦ C, High-skilled female"
