,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
44,BI/Asset Ratio,South America,Reanalysis,2013,1960,percent,6.1,NA,NA,NA,NA,NA,p. 14,Average from 1960 to 2013
45,Business Interruption,Malawi,Reanalysis,2012,Flood protection,USD million (2005 PPP),-137.65,NA,NA,NA,NA,NA,15,"Calculated as 0.35 - 138, which is the difference in BI loss between with and without flood protection. BI loss is lower with flood protection."
46,Business Interruption,Global,Reanalysis,1991,No Flood protection,USD billion (2005 PPP),-1837.524,NA,NA,NA,NA,NA,15,Calculated as 1864*(-0.986). Annual total. Flood protection leads to BI loss reductions of 98.6%. Using the midpoint year from 1960-2013.
47,Asset Damage,Global,Reanalysis,1991,No Flood protection,USD billion (2005 PPP),-3647.715,NA,NA,NA,NA,NA,15,Calculated as 3771*(-0.965). Annual total. Flood protection leads to asset damage reductions of 96.5%. Using the midpoint year from 1960-2013.
48,BI loss to asset damage ratio,Global,Reanalysis,1991,No Flood protection,%,-30,NA,NA,NA,NA,NA,15,Flood protection decreases the ratio of BI loss to asset damage. Using the midpoint year from 1960-2013.
49,BI Loss / Asset Damage Ratio,Africa,Reanalysis Simulation,2013,No Flood Protection,%,45,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
50,BI Loss / Asset Damage Ratio,Africa,Reanalysis Simulation,2013,Flood Protection,%,10,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
51,BI Loss / Asset Damage Ratio,Asia,Reanalysis Simulation,2013,No Flood Protection,%,40,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
52,BI Loss / Asset Damage Ratio,Asia,Reanalysis Simulation,2013,Flood Protection,%,8,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
53,BI Loss / Asset Damage Ratio,Europe,Reanalysis Simulation,2013,No Flood Protection,%,35,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
54,BI Loss / Asset Damage Ratio,Europe,Reanalysis Simulation,2013,Flood Protection,%,10,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
55,BI Loss / Asset Damage Ratio,North America,Reanalysis Simulation,2013,No Flood Protection,%,30,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
56,BI Loss / Asset Damage Ratio,North America,Reanalysis Simulation,2013,Flood Protection,%,12,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
57,BI Loss / Asset Damage Ratio,Oceania,Reanalysis Simulation,2013,No Flood Protection,%,40,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
58,BI Loss / Asset Damage Ratio,Oceania,Reanalysis Simulation,2013,Flood Protection,%,5,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
59,BI Loss / Asset Damage Ratio,South America,Reanalysis Simulation,2013,No Flood Protection,%,45,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
60,BI Loss / Asset Damage Ratio,South America,Reanalysis Simulation,2013,Flood Protection,%,12,NA,NA,NA,NA,NA,p. 16,"Annual averaged values, 1960-2013"
61,Number of Floods,Niger,Reanalysis Simulation,2013,No Flood Protection,Years,54,NA,NA,NA,NA,NA,p. 16,"FPL 2 years, 1960-2013"
62,BI Loss / Asset Damage Ratio,Niger,Reanalysis Simulation,2013,No Flood Protection,%,143.2,NA,NA,NA,NA,NA,p. 16,"FPL 2 years, 1960-2013"
63,Number of Floods,Niger,Reanalysis Simulation,2013,Flood Protection,Years,40,NA,NA,NA,NA,NA,p. 16,"FPL 2 years, 1960-2013"
64,BI Loss / Asset Damage Ratio,Niger,Reanalysis Simulation,2013,Flood Protection,%,121.8,NA,NA,NA,NA,NA,p. 16,"FPL 2 years, 1960-2013"
65,Number of Floods,Senegal,Reanalysis Simulation,2013,No Flood Protection,Years,54,NA,NA,NA,NA,NA,p. 16,"FPL 6 years, 1960-2013"
66,BI Loss / Asset Damage Ratio,Senegal,Reanalysis Simulation,2013,No Flood Protection,%,120.6,NA,NA,NA,NA,NA,p. 16,"FPL 6 years, 1960-2013"
67,Number of Floods,Senegal,Reanalysis Simulation,2013,Flood Protection,Years,40,NA,NA,NA,NA,NA,p. 16,"FPL 6 years, 1960-2013"
68,BI Loss / Asset Damage Ratio,Senegal,Reanalysis Simulation,2013,Flood Protection,%,36.1,NA,NA,NA,NA,NA,p. 16,"FPL 6 years, 1960-2013"
69,Number of Floods,Yangtze,Reanalysis Simulation,2013,No Flood Protection,Years,54,NA,NA,NA,NA,NA,p. 16,"FPL 20 years, 1960-2013"
70,BI Loss / Asset Damage Ratio,Yangtze,Reanalysis Simulation,2013,No Flood Protection,%,131.3,NA,NA,NA,NA,NA,p. 16,"FPL 20 years, 1960-2013"
71,Number of Floods,Yangtze,Reanalysis Simulation,2013,Flood Protection,Years,4,NA,NA,NA,NA,NA,p. 16,"FPL 20 years, 1960-2013"
72,BI Loss / Asset Damage Ratio,Yangtze,Reanalysis Simulation,2013,Flood Protection,%,33.0,NA,NA,NA,NA,NA,p. 16,"FPL 20 years, 1960-2013"
73,BI loss to asset damage ratio,Mississippi River basin,RCP8.5,2050,Past values,%,17.3,NA,NA,NA,NA,NA,17,FPL > 50 years
74,BI Loss,Global,Historical,2013,No CC,USD bn/yr,26.9,NA,NA,NA,NA,NA,18,Past study interval (1960-2013)
75,Asset Damage,Global,Historical,2013,No CC,USD bn/yr,130.9,NA,NA,NA,NA,NA,18,Past study interval (1960-2013)
76,BI Loss/GDP,Global,"RCP8.5, SSP3",2090,Past,%,0.32,NA,NA,NA,NA,NA,18,2061-2090 average
77,Asset Damage/GDP,Global,"RCP8.5, SSP3",2090,Past,%,1.78,NA,NA,NA,NA,NA,18,2061-2090 average
78,BI Loss/GDP,"Nile, Indonesia","RCP8.5, SSP3",2090,No CC,%,1.5,NA,NA,NA,NA,NA,18,Flat terrains. Numbers are not global aggregate.
