,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
20,Obesity,"Country i, Year t",Separate Regressions,2016,NA,NA,0.04,NA,NA,NA,NA,NA,Page 18,Coefficient for Season 2
21,Obesity,"Country i, Year t",Separate Regressions,2016,NA,NA,0.70,NA,NA,NA,NA,NA,Page 18,Coefficient for Season 3
22,Obesity,"Country i, Year t",Separate Regressions,2016,NA,NA,0.82,NA,NA,NA,NA,NA,Page 18,Coefficient for Season 4
23,Obesity Rate,Global,NA,1975,Varies by temperature bin,percentage points,-2,NA,NA,NA,NA,NA,Page 19,"Lowest marginal effect observed at temperature bins below 0°C. The y-axis varies significantly, reflecting uncertainty or variability in the data interpretation across different temperatures. Year represents the start of the study period."
24,Obesity Rate,Global,NA,1975,Varies by temperature bin,percentage points,5,NA,NA,NA,NA,NA,Page 19,"Highest marginal effect observed at temperature bins above 30°C. The y-axis varies significantly, reflecting uncertainty or variability in the data interpretation across different temperatures. Year represents the start of the study period."
25,Obesity Rate,Global,NA,1975,Seasonal mean temperature,percentage points,-5,NA,NA,NA,NA,NA,Page 19,"Lowest marginal effect observed at Season 1 mean temperature. The y-axis varies significantly, reflecting uncertainty or variability in the data interpretation across different temperatures. Year represents the start of the study period."
26,Obesity Rate,Global,NA,1975,Seasonal mean temperature,percentage points,5,NA,NA,NA,NA,NA,Page 19,"Highest marginal effect observed at Season 4 mean temperature. The y-axis varies significantly, reflecting uncertainty or variability in the data interpretation across different temperatures. Year represents the start of the study period."
27,Obesity rate,Global,Intermediate emissions,2016,Long-run average temperature,%/month,0.2,NA,95%,0.1,95%,0.3,Page 22,"Estimated increase in obesity rate per month of positive temperature shock. The values (0.2, 0.1, 0.3) are estimates based on visual approximation from Figure 10."
28,Obesity,Global,SSP2-4.5,2050,2016,percentage points,1.2,NA,NA,NA,NA,NA,26,population-weighted average impact across 152 countries
29,Obese Individuals,Global,SSP2-4.5,2050,2016,millions of individuals,89.9,NA,NA,NA,NA,NA,26,Estimated global population of 7.49 billion in 2016
30,Economic Loss,Global,SSP2-4.5,2050,2016,billions of US dollars,276.6,NA,NA,NA,NA,NA,26,Due to increased obesity worldwide
31,Obesity,Temperate zones,SSP2-4.5,2050,2016,percentage points,2.1,NA,NA,NA,NA,NA,27,Short-run model
32,Obesity,Subtropical and tropical zones,SSP2-4.5,2050,2016,percentage points,-2.8,NA,NA,NA,NA,NA,27,Short-run model
33,Obese individuals,Temperate zones,SSP2-4.5,2050,2016,millions of people,76.8,NA,NA,NA,NA,NA,27,Based on 2016 population; Short-run model
34,Obese individuals,Subtropical and tropical zones,SSP2-4.5,2050,2016,millions of people,-106.9,NA,NA,NA,NA,NA,27,Based on 2016 population; Short-run model
35,Obesity,Worldwide,Intermediate,2016,No CC,%,12.3,NA,NA,NA,NA,NA,29,Estimated impact of a 1 degree C rise in annual mean temperature; using data up to 2016
