,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
22,Agriculture,Any,Netherlands,Reference,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,32,NA,NA,NA,NA,NA,Table 3,"Current drought risk, Southwest Region"
23,All,Any,Netherlands,Reference,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,33,NA,NA,NA,NA,NA,Table 3,"Total current drought risk, Southwest Region"
24,Agriculture,Any,Netherlands,Stoom2050,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,51,NA,NA,NA,NA,NA,Table 3,"Future drought risk under Stoom2050 scenario, Southwest Region"
25,All,Any,Netherlands,Stoom2050,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,62,NA,NA,NA,NA,NA,Table 3,"Total future drought risk under Stoom2050 scenario, Southwest Region"
26,Agriculture,Any,Netherlands,Reference,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,149,NA,NA,NA,NA,NA,Table 3,"Current drought risk, North Region"
27,All,Any,Netherlands,Reference,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,149,NA,NA,NA,NA,NA,Table 3,"Total current drought risk, North Region"
28,Agriculture,Any,Netherlands,Stoom2050,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,217,NA,NA,NA,NA,NA,Table 3,"Future drought risk under Stoom2050 scenario, North Region"
29,All,Any,Netherlands,Stoom2050,Drought Risk,BaselineImpact,Economic,Need,EUR millions/year,219,NA,NA,NA,NA,NA,Table 3,"Total future drought risk under Stoom2050 scenario, North Region"
30,Drinking water,Infrastructural,The Netherlands,Stoom 2028,Economic impact,AvoidedImpact,Economic,Need,million euros per year,0,NA,NA,NA,NA,NA,Page 10: Graph (b),The adjustment in river water distribution lowers adaptation costs for drinking water.
31,Shipping,Infrastructural,The Netherlands,Stoom 2050,Economic impact,AvoidedImpact,Economic,Need,million euros per year,0,NA,NA,NA,NA,NA,Page 10: Graph (b),The adjustment in river water distribution increases drought risk for shipping.
32,NA,Economic Policy,The Netherlands,NA,Economic impact,AvoidedImpact,Economic,Need,million euros per year,0,NA,NA,NA,NA,NA,Page 10: Text,Need for additional information on financial resilience of agricultural sector to improve assessment.
