,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
110,Poverty,Global,SSP2-RCP 4.5,2070,No CC,millions of people,32.0,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
111,Poverty,Global,SSP2-RCP 4.5,2030,No CC,millions of people,46.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
112,Poverty,Global,SSP2-RCP 4.5,2050,No CC,millions of people,83.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
113,Poverty,Global,SSP2-RCP 4.5,2070,No CC,millions of people,72.5,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
114,Poverty,Global,SSP2-RCP 4.5,2030,No CC,millions of people,62.7,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
115,Poverty,Global,SSP2-RCP 4.5,2050,No CC,millions of people,144.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
116,Poverty,Global,SSP2-RCP 4.5,2070,No CC,millions of people,144.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
117,Poverty,Global,SSP3-RCP 6.0,2030,No CC,millions of people,29.5,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
118,Poverty,Global,SSP3-RCP 6.0,2050,No CC,millions of people,77.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
119,Poverty,Global,SSP3-RCP 6.0,2070,No CC,millions of people,130.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
120,Poverty,Global,SSP3-RCP 6.0,2030,No CC,millions of people,49.6,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
121,Poverty,Global,SSP3-RCP 6.0,2050,No CC,millions of people,130.6,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
122,Poverty,Global,SSP3-RCP 6.0,2070,No CC,millions of people,234.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
123,Poverty,Global,SSP3-RCP 6.0,2030,No CC,millions of people,56.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
124,Poverty,Global,SSP3-RCP 6.0,2050,No CC,millions of people,156.4,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
125,Poverty,Global,SSP3-RCP 6.0,2070,No CC,millions of people,325.5,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
126,Poverty,Global,SSP4-RCP 6.0,2030,No CC,millions of people,27.8,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
127,Poverty,Global,SSP4-RCP 6.0,2050,No CC,millions of people,72.5,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
128,Poverty,Global,SSP4-RCP 6.0,2070,No CC,millions of people,116.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
129,Poverty,Global,SSP4-RCP 6.0,2030,No CC,millions of people,45.4,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
130,Poverty,Global,SSP4-RCP 6.0,2050,No CC,millions of people,107.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
131,Poverty,Global,SSP4-RCP 6.0,2070,No CC,millions of people,189.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
132,Poverty,Global,SSP4-RCP 6.0,2030,No CC,millions of people,53.0,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
133,Poverty,Global,SSP4-RCP 6.0,2050,No CC,millions of people,117.8,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
134,Poverty,Global,SSP4-RCP 6.0,2070,No CC,millions of people,229.7,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
135,Poverty,Global,SSP5-RCP 8.5,2030,No CC,millions of people,24.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
136,Poverty,Global,SSP5-RCP 8.5,2050,No CC,millions of people,20.2,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
137,Poverty,Global,SSP5-RCP 8.5,2070,No CC,millions of people,38.6,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
138,Poverty,Global,SSP5-RCP 8.5,2030,No CC,millions of people,50.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
139,Poverty,Global,SSP5-RCP 8.5,2050,No CC,millions of people,38.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
140,Poverty,Global,SSP5-RCP 8.5,2070,No CC,millions of people,48.2,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
141,Poverty,Global,SSP5-RCP 8.5,2030,No CC,millions of people,71.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
142,Poverty,Global,SSP5-RCP 8.5,2050,No CC,millions of people,87.7,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
143,Poverty,Global,SSP5-RCP 8.5,2070,No CC,millions of people,79.2,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
144,Poverty Fraction,Global,IFs-RCP 6.0,2070,No CC,%,40,NA,NA,NA,NA,NA,Page 11,Climate attributable percentage of impoverished population
145,Poverty Fraction,Global,IFs-RCP 6.0,2070,No CC,%,30,NA,NA,NA,NA,NA,Page 11,Climate attributable percentage of impoverished population
146,Poverty Fraction,Global,IFs-RCP 6.0,2070,No CC,%,20,NA,NA,NA,NA,NA,Page 11,Climate attributable percentage of impoverished population
147,GDP,Global,IFs-RCP 6.0,2030,No CC,trillions of 2011 US$,-36.8,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
148,GDP,Global,IFs-RCP 6.0,2050,No CC,trillions of 2011 US$,-326.1,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
149,GDP,Global,IFs-RCP 6.0,2070,No CC,trillions of 2011 US$,-1112.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
150,GDP,Global,SSP1-RCP 2.6,2030,No CC,trillions of 2011 US$,-41.5,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
151,GDP,Global,SSP1-RCP 2.6,2050,No CC,trillions of 2011 US$,-431.5,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
152,GDP,Global,SSP1-RCP 2.6,2070,No CC,trillions of 2011 US$,-1644.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
153,GDP,Global,SSP2-RCP 4.5,2030,No CC,trillions of 2011 US$,-40.6,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
154,GDP,Global,SSP2-RCP 4.5,2050,No CC,trillions of 2011 US$,-389.8,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
155,GDP,Global,SSP2-RCP 4.5,2070,No CC,trillions of 2011 US$,-1422.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
156,GDP,Global,SSP3-RCP 6.0,2030,No CC,trillions of 2011 US$,-38.9,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
157,GDP,Global,SSP3-RCP 6.0,2050,No CC,trillions of 2011 US$,-326.3,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
158,GDP,Global,SSP3-RCP 6.0,2070,No CC,trillions of 2011 US$,-1033.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
159,GDP,Global,SSP4-RCP 6.0,2030,No CC,trillions of 2011 US$,-40.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
160,GDP,Global,SSP4-RCP 6.0,2050,No CC,trillions of 2011 US$,-371.5,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
161,GDP,Global,SSP4-RCP 6.0,2070,No CC,trillions of 2011 US$,-1261.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
162,GDP,Global,SSP5-RCP 8.5,2030,No CC,trillions of 2011 US$,-44.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
163,GDP,Global,SSP5-RCP 8.5,2050,No CC,trillions of 2011 US$,-529.3,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
164,GDP,Global,SSP5-RCP 8.5,2070,No CC,trillions of 2011 US$,-2340.0,NA,NA,NA,NA,NA,Page 12,Cumulative effect of tipping points
165,Extreme poverty,Global,SSP2-RCP 4.5,2050,No CC,People,40000000,NA,NA,NA,NA,NA,Page 15,The scenario projects an additional 40 million people in extreme poverty by 2050 compared to a world without climate change.
