,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
11,Northern Plains,Any,US,RFF-SPs,Annual per capita damages,BaselineImpact,Economic,Need,USD per person annually,3800,NA,NA,NA,NA,NA,Figure 5,"Value projected to 2090; top sectors are Temperature, Rail, Wildfire, and Roads."
12,Midwest,Any,US,RFF-SPs,Annual per capita damages,BaselineImpact,Economic,Need,USD per person annually,6700,NA,NA,NA,NA,NA,Figure 5,Value projected to 2090; top sectors are Labor related to agriculture and Temperature.
13,Northeast,Any,US,RFF-SPs,Annual per capita damages,BaselineImpact,Economic,Need,USD per person annually,7800,NA,NA,NA,NA,NA,Figure 5,"Value projected to 2090; top sectors are Air conditioning, Temperature, and Roads."
14,Southwest,Any,US,RFF-SPs,Annual per capita damages,BaselineImpact,Economic,Need,USD per person annually,6300,NA,NA,NA,NA,NA,Figure 5,"Value projected to 2090; top sectors are Wildfire, Air conditioning, and Temperature."
15,Southeast,Any,US,RFF-SPs,Annual per capita damages,BaselineImpact,Economic,Need,USD per person annually,9300,NA,NA,NA,NA,NA,Figure 5,"Value projected to 2090; top sectors are Roads, Air conditioning, Temperature, and High Tide Flooding (HTF)."
16,Southern Plains,Any,US,RFF-SPs,Annual per capita damages,BaselineImpact,Economic,Need,USD per person annually,7900,NA,NA,NA,NA,NA,Figure 5,"Value projected to 2090; top sectors are Labor (non-agriculture), High Tide Flooding (HTF), and Transportation."
17,All,Any,US,SSP5-8.5,Annual damages,BaselineImpact,Economic,Need,USD,3100000000000,NA,NA,NA,NA,NA,Section 3.2,"In 2090, climate-driven damages from the SSP5-8.5 scenario are above mean RFF-SP scenario."
18,All,Any,US,SSPs (excluding SSP5-8.5),Annual damages,BaselineImpact,Economic,Need,USD,3100000000000,NA,NA,NA,NA,NA,Section 3.2,"In 2090, climate-driven damages from the SSPs (excluding SSP5-8.5) are below mean RFF-SP scenario."
19,All,Any,US,SSPs,Annual damages,BaselineImpact,Economic,Need,USD,500000000000,NA,NA,500000000000,NA,12300000000000,Section 3.2,95% confidence interval. Annual damages from all SSP scenarios fall within the 95% confidence interval.
20,All,Any,US,SSP1-1.9,Annual Damages,BaselineImpact,Economic,Need,billion 2020 USD,700,NA,NA,NA,NA,NA,Table 3,Estimated US damages in 2090
21,All,Any,US,SSP2-4.5,Annual Damages,BaselineImpact,Economic,Need,billion 2020 USD,1700,NA,NA,NA,NA,NA,Table 3,Estimated US damages in 2090
22,All,Any,US,SSP3-7.0,Annual Damages,BaselineImpact,Economic,Need,billion 2020 USD,1600,NA,NA,NA,NA,NA,Table 3,Estimated US damages in 2090
23,All,Any,US,SSP5-8.5,Annual Damages,BaselineImpact,Economic,Need,billion 2020 USD,7000,NA,NA,NA,NA,NA,Table 3,Estimated US damages in 2090
24,All,Any,US,This study mean,Annual Damages,BaselineImpact,Economic,Need,billion 2020 USD,2900,NA,2.5%,510,97.5%,12000,Table 3,"Estimated US damages in 2090, using mean (95% CI)"
25,Coastal Property,Reactive Adaptation,US,RFF-SPs,Damages,AvoidedImpact,Economic,Need,USD billion per year,9.4,NA,2.5%,5.9,97.5%,21,Table A1,Damages to coastal property value in 2090 due to climate change; reactive adaptation.
26,Electricity,Reactive Adaptation,US,RFF-SPs,Damages,AvoidedImpact,Economic,Need,USD billion per year,11,NA,2.5%,6.9,97.5%,14,Table A1,Damages to transmission and distribution infrastructure in 2090 due to climate change; reactive adaptation.
27,Transportation Impacts,Anticipated Adapt,US,RFF-SPs,Costs,AdaptationCost,Economic,Need,USD billion per year,140,NA,2.5%,110,97.5%,200,Table A1,Costs of traffic delays from flooding and related infrastructure improvements due to high-tide flooding in 2090; reasonably anticipated adaptation.
28,Rail Infrastructure,Reactive Adaptation,US,RFF-SPs,Infrastructure Costs,AdaptationCost,Economic,Need,USD billion per year,19,NA,2.5%,7.7,97.5%,45,Table A1,Infrastructure costs associated with temperature-induced track buckling in 2090; reactive adaptation.
29,Road Infrastructure,Reactive Adaptation,US,RFF-SPs,Cost of Road Repair,AdaptationCost,Economic,Need,USD billion per year,17,NA,2.5%,6.6,97.5%,35,Table A1,"Cost of road repair, user costs (vehicle damage), and road delays due to changes in road surface quality in 2090; reactive adaptation."
30,Urban Drainage,Proactive Adaptation,US,RFF-SPs,Costs,AdaptationCost,Economic,Need,USD billion per year,4.2,NA,2.5%,3.2,97.5%,5.0,Table A1,Costs of proactive urban drainage infrastructure adaptation in 2090; proactive adaptation.
31,Winter Recreation,Adaptation,US,RFF-SPs,Revenue Lost,AvoidedImpact,Economic,Need,USD billion per year,2.0,NA,2.5%,0.83,97.5%,3.7,Table A1,"Revenue lost from suppliers of alpine, cross-country skiing, and snowmobiling in 2090 due to climate change; with adaptation."
32,All,Any,US,RFF-SPs,Annual Damages,BaselineImpact,Economic,Need,billions of 2020 USD,0,NA,5%,0,95%,0,"Page 15, Figure A2","Figure A2 shows time series of sectoral damages across 10,000 projections through 2100. The text mentions uncertainty as 95% confidence intervals (shaded areas) around the mean and median damages. The figure shows increasing impacts in all sectors over time, but values vary greatly by sector. Using 0 as a placeholder value as it varies by sector. The quantiles similarly vary greatly by sector so zero is used as a placeholder"
33,Coastal Properties,Any,US,RFF-SPs,Annual Damages,BaselineImpact,Economic,Need,billions of 2020 USD,0,NA,NA,NA,NA,NA,"Page 15, Figure A2",The sharp increase in damages in the coastal property damage sector after 2080 corresponds to a sharp increase in damages that occur after sea levels breach 100cm. Using 0 as a placeholder since I can't read the value.
34,Electricity,Proactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,6.3,NA,NA,4.9,NA,8.3,TableA3,Damage in 2090
35,Electricity,Reactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,11,NA,NA,6.9,NA,14,TableA3,Damage in 2090
36,Rail,Proactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,1.5,NA,NA,0.28,NA,3.9,TableA3,Damage in 2090
37,Rail,Reactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,19,NA,NA,7.7,NA,45,TableA3,Damage in 2090
38,Roads,Proactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,7.3,NA,NA,5.8,NA,8.4,TableA3,Damage in 2090
39,Roads,Reactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,17,NA,NA,6.6,NA,35,TableA3,Damage in 2090
40,Coastal,Proactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,7.5,NA,NA,7.0,NA,8.3,TableA3,Damage in 2090
41,Coastal,Reactive adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,9.4,NA,NA,5.9,NA,21,TableA3,Damage in 2090
42,Transport,Anticipated Adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,140,NA,NA,110,NA,200,TableA3,Damage in 2090
43,Transport,Direct adaptation,US,RFF-SPs,Annual damages,AvoidedImpact,Monetary,Need,USDbillionsyr−1,1.9,NA,NA,1.3,NA,3.4,TableA3,Damage in 2090
44,All,CO2 Reduction,US,RFF-SPs,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need,Dollars per tonne of CO2,28,NA,2.5%,NA,97.5%,NA,Fig A5,Mean using 3.0% CDR
45,All,CO2 Reduction,US,RFF-SPs,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need,Dollars per tonne of CO2,15,NA,2.5%,NA,97.5%,NA,Fig A5,Mean using 3.0% Ramsey
46,All,CO2 Reduction,US,RFF-SPs,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need,Dollars per tonne of CO2,21,NA,2.5%,NA,97.5%,NA,Fig A5,Mean using 2.5% Ramsey
47,All,CO2 Reduction,US,RFF-SPs,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need,Dollars per tonne of CO2,32,NA,2.5%,NA,97.5%,NA,Fig A5,Mean using 2.0% Ramsey
48,All,CO2 Reduction,US,RFF-SPs,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need,Dollars per tonne of CO2,51,NA,2.5%,NA,97.5%,NA,Fig A5,Mean using 1.5% Ramsey
