,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
14,Uninsured Losses as % of GDP,Emerging economies,Climate change scenarios,2015,2005,%,-0.13,NA,NA,NA,NA,NA,Line graph,weather related events
15,Underinsurance,45 countries,NA,2014,Best-practice benchmark,USD billion,-74,NA,NA,NA,NA,NA,12,General property risk underinsurance. Consumption per capita data is for 2014 (see footnote 22).
16,Underinsurance,Global,NA,2014,Best-practice benchmark,USD billion,-85,NA,NA,NA,NA,NA,12,Extrapolated for missing countries.  Consumption per capita data is for 2014 (see footnote 22).
17,Uninsured losses,Advanced economies,Weather-related events,2005,1990,% of GDP,0.03,NA,NA,NA,NA,NA,Image: Weather related uninsured losses as % of GDP,Difference between 2005 and 1990
18,Uninsured losses,Emerging economies,Weather-related events,2005,1990,% of GDP,0.2,NA,NA,NA,NA,NA,Image: Weather related uninsured losses as % of GDP,Difference between 2005 and 1990
19,Uninsured losses,Global,Weather-related events,2005,1990,% of GDP,0.06,NA,NA,NA,NA,NA,Image: Weather related uninsured losses as % of GDP,Difference between 2005 and 1990
20,GDP,Middle-Income,Climate Change,2018,No CC,GDP-related losses,-1,NA,NA,NA,NA,NA,Highlights,Middle-income economies face significant GDP-related losses due to natural catastrophes.
21,Uninsured losses,Advanced,Climate Change,2015,1990,% of GDP,0.03,NA,NA,NA,NA,NA,"Page 15, graph",Change in uninsured weather-related losses.
22,Uninsured losses,Emerging,Climate Change,2015,1990,% of GDP,0.07,NA,NA,NA,NA,NA,"Page 15, graph",Change in uninsured weather-related losses.
23,Uninsured losses,Global,Climate Change,2015,1990,% of GDP,0.04,NA,NA,NA,NA,NA,"Page 15, graph",Change in uninsured weather-related losses.
24,GDP,"Taiwan, Turkey, etc.",Climate change scenarios,2015,No CC,GDP-related losses,-1,NA,NA,NA,NA,NA,Highlights,These countries face more significant GDP-related losses from natural catastrophes. Using 2015 as a proxy year since the paper looked at data to 2015
25,Uninsured losses,"USA, Japan",Climate change scenarios,2015,No CC,billion USD,-1,NA,NA,NA,NA,NA,Highlights,The US and Japan have the largest expected absolute losses from natural catastrophes.  Using 2015 as a proxy year since the paper looked at data to 2015
26,Uninsured losses (% of GDP),Emerging Economies,Climate change,2005,1990,%,0.2,NA,NA,NA,NA,NA,Line Graph Description,Increase in uninsured losses from 1990 to 2005
27,Uninsured losses (% of GDP),Emerging Economies,Climate change,2015,2005,%,-0.13,NA,NA,NA,NA,NA,Line Graph Description,Decrease in uninsured losses from 2005 to 2015
28,Uninsured losses (% of GDP),Global,Climate change,2005,1990,%,0.06,NA,NA,NA,NA,NA,Line Graph Description,Increase in uninsured losses from 1990 to 2005
29,Uninsured losses (% of GDP),Global,Climate change,2015,2005,%,-0.02,NA,NA,NA,NA,NA,Line Graph Description,Decrease in uninsured losses from 2005 to 2015
30,Uninsured losses (% of GDP),Advanced,Climate change,2015,1990,%,0.02,NA,NA,NA,NA,NA,Line Graph Description,Increase in uninsured losses from 1990 to 2015
31,GDP,"Taiwan,Turkey,...",Climate change,2015,No CC,percentage GDP,-0.01,NA,NA,NA,NA,NA,Highlights,"GDP-related losses from natural catastrophes (estimated, losses are negative)."
32,Uninsured Losses,Emerging,Climate change,2005,1990,percentage of GDP,0.2,NA,NA,NA,NA,NA,Figure: Weather related,Peaking at 0.38% around 2005 from 0.18%.
33,Uninsured Losses,Advanced,Climate change,2005,1990,percentage of GDP,0.03,NA,NA,NA,NA,NA,Figure: Weather related,Rises to around 0.13% in 2005 from <0.1%.
34,Uninsured Losses,Global,Climate change,2005,1990,percentage of GDP,0.06,NA,NA,NA,NA,NA,Figure: Weather related,Increases to 0.19% in 2005 from 0.13%.
35,Uninsured Losses,Emerging,Climate change,2015,1990,percentage of GDP,0.07,NA,NA,NA,NA,NA,Figure: Weather related,From 0.18% to about 0.25%.
36,Uninsured Losses,Advanced,Climate change,2015,1990,percentage of GDP,0.02,NA,NA,NA,NA,NA,Figure: Weather related,From little below 0.1% to 0.12%.
37,Uninsured Losses,Global,Climate change,2015,1990,percentage of GDP,0.04,NA,NA,NA,NA,NA,Figure: Weather related,From roughly 0.13% to around 0.17%.
38,Uninsured Losses,Global,Climate change,2015,2010,percentage of GDP,-0.03,NA,NA,NA,NA,NA,Figure: Nat cat,Decreasing trend from early 2000s.
39,GDP,Switzerland,scenario-based,2015,No CC,% of GDP,-0.82,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
40,GDP,Australia,scenario-based,2015,No CC,% of GDP,-0.74,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
41,GDP,Norway,scenario-based,2015,No CC,% of GDP,-0.74,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
42,GDP,United States,scenario-based,2015,No CC,% of GDP,-1.01,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
43,GDP,Austria,scenario-based,2015,No CC,% of GDP,-0.76,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
44,GDP,United Kingdom,scenario-based,2015,No CC,% of GDP,-0.77,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
45,GDP,Canada,scenario-based,2015,No CC,% of GDP,-0.90,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
46,GDP,Germany,scenario-based,2015,No CC,% of GDP,-0.59,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
47,GDP,Denmark,scenario-based,2015,No CC,% of GDP,-0.96,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
48,GDP,Sweden,scenario-based,2015,No CC,% of GDP,-0.76,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
49,GDP,Belgium,scenario-based,2015,No CC,% of GDP,-0.65,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
50,GDP,Finland,scenario-based,2015,No CC,% of GDP,-0.48,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
51,GDP,France,scenario-based,2015,No CC,% of GDP,-0.88,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
52,GDP,Ireland,scenario-based,2015,No CC,% of GDP,-0.45,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
53,GDP,Netherlands,scenario-based,2015,No CC,% of GDP,-0.56,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
54,GDP,New Zealand,scenario-based,2015,No CC,% of GDP,-0.80,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
55,GDP,Italy,scenario-based,2015,No CC,% of GDP,-0.36,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
56,GDP,Israel,scenario-based,2015,No CC,% of GDP,-0.36,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
57,GDP,Japan,scenario-based,2015,No CC,% of GDP,-0.37,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
58,GDP,Spain,scenario-based,2015,No CC,% of GDP,-0.68,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
59,GDP,Hong Kong,scenario-based,2015,No CC,% of GDP,-0.18,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
60,GDP,Portugal,scenario-based,2015,No CC,% of GDP,-0.32,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
61,GDP,South Korea,scenario-based,2015,No CC,% of GDP,-0.21,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
62,GDP,Taiwan,scenario-based,2015,No CC,% of GDP,-0.15,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
63,GDP,Chile,scenario-based,2015,No CC,% of GDP,-0.53,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
64,GDP,Slovakia,scenario-based,2015,No CC,% of GDP,-0.29,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
65,GDP,Czech Republic,scenario-based,2015,No CC,% of GDP,-0.49,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
66,GDP,United Arab Emirates,scenario-based,2015,No CC,% of GDP,-0.16,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
67,GDP,Poland,scenario-based,2015,No CC,% of GDP,-0.40,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
68,GDP,Russia,scenario-based,2015,No CC,% of GDP,-0.23,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
69,GDP,Turkey,scenario-based,2015,No CC,% of GDP,-0.27,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
70,GDP,Saudi Arabia,scenario-based,2015,No CC,% of GDP,-0.07,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
71,GDP,Brazil,scenario-based,2015,No CC,% of GDP,-0.32,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
72,GDP,Mexico,scenario-based,2015,No CC,% of GDP,-0.16,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
73,GDP,Hungary,scenario-based,2015,No CC,% of GDP,-0.50,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
74,GDP,Malaysia,scenario-based,2015,No CC,% of GDP,-0.25,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
75,GDP,Argentina,scenario-based,2015,No CC,% of GDP,-0.23,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
76,GDP,Colombia,scenario-based,2015,No CC,% of GDP,-0.23,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
77,GDP,China,scenario-based,2015,No CC,% of GDP,-0.12,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
78,GDP,South Africa,scenario-based,2015,No CC,% of GDP,-0.88,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
79,GDP,Thailand,scenario-based,2015,No CC,% of GDP,-0.28,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
80,GDP,Indonesia,scenario-based,2015,No CC,% of GDP,-0.11,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
81,GDP,Philippines,scenario-based,2015,No CC,% of GDP,-0.15,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
82,GDP,India,scenario-based,2015,No CC,% of GDP,-0.07,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
83,GDP,Myanmar,scenario-based,2015,No CC,% of GDP,-0.06,NA,NA,NA,NA,NA,p. 28,Property modeled protection gap. The year 2015 is chosen because that is the end of the time series in the uninsured losses graphs and the time series in the paper.
