,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
35,Damages,Vietnam,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
36,Damages,Vietnam,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
37,Social Cost of Carbon,Global,RCP6.0-SSP2,2050,No CC,US$/tCO2,212,NA,17%,138,83%,318,7,Main specification. Ricke's discounting choice
38,Economic losses,Globally,Historical,2010,No TCs,US$ bn / year,51.5,NA,NA,NA,NA,NA,8,Average for TCs; Floods and droughts cause $37.8bn and $8.5bn respectively
39,SCC,Globally,Various,2023,No TCs,%,22.2,NA,NA,NA,NA,NA,8,Increase in SCC when explicitly accounting for TCs and their persistence in the economic system.
40,SCC,TC-affected countries,Various,2023,No TCs,%,44.4,NA,NA,NA,NA,NA,8,Increase in SCC when explicitly accounting for TCs and their persistence in the economic system.
41,Country-level SCC,China,Various,2023,No TCs,%,68,NA,NA,NA,NA,NA,8,Increase due to TC damages
42,Country-level SCC,USA,Various,2023,No TCs,%,53,NA,NA,NA,NA,NA,8,Increase due to TC damages
43,Country-level SCC,India,Various,2023,No TCs,%,9,NA,NA,NA,NA,NA,8,Increase due to TC damages
44,SCC,Globally,Various,2023,Ricke et al.,US$/tCO2,-184,NA,NA,161,NA,732,8,Median Ricke et al: US$/tCO2 417 (95% CI: US$/tCO2 161–732)
45,SCC,Globally,Various,2023,Narita et al.,US$/tCO2,2.5,NA,NA,NA,NA,NA,8,"Based on FUND model (rho = 1%), TCs contribute only ~1%"
