,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
12,Temperature,Global,BAU,2100,Pre-industrial,degrees Celsius,3.1,NA,NA,NA,NA,NA,3,Increase in planet's mean surface temperature.
13,Oil Consumption,Global,UWI,2103,2017,%,-84.4,NA,NA,NA,NA,NA,3,Cumulative (2017 through fossil fuel's end date) consumption reduction.
14,Gas Consumption,Global,UWI,2103,2017,%,-86.2,NA,NA,NA,NA,NA,3,Cumulative (2017 through fossil fuel's end date) consumption reduction.
15,Coal Consumption,Global,UWI,2103,2017,%,-98.1,NA,NA,NA,NA,NA,3,Cumulative (2017 through fossil fuel's end date) consumption reduction.
16,Temperature,Global,UWI,2103,Pre-industrial,degrees Celsius,2.1,NA,NA,NA,NA,NA,3,Rise in global mean surface temperature.
17,GDP Loss,Global,BAU,2100,No Policy,%,-16.7,NA,NA,NA,NA,NA,3,Peak global GDP loss.
18,GDP Loss,Global,UWI,2100,No Policy,%,-9.3,NA,NA,NA,NA,NA,3,Peak global GDP loss after UWI policy.
19,GDP Loss,Global,UWI,2100,BAU,%,44.3,NA,NA,NA,NA,NA,3,Mitigation of losses from climate change (1-9.3/16.7).
20,Welfare,Global,UWI,2100,BAU,%,4.3,NA,NA,NA,NA,NA,3,"Consumption compensating variation; equivalent to increasing the annual consumption of each cohort, whether already born or yet to be born, by 4.3 percent under BAU."
21,Consumption Transfers,3 Regions,UWI,2100,Lifetime Consumption,%,15,NA,NA,NA,NA,NA,3,Largest positive net transfers under UWI policy; percentage of annual and lifetime consumption.
22,Global Mean Temperature,Global,1x damage,2217,Pre-industrial levels,degrees Celsius,3.7,NA,NA,NA,NA,NA,p. 14,Maximal BAU increase
23,Global Mean Temperature,Global,2x damage,2217,Pre-industrial levels,degrees Celsius,4.4,NA,NA,NA,NA,NA,p. 14,Maximal BAU increase
24,GDP,Global,6x damage,2200,No CC,%,-17,NA,NA,NA,NA,NA,p. 14,Peak loss under BAU
25,GDP,India,6x damage,2200,No CC,%,-40,NA,NA,NA,NA,NA,p. 14,"Peak loss under BAU, persisting for more than a century"
26,GDP,US,6x damage,2200,No CC,%,-16,NA,NA,NA,NA,NA,p. 14,"Exceeds 16% in 2200, no improvement or worsening for 100 years"
27,GDP,China,6x damage,2200,No CC,%,-16,NA,NA,NA,NA,NA,p. 14,"Exceeds 16% in 2200, no improvement or worsening for 100 years"
28,GDP,Japan/South Korea/Hong Kong,6x damage,2200,No CC,%,-16,NA,NA,NA,NA,NA,p. 14,"Exceeds 16% in 2200, no improvement or worsening for 100 years"
29,GDP,GBR,6x damage,2200,No CC,%,-2.1,NA,NA,NA,NA,NA,p. 14,Peak loss under BAU
30,GDP,Russia,6x damage,2200,No CC,%,3.9,NA,NA,NA,NA,NA,p. 14,Climate gains peak under BAU
31,GDP,Canada,6x damage,2200,No CC,%,2.6,NA,NA,NA,NA,NA,p. 14,Climate gains peak under BAU
32,Temperature,Russia,BAU,2217,Pre-industrial levels,degrees Celsius,2.8,NA,NA,NA,NA,NA,p. 14,"Lower bound estimate, Warming under BAU benefits"
33,Temperature,Russia,BAU,2217,Pre-industrial levels,degrees Celsius,3.8,NA,NA,NA,NA,NA,p. 14,"Upper bound estimate, Warming under BAU benefits"
34,Temperature,Canada,BAU,2217,Pre-industrial levels,degrees Celsius,2.7,NA,NA,NA,NA,NA,p. 14,"Lower bound estimate, Warming under BAU benefits"
35,Temperature,Canada,BAU,2217,Pre-industrial levels,degrees Celsius,3.6,NA,NA,NA,NA,NA,p. 14,"Upper bound estimate, Warming under BAU benefits"
36,Optimal Tax,Global,"1x, No Transfers",2024,No CC,$ / ton CO2,22.8,NA,NA,NA,NA,NA,17,Initial optimal tax
37,Optimal Tax,Global,"1x, UWI",2024,No CC,$ / ton CO2,22.4,NA,NA,NA,NA,NA,17,Initial optimal tax
38,Optimal Tax,Global,"1x, UWIF",2024,No CC,$ / ton CO2,22.6,NA,NA,NA,NA,NA,17,Initial optimal tax
39,Optimal Tax,Global,"1x, UWIL",2024,No CC,$ / ton CO2,22.4,NA,NA,NA,NA,NA,17,Initial optimal tax
40,Optimal Tax,Global,"2x, No Transfers",2024,No CC,$ / ton CO2,43.9,NA,NA,NA,NA,NA,17,Initial optimal tax
41,Optimal Tax,Global,"2x, UWI",2024,No CC,$ / ton CO2,39.3,NA,NA,NA,NA,NA,17,Initial optimal tax
42,Optimal Tax,Global,"2x, UWIF",2024,No CC,$ / ton CO2,42.2,NA,NA,NA,NA,NA,17,Initial optimal tax
43,Optimal Tax,Global,"2x, UWIL",2024,No CC,$ / ton CO2,39.9,NA,NA,NA,NA,NA,17,Initial optimal tax
44,Optimal Tax,Global,"4x, No Transfers",2024,No CC,$ / ton CO2,80.6,NA,NA,NA,NA,NA,17,Initial optimal tax
45,Optimal Tax,Global,"4x, UWI",2024,No CC,$ / ton CO2,66.4,NA,NA,NA,NA,NA,17,Initial optimal tax
46,Optimal Tax,Global,"4x, UWIF",2024,No CC,$ / ton CO2,75.2,NA,NA,NA,NA,NA,17,Initial optimal tax
47,Optimal Tax,Global,"4x, UWIL",2024,No CC,$ / ton CO2,68.3,NA,NA,NA,NA,NA,17,Initial optimal tax
48,Optimal Tax,Global,"6x, No Transfers",2024,No CC,$ / ton CO2,111.7,NA,NA,NA,NA,NA,17,Initial optimal tax
49,Optimal Tax,Global,"6x, UWI",2024,No CC,$ / ton CO2,87.5,NA,NA,NA,NA,NA,17,Initial optimal tax
50,Optimal Tax,Global,"6x, UWIF",2024,No CC,$ / ton CO2,101.9,NA,NA,NA,NA,NA,17,Initial optimal tax
51,Optimal Tax,Global,"6x, UWIL",2024,No CC,$ / ton CO2,91.4,NA,NA,NA,NA,NA,17,Initial optimal tax
52,Tax Growth Rate,Global,"1x, No Transfers",2024,No CC,% / year,1.8,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
53,Tax Growth Rate,Global,"1x, UWI",2024,No CC,% / year,1.8,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
54,Tax Growth Rate,Global,"1x, UWIF",2024,No CC,% / year,1.8,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
55,Tax Growth Rate,Global,"1x, UWIL",2024,No CC,% / year,1.8,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
56,Tax Growth Rate,Global,"2x, No Transfers",2024,No CC,% / year,1.7,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
57,Tax Growth Rate,Global,"2x, UWI",2024,No CC,% / year,1.6,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
58,Tax Growth Rate,Global,"2x, UWIF",2024,No CC,% / year,1.6,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
59,Tax Growth Rate,Global,"2x, UWIL",2024,No CC,% / year,1.6,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
60,Tax Growth Rate,Global,"4x, No Transfers",2024,No CC,% / year,1.6,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
61,Tax Growth Rate,Global,"4x, UWI",2024,No CC,% / year,1.5,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
62,Tax Growth Rate,Global,"4x, UWIF",2024,No CC,% / year,1.5,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
63,Tax Growth Rate,Global,"4x, UWIL",2024,No CC,% / year,1.5,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
64,Tax Growth Rate,Global,"6x, No Transfers",2024,No CC,% / year,1.5,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
65,Tax Growth Rate,Global,"6x, UWI",2024,No CC,% / year,1.4,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
66,Tax Growth Rate,Global,"6x, UWIF",2024,No CC,% / year,1.4,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
67,Tax Growth Rate,Global,"6x, UWIL",2024,No CC,% / year,1.5,NA,NA,NA,NA,NA,17,Average growth rate of optimal tax over the next 50 years
68,Welfare,Global,"1x, No Transfers",2024,No CC,percent,-9.1,NA,NA,-8.0,NA,NA,17,Welfare gains
69,Welfare,Global,"2x, No Transfers",2024,No CC,percent,-12.1,NA,NA,-16.9,NA,NA,17,Welfare gains
70,Welfare,Global,"4x, No Transfers",2024,No CC,percent,-15.5,NA,NA,-34.0,NA,NA,17,Welfare gains
71,Welfare,Global,"6x, No Transfers",2024,No CC,percent,-18.0,NA,NA,-47.6,NA,NA,17,Welfare gains
72,Welfare,Global,"1x, UWI",2024,No CC,percent,0.6,NA,NA,NA,NA,NA,17,Welfare gains
73,Welfare,Global,"2x, UWI",2024,No CC,percent,1.4,NA,NA,NA,NA,NA,17,Welfare gains
74,Welfare,Global,"4x, UWI",2024,No CC,percent,3.0,NA,NA,NA,NA,NA,17,Welfare gains
75,Welfare,Global,"6x, UWI",2024,No CC,percent,4.3,NA,NA,NA,NA,NA,17,Welfare gains
76,Welfare,Global,"1x, UWIF",2024,No CC,percent,0,NA,NA,0.9,NA,NA,17,Welfare gains
77,Welfare,Global,"2x, UWIF",2024,No CC,percent,0,NA,NA,2.3,NA,NA,17,Welfare gains
78,Welfare,Global,"4x, UWIF",2024,No CC,percent,0,NA,NA,5.1,NA,NA,17,Welfare gains
79,Welfare,Global,"6x, UWIF",2024,No CC,percent,0,NA,NA,7.7,NA,NA,17,Welfare gains
80,Welfare,Global,"1x, UWIL",2024,No CC,percent,0.6,NA,NA,NA,NA,NA,17,Welfare gains
81,Welfare,Global,"2x, UWIL",2024,No CC,percent,1.4,NA,NA,6.2,NA,NA,17,Welfare gains
82,Welfare,Global,"4x, UWIL",2024,No CC,percent,2.8,NA,NA,22.4,NA,NA,17,Welfare gains
83,Welfare,Global,"6x, UWIL",2024,No CC,percent,4.0,NA,NA,35.6,NA,NA,17,Welfare gains
84,Temperature Rise,Global,BAU,2024,No CC,degrees C,4.4,NA,NA,NA,NA,NA,17,Max. global temperature rise
85,Temperature Rise,Global,"1x, No Transfers",2024,No CC,degrees C,2.8,NA,NA,NA,NA,NA,17,Max. global temperature rise
86,Temperature Rise,Global,"UWI, 1x",2024,No CC,degrees C,2.8,NA,NA,NA,NA,NA,17,Max. global temperature rise
87,Temperature Rise,Global,"UWIF, 1x",2024,No CC,degrees C,2.8,NA,NA,NA,NA,NA,17,Max. global temperature rise
88,Temperature Rise,Global,"UWIL, 1x",2024,No CC,degrees C,2.8,NA,NA,NA,NA,NA,17,Max. global temperature rise
89,Temperature Rise,Global,BAU,2024,No CC,degrees C,4.2,NA,NA,NA,NA,NA,17,Max. global temperature rise
90,Temperature Rise,Global,"2x, No Transfers",2024,No CC,degrees C,2.5,NA,NA,NA,NA,NA,17,Max. global temperature rise
91,Temperature Rise,Global,"UWI, 2x",2024,No CC,degrees C,2.5,NA,NA,NA,NA,NA,17,Max. global temperature rise
92,Temperature Rise,Global,"UWIF, 2x",2024,No CC,degrees C,2.5,NA,NA,NA,NA,NA,17,Max. global temperature rise
93,Temperature Rise,Global,"UWIL, 2x",2024,No CC,degrees C,2.5,NA,NA,NA,NA,NA,17,Max. global temperature rise
94,Temperature Rise,Global,BAU,2024,No CC,degrees C,3.9,NA,NA,NA,NA,NA,17,Max. global temperature rise
95,Temperature Rise,Global,"4x, No Transfers",2024,No CC,degrees C,2.2,NA,NA,NA,NA,NA,17,Max. global temperature rise
96,Temperature Rise,Global,"UWI, 4x",2024,No CC,degrees C,2.3,NA,NA,NA,NA,NA,17,Max. global temperature rise
97,Temperature Rise,Global,"UWIF, 4x",2024,No CC,degrees C,2.2,NA,NA,NA,NA,NA,17,Max. global temperature rise
98,Temperature Rise,Global,"UWIL, 4x",2024,No CC,degrees C,2.2,NA,NA,NA,NA,NA,17,Max. global temperature rise
99,Temperature Rise,Global,BAU,2024,No CC,degrees C,3.7,NA,NA,NA,NA,NA,17,Max. global temperature rise
100,Temperature Rise,Global,"6x, No Transfers",2024,No CC,degrees C,2.1,NA,NA,NA,NA,NA,17,Max. global temperature rise
101,Temperature Rise,Global,"UWI, 6x",2024,No CC,degrees C,2.1,NA,NA,NA,NA,NA,17,Max. global temperature rise
102,Temperature Rise,Global,"UWIF, 6x",2024,No CC,degrees C,2.1,NA,NA,NA,NA,NA,17,Max. global temperature rise
103,Temperature Rise,Global,"UWIL, 6x",2024,No CC,degrees C,2.1,NA,NA,NA,NA,NA,17,Max. global temperature rise
104,GDP,Global,BAU,2024,No CC,percent,-4.4,NA,NA,NA,NA,NA,17,Max. global damages
105,GDP,Global,"1x, No Transfers",2024,No CC,percent,-2.5,NA,NA,NA,NA,NA,17,Max. global damages
106,GDP,Global,"UWI, 1x",2024,No CC,percent,-2.5,NA,NA,NA,NA,NA,17,Max. global damages
107,GDP,Global,"UWIF, 1x",2024,No CC,percent,-2.5,NA,NA,NA,NA,NA,17,Max. global damages
108,GDP,Global,"UWIL, 1x",2024,No CC,percent,-2.5,NA,NA,NA,NA,NA,17,Max. global damages
109,GDP,Global,BAU,2024,No CC,percent,-7.9,NA,NA,NA,NA,NA,17,Max. global damages
110,GDP,Global,"2x, No Transfers",2024,No CC,percent,-4.1,NA,NA,NA,NA,NA,17,Max. global damages
111,GDP,Global,"UWI, 2x",2024,No CC,percent,-4.2,NA,NA,NA,NA,NA,17,Max. global damages
112,GDP,Global,"UWIF, 2x",2024,No CC,percent,-4.2,NA,NA,NA,NA,NA,17,Max. global damages
113,GDP,Global,"UWIL, 2x",2024,No CC,percent,-4.2,NA,NA,NA,NA,NA,17,Max. global damages
114,GDP,Global,BAU,2024,No CC,percent,-13.0,NA,NA,NA,NA,NA,17,Max. global damages
115,GDP,Global,"4x, No Transfers",2024,No CC,percent,-6.7,NA,NA,NA,NA,NA,17,Max. global damages
116,GDP,Global,"UWI, 4x",2024,No CC,percent,-7.0,NA,NA,NA,NA,NA,17,Max. global damages
117,GDP,Global,"UWIF, 4x",2024,No CC,percent,-6.8,NA,NA,NA,NA,NA,17,Max. global damages
118,GDP,Global,"UWIL, 4x",2024,No CC,percent,-6.9,NA,NA,NA,NA,NA,17,Max. global damages
119,GDP,Global,BAU,2024,No CC,percent,-16.7,NA,NA,NA,NA,NA,17,Max. global damages
120,GDP,Global,"6x, No Transfers",2024,No CC,percent,-8.9,NA,NA,NA,NA,NA,17,Max. global damages
121,GDP,Global,"UWI, 6x",2024,No CC,percent,-9.3,NA,NA,NA,NA,NA,17,Max. global damages
122,GDP,Global,"UWIF, 6x",2024,No CC,percent,-9.1,NA,NA,NA,NA,NA,17,Max. global damages
123,GDP,Global,"UWIL, 6x",2024,No CC,percent,-9.2,NA,NA,NA,NA,NA,17,Max. global damages
124,GDP,Region,BAU,2024,No CC,percent,-11.8,NA,NA,NA,NA,NA,17,Max. regional damages
125,GDP,Region,"1x, No Transfers",2024,No CC,percent,-7.4,NA,NA,NA,NA,NA,17,Max. regional damages
126,GDP,Region,"UWI, 1x",2024,No CC,percent,-7.4,NA,NA,NA,NA,NA,17,Max. regional damages
127,GDP,Region,"UWIF, 1x",2024,No CC,percent,-7.4,NA,NA,NA,NA,NA,17,Max. regional damages
128,GDP,Region,"UWIL, 1x",2024,No CC,percent,-7.4,NA,NA,NA,NA,NA,17,Max. regional damages
129,GDP,Region,BAU,2024,No CC,percent,-21.1,NA,NA,NA,NA,NA,17,Max. regional damages
130,GDP,Region,"2x, No Transfers",2024,No CC,percent,-12.3,NA,NA,NA,NA,NA,17,Max. regional damages
131,GDP,Region,"UWI, 2x",2024,No CC,percent,-12.6,NA,NA,NA,NA,NA,17,Max. regional damages
132,GDP,Region,"UWIF, 2x",2024,No CC,percent,-12.4,NA,NA,NA,NA,NA,17,Max. regional damages
133,GDP,Region,"UWIL, 2x",2024,No CC,percent,-12.5,NA,NA,NA,NA,NA,17,Max. regional damages
134,GDP,Region,BAU,2024,No CC,percent,-34.6,NA,NA,NA,NA,NA,17,Max. regional damages
135,GDP,Region,"4x, No Transfers",2024,No CC,percent,-20.2,NA,NA,NA,NA,NA,17,Max. regional damages
136,GDP,Region,"UWI, 4x",2024,No CC,percent,-21.0,NA,NA,NA,NA,NA,17,Max. regional damages
137,GDP,Region,"UWIF, 4x",2024,No CC,percent,-20.5,NA,NA,NA,NA,NA,17,Max. regional damages
138,GDP,Region,"UWIL, 4x",2024,No CC,percent,-20.8,NA,NA,NA,NA,NA,17,Max. regional damages
139,GDP,Region,BAU,2024,No CC,percent,-43.9,NA,NA,NA,NA,NA,17,Max. regional damages
140,GDP,Region,"6x, No Transfers",2024,No CC,percent,-26.9,NA,NA,NA,NA,NA,17,Max. regional damages
141,GDP,Region,"UWI, 6x",2024,No CC,percent,-27.8,NA,NA,NA,NA,NA,17,Max. regional damages
142,GDP,Region,"UWIF, 6x",2024,No CC,percent,-27.2,NA,NA,NA,NA,NA,17,Max. regional damages
143,GDP,Region,"UWIL, 6x",2024,No CC,percent,-27.5,NA,NA,NA,NA,NA,17,Max. regional damages
144,Interest Rate,Global,BAU,2024,No CC,percent / yr,2.9,NA,NA,NA,NA,NA,17,Long-run interest rate
145,Interest Rate,Global,"1x, No Transfers",2024,No CC,percent / yr,2.9,NA,NA,NA,NA,NA,17,Long-run interest rate
146,Interest Rate,Global,"2x, No Transfers",2024,No CC,percent / yr,2.9,NA,NA,NA,NA,NA,17,Long-run interest rate
147,Interest Rate,Global,"4x, No Transfers",2024,No CC,percent / yr,2.9,NA,NA,NA,NA,NA,17,Long-run interest rate
148,Interest Rate,Global,"6x, No Transfers",2024,No CC,percent / yr,2.9,NA,NA,NA,NA,NA,17,Long-run interest rate
149,Interest Rate,Global,"1x, UWI",2024,No CC,percent / yr,3.4,NA,NA,NA,NA,NA,17,Long-run interest rate
150,Interest Rate,Global,"2x, UWI",2024,No CC,percent / yr,3.7,NA,NA,NA,NA,NA,17,Long-run interest rate
151,Interest Rate,Global,"4x, UWI",2024,No CC,percent / yr,4.0,NA,NA,NA,NA,NA,17,Long-run interest rate
152,Interest Rate,Global,"6x, UWI",2024,No CC,percent / yr,4.2,NA,NA,NA,NA,NA,17,Long-run interest rate
153,Interest Rate,Global,"1x, UWIF",2024,No CC,percent / yr,3.3,NA,NA,NA,NA,NA,17,Long-run interest rate
154,Interest Rate,Global,"2x, UWIF",2024,No CC,percent / yr,3.5,NA,NA,NA,NA,NA,17,Long-run interest rate
155,Interest Rate,Global,"4x, UWIF",2024,No CC,percent / yr,3.8,NA,NA,NA,NA,NA,17,Long-run interest rate
156,Interest Rate,Global,"6x, UWIF",2024,No CC,percent / yr,3.8,NA,NA,NA,NA,NA,17,Long-run interest rate
157,Interest Rate,Global,"1x, UWIL",2024,No CC,percent / yr,3.4,NA,NA,NA,NA,NA,17,Long-run interest rate
158,Interest Rate,Global,"2x, UWIL",2024,No CC,percent / yr,3.7,NA,NA,NA,NA,NA,17,Long-run interest rate
159,Interest Rate,Global,"4x, UWIL",2024,No CC,percent / yr,3.9,NA,NA,NA,NA,NA,17,Long-run interest rate
160,Interest Rate,Global,"6x, UWIL",2024,No CC,percent / yr,4.0,NA,NA,NA,NA,NA,17,Long-run interest rate
161,Regional Transfers,Global,"UWI, 1x",2024,No CC,percent,-6.7,NA,NA,NA,NA,NA,17,Minimal regional transfers
162,Regional Transfers,Global,"UWI, 2x",2024,No CC,percent,-14.6,NA,NA,NA,NA,NA,17,Minimal regional transfers
163,Regional Transfers,Global,"UWI, 4x",2024,No CC,percent,-28.8,NA,NA,NA,NA,NA,17,Minimal regional transfers
164,Regional Transfers,Global,"UWI, 6x",2024,No CC,percent,-39.9,NA,NA,NA,NA,NA,17,Minimal regional transfers
165,Regional Transfers,Global,"UWIF, 1x",2024,No CC,percent,-6.4,NA,NA,NA,NA,NA,17,Minimal regional transfers
166,Regional Transfers,Global,"UWIF, 2x",2024,No CC,percent,-14.1,NA,NA,NA,NA,NA,17,Minimal regional transfers
167,Regional Transfers,Global,"UWIF, 4x",2024,No CC,percent,-27.7,NA,NA,NA,NA,NA,17,Minimal regional transfers
168,Regional Transfers,Global,"UWIF, 6x",2024,No CC,percent,-38.2,NA,NA,NA,NA,NA,17,Minimal regional transfers
169,Regional Transfers,Global,"UWIL, 1x",2024,No CC,percent,-6.7,NA,NA,NA,NA,NA,17,Minimal regional transfers
170,Regional Transfers,Global,"UWIL, 2x",2024,No CC,percent,-10.0,NA,NA,NA,NA,NA,17,Minimal regional transfers
171,Regional Transfers,Global,"UWIL, 4x",2024,No CC,percent,-10.0,NA,NA,NA,NA,NA,17,Minimal regional transfers
172,Regional Transfers,Global,"UWIL, 6x",2024,No CC,percent,-10.0,NA,NA,NA,NA,NA,17,Minimal regional transfers
173,Temperature,Global,6x UWIL/UWIF,2100,BAU,degrees Celsius,-2.0,NA,NA,NA,NA,NA,19,States global temperature stays within or near 2.0-degree limit set in the Paris Agreement
174,Emissions,China,BAU,2092,dirty energy use," ""years since 2017""", 75,NA,NA,NA,NA,NA,19,Time to stop using all fossil fuels under BAU.
175,Emissions,China,6x UWIL/UWIF,2042,dirty energy use," ""years since 2017""",20,NA,NA,NA,NA,NA,19,Time to stop using all fossil fuels under UWIL/UWIF.
176,Emissions,Russia,BAU,2100,dirty energy use," ""years""",80,NA,NA,NA,NA,NA,19,Approximate amount of time it takes longer to stop using dirty energy in BAU than in optimal carbon tax scenario.
177,Damages,ANZ,"6x damage, BAU",2100,No CC,percent of GDP,-20,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent
178,Damages,ANZ,"6x damage, UWI",2100,No CC,percent of GDP,-10,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent
179,Damages,China,"6x damage, BAU",2100,No CC,percent of GDP,-16,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent
180,Damages,China,"6x damage, UWI",2100,No CC,percent of GDP,-8,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent
181,Damages,US,"6x damage, BAU",2100,No CC,percent of GDP,-16,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent
182,Damages,US,"6x damage, UWI",2100,No CC,percent of GDP,-8,NA,NA,NA,NA,NA,19,Maximal damages drop from 20 percent to just above 10 percent
183,GDP,India,6x damage specification,2217,No CC,percent,-40,NA,NA,NA,NA,NA,p.23,Future generations under UWI policy would surrender consumption to service carbon-policy debt.
184,GDP,BRA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,p.23,Future generations under UWI policy would surrender consumption to service carbon-policy debt.
185,GDP,SAP,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,p.23,Future generations under UWI policy would surrender consumption to service carbon-policy debt.
186,GDP,MENA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,p.23,Future generations under UWI policy would surrender consumption to service carbon-policy debt.
187,GDP,SLA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,p.23,Future generations under UWI policy would surrender consumption to service carbon-policy debt.
188,GDP,SSA,6x damage specification,2217,No CC,percent,-20,NA,NA,NA,NA,NA,p.23,Future generations under UWI policy would surrender consumption to service carbon-policy debt.
189,GDP Share,USA,"BAU, 6x damage",2017,World GDP,%,25.01,NA,NA,NA,NA,NA,24,
190,GDP Share,USA,"Optimal, 6x damage",2017,World GDP,%,25.41,NA,NA,NA,NA,NA,24,
191,GDP Share,USA,"BAU, 6x damage",2050,World GDP,%,22.04,NA,NA,NA,NA,NA,24,
192,GDP Share,USA,"Optimal, 6x damage",2050,World GDP,%,22.17,NA,NA,NA,NA,NA,24,
193,GDP Share,USA,"BAU, 6x damage",2100,World GDP,%,15.55,NA,NA,NA,NA,NA,24,
194,GDP Share,USA,"Optimal, 6x damage",2100,World GDP,%,15.55,NA,NA,NA,NA,NA,24,
195,GDP Share,USA,"BAU, 6x damage",2150,World GDP,%,14.89,NA,NA,NA,NA,NA,24,
196,GDP Share,USA,"Optimal, 6x damage",2150,World GDP,%,14.84,NA,NA,NA,NA,NA,24,
197,GDP Share,WEU,"BAU, 6x damage",2017,World GDP,%,21.98,NA,NA,NA,NA,NA,24,
198,GDP Share,WEU,"Optimal, 6x damage",2017,World GDP,%,22.42,NA,NA,NA,NA,NA,24,
199,GDP Share,WEU,"BAU, 6x damage",2050,World GDP,%,18.69,NA,NA,NA,NA,NA,24,
200,GDP Share,WEU,"Optimal, 6x damage",2050,World GDP,%,18.76,NA,NA,NA,NA,NA,24,
201,GDP Share,WEU,"BAU, 6x damage",2100,World GDP,%,17.11,NA,NA,NA,NA,NA,24,
202,GDP Share,WEU,"Optimal, 6x damage",2100,World GDP,%,16.21,NA,NA,NA,NA,NA,24,
203,GDP Share,WEU,"BAU, 6x damage",2150,World GDP,%,16.84,NA,NA,NA,NA,NA,24,
204,GDP Share,WEU,"Optimal, 6x damage",2150,World GDP,%,15.65,NA,NA,NA,NA,NA,24,
205,GDP Share,JSHK,"BAU, 6x damage",2017,World GDP,%,9.05,NA,NA,NA,NA,NA,24,
206,GDP Share,JSHK,"Optimal, 6x damage",2017,World GDP,%,9.19,NA,NA,NA,NA,NA,24,
207,GDP Share,JSHK,"BAU, 6x damage",2050,World GDP,%,9.37,NA,NA,NA,NA,NA,24,
208,GDP Share,JSHK,"Optimal, 6x damage",2050,World GDP,%,9.39,NA,NA,NA,NA,NA,24,
209,GDP Share,JSHK,"BAU, 6x damage",2100,World GDP,%,12.34,NA,NA,NA,NA,NA,24,
210,GDP Share,JSHK,"Optimal, 6x damage",2100,World GDP,%,12.31,NA,NA,NA,NA,NA,24,
211,GDP Share,JSHK,"BAU, 6x damage",2150,World GDP,%,13.63,NA,NA,NA,NA,NA,24,
