,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
35,Flood Losses,Europe,Historical,2009,1998,billion EUR,-52.0,NA,NA,NA,NA,NA,p. 107,Total losses over the period 1998-2009
36,Heat wave days,Urban Areas,RCP8.5,2100,No CC,days per year,30,NA,NA,NA,NA,NA,116,Increase from approximately 3 days per year
37,Heat wave days,Cities vs rural surroundings,Present,2023,Rural surroundings,Ratio,2,NA,NA,NA,NA,NA,116,Due to urban heat island effect
38,Mortality,Europe,Extreme Heat Wave,2003,No CC,deaths,0,NA,NA,NA,NA,NA,119,"Describes extreme heat wave in 2003, but no quantitative data is provided. Assigning 0 as no quantitative data present."
39,Agricultural losses,Developing countries,1.5 °C warming,2100,No CC,%,-3,NA,NA,NA,NA,NA,124,Losses are relative to no climate change; Assumed 2100 as a representative year for long-term warming scenarios.
40,Agricultural losses,Developing countries,2 °C warming,2100,No CC,%,-7,NA,NA,NA,NA,NA,124,Losses are relative to no climate change; Assumed 2100 as a representative year for long-term warming scenarios.
41,Flood Depth,Bangkok,1 in 100-year flood hazard,2015,No CC,meters,0,NA,NA,NA,NA,NA,131,"Flood depth for the region surrounding Bangkok is plotted in Fig. 15.1, simulated by Fathom GFM (Sampson et al. 2015). A visualization is described, but there are no specific values given on this page, so a value of 0 is provided as a placeholder and the year is given as the simulation year."
42,Drought risk,Global,SSP1-4.5,2085,1985,%,0,NA,NA,NA,NA,NA,Page 145,Represents a shift in the 5th percentile of annual surface runoff; No specific values provided in text.
43,Drought risk,Global,SSP5-8.5,2085,1985,%,0,NA,NA,NA,NA,NA,Page 145,Represents a shift in the 5th percentile of annual surface runoff; No specific values provided in text.
44,Flood risk,Global,SSP1-4.5,2085,1985,%,0,NA,NA,NA,NA,NA,Page 145,Represents a shift in the 95th percentile of monthly surface runoff; No specific values provided in text.
45,Flood risk,Global,SSP5-8.5,2085,1985,%,0,NA,NA,NA,NA,NA,Page 145,Represents a shift in the 95th percentile of monthly surface runoff; No specific values provided in text.
46,Irrigation Water Demand,Orb case study,Climate projections,2030,NA,NA,0,NA,NA,NA,NA,NA,158,Changes in irrigation needs were determined using agroclimatic simulation models; example year is based on the 2030 future news example. Assigning a value of 0 as no specific value is provided.
47,Urban Water Demand,NA,NA,2030,NA,NA,0,NA,NA,NA,NA,NA,158,"Estimated using an econometric model based on population, household income, price, and climate; example year is based on the 2030 future news example. Assigning a value of 0 as no specific value is provided."
48,Irrigation Water Requirements,Jucar basin,RCP 8.5,2030,Future soc/clim,NA,0,NA,NA,NA,NA,NA,158,Changes estimated using crop simulation models; example year is based on the 2030 future news example. Assigning a value of 0 as no specific value is provided.
49,Disruptions,New Zealand,Simulated,2020,Directly failed assets,%,46,NA,NA,NA,NA,NA,167,Disruptions attributed to network propagation effects (Zorn et al. 2020).
50,Failures,Great Britain,Electricity,2020,Electricity network failure,%,40,NA,NA,NA,NA,NA,167,Failures led to further disruptions to telecoms and at least one of rail and water networks (Pant et al. 2020).
51,Failures,Great Britain,Electricity,2020,First failure,%,20,NA,NA,NA,NA,NA,167,Failures led to further electricity failures (Pant et al. 2020).
52,Failures,Great Britain,Electricity,2020,First failure,%,5.7,NA,NA,NA,NA,NA,167,Failures led to another order of telecoms failures (Pant et al. 2020).
53,Failures,Great Britain,Telecom,2020,Telecom network failure,%,7.8,NA,NA,NA,NA,NA,167,Failures led to disruptions in other networks (Pant et al. 2020).
54,Economic losses,Tanzania,6-7% GDP growth,2018,No CC,US$ / day,-1400000,NA,NA,NA,NA,NA,168,Worst-case transport asset failure.
55,Economic losses,Tanzania,6-7% GDP growth,2030,No CC,US$ / day,-2500000,NA,NA,NA,NA,NA,168,Worst-case transport asset failure.
56,Economic value safeguarding,Vietnam,Resilience upgrades,2019,No CC,US$ / US$ invested,7,NA,NA,NA,NA,NA,168,"For every 1 US$ invested in climate resilience, the benefits of avoiding risks would be equivalent to safeguarding US$ 7-23 of economic value"
57,Economic value safeguarding,Vietnam,Resilience upgrades,2019,No CC,US$ / US$ invested,23,NA,NA,NA,NA,NA,168,"For every 1 US$ invested in climate resilience, the benefits of avoiding risks would be equivalent to safeguarding US$ 7-23 of economic value"
58,Water Demand,Global,Climate change,2030,Current,%,40,NA,NA,NA,NA,NA,173,Demand outstripping supply
59,GDP Growth,Water-scarce areas,Climate change,2030,Current,%,-6,NA,NA,NA,NA,NA,173,Continued negative growth.
60,Flood Costs,Global,Climate change,2023,Current,$ billion/year,100,NA,NA,NA,NA,NA,173,"Expected to rise, setting to current year since no year provided."
61,CO2 Emissions,EU,Existing measures,2050,1990,M kilotons CO2e,0,NA,NA,NA,NA,NA,Page 189,Existing measures scenario shows CO2 emissions remaining relatively constant
62,CO2 Emissions,EU,Green Deal Target,2050,1990,M kilotons CO2e,-6,NA,NA,NA,NA,NA,Page 189,100% reduction in CO2 emissions by 2050 relative to 1990
63,CO2 Emissions,EU,Green Deal Target,2030,1990,M kilotons CO2e,-3.3,NA,NA,NA,NA,NA,Page 189,55% reduction in CO2 emissions by 2030 relative to 1990
64,Insurance penetration,Europe,Climate-related events,2019,No CC,%,35,NA,NA,NA,NA,NA,191,Percentage of losses from climate-related events that are insured.
65,Catastrophe protection gap,Global,Extreme weather events,2018,No CC,US$ billion,-280,NA,NA,NA,NA,NA,191,Difference between what should be insured and what is not insured. (Also reported as EURe252 billion)
66,Insurance Premium,A Zone,Elevation,2023,3ft below BFE,USD per year,-2140,NA,NA,NA,NA,NA,193,Calculated: Premium reduction with elevation
67,Insurance Premium,V Zone,Elevation,2023,3ft below BFE,USD per year,-7890,NA,NA,NA,NA,NA,193,Calculated: Premium reduction with elevation
68,Business Interruption,Europe,Windstorms,2022,Property Damage,%,-65,NA,NA,NA,NA,NA,194,"Percentage of total sum insured for commercial (industrial, agricultural, and commercial) sector - Residential Sector is -31%. Year assumed to be publication year."
69,Mortgage Delinquency Rate,Texas,FEMA Damaged,2018,2017,percentage points,3,NA,NA,NA,NA,NA,196,"Increase in 90+ day mortgage delinquency rate relative to January 2017, peaking in early 2018."
70,Mortgage Delinquency Rate,Texas,FEMA No Damage,2018,2017,percentage points,2,NA,NA,NA,NA,NA,196,"Increase in 90+ day mortgage delinquency rate relative to January 2017, peaking in early 2018."
71,Mortgage Delinquency Rate,Texas,FEMA No Damage,2018,6 months prior,percent,167,NA,NA,NA,NA,NA,196,Increase in 90+ day mortgage delinquency rate relative to six months prior.
72,Mortality,Africa,Storm surge floods,1900,NA,deaths/100k,6000,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
73,Mortality,Africa,Storm surge floods,1981,NA,deaths/100k,16667,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
74,Mortality,E Asia,Storm surge floods,1900,NA,deaths/100k,5000,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
75,Mortality,E Asia,Storm surge floods,1981,NA,deaths/100k,2827,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
76,Mortality,Europe,Storm surge floods,1900,NA,deaths/100k,1367,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
77,Mortality,Europe,Storm surge floods,1981,NA,deaths/100k,1917,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
78,Mortality,Lat America,Storm surge floods,1900,NA,deaths/100k,682,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
79,Mortality,Lat America,Storm surge floods,1981,NA,deaths/100k,263,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
80,Mortality,N Pacific/SE Asia,Storm surge floods,1900,NA,deaths/100k,486,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
81,Mortality,N Pacific/SE Asia,Storm surge floods,1981,NA,deaths/100k,171,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
82,Mortality,S Asia,Storm surge floods,1900,NA,deaths/100k,13,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
83,Mortality,S Asia,Storm surge floods,1981,NA,deaths/100k,24,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
84,Mortality,America/Mexico,Storm surge floods,1900,NA,deaths/100k,7,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
85,Mortality,America/Mexico,Storm surge floods,1981,NA,deaths/100k,199,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
86,Mortality,Australia,Storm surge floods,1900,NA,deaths/100k,0,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018). <1
87,Mortality,Australia,Storm surge floods,1981,NA,deaths/100k,0,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
88,Mortality,Asia,Storm surge floods,1900,NA,deaths/100k,0,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018). <1
89,Mortality,Asia,Storm surge floods,1981,NA,deaths/100k,0,NA,NA,NA,NA,NA,215,Bouwer & Jonkman (2018)
