,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
10,Carbon Emissions,UK,Current electricity mix,2024,No CC,tonnes CO2-equivalent/year,-2.5,NA,NA,NA,NA,NA,Page 24,"The Nissan Leaf is reported to save approximately 2 to 3 tonnes of CO2-equivalent annually compared to a typical ICE vehicle in the UK, assuming the current electricity mix. I have taken the mean of the range.","Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources."" (Page 1). Moving on to the use-phase emissions, EVs like the Nissan Leaf produce zero tailpipe emissions, which is a significant advantage over ICE vehicles. The CarbonBrief analysis shows that the Nissan Leaf can save approximately 2 to 3 tonnes of CO2-equivalent annually in the UK, assuming the current electricity mix [14]. Conversely, a typical ICE vehicle emits about 4.6 metric tonnes of CO2 per year based on an average fuel economy of 22 miles per gallon. (Page 24)."
11,Lifecycle GHG emissions,United States,Base Case,2023,No CC,tonnes CO2e,-30.8,NA,NA,NA,NA,NA,Page 25,Medium-sized BEVs registered today have 60-68% lower lifecycle GHG emissions compared to their gasoline counterparts.,"
The ICCT conducted a comprehensive LCA and found that medium-sized BEVs registered today have 60–68% lower lifecycle GHG emissions in the United States compared to their gasoline counterparts [104]. The base case BEV scenario shows total lifecycle emissions of approximately 19 tCO2e, while the ICEV exhibits a much higher total lifecycle emission of 41.9 tCO2e, driven predominantly by the fuel cycle emissions [106].
"
12,GHG emissions,Worldwide,Stated Policies Scenario,2035,No CC,Ratio,-2.5,NA,NA,NA,NA,NA,Page 26,BEVs in 2035 are projected to have emissions about two-and-a-half times lower than ICEVs under the Stated Policies Scenario.,"The analysis demonstrates that BEVs, sold in 2023, emit roughly half the GHG over their lifetime compared to ICEVs. This trend continues to improve with grid decarbonization, as BEVs are projected to have significantly lower emissions by 2035. In the Stated Policies Scenario, BEVsin 2035 willhave emissions about two-and-a-half times lower than ICEVs, and in the Announced Pledges Scenario, the difference increases to over three times. Well-to-tank emissions are expected to decrease significantly, by up to 75% in the Announced Pledges Scenario, due to cleaner electricity generation."
13,GHG emissions,Worldwide,Announced Pledges Scenario,2035,No CC,Ratio,-3.0,NA,NA,NA,NA,NA,Page 26,BEVs in 2035 are projected to have emissions over three times lower than ICEVs under the Announced Pledges Scenario.,"The analysis demonstrates that BEVs, sold in 2023, emit roughly half the GHG over their lifetime compared to ICEVs. This trend continues to improve with grid decarbonization, as BEVs are projected to have significantly lower emissions by 2035. In the Stated Policies Scenario, BEVsin 2035 willhave emissions about two-and-a-half times lower than ICEVs, and in the Announced Pledges Scenario, the difference increases to over three times. Well-to-tank emissions are expected to decrease significantly, by up to 75% in the Announced Pledges Scenario, due to cleaner electricity generation."
14,Well-to-tank emissions,Worldwide,Announced Pledges Scenario,2035,No CC,Percent,-75,NA,NA,NA,NA,NA,Page 26,Well-to-tank emissions are expected to decrease by up to 75% in the Announced Pledges Scenario due to cleaner electricity generation.,"The analysis demonstrates that BEVs, sold in 2023, emit roughly half the GHG over their lifetime compared to ICEVs. This trend continues to improve with grid decarbonization, as BEVs are projected to have significantly lower emissions by 2035. In the Stated Policies Scenario, BEVsin 2035 willhave emissions about two-and-a-half times lower than ICEVs, and in the Announced Pledges Scenario, the difference increases to over three times. Well-to-tank emissions are expected to decrease significantly, by up to 75% in the Announced Pledges Scenario, due to cleaner electricity generation."
15,Environmental Impact,Unspecified,Pyrometallurgical Recycling,2024,Hydrometallurgical Recycling,Unspecified,3.67E-11,NA,NA,NA,NA,NA,28,Calculated difference in environmental impact (2.17E-11 - (-1.50E-12)),"World Electr. Veh. J.2024,15, 375                                                                                                     28 of 47
                                   4.3.5. Contribution of CO2 and Energy Consumption in Recycling EV Batteries
                                         Recycling EV batteries, particularly lithium-ion batteries (LIBs), involves a complex,
                                   energy-intensiveprocessaimedatreducingGHGemissionsandconservingresources. Thetyp-
                                   icallifespanofthesebatteriesspans5to10years,undergoingmorethan1000charge/discharge
                                   cycles, after which they are retired at around 80% of their original capacity. These retired
                                   batteries can be either recycled or repurposed for second-life applications, where they can
                                   continuefunctioningforoveradecadewithreducedcapacity[114].
                                         RecyclingprocessesforEVbatteriescanbebroadlycategorizedintopyrometallurgical,
                                   hydrometallurgical,and directphysicalmethods,each havingdistinctenvironmentalim-
                                   pacts. Pyrometallurgicalrecycling involveshigh-temperatureprocessing, oftenexceeding
                                   1000 °C, which is energy-intensive and results in significant CO2 emissions. Specifically,
                                   this methodproduces approximately 2.17×   10 −  11 in overallenvironmental impact when
                                   recycling 1000 kg of batteries, largely due to the fossil fuel energy consumed during the
                                   process and the pyrolysis of graphite anodes [115].  Although this method offers high
                                   economicvalue,itsecologicalvalueisrelativelypoorduetoitssubstantialGHGemissions.
                                         Incontrast, hydrometallurgicalrecycling,which useschemical leachingatlower tem-
                                   peratures, is less energy-intensive and generates fewer emissions.  This method has an
                                   overallenvironmental impactof−  1.50×   10−  12 whenrecycling 1000kgofbatteries [115].
                                   However, it does produce a considerable amount of toxic waste and solutions, posing
                                   significant environmental challenges. Direct physical recycling, while still in the experi-
                                   mentalstageandnotyetsuitableforlarge-scaleapplication,showsthehighestpotential
                                   for reducing emissions, with approximately 37.2 kg CO2-eq/kWh, offering about a 32%
                                   reduction in emissions compared to traditional methods [116].
                                         TheenergyconsumptionandCO2 emissionsassociatedwithrecyclingprocessesare
                                   crucial for understanding the environmental footprint of EVs. For instance, the energy
                                   required for recycling one battery pack is approximately 7.64 kWh for pyrometallurgical
                                   recycling and 7.76 kWh for hydrometallurgical recycling [115]. The CO2 emissions from
                                   theseprocessesaresimilarlysubstantial,witheachbatterypackcontributingapproximately
                                   0.224 kg CO2 [115].
"
16,CO2-equivalent emissions,Unspecified,Direct physical recycling,2024,Traditional Recycling Methods,kg CO2-eq/kWh,-37.2,NA,NA,NA,NA,NA,28,32% reduction from direct physical recycling compared to traditional recycling,"World Electr. Veh. J.2024,15, 375                                                                                                     28 of 47
                                   4.3.5. Contribution of CO2 and Energy Consumption in Recycling EV Batteries
                                         Recycling EV batteries, particularly lithium-ion batteries (LIBs), involves a complex,
                                   energy-intensiveprocessaimedatreducingGHGemissionsandconservingresources. Thetyp-
                                   icallifespanofthesebatteriesspans5to10years,undergoingmorethan1000charge/discharge
                                   cycles, after which they are retired at around 80% of their original capacity. These retired
                                   batteries can be either recycled or repurposed for second-life applications, where they can
                                   continuefunctioningforoveradecadewithreducedcapacity[114].
                                         RecyclingprocessesforEVbatteriescanbebroadlycategorizedintopyrometallurgical,
                                   hydrometallurgical,and directphysicalmethods,each havingdistinctenvironmentalim-
                                   pacts. Pyrometallurgicalrecycling involveshigh-temperatureprocessing, oftenexceeding
                                   1000 °C, which is energy-intensive and results in significant CO2 emissions. Specifically,
                                   this methodproduces approximately 2.17×   10 −  11 in overallenvironmental impact when
                                   recycling 1000 kg of batteries, largely due to the fossil fuel energy consumed during the
                                   process and the pyrolysis of graphite anodes [115].  Although this method offers high
                                   economicvalue,itsecologicalvalueisrelativelypoorduetoitssubstantialGHGemissions.
                                         Incontrast, hydrometallurgicalrecycling,which useschemical leachingatlower tem-
                                   peratures, is less energy-intensive and generates fewer emissions.  This method has an
                                   overallenvironmental impactof−  1.50×   10−  12 whenrecycling 1000kgofbatteries [115].
                                   However, it does produce a considerable amount of toxic waste and solutions, posing
                                   significant environmental challenges. Direct physical recycling, while still in the experi-
                                   mentalstageandnotyetsuitableforlarge-scaleapplication,showsthehighestpotential
                                   for reducing emissions, with approximately 37.2 kg CO2-eq/kWh, offering about a 32%
                                   reduction in emissions compared to traditional methods [116].
                                         TheenergyconsumptionandCO2 emissionsassociatedwithrecyclingprocessesare
                                   crucial for understanding the environmental footprint of EVs. For instance, the energy
                                   required for recycling one battery pack is approximately 7.64 kWh for pyrometallurgical
                                   recycling and 7.76 kWh for hydrometallurgical recycling [115]. The CO2 emissions from
                                   theseprocessesaresimilarlysubstantial,witheachbatterypackcontributingapproximately
                                   0.224 kg CO2 [115].
"
17,Energy required for recycling,Unspecified,Pyrometallurgical Recycling,2024,Hydrometallurgical Recycling,kWh,-0.12,NA,NA,NA,NA,NA,28,Calculated difference in energy required (7.64 - 7.76),"World Electr. Veh. J.2024,15, 375                                                                                                     28 of 47
                                   4.3.5. Contribution of CO2 and Energy Consumption in Recycling EV Batteries
                                         Recycling EV batteries, particularly lithium-ion batteries (LIBs), involves a complex,
                                   energy-intensiveprocessaimedatreducingGHGemissionsandconservingresources. Thetyp-
                                   icallifespanofthesebatteriesspans5to10years,undergoingmorethan1000charge/discharge
                                   cycles, after which they are retired at around 80% of their original capacity. These retired
                                   batteries can be either recycled or repurposed for second-life applications, where they can
                                   continuefunctioningforoveradecadewithreducedcapacity[114].
                                         RecyclingprocessesforEVbatteriescanbebroadlycategorizedintopyrometallurgical,
                                   hydrometallurgical,and directphysicalmethods,each havingdistinctenvironmentalim-
                                   pacts. Pyrometallurgicalrecycling involveshigh-temperatureprocessing, oftenexceeding
                                   1000 °C, which is energy-intensive and results in significant CO2 emissions. Specifically,
                                   this methodproduces approximately 2.17×   10 −  11 in overallenvironmental impact when
                                   recycling 1000 kg of batteries, largely due to the fossil fuel energy consumed during the
                                   process and the pyrolysis of graphite anodes [115].  Although this method offers high
                                   economicvalue,itsecologicalvalueisrelativelypoorduetoitssubstantialGHGemissions.
                                         Incontrast, hydrometallurgicalrecycling,which useschemical leachingatlower tem-
                                   peratures, is less energy-intensive and generates fewer emissions.  This method has an
                                   overallenvironmental impactof−  1.50×   10−  12 whenrecycling 1000kgofbatteries [115].
                                   However, it does produce a considerable amount of toxic waste and solutions, posing
                                   significant environmental challenges. Direct physical recycling, while still in the experi-
                                   mentalstageandnotyetsuitableforlarge-scaleapplication,showsthehighestpotential
                                   for reducing emissions, with approximately 37.2 kg CO2-eq/kWh, offering about a 32%
                                   reduction in emissions compared to traditional methods [116].
                                         TheenergyconsumptionandCO2 emissionsassociatedwithrecyclingprocessesare
                                   crucial for understanding the environmental footprint of EVs. For instance, the energy
                                   required for recycling one battery pack is approximately 7.64 kWh for pyrometallurgical
                                   recycling and 7.76 kWh for hydrometallurgical recycling [115]. The CO2 emissions from
                                   theseprocessesaresimilarlysubstantial,witheachbatterypackcontributingapproximately
                                   0.224 kg CO2 [115].
"
18,CO2 Emissions,Unspecified,EV battery pack recycling,2024,Unspecified,kg CO2,0.224,NA,NA,NA,NA,NA,28,Emissions resulting from recycling one battery pack using either pyrometallurgical or hydrometallurgical processes.,"World Electr. Veh. J.2024,15, 375                                                                                                     28 of 47
                                   4.3.5. Contribution of CO2 and Energy Consumption in Recycling EV Batteries
                                         Recycling EV batteries, particularly lithium-ion batteries (LIBs), involves a complex,
                                   energy-intensiveprocessaimedatreducingGHGemissionsandconservingresources. Thetyp-
                                   icallifespanofthesebatteriesspans5to10years,undergoingmorethan1000charge/discharge
                                   cycles, after which they are retired at around 80% of their original capacity. These retired
                                   batteries can be either recycled or repurposed for second-life applications, where they can
                                   continuefunctioningforoveradecadewithreducedcapacity[114].
                                         RecyclingprocessesforEVbatteriescanbebroadlycategorizedintopyrometallurgical,
                                   hydrometallurgical,and directphysicalmethods,each havingdistinctenvironmentalim-
                                   pacts. Pyrometallurgicalrecycling involveshigh-temperatureprocessing, oftenexceeding
                                   1000 °C, which is energy-intensive and results in significant CO2 emissions. Specifically,
                                   this methodproduces approximately 2.17×   10 −  11 in overallenvironmental impact when
                                   recycling 1000 kg of batteries, largely due to the fossil fuel energy consumed during the
                                   process and the pyrolysis of graphite anodes [115].  Although this method offers high
                                   economicvalue,itsecologicalvalueisrelativelypoorduetoitssubstantialGHGemissions.
                                         Incontrast, hydrometallurgicalrecycling,which useschemical leachingatlower tem-
                                   peratures, is less energy-intensive and generates fewer emissions.  This method has an
                                   overallenvironmental impactof−  1.50×   10−  12 whenrecycling 1000kgofbatteries [115].
                                   However, it does produce a considerable amount of toxic waste and solutions, posing
                                   significant environmental challenges. Direct physical recycling, while still in the experi-
                                   mentalstageandnotyetsuitableforlarge-scaleapplication,showsthehighestpotential
                                   for reducing emissions, with approximately 37.2 kg CO2-eq/kWh, offering about a 32%
                                   reduction in emissions compared to traditional methods [116].
                                         TheenergyconsumptionandCO2 emissionsassociatedwithrecyclingprocessesare
                                   crucial for understanding the environmental footprint of EVs. For instance, the energy
                                   required for recycling one battery pack is approximately 7.64 kWh for pyrometallurgical
                                   recycling and 7.76 kWh for hydrometallurgical recycling [115]. The CO2 emissions from
                                   theseprocessesaresimilarlysubstantial,witheachbatterypackcontributingapproximately
                                   0.224 kg CO2 [115].
"
19,GHG emissions,Global,Graphene 25%,2024,Traditional tires,%,-5.92,NA,NA,NA,NA,NA,30,Reduction in GHG emissions when 25% of carbon black is replaced with graphene in tires.,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
20,GHG emissions,Global,Graphene 50%,2024,Traditional tires,%,-11.62,NA,NA,NA,NA,NA,30,Reduction in GHG emissions when 50% of carbon black is replaced with graphene in tires.,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
21,GHG emissions,Global,Graphene 75%,2024,Traditional tires,%,-17.76,NA,NA,NA,NA,NA,30,Reduction in GHG emissions when 75% of carbon black is replaced with graphene in tires.,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
22,GHG emissions,Global,Graphene 100%,2024,Traditional tires,%,-23.46,NA,NA,NA,NA,NA,30,Reduction in GHG emissions when 100% of carbon black is replaced with graphene in tires.,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
23,Carbon emissions,Global,Full Graphene,2024,Carbon black,%,-98.81,NA,NA,NA,NA,NA,30,Reduction in carbon emissions of the carbon black component itself with graphene.,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
24,Tire emissions,Global,Tire control,2024,No control,%,-90,NA,NA,NA,NA,NA,30,"Reduction in tire particulate emissions from EVs with control strategies, while ensuring ride comfort.","Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
25,Distance traveled,Global,FCEV Simulation,2024,Conventional Vehicles,km,650,NA,NA,NA,NA,NA,34,Distance traveled by simulated FCEV after refueling. ,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
26,Hydrogen refuel time,Global,FCEV Simulation,2024,Conventional Vehicles,seconds,280,NA,NA,NA,NA,NA,34,Time required to refuel simulated FCEV with 4.34 kg hydrogen.,"Environmental analysis reveals substantial reductions in greenhouse gas emissions, with lifecycle assessments showing significant reductions for EVs compared to internal combustion engine vehicles, particularly when charged with renewable energy sources... [...] potential reduction is pivotal, considering that the raw material stage of production, where carbon black is heavily used, contributes most significantly to the overall emissions. By substituting carbon black with 25%, 50%, 75%, and 100% graphene, the emissions can be reduced by 5.92%, 11.62%, 17.76%, and 23.46%, respectively. Remarkably, graphene can reduce the emissions of the carbon black component itself by up to 98.81%... [...] Advanced control strategies have been developed to reduce tire emissions in EVs effectively. For instance, the implementation of tire particle control strategies can decrease particulate emissions by over 90% while ensuring ride comfort. This reduction is critical for mitigating microplastic pollution and reducing the indirect environmental impacts of EVs... [...] Sahin [150] examines the hydrogen refueling process for fuel cell electric vehicles (FCEVs). This study highlights the design of a vehicle with an 80 kW fuel cell and a 2.64 kWh lithium-ion battery, simulated to refuel 4.34 kg of hydrogen in 280s, enabling a travel distance of 650 km. [...] While material innovations provide significant reductions in carbon emissions, advancements in vehicle control strategies also play a crucial role in addressing non-exhaust emissions from tires. [...] Developing robust hydrogen refueling infrastructure to support the widespread adoption of FCEVs, complementing the advancements in battery electric vehicle (BEV) charging strategies. [...] Optimizing tire production and use becomes essential for achieving environmental sustainability goals."" (Pages 1, 30, 34)
"
