,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
27,BI Loss,Global,Reanalysis,1960,1960-2013 average,%,20.6,NA,NA,NA,NA,NA,14,Ratio of BI Loss to Asset Damage (globally averaged)
28,BI Loss,Africa,Reanalysis,1960,1960-2013 average,%,22.1,NA,NA,NA,NA,NA,14,Ratio of BI Loss to Asset Damage (globally averaged)
29,BI Loss,Europe,Reanalysis,1960,1960-2013 average,%,26.9,NA,NA,NA,NA,NA,14,Ratio of BI Loss to Asset Damage (globally averaged)
30,BI Loss,South America,Reanalysis,1960,1960-2013 average,%,6.1,NA,NA,NA,NA,NA,14,Ratio of BI Loss to Asset Damage (globally averaged)
31,Business Interruption,Global,Historical,2013,No Flood Protection,USD (2005 PPP),-1864000000000,NA,NA,NA,NA,NA,Page 15,The BI loss estimate resulted when no flood protection was in place.
32,Asset Damage,Global,Historical,2013,No Flood Protection,USD (2005 PPP),-3771000000000,NA,NA,NA,NA,NA,Page 15,The asset damage estimate resulted when no flood protection was in place.
33,BI loss to asset damage ratio,Africa,RCP8.5/SSP3,2075,Past values,%,15,NA,NA,NA,NA,NA,17,FPL is generally low; reported as a minimum
34,BI loss to asset damage ratio,China,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Increase expected; reported as zero because increase is not a number
35,BI loss to asset damage ratio,India,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Increase expected; reported as zero because increase is not a number
36,BI loss to asset damage ratio,Central Africa,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Increase expected; reported as zero because increase is not a number
37,BI loss to asset damage ratio,Europe,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Increase expected; reported as zero because increase is not a number
38,BI loss to asset damage ratio,America,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Increase expected; likely referring to the US given Mississippi example; reported as zero because increase is not a number
39,BI loss to asset damage ratio,Mississippi River basin,RCP8.5/SSP3,2075,Past values,%,17.3,NA,NA,NA,NA,NA,17,FPL of >50 years
40,BI loss to asset damage ratio,South America,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Decrease expected; reported as zero because increase is not a number
41,BI loss to asset damage ratio,Australia,RCP8.5/SSP3,2075,Past values,%,0,NA,NA,NA,NA,NA,17,Decrease expected; reported as zero because increase is not a number
