,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
14,Household Demand,Sustainable Practices,UAE,Scenario 1,CGE Model,AvoidedImpact,Economic,N/A,%,4.43,NA,NA,NA,NA,NA,p. 9,Decline in household consumption of imported fish
15,Household Demand,Sustainable Practices,UAE,Scenario 2,CGE Model,AvoidedImpact,Economic,N/A,%,7.99,NA,NA,NA,NA,NA,p. 9,Decline in household consumption of imported fish
16,Food Sector,Sustainable Practices,UAE,Scenario 1,CGE Model,MonetaryBenefits,Economic,N/A,%,-7.70,NA,NA,NA,NA,NA,p. 9,Change in prices paid by consumers for fishing composite commodity (% change from baseline)
17,Food Sector,Sustainable Practices,UAE,Scenario 2,CGE Model,MonetaryBenefits,Economic,N/A,%,-13.68,NA,NA,NA,NA,NA,p. 9,Change in prices paid by consumers for fishing composite commodity (% change from baseline)
18,Natural Resources,Sustainable Practices,UAE,Scenario 1,CGE Model,MonetaryBenefits,Economic,N/A,%,-38.722,NA,NA,NA,NA,NA,p. 9,Change in prices paid by firms for natural resources (% change from baseline)
19,Natural Resources,Sustainable Practices,UAE,Scenario 2,CGE Model,MonetaryBenefits,Economic,N/A,%,-62.161,NA,NA,NA,NA,NA,p. 9,Change in prices paid by firms for natural resources (% change from baseline)
20,Land,Sustainable Practices,UAE,Scenario 1,CGE Model,MonetaryBenefits,Economic,N/A,%,1.132,NA,NA,NA,NA,NA,p. 9,Change in prices paid by firms for land (% change from baseline)
21,Land,Sustainable Practices,UAE,Scenario 2,CGE Model,MonetaryBenefits,Economic,N/A,%,1.241,NA,NA,NA,NA,NA,p. 9,Change in prices paid by firms for land (% change from baseline)
22,Fisheries,Capital Investment,UAE,15% Capital,CGE Model,MonetaryBenefits,Economic,Need,tons,78400,NA,NA,NA,NA,NA,Page 10,"Increase from baseline of 72,700 tons in 2012."
23,Fisheries,Capital Investment,UAE,30% Capital/5% Labor,CGE Model,MonetaryBenefits,Economic,Need,tons,83700,NA,NA,NA,NA,NA,Page 10,"Increase from baseline of 72,700 tons in 2012."
24,Household Consumption,Sustainable practices,UAE,Scenario 1,CGE Model,NonMonetaryBenefits,Economic,Need,%,9.12,NA,NA,NA,NA,NA,Page 10,Increase in household consumption of domestically-produced fish.
25,Household Consumption,Sustainable practices,UAE,Scenario 2,CGE Model,NonMonetaryBenefits,Economic,Need,%,17.31,NA,NA,NA,NA,NA,Page 10,Increase in household consumption of domestically-produced fish.
26,Fisheries,Adaptation,UAE,Scenario 1,Percentage Change,MonetaryBenefits,Various,N/A,Percentage,-6.64,NA,NA,NA,NA,NA,Page 12 - Appendix 3,Significant reduction in merchandise imports for fisheries.
27,Fisheries,Adaptation,UAE,Scenario 2,Percentage Change,MonetaryBenefits,Various,N/A,Percentage,-11.75,NA,NA,NA,NA,NA,Page 12 - Appendix 3,Further reduction in merchandise imports for fisheries with additional adaptive measures.
28,Fisheries,Adaptation,UAE,Scenario 1,Percentage Change,MonetaryBenefits,Various,N/A,Percentage,13.48,NA,NA,NA,NA,NA,Page 12 - Appendix 3,Significant increase in merchandise exports for fisheries.
29,Fisheries,Adaptation,UAE,Scenario 2,Percentage Change,MonetaryBenefits,Various,N/A,Percentage,25.77,NA,NA,NA,NA,NA,Page 12 - Appendix 3,Further increase in merchandise exports for fisheries with additional adaptive measures.
