,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
22,Agriculture,Any,Chile,B270,Net Income,MonetaryBenefits,Monetary,Need,millions of USD,2403.34,NA,NA,NA,NA,NA,Table 2,"Net income for total agriculture under climate scenario B270, based on 2007 USD."
23,Agriculture,Any,Chile,Baseline,Net Income,BaselineImpact,Monetary,Need,millions of USD,2403.24,NA,NA,NA,NA,NA,Table 2,"Net income for total agriculture under the baseline scenario, based on 2007 USD."
24,Agriculture,Any,Chile,A240,Employment,NonMonetaryBenefits,Economic,Need,thousands of employee-years,260.9,NA,NA,NA,NA,NA,Table 3,Total farm labor demand under climate scenario A240.
25,Agriculture,Any,Chile,A270,Employment,NonMonetaryBenefits,Economic,Need,thousands of employee-years,242.4,NA,NA,NA,NA,NA,Table 3,Total farm labor demand under climate scenario A270.
26,Agriculture,Any,Chile,B240,Employment,NonMonetaryBenefits,Economic,Need,thousands of employee-years,267.7,NA,NA,NA,NA,NA,Table 3,Total farm labor demand under climate scenario B240.
27,Agriculture,Any,Chile,B270,Employment,NonMonetaryBenefits,Economic,Need,thousands of employee-years,265.8,NA,NA,NA,NA,NA,Table 3,Total farm labor demand under climate scenario B270.
28,Agriculture,Any,Chile,Baseline,Employment,BaselineImpact,Economic,Need,thousands of employee-years,295.6,NA,NA,NA,NA,NA,Table 3,Total farm labor demand under the baseline scenario.
29,Agriculture,Land-use change,Chile,A240/B240,Land Use,AvoidedImpact,Economic,Need,hectares,-55941,NA,NA,NA,NA,NA,Table 4,Reduction in rainfed wheat area compared to baseline
30,Agriculture,Land-use change,Chile,A270,Land Use,AvoidedImpact,Economic,Need,hectares,-51191,NA,NA,NA,NA,NA,Table 4,Reduction in rainfed wheat area compared to baseline
31,Agriculture,Land-use change,Chile,B270,Land Use,AvoidedImpact,Economic,Need,hectares,-29993,NA,NA,NA,NA,NA,Table 4,Reduction in rainfed wheat area compared to baseline
32,Agriculture,Land Use Change,Chile,A240,Land Area,AvoidedImpact,Economic,Need,hectares,-13382,NA,NA,NA,NA,NA,Table 5,Decrease in land area dedicated to table grapes under A240 compared to baseline (60783-47401)
33,Agriculture,Land Use Change,Chile,A270,Land Area,AvoidedImpact,Economic,Need,hectares,-28521,NA,NA,NA,NA,NA,Table 5,Decrease in land area dedicated to table grapes under A270 compared to baseline (60783-32262)
34,Agriculture,Land Use Change,Chile,B240,Land Area,AvoidedImpact,Economic,Need,hectares,-12725,NA,NA,NA,NA,NA,Table 5,Decrease in land area dedicated to table grapes under B240 compared to baseline (60783-48058)
35,Agriculture,Land Use Change,Chile,B270,Land Area,AvoidedImpact,Economic,Need,hectares,-12725,NA,NA,NA,NA,NA,Table 5,Decrease in land area dedicated to table grapes under B270 compared to baseline (60783-48058)
36,Agriculture,Land Use Change,Chile,A240,Area Planted,MonetaryBenefits,Economic,Need,hectares,42579,NA,NA,NA,NA,NA,Table 6,Total area planted with avocados under A240 scenario in 2070
37,Agriculture,Land Use Change,Chile,B240,Area Planted,MonetaryBenefits,Economic,Need,hectares,42579,NA,NA,NA,NA,NA,Table 6,Total area planted with avocados under B240 scenario in 2070
38,Agriculture,Land Use Change,Chile,A270,Area Planted,MonetaryBenefits,Economic,Need,hectares,49412,NA,NA,NA,NA,NA,Table 6,Total area planted with avocados under A270 scenario in 2070
39,Agriculture,Land Use Change,Chile,B270,Area Planted,MonetaryBenefits,Economic,Need,hectares,56409,NA,NA,NA,NA,NA,Table 6,Total area planted with avocados under B270 scenario in 2070
